agi,agiint,agistr,agistrint,arcres,armor,classes,cooldown,critstrkrtng,dmg,dmgmax1,dmgmin1,dodgertng,dps,dura,firres,frores,hastertng,int,lifesteal,mastrtng,mledmgmax,mledmgmin,mledps,mlespeed,name_enus,natres,nsockets,parryrtng,pvppower,quality,reqlevel,slotbak,socket1,socket2,socket3,speed,splcritstrkrtng,splpwr,sta,str,versatility
,,,,,,,,,,127.0,61.0,,26.15,,,,,,,,127.0,61.0,26.15,3.6,Warmongering Gladiator's Decapitator,,,,,Epic,100.0,17.0,,,,3.6,,,,,
,,,,,,,,,,53.0,39.0,,12.82,,,,,,,,53.0,39.0,12.82,3.6,Wild Gladiator's Energy Staff,,,,,Epic,100.0,17.0,,,,3.6,,,,,
,,,,,,,,22.0,,111.0,66.0,,24.7,100.0,,,,,,22.0,111.0,66.0,24.7,3.6,Wild Combatant's Greatsword,,,,,Rare,100.0,17.0,,,,3.6,,,50.0,33.0,
,,,,,,,,22.0,,51.0,37.0,,12.34,100.0,,,,147.0,,22.0,51.0,37.0,12.34,3.6,Wild Combatant's Energy Staff,,,,,Rare,100.0,17.0,,,,3.6,,,50.0,,
,,,,,,,,,,51.0,37.0,,12.34,120.0,,,20.0,147.0,,23.0,51.0,37.0,12.34,3.6,Thogar's Imperialistic Spire,,,,,Epic,100.0,17.0,,,,3.6,,,50.0,,
,,,,,,,,,,51.0,37.0,,12.34,120.0,,,,147.0,,,51.0,37.0,12.34,3.6,Baleful Spire,,,,,Rare,100.0,17.0,,,,3.6,,,50.0,,
32.0,,,,,,,,,,101.0,74.0,,24.36,85.0,,,,,,,101.0,74.0,24.36,3.6,Howling Staff,,,,,Uncommon,100.0,17.0,,,,3.6,,,48.0,,
,,,,,,,,,,50.0,37.0,,12.11,100.0,,,,143.0,,,50.0,37.0,12.11,3.6,Munificent Spire,,,,,Rare,100.0,17.0,,,,3.6,,,48.0,,
32.0,,,,,,,,,,114.0,61.0,,24.34,100.0,,,,,,20.0,114.0,61.0,24.34,3.6,Skullcutter of Trials,,,,,Rare,,17.0,,,,3.6,,,48.0,,22.0
,,,,,,,,,,57.0,30.0,,12.17,100.0,,,18.0,143.0,,24.0,57.0,30.0,12.17,3.6,Cloudsplitter Greatstaff,,,,,Rare,100.0,17.0,,,,3.6,,,48.0,,
32.0,,,,,,,,21.0,,114.0,61.0,,24.34,100.0,,,,,,21.0,114.0,61.0,24.34,3.6,Primal Combatant's Pike,,,,,Rare,100.0,17.0,,,,3.6,,,48.0,,
,,,,,,,,,,115.0,55.0,,23.65,85.0,,,,,,,115.0,55.0,23.65,3.6,Gorian Broadaxe,,,,,Uncommon,99.0,17.0,,,,3.6,,,47.0,32.0,
,,,,,,,,18.0,,48.0,35.0,,11.55,85.0,,,,136.0,,22.0,48.0,35.0,11.55,3.6,Telmor Soupriest Staff,,,,,Uncommon,,17.0,,,,3.6,,,46.0,,
,,,,,,,,21.0,,47.0,36.0,,11.55,85.0,,,19.0,136.0,,,47.0,36.0,11.55,3.6,Vorpil's Ribsmasher,,,,,Uncommon,,17.0,,,,3.6,,,46.0,,
,,,,,,,,17.0,,46.0,33.0,,11.09,100.0,,,,130.0,,,46.0,33.0,11.09,3.6,Brokor's Walking Stick,,,,,Rare,92.0,17.0,,,,3.6,,,44.0,,21.0
,,,,,,,,,,43.0,31.0,,10.34,85.0,,,,121.0,,,43.0,31.0,10.34,3.6,Vinewrapped Staff,,,,,Uncommon,92.0,17.0,,,,3.6,,,41.0,,
,,,,,,,,,,82.0,63.0,,20.21,85.0,,,,,,,82.0,63.0,20.21,3.6,Lunarglow Hammer,,,,,Uncommon,91.0,17.0,,,,3.6,,,40.0,27.0,
,,,,,,,,23.0,,53.0,39.0,,12.82,100.0,,,,152.0,,23.0,53.0,39.0,12.82,3.6,Warmongering Combatant's Energy Staff,,,,,Rare,100.0,17.0,,,,3.6,,,51.0,,
34.0,,,,,,,,23.0,,106.0,78.0,,25.64,100.0,,,,,,23.0,106.0,78.0,25.64,3.6,Warmongering Combatant's Staff,,,,,Rare,100.0,17.0,,,,3.6,,,51.0,,
,,,,,,,,23.0,,53.0,39.0,,12.82,120.0,,,,152.0,,23.0,53.0,39.0,12.82,3.6,Wild Gladiator's Energy Staff,,,,,Epic,100.0,17.0,,,,3.6,,,51.0,,
,,,,,,,,,,125.0,60.0,,25.71,,,,,,,,125.0,60.0,25.71,3.6,Wild Gladiator's Decapitator,,,,,Epic,100.0,17.0,,,,3.6,,,,,
,,,,,,,,23.0,,116.0,69.0,,25.75,100.0,,,,,,23.0,116.0,69.0,25.75,3.6,Warmongering Combatant's Greatsword,,,,,Rare,100.0,17.0,,,,3.6,,,51.0,34.0,
,,,,,,,,23.0,,53.0,39.0,,12.82,100.0,,,23.0,152.0,,,53.0,39.0,12.82,3.6,Warmongering Combatant's Battle Staff,,,,,Rare,100.0,17.0,,,,3.6,,,51.0,,
,,,,,,,,,,120.0,64.0,,25.66,,,,,,,,120.0,64.0,25.66,3.6,Wild Gladiator's Pike,,,,,Epic,100.0,17.0,,,,3.6,,,,,
,,,,,,,,,,111.0,66.0,,24.7,120.0,,,,,,,111.0,66.0,24.7,3.6,Baleful Greatsword,,,,,Rare,100.0,17.0,,,,3.6,,,50.0,33.0,
33.0,,,,,,,,22.0,,103.0,75.0,,24.83,100.0,,,,,,22.0,103.0,75.0,24.83,3.6,Wild Combatant's Staff,,,,,Rare,100.0,17.0,,,,3.6,,,50.0,,
,,,,,,Paladin,,19.0,,98.0,76.0,,24.24,100.0,,,,,,23.0,98.0,76.0,24.24,3.6,Sunsoul Warmaul,,,,,Rare,100.0,17.0,,,,3.6,,,48.0,32.0,
,,,,,,,,21.0,,50.0,37.0,,12.11,100.0,,,,143.0,,21.0,50.0,37.0,12.11,3.6,Primal Combatant's Energy Staff,,,,,Rare,100.0,17.0,,,,3.6,,,48.0,,
32.0,,,,,,,,,,101.0,74.0,,24.36,100.0,,,21.0,,,,101.0,74.0,24.36,3.6,Chasmwrench Docking Hook,,,,,Rare,100.0,17.0,,,,3.6,,,48.0,,22.0
,,,,,,,,,,111.0,59.0,,23.69,85.0,,,,,,,111.0,59.0,23.69,3.6,Gorian Spear,,,,,Uncommon,99.0,17.0,,,,3.6,,,47.0,32.0,
31.0,,,,,,,,22.0,,95.0,70.0,,22.96,85.0,,,,,,,95.0,70.0,22.96,3.6,Telmor Crystal Staff,,,,,Uncommon,,17.0,,,,3.6,,,46.0,,18.0
,,,,,,,,,,112.0,53.0,,23.02,85.0,,,,,,,112.0,53.0,23.02,3.6,Bloodmane Broadaxe,,,,,Uncommon,98.0,17.0,,,,3.6,,,46.0,31.0,
,,,,,,,,,,108.0,57.0,,23.04,85.0,,,,,,,108.0,57.0,23.04,3.6,Bloodmane Spear,,,,,Uncommon,98.0,17.0,,,,3.6,,,46.0,31.0,
31.0,,,,,,,,,,95.0,70.0,,22.96,85.0,,,,,,,95.0,70.0,22.96,3.6,Bloodmane Staff,,,,,Uncommon,98.0,17.0,,,,3.6,,,46.0,,
,,,,,,,,,,108.0,57.0,,23.04,100.0,,,,,,21.0,108.0,57.0,23.04,3.6,Draenic Treecleaver,,,,,Rare,94.0,17.0,,,,3.6,,,46.0,31.0,20.0
,,,,,,,,,,108.0,51.0,,22.2,85.0,,,,,,,108.0,51.0,22.2,3.6,Auchenai Broadaxe,,,,,Uncommon,95.0,17.0,,,,3.6,,,44.0,29.0,
,,,,,,,,,,87.0,67.0,,21.5,85.0,,,,,,,87.0,67.0,21.5,3.6,Incised Hammer,,,,,Uncommon,94.0,17.0,,,,3.6,,,43.0,28.0,
,,,,,,,,,,45.0,32.0,,10.82,85.0,,,,126.0,,,45.0,32.0,10.82,3.6,Incised Staff,,,,,Uncommon,94.0,17.0,,,,3.6,,,43.0,,
,,,,,,,,,,54.0,40.0,,13.06,,,,,,,,54.0,40.0,13.06,3.6,Warmongering Gladiator's Energy Staff,,,,,Epic,100.0,17.0,,,,3.6,,,,,
,,,,,,,,23.0,,106.0,82.0,,26.18,120.0,,,,,,23.0,106.0,82.0,26.18,3.6,Warmongering Gladiator's Bonegrinder,,,,,Epic,100.0,17.0,,,,3.6,,,52.0,35.0,
,,,,,,,,,,118.0,70.0,,26.21,,,,,,,,118.0,70.0,26.21,3.6,Warmongering Gladiator's Greatsword,,,,,Epic,100.0,17.0,,,,3.6,,,,,
,,,,,,,,15.0,,101.0,78.0,,24.96,120.0,,,,,,29.0,101.0,78.0,24.96,3.6,Spiked Gnarlroot Greatclub,,,,,Epic,100.0,17.0,,,,3.6,,,50.0,33.0,
,,,,,,,,,,52.0,38.0,,12.53,100.0,,,24.0,147.0,,19.0,52.0,38.0,12.53,3.6,Stormwind Vanguard Stave,,,,,Rare,1.0,17.0,,,,3.6,,,50.0,,
,,,,,,Priest,,,,51.0,37.0,,12.34,85.0,,,24.0,147.0,,19.0,51.0,37.0,12.34,3.6,Soulward Stave,,,,,Uncommon,100.0,17.0,,,,3.6,,,50.0,,
,,,,,,,,24.0,,120.0,57.0,,24.71,120.0,,,19.0,,,,120.0,57.0,24.71,3.6,Axe of the Stone Geyser,,,,,Epic,100.0,17.0,,,,3.6,,,50.0,33.0,
,,,,,,,,22.0,,111.0,66.0,,24.7,100.0,,,,,,22.0,111.0,66.0,24.7,3.6,Wild Combatant's Greatsword,,,,,Rare,100.0,17.0,,,,3.6,,,50.0,33.0,
33.0,,,,,,,,18.0,,116.0,62.0,,24.78,100.0,,,25.0,,,,116.0,62.0,24.78,3.6,Ravager Hunting Spear,,,,,Rare,100.0,17.0,,,,3.6,,,50.0,,
33.0,,,,,,,,,,116.0,62.0,,24.78,120.0,,,,,,,116.0,62.0,24.78,3.6,Baleful Polearm,,,,,Rare,100.0,17.0,,,,3.6,,,50.0,,
33.0,,,,,,,,22.0,,116.0,62.0,,24.78,100.0,,,,,,22.0,116.0,62.0,24.78,3.6,Wild Combatant's Pike,,,,,Rare,100.0,17.0,,,,3.6,,,50.0,,
,,,,,,,,22.0,,51.0,37.0,,12.3,120.0,,,21.0,145.0,,,51.0,37.0,12.3,3.6,Imperator's Warstaff,,,,,Epic,100.0,17.0,,,,3.6,,,49.0,,
,,,,,,,,,,51.0,37.0,,12.3,120.0,,,,145.0,,,51.0,37.0,12.3,3.6,Expeditious Staff,,,,,Epic,100.0,17.0,,,,3.6,,,49.0,,
,,,,,,Mage,,,,51.0,37.0,,12.3,85.0,,,22.0,145.0,,22.0,51.0,37.0,12.3,3.6,Mountainsage Staff,,,,,Uncommon,100.0,17.0,,,,3.6,,,49.0,,
,,,,,,,,,,50.0,37.0,,12.11,100.0,,,21.0,143.0,,21.0,50.0,37.0,12.11,3.6,Primal Combatant's Battle Staff,,,,,Rare,100.0,17.0,,,,3.6,,,48.0,,
,,,,,,,,,,50.0,37.0,,12.11,85.0,,,,143.0,,,50.0,37.0,12.11,3.6,Howling Staff,,,,,Uncommon,100.0,17.0,,,,3.6,,,48.0,,
32.0,,,,,,,,23.0,,98.0,76.0,,24.24,100.0,,,19.0,,,,98.0,76.0,24.24,3.6,Hunter Blacktooth's Ribcruncher,,,,,Rare,98.0,17.0,,,,3.6,,,48.0,,
,,,,,,Druid,,,,50.0,37.0,,12.11,100.0,,,21.0,143.0,,21.0,50.0,37.0,12.11,3.6,Springrain Stave,,,,,Rare,100.0,17.0,,,,3.6,,,48.0,,
,,,,,,,,21.0,,98.0,76.0,,24.24,100.0,,,,,,22.0,98.0,76.0,24.24,3.6,Talon Guard Wingsmasher,,,,,Rare,,17.0,,,,3.6,,,48.0,32.0,
,,,,,,,,,,114.0,61.0,,24.34,85.0,,,,,,,114.0,61.0,24.34,3.6,Howling Spear,,,,,Uncommon,100.0,17.0,,,,3.6,,,48.0,32.0,
,,,,,,,,19.0,,97.0,75.0,,23.91,100.0,,,,,,22.0,97.0,75.0,23.91,3.6,Mutafen's Mighty Maul,,,,,Rare,96.0,17.0,,,,3.6,,,47.0,32.0,
31.0,,,,,,,,17.0,,110.0,58.0,,23.47,100.0,,,23.0,,,,110.0,58.0,23.47,3.6,Assassin's Spear,,,,,Rare,96.0,17.0,,,,3.6,,,47.0,,
31.0,,,,,,,,,,109.0,58.0,,23.26,85.0,,,,,,18.0,109.0,58.0,23.26,3.6,Admiral Taylor's Glaive,,,,,Uncommon,,17.0,,,,3.6,,,47.0,,22.0
,,,,,,,,,,48.0,35.0,,11.55,85.0,,,,136.0,,,48.0,35.0,11.55,3.6,Longclaw Staff,,,,,Uncommon,97.0,17.0,,,,3.6,,,46.0,,
,,,,,,,,,,110.0,52.0,,22.61,85.0,,,,,,,110.0,52.0,22.61,3.6,Skettis Broadaxe,,,,,Uncommon,96.0,17.0,,,,3.6,,,45.0,30.0,
,,,,,,,,,,90.0,69.0,,22.19,85.0,,,,,,,90.0,69.0,22.19,3.6,Auchenai Hammer,,,,,Uncommon,95.0,17.0,,,,3.6,,,44.0,29.0,
,,,,,,,,,,108.0,51.0,,22.2,85.0,,,18.0,,,,108.0,51.0,22.2,3.6,Ogron Slayer's Greataxe,,,,,Uncommon,,17.0,,,,3.6,,,44.0,29.0,21.0
,,,,,,,,,,102.0,48.0,,20.97,85.0,,,,,,,102.0,48.0,20.97,3.6,Creeperclaw Broadaxe,,,,,Uncommon,93.0,17.0,,,,3.6,,,42.0,28.0,
,,,,,,,,,,6.0,3.0,,10.6,,,,,,,,6.0,3.0,10.6,0.44,Monster Weapon - Polearm_2H_FelfireRaid_D_01 - Teal,,,,,Poor,100.0,17.0,,,,0.44,,,,,
,,,,,,,,,,123.0,65.0,,26.25,,,,,,,,123.0,65.0,26.25,3.6,Warmongering Gladiator's Pike,,,,,Epic,100.0,17.0,,,,3.6,,,,,
,,,,,,,,,,106.0,82.0,,26.18,120.0,,,,,,,106.0,82.0,26.18,3.6,Warmongering Gladiator's Bonegrinder,,,,,Epic,100.0,17.0,,,,3.6,,,,,
34.0,,,,,,,,23.0,,120.0,64.0,,25.66,100.0,,,,,,23.0,120.0,64.0,25.66,3.6,Warmongering Combatant's Pike,,,,,Rare,100.0,17.0,,,,3.6,,,51.0,,
,,,,,,,,23.0,,53.0,39.0,,12.82,120.0,,,,152.0,,23.0,53.0,39.0,12.82,3.6,Wild Gladiator's Energy Staff,,,,,Epic,100.0,17.0,,,,3.6,,,51.0,,
,,,,,,,,23.0,,104.0,80.0,,25.69,120.0,,,,,,23.0,104.0,80.0,25.69,3.6,Wild Gladiator's Bonegrinder,,,,,Epic,100.0,17.0,,,,3.6,,,51.0,34.0,
,,,,,,,,23.0,,125.0,60.0,,25.71,100.0,,,,,,23.0,125.0,60.0,25.71,3.6,Warmongering Combatant's Decapitator,,,,,Rare,100.0,17.0,,,,3.6,,,51.0,34.0,
,,,,,,,,,,106.0,78.0,,25.64,,,,,,,,106.0,78.0,25.64,3.6,Wild Gladiator's Staff,,,,,Epic,100.0,17.0,,,,3.6,,,,,
,,,,,,,,,,52.0,38.0,,12.53,100.0,,,24.0,147.0,,19.0,52.0,38.0,12.53,3.6,Staff of the Horde Vanguard,,,,,Rare,1.0,17.0,,,,3.6,,,50.0,,
,,,,,,,,22.0,,101.0,78.0,,24.96,100.0,,,,,,22.0,101.0,78.0,24.96,3.6,Stormwind Vanguard Bonegrinder,,,,,Rare,1.0,17.0,,,,3.6,,,50.0,33.0,
,,,,,,Priest,,24.0,,51.0,37.0,,12.34,85.0,,,19.0,147.0,,,51.0,37.0,12.34,3.6,Soulward Staff,,,,,Uncommon,100.0,17.0,,,,3.6,,,50.0,,
,,,,,,,,,,51.0,37.0,,12.34,120.0,,,,147.0,,,51.0,37.0,12.34,3.6,Formidable Spire,,,,,Epic,100.0,17.0,,,,3.6,,,50.0,,
33.0,,,,,,,,22.0,,103.0,75.0,,24.83,120.0,,,22.0,,,,103.0,75.0,24.83,3.6,Spire of Pyroclastic Flame,,,,,Epic,100.0,17.0,,,,3.6,,,50.0,,
33.0,,,,,,,,,,116.0,62.0,,24.78,120.0,,,,,,18.0,116.0,62.0,24.78,3.6,Grimthorn's Fearsome Halberd,,,,,Epic,100.0,17.0,,,,3.6,,,50.0,,24.0
,,,,,,,,,,111.0,66.0,,24.7,,,,,,,,111.0,66.0,24.7,3.6,Primal Gladiator's Greatsword,,,,,Epic,100.0,17.0,,,,3.6,,,,,
,,,,,,Druid,,19.0,,51.0,37.0,,12.34,85.0,,,24.0,147.0,,,51.0,37.0,12.34,3.6,Nurturer Staff,,,,,Uncommon,100.0,17.0,,,,3.6,,,50.0,,
33.0,,,,,,,,22.0,,103.0,75.0,,24.83,100.0,,,,,,22.0,103.0,75.0,24.83,3.6,Wild Combatant's Staff,,,,,Rare,100.0,17.0,,,,3.6,,,50.0,,
,,,,,,,,,,51.0,37.0,,12.34,,,,,,,,51.0,37.0,12.34,3.6,Primal Gladiator's Energy Staff,,,,,Epic,100.0,17.0,,,,3.6,,,,,
,,,,,,Monk,,19.0,,51.0,37.0,,12.34,85.0,,,24.0,147.0,,,51.0,37.0,12.34,3.6,Harmonious Staff,,,,,Uncommon,100.0,17.0,,,,3.6,,,50.0,,
,,,,,,,,22.0,,100.0,77.0,,24.72,120.0,,,,,,22.0,100.0,77.0,24.72,3.6,Primal Gladiator's Bonegrinder,,,,,Epic,100.0,17.0,,,,3.6,,,50.0,33.0,
,,,,,,Warrior,,22.0,,119.0,57.0,,24.5,85.0,,,,,,22.0,119.0,57.0,24.5,3.6,Oathsworn Headchopper,,,,,Uncommon,100.0,17.0,,,,3.6,,,49.0,33.0,
,,,,,,,,,,99.0,77.0,,24.48,120.0,,,,,,,99.0,77.0,24.48,3.6,Expeditious Hammer,,,,,Epic,100.0,17.0,,,,3.6,,,49.0,33.0,
,,,,,,,,19.0,,50.0,37.0,,12.11,85.0,,,,143.0,,,50.0,37.0,12.11,3.6,Void-Warped Oshu'gun Spellstaff,,,,,Uncommon,,17.0,,,,3.6,,,48.0,,23.0
,,,,,,,,,,109.0,65.0,,24.25,85.0,,,,,,,109.0,65.0,24.25,3.6,Howling Greatsword,,,,,Uncommon,100.0,17.0,,,,3.6,,,48.0,32.0,
,,,,,,Priest,,23.0,,50.0,37.0,,12.11,100.0,,,19.0,143.0,,,50.0,37.0,12.11,3.6,Communal Staff,,,,,Rare,100.0,17.0,,,,3.6,,,48.0,,
,,,,,,Warrior,,21.0,,118.0,56.0,,24.29,100.0,,,,,,21.0,118.0,56.0,24.29,3.6,Oathsworn Headchopper,,,,,Rare,100.0,17.0,,,,3.6,,,48.0,32.0,
32.0,,,,,,,,23.0,,114.0,61.0,,24.34,,,,,,,,114.0,61.0,24.34,3.6,Foereaver Polearm,,,,,Rare,100.0,17.0,,,,3.6,,,48.0,,18.0
32.0,,,,,,,,,,114.0,61.0,,24.34,100.0,,,,,,21.0,114.0,61.0,24.34,3.6,Talon Guard Glaive,,,,,Rare,,17.0,,,,3.6,,,48.0,,21.0
32.0,,,,,,,,,,98.0,72.0,,23.65,85.0,,,,,,,98.0,72.0,23.65,3.6,Gorian Staff,,,,,Uncommon,99.0,17.0,,,,3.6,,,47.0,,
,,,,,,,,,,103.0,62.0,,22.92,85.0,,,,,,,103.0,62.0,22.92,3.6,Longclaw Greatsword,,,,,Uncommon,97.0,17.0,,,,3.6,,,46.0,31.0,
,,,,,,,,,,102.0,60.0,,22.63,85.0,,,,,,,102.0,60.0,22.63,3.6,Skettis Greatsword,,,,,Uncommon,96.0,17.0,,,,3.6,,,45.0,30.0,
,,,,,,,,,,46.0,33.0,,11.09,85.0,,,19.0,130.0,,20.0,46.0,33.0,11.09,3.6,Ogron Slayer's Greatstaff,,,,,Uncommon,,17.0,,,,3.6,,,44.0,,
,,,,,,,,,,46.0,33.0,,11.09,85.0,,,21.0,130.0,,,46.0,33.0,11.09,3.6,Abandoned Dark Iron Staff,,,,,Uncommon,,17.0,,,,3.6,,,44.0,,17.0
,,,,,50.0,,,,,,,,,,,,,,,,,,,,Formula: Enchant Weapon - Stalwart Navigation,,,,,Common,100.0,,,,,,,,,,
,,,,,50.0,,,,,,,,,,,,,,,,,,,,Formula: Enchant Weapon - Stalwart Navigation,,,,,Common,100.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50.0,,,,,Formula: Enchant Weapon - Masterful Navigation,,,,,Common,100.0,,,,,,,,,,
,,,,,,,,,,96.0,51.0,,20.53,85.0,,,,,,,96.0,51.0,20.53,3.6,Vinewrapped Spear,,,,,Uncommon,92.0,17.0,,,,3.6,,,41.0,27.0,
,,,,,,,,,,45.0,35.0,,11.16,85.0,,,,,,,45.0,35.0,11.16,3.6,Arthropod Leg Club,,,,,Poor,100.0,17.0,,,,3.6,,,,,
,,,,,,,,,,55.0,26.0,,11.29,85.0,,,,,,,55.0,26.0,11.29,3.6,Bent-Blade Axe,,,,,Poor,100.0,17.0,,,,3.6,,,,,
,,,,,,,,,,8.0,5.0,,1.93,,,,,,,,8.0,5.0,1.93,3.6,Tournament Gladiator's Staff,,,,,Epic,100.0,17.0,,,,3.6,,,,,
,,,,,,,,,,108.0,80.0,,26.13,120.0,,,,,,,108.0,80.0,26.13,3.6,Warmongering Gladiator's Staff,,,,,Epic,100.0,17.0,,,,3.6,,,,,
,,,,,,,,23.0,,104.0,80.0,,25.69,100.0,,,,,,23.0,104.0,80.0,25.69,3.6,Warmongering Combatant's Bonegrinder,,,,,Rare,100.0,17.0,,,,3.6,,,51.0,34.0,
,,,,,,,,23.0,,116.0,69.0,,25.75,100.0,,,,,,23.0,116.0,69.0,25.75,3.6,Warmongering Combatant's Greatsword,,,,,Rare,100.0,17.0,,,,3.6,,,51.0,34.0,
,,,,,,,,,,104.0,80.0,,25.69,,,,,,,,104.0,80.0,25.69,3.6,Wild Gladiator's Bonegrinder,,,,,Epic,100.0,17.0,,,,3.6,,,,,
,,,,,,,,23.0,,104.0,80.0,,25.69,120.0,,,,,,23.0,104.0,80.0,25.69,3.6,Wild Gladiator's Bonegrinder,,,,,Epic,100.0,17.0,,,,3.6,,,51.0,34.0,
,,,,,,,,,,116.0,69.0,,25.75,,,,,,,,116.0,69.0,25.75,3.6,Wild Gladiator's Greatsword,,,,,Epic,100.0,17.0,,,,3.6,,,,,
34.0,,,,,,,,23.0,,120.0,64.0,,25.66,100.0,,,,,,23.0,120.0,64.0,25.66,3.6,Warmongering Combatant's Pike,,,,,Rare,100.0,17.0,,,,3.6,,,51.0,,
,,,,,,,,29.0,,52.0,38.0,,12.53,120.0,,,15.0,147.0,,,52.0,38.0,12.53,3.6,Soulcult Ritual Staff,,,,,Epic,100.0,17.0,,,,3.6,,,50.0,,
,,,,,,Warlock,,24.0,,51.0,37.0,,12.34,85.0,,,19.0,147.0,,,51.0,37.0,12.34,3.6,Ruinrain Staff,,,,,Uncommon,100.0,17.0,,,,3.6,,,50.0,,
,,,,,,,,22.0,,100.0,77.0,,24.72,100.0,,,,,,22.0,100.0,77.0,24.72,3.6,Wild Combatant's Bonegrinder,,,,,Rare,100.0,17.0,,,,3.6,,,50.0,33.0,
,,,,,,Death knight,,,,111.0,66.0,,24.7,,,,33.0,,,,111.0,66.0,24.7,3.6,Inexorable Greatsword,,,,,Uncommon,100.0,17.0,,,,3.6,,,50.0,33.0,
,,,,,,,,,,51.0,37.0,,12.34,120.0,,,24.0,147.0,,19.0,51.0,37.0,12.34,3.6,Megana's Staff of Knowledge,,,,,Epic,100.0,17.0,,,,3.6,,,50.0,,
33.0,,,,,,,,22.0,,116.0,62.0,,24.78,120.0,,,,,,22.0,116.0,62.0,24.78,3.6,Primal Gladiator's Pike,,,,,Epic,100.0,17.0,,,,3.6,,,50.0,,
33.0,,,,,,Monk,,22.0,,103.0,75.0,,24.83,85.0,,,,,,22.0,103.0,75.0,24.83,3.6,Harmonious Spire,,,,,Uncommon,100.0,17.0,,,,3.6,,,50.0,,
33.0,,,,,,,,,,103.0,75.0,,24.83,100.0,,,24.0,,,19.0,103.0,75.0,24.83,3.6,Rod of the One True Podlord,,,,,Rare,100.0,17.0,,,,3.6,,,50.0,,
,,,,,,,,,,51.0,37.0,,12.34,120.0,,,,147.0,,,51.0,37.0,12.34,3.6,Grandiose Spire,,,,,Epic,100.0,17.0,,,,3.6,,,50.0,,
,,,,,,,,,,120.0,57.0,,24.71,120.0,,,,,,,120.0,57.0,24.71,3.6,Formidable Greataxe,,,,,Epic,100.0,17.0,,,,3.6,,,50.0,33.0,
33.0,,,,,,,,,,115.0,61.0,,24.56,120.0,,,24.0,,,19.0,115.0,61.0,24.56,3.6,Polearm of Expulsion,,,,,Epic,100.0,17.0,,,,3.6,,,49.0,,
,,,,,,,,,,119.0,57.0,,24.5,120.0,,,,,,,119.0,57.0,24.5,3.6,Expeditious Broadaxe,,,,,Epic,100.0,17.0,,,,3.6,,,49.0,33.0,
,,,,,,,,24.0,,110.0,66.0,,24.48,120.0,,,17.0,,,,110.0,66.0,24.48,3.6,Magic-Breaker Greatsword,,,,,Epic,100.0,17.0,,,,3.6,,,49.0,33.0,
,,,,,,,,21.0,,50.0,37.0,,12.11,100.0,,,,143.0,,21.0,50.0,37.0,12.11,3.6,Spire of the Furious Construct,,,,,Rare,100.0,17.0,,,,3.6,,,48.0,,
,,,,,,,,21.0,,50.0,37.0,,12.11,100.0,,,,143.0,,21.0,50.0,37.0,12.11,3.6,Primal Combatant's Energy Staff,,,,,Rare,100.0,17.0,,,,3.6,,,48.0,,
,,,,,,,,24.0,,114.0,61.0,,24.34,100.0,,,,,,17.0,114.0,61.0,24.34,3.6,Nhallish's Bloody Polearm,,,,,Rare,100.0,17.0,,,,3.6,,,48.0,32.0,
32.0,,,,,,,,,,114.0,61.0,,24.34,100.0,,,24.0,,,18.0,114.0,61.0,24.34,3.6,Mighty Gorian Halberd,,,,,Rare,,17.0,,,,3.6,,,48.0,,
,,,,,,,,21.0,,118.0,56.0,,24.29,100.0,,,,,,21.0,118.0,56.0,24.29,3.6,Primal Combatant's Decapitator,,,,,Rare,100.0,17.0,,,,3.6,,,48.0,32.0,
,,,,,,,,,,50.0,37.0,,12.11,100.0,,,20.0,143.0,,22.0,50.0,37.0,12.11,3.6,Gorian Arcanist Spellstaff,,,,,Rare,,17.0,,,,3.6,,,48.0,,
32.0,,,,,,,,23.0,,101.0,74.0,,24.36,100.0,,,18.0,,,,101.0,74.0,24.36,3.6,Malroc's Staff of Command,,,,,Rare,98.0,17.0,,,,3.6,,,48.0,,
,,,,,,,,21.0,,109.0,65.0,,24.25,100.0,,,,,,21.0,109.0,65.0,24.25,3.6,Primal Combatant's Greatsword,,,,,Rare,100.0,17.0,,,,3.6,,,48.0,32.0,
,,,,,,Priest,,,,50.0,37.0,,12.11,100.0,,,23.0,143.0,,19.0,50.0,37.0,12.11,3.6,Communal Stave,,,,,Rare,100.0,17.0,,,,3.6,,,48.0,,
,,,,,,,,21.0,,118.0,56.0,,24.29,100.0,,,,,,21.0,118.0,56.0,24.29,3.6,Primal Combatant's Decapitator,,,,,Rare,100.0,17.0,,,,3.6,,,48.0,32.0,
32.0,,,,,,Druid,,21.0,,114.0,61.0,,24.34,100.0,,,,,,21.0,114.0,61.0,24.34,3.6,Springrain Spear,,,,,Rare,100.0,17.0,,,,3.6,,,48.0,,
32.0,,,,,,,,,,101.0,74.0,,24.36,100.0,,,21.0,,,21.0,101.0,74.0,24.36,3.6,Staff of the One True Bramble King,,,,,Rare,100.0,17.0,,,,3.6,,,48.0,,
,,,,,,,,21.0,,109.0,65.0,,24.25,100.0,,,,,,21.0,109.0,65.0,24.25,3.6,Primal Combatant's Greatsword,,,,,Rare,100.0,17.0,,,,3.6,,,48.0,32.0,
