agi,agiint,agistr,agistrint,arcres,classes,cooldown,critstrkrtng,dmg,dodgertng,firres,frores,hastertng,healthrgn,int,itemset,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqlevel,rgdhastepct,slotbak,socket1,socket2,speed,splhastepct,sta,str,strint,versatility
,,,,,,,14.0,,,,,,,,,12.0,Warmongering Gladiator's Signet of Cruelty,,,,Epic,100.0,,11.0,,,,,29.0,19.0,,
19.0,,,,,,,12.0,,,,,14.0,,,,,Warmongering Combatant's Ring of Triumph,,,,Rare,100.0,,11.0,,,,,29.0,,,
,,,,,,,14.0,,,,,12.0,,,,,Warmongering Combatant's Signet of Ruthlessness,,,,Rare,100.0,,11.0,,,,,29.0,19.0,,
19.0,,19.0,,,,,9.0,,,,,,,,,,Stone Runeband,,,,Epic,100.0,,11.0,,,,,28.0,19.0,,16.0
18.0,,18.0,,,,,,,,,,,,,,,Torrid Signet,,,,Rare,100.0,,11.0,,,,,28.0,18.0,,
,,,,,,,,,,,,13.0,,18.0,,,Primal Gladiator's Band of Meditation,,,,Epic,100.0,,11.0,,,,,28.0,,,11.0
18.0,,18.0,,,,,,,,,,8.0,,,,,Talon-Link Loop,,,,Epic,100.0,,11.0,,,,,28.0,18.0,,16.0
,,,,,Paladin,,,,,,,,,,,43.0,Duskbreaker Ring of Stoicism,,,,Uncommon,100.0,,11.0,,,,,28.0,,,18.0
,,,,,,,,,,,,13.0,,18.0,,,Wild Combatant's Band of Meditation,,,,Rare,100.0,,11.0,,,,,28.0,,,11.0
,,,,,,,,,,,,,,18.0,,12.0,Golden-Tongued Seal,,,,Epic,100.0,,11.0,,,,,28.0,,,12.0
,,,,,,,13.0,,,,,11.0,,,,,Wild Combatant's Signet of Ruthlessness,,,,Rare,100.0,,11.0,,,,,28.0,18.0,,
18.0,,,,,,,13.0,,,,,,,,,11.0,Wild Combatant's Ring of Cruelty,,,,Rare,100.0,,11.0,,,,,28.0,,,
,,,,,,,13.0,,,,,,,,,11.0,Primal Gladiator's Signet of Ruthlessness,,,,Epic,100.0,,11.0,,,,,28.0,18.0,,
18.0,,,,,,,,,,,,13.0,,,,11.0,Primal Gladiator's Ring of Prowess,,,,Epic,100.0,,11.0,,,,,28.0,,,
,,,,,,,,,,,,,,,,,Wrenchtooth Signet,,,,Epic,100.0,,11.0,,,,,28.0,18.0,,
18.0,,,,,,,11.0,,,,,13.0,,,,,Wild Combatant's Ring of Triumph,,,,Rare,100.0,,11.0,,,,,28.0,,,
18.0,,,,,,,,,,,,13.0,,,,11.0,Primal Gladiator's Ring of Prowess,,,,Epic,100.0,,11.0,,,,,28.0,,,
,,,,,,,17.0,,,,,8.0,,18.0,,,Shadowmoon Ancestry Ring,,,,Epic,100.0,,11.0,,,,,28.0,,,
,,,,,,,,,,,,13.0,,18.0,,11.0,Primal Gladiator's Band of Prowess,,,,Epic,100.0,,11.0,,,,,28.0,,,
,,,,,,,13.0,,,,,11.0,,18.0,,,Wild Combatant's Band of Cruelty,,,,Rare,100.0,,11.0,,,,,28.0,,,
,,,,,,,13.0,,,,,11.0,,18.0,,,Primal Gladiator's Band of Cruelty,,,,Epic,100.0,,11.0,,,,,28.0,,,
,,,,,,,,,,,,13.0,,18.0,,11.0,Primal Gladiator's Band of Prowess,,,,Epic,100.0,,11.0,,,,,28.0,,,
,,,,,,,13.0,,,,,,,18.0,,,Seal of Yen Ta,,,,Epic,100.0,,11.0,,,,,28.0,,,12.0
,,,,,,,13.0,,,,,,,18.0,,11.0,Wild Combatant's Band of Victory,,,,Rare,100.0,,11.0,,,,,28.0,,,
,,,,,,,13.0,,,,,,,18.0,,11.0,Primal Gladiator's Band of Victory,,,,Epic,100.0,,11.0,,,,,28.0,,,
,,,,,,,19.0,,,,,42.0,,,,,Eternal Bride's Wedding Ring,,,,Rare,98.0,,11.0,,,,,28.0,,,
18.0,,18.0,,,,,,,,,,,,,,,Mordant Signet,,,,Epic,100.0,,11.0,,,,,28.0,18.0,,
18.0,,,,,Hunter,,14.0,,,,,9.0,,,,,Trailseeker Ring of Onslaught,,,,Uncommon,100.0,,11.0,,,,,28.0,,,
,,,,,Priest,,14.0,,,,,9.0,,18.0,,,Communal Ring of Wisdom,,,,Uncommon,100.0,,11.0,,,,,28.0,,,
18.0,,,,,,,13.0,,,,,,,,,11.0,Primal Aspirant's Ring of Cruelty,,,,Rare,100.0,,11.0,,,,,28.0,,,
,,,,,,,13.0,,,,,,,18.0,,,Warmongering Aspirant's Band of Contemplation,,,,Uncommon,100.0,,11.0,,,,,28.0,,,11.0
,,,,,Mage,,,,,,,12.0,,18.0,,12.0,Mountainsage Band of Destruction,,,,Rare,100.0,,11.0,,,,,28.0,,,
,,,,,Shaman,,14.0,,,,,9.0,,18.0,,,Streamtalker Ring of Destruction,,,,Rare,100.0,,11.0,,,,,28.0,,,
18.0,,,,,,,13.0,,,,,,,,,11.0,Primal Combatant's Ring of Cruelty,,,,Rare,100.0,,11.0,,,,,28.0,,,
18.0,,18.0,,,,,,,,,,,,,,,Doomed Guardian's Band,,,,Rare,100.0,,11.0,,,,,28.0,18.0,,
,,,,,,,11.0,,,,,13.0,,18.0,,,Primal Combatant's Band of Prowess,,,,Rare,100.0,,11.0,,,,,28.0,,,
18.0,,,,,,,13.0,,,,,,,,,11.0,Primal Aspirant's Ring of Cruelty,,,,Rare,100.0,,11.0,,,,,28.0,,,
18.0,,,,,Druid,,14.0,,,,,9.0,,,,,Springrain Ring of Onslaught,,,,Rare,100.0,,11.0,,,,,28.0,,,
18.0,,,,,Monk,,,,,,,,,,,14.0,Mistdancer Ring of Stoicism,,,,Rare,100.0,,11.0,,,,,28.0,,,9.0
18.0,,,,,,,,,,,,13.0,,,,11.0,Primal Combatant's Ring of Prowess,,,,Rare,100.0,,11.0,,,,,28.0,,,
18.0,,,,,,,,,,,,,,,,,Stealthy Hunter's Band,,,,Rare,100.0,,11.0,,,,,28.0,,,
,,,,,,,10.0,,,,,,,18.0,,13.0,Gaz'orda's Grim Gaze,,,,Rare,98.0,,11.0,,,,,28.0,,,
,,,,,,,,,,,,13.0,,18.0,,,Primal Combatant's Band of Meditation,,,,Rare,100.0,,11.0,,,,,28.0,,,11.0
18.0,,,,,,,14.0,,,,,,,,,10.0,Consort's Promise Ring,,,,Rare,100.0,,11.0,,,,,28.0,,,
,,,,,,,11.0,,,,,,,18.0,,13.0,Primal Aspirant's Band of Contemplation,,,,Rare,100.0,,11.0,,,,,28.0,,,
,,,,,Druid,,,,,,,12.0,,18.0,,12.0,Springrain Band of Destruction,,,,Rare,100.0,,11.0,,,,,28.0,,,
,,,,,,,11.0,,,,,13.0,,18.0,,,Primal Combatant's Band of Prowess,,,,Rare,100.0,,11.0,,,,,28.0,,,
,,,,,,,13.0,,,,,11.0,,,,,Doomlord's Seal of Command,,,,Rare,100.0,,11.0,,,,,28.0,18.0,,
,,,,,,,,,,,,13.0,,,,11.0,Primal Combatant's Signet of Accuracy,,,,Rare,100.0,,11.0,,,,,28.0,18.0,,
,,,,,Druid,,14.0,,,,,9.0,,18.0,,,Springrain Ring of Wisdom,,,,Rare,100.0,,11.0,,,,,28.0,,,
,,,,,Paladin,,14.0,,,,,9.0,,18.0,,,Sunsoul Ring of Wisdom,,,,Rare,100.0,,11.0,,,,,28.0,,,
18.0,,,,,,,,,,,,,,,,,Poisoner's Ring,,,,Rare,100.0,,11.0,,,,,28.0,,,
,,,,,,,,,,,,,,18.0,,,Whispering Blackrock Band,,,,Rare,98.0,,11.0,,,,,27.0,,,
,,,,,,,,,,,,,,17.0,,11.0,Auchenai Soultender's Ring,,,,Rare,,,11.0,,,,,26.0,,,12.0
17.0,,,,,,,,,,,,10.0,,,,,Auchenai Preserver's Loop,,,,Rare,,,11.0,,,,,26.0,,,12.0
,,,,,,,12.0,,,,,12.0,,,,,Prize's Horn-Ring,,,,Rare,94.0,,11.0,,,,,26.0,17.0,,
17.0,,17.0,,,,,,,,,,,,,,10.0,Unbreakable Band of Zoronos,,,,Rare,93.0,,11.0,,,,,25.0,17.0,,12.0
,,,,,,,,,,,,10.0,,,,12.0,Botani Tender's Seal,,,,Uncommon,,,11.0,,,,,24.0,16.0,,
,,,,,,,,,,,,12.0,,16.0,,9.0,Steamfury Seal,,,,Uncommon,,,11.0,,,,,24.0,,,
,,,,,,,,,,,,,,,,,Formula: Enchant Ring - Binding of Mastery,,,,Common,100.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,Formula: Enchant Ring - Word of Haste,,,,Common,100.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,Formula: Enchant Ring - Word of Haste,,,,Common,100.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,Formula: Enchant Ring - Binding of Critical Strike,,,,Common,100.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,Formula: Enchant Ring - Binding of Haste,,,,Common,100.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,Formula: Enchant Ring - Binding of Mastery,,,,Common,100.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,Formula: Enchant Ring - Binding of Versatility,,,,Common,100.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,Formula: Enchant Ring - Binding of Haste,,,,Common,100.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,Tournament Gladiator's Band of Victory,,,,Epic,100.0,,11.0,,,,,,,,
,,,,,,,,,,,,,,,,,Tournament Gladiator's Band of Contemplation,,,,Epic,100.0,,11.0,,,,,,,,
,,,,,,4.0,61.0,,,,,,,,,36.0,Violet Seal of the Grand Magus,,,,Epic,110.0,,11.0,,,,,40.0,,,
,,,,,,,83.0,,,,,34.0,,,,,Sephuz's Secret,,1.0,,Legendary,101.0,2.0,11.0,Prismatic socket,,,2.0,45.0,,,
,,,,,Paladin,,27.0,,,,,20.0,,,,34.0,Soul of the Highlord,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,Demon hunter,,75.0,,,,,42.0,,,,,Anger of the Half-Giants,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,Mage,,75.0,,,,,42.0,,,,,Shard of the Exodar,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,Hunter,,75.0,,,,,,,,,42.0,The Apex Predator's Claw,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,Druid,,,,,,,75.0,,,,42.0,Tearstone of Elune,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,,,37.0,,,,,38.0,,,,40.0,Insignia of the Grand Army,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,,,50.0,,,,,38.0,,,,,Ring of Tides,,,,Rare,,,11.0,,,,,38.0,,,
,,,,,Mage,,30.0,,,,,43.0,,,,36.0,Soul of the Archmage,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,,,73.0,,,,,,,,,65.0,Band of the Sargerite Smith,,,,Epic,110.0,,11.0,,,,,54.0,,,
,,,,,Warrior,,67.0,,,,,,,,,50.0,Ayala's Stone Heart,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,Warlock,,56.0,,,,,,,,,60.0,Sacrolash's Dark Strike,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,Shaman,,31.0,,,,,25.0,,,,38.0,Soul of the Farseer,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,Death knight,,27.0,,,,,20.0,,,,34.0,Soul of the Deathlord,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,Shaman,,,,,,,75.0,,,,42.0,Eye of the Twisting Nether,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,Paladin,,67.0,,,,,50.0,,,,,Liadrin's Fury Unleashed,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,Monk,,30.0,,,,,36.0,,,,43.0,Soul of the Grandmaster,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,Warlock,,,,,,,67.0,,,,50.0,Wilfred's Sigil of Superior Summoning,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,Monk,,67.0,,,,,40.0,,,,34.0,March of the Legion,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,,,55.0,,,,,82.0,,,,,Zealous Tormentor's Ring,,,,Epic,110.0,,11.0,,,,,54.0,,,
,,,,,Warlock,,20.0,,,,,34.0,,,,27.0,Soul of the Netherlord,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,Demon hunter,,27.0,,,,,20.0,,,,34.0,Soul of the Slayer,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,Shaman,,75.0,,,,,42.0,,,,,"Focuser of Jonat, the Elder",,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,Rogue,,75.0,,,,,42.0,,,,,Insignia of Ravenholdt,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,,,34.0,,,,,41.0,,,,,Jeweled Signet of Melandrus,,,,Rare,101.0,,11.0,,,,,35.0,,,
,,,,,Death knight,,75.0,,,,,,,,,42.0,Seal of Necrofantasia,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,Hunter,,20.0,,,,,27.0,,,,34.0,Soul of the Huntmaster,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,,,63.0,,,,,25.0,,,,,Demonic Birthstone Ring,,,,Epic,110.0,,11.0,,,,,38.0,,,
,,,,,Warrior,,20.0,,,,,27.0,,,,34.0,Soul of the Battlelord,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,,,,,,,,51.0,,,,,Seal of the Portalmaster,,,,Epic,110.0,,11.0,,,,,54.0,,,87.0
,,,,,,0.5,30.0,,,,,,,,,54.0,Empowered Ring of the Kirin Tor,,,,Epic,101.0,,11.0,,,,,37.0,,,
,,,,,,,29.0,,,,,,,,1331.0,,Mac'Aree Seal of Nobility,,,,Rare,101.0,,11.0,,,,,35.0,,,46.0
,,,,,Paladin,,67.0,,,,,,,,,50.0,"Ilterendi, Crown Jewel of Silvermoon",,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,,,48.0,,,,,57.0,,,,,Seal of the Second Duumvirate,,,,Epic,110.0,,11.0,,,,,43.0,,,
,,,,,,,48.0,,,,,,,,,,Gryphon Rider's Ring,,,,Uncommon,,,11.0,,,,,38.0,,,40.0
,,,,,,,30.0,,,,,,,,,,Ferocious Combatant's Ring,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,Druid,,67.0,,,,,50.0,,,,,Chatoyant Signet,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,Priest,,,,,,,75.0,,,,42.0,Phyrix's Embrace,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,,,53.0,,,,,,,,,32.0,Violet Seal of the Archmage,,,,Epic,110.0,,11.0,,,,,37.0,,,
,,,,,,,,,,,,30.0,,,,,Ferocious Combatant's Band,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,66.0,,,,,,,,,30.0,Spellblade's Gemmed Signet,,,,Epic,110.0,,11.0,,,,,40.0,,,
,,,,,,,76.0,,,,,,,,,,Vastly Oversized Ring,,,,Epic,101.0,,11.0,,,,,35.0,,,
,,,,,Priest,,67.0,,,,,50.0,,,,,The Twins' Painful Touch,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,Druid,,20.0,,,,,34.0,,,,27.0,Soul of the Archdruid,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,Druid,,,,,,,75.0,,,,42.0,Impeccable Fel Essence,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,,,,,,,,,,,,37.0,Vindictive Gladiator's Signet,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,,,,,,,,,,,,37.0,Cruel Gladiator's Signet,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,,,28.0,,,,,,,,,47.0,Signet of the Highborne Magi,,,,Rare,101.0,,11.0,,,,,35.0,,,
,,,,,,,,,,,,,,,,45.0,Nazjatar Manapearl Ring,,,,Uncommon,101.0,,11.0,,,3.5,,35.0,,,30.0
,,,,,,,,,,,,,,,,84.0,Sullied Seal of the Pantheon,,,,Epic,110.0,,11.0,,,,,60.0,,,63.0
,,,,,Hunter,,75.0,,,,,,,,,42.0,Zevrim's Hunger,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,Paladin,,,,,,,67.0,,,,50.0,Heathcliff's Immortality,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,,,36.0,,,,,52.0,,,,,Ring of Frozen Magic,,,,Epic,110.0,,11.0,,,,,38.0,,,
,,,,,,,40.0,,,,,,,,,48.0,Loop of Polished Pebbles,,,,Epic,110.0,,11.0,,,,,38.0,,,
,,,,,,,,,,,,63.0,,,,25.0,Marshstomper Oracle's Loop,,,,Epic,110.0,,11.0,,,,,38.0,,,
,,,,,,,,,,,,45.0,,,1293.0,,Ring of Looming Menace,,,,Rare,101.0,,11.0,,,,,35.0,,,30.0
,,,,,,,,,,,,43.0,,,1331.0,,Band of the Triumvirate,,,,Rare,101.0,,11.0,,,,,35.0,,,32.0
,,,,,,,45.0,,,,,30.0,,,,,Band of Decaying Rubies,,,,Rare,101.0,,11.0,,,,,35.0,,,
,,,,,,,,,,,,47.0,,,,28.0,Dreamwalker' s Band,,,,Uncommon,101.0,,11.0,,,,,35.0,,,
,,,,,,,,,,,,30.0,,,,,Ferocious Combatant's Band,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,Demon hunter,,67.0,,,,,,,,,50.0,Fragment of the Betrayer's Prison,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,Hunter,,,,,,,75.0,,,,42.0,Frizzo's Fingertrap,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,,,,,,,,28.0,,,,70.0,Ring of the Scoured Clan,,,,Epic,110.0,,11.0,,,,,40.0,,,
,,,,,,,,,,,,,,,,37.0,Dominant Gladiator's Signet,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,,0.05,43.0,,,,,,,,,32.0,Gnawed Thumb Ring,,,,Rare,101.0,,11.0,,,,,35.0,,,
,,,,,,,,,,,,,,,,,Sameed's Vision Ring,,,,Epic,101.0,,11.0,,,,,35.0,,,76.0
,,,,,Priest,,27.0,,,,,34.0,,,,20.0,Soul of the High Priest,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,Death knight,,,,,,,67.0,,,,50.0,"Uvanimor, the Unbeautiful",,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,,,56.0,,,,,,,,,32.0,Violet Seal of the Archmage,,,,Epic,110.0,,11.0,,,,,38.0,,,
,,,,,,,,,,,,,,,,32.0,Seal of Darkshire Nobility,,,,Epic,101.0,,11.0,,,,,37.0,,,54.0
,,,,,,,,,,,,,,,,52.0,Loop of Eightfold Eyes,,,,Rare,101.0,,11.0,,,,,35.0,,,23.0
,,,,,,,30.0,,,,,,,,,,Cruel Combatant's Ring,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,,,,,,47.0,,,,90.0,Loop of the Life-Binder,,,,Epic,110.0,,11.0,,,,,54.0,,,
,,,,,Priest,,67.0,,,,,,,,,50.0,"N'ero, Band of Promises",,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,Warlock,,67.0,,,,,50.0,,,,,Alythess's Pyrogenics,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,,,,,,,,46.0,,,,61.0,Scaled Band of Servitude,,,,Epic,110.0,,11.0,,,,,43.0,,,
,,,,,,,70.0,,,,,,,,,28.0,Pugilist's Powerful Punching Ring,,,,Epic,110.0,,11.0,,,,,40.0,,,
,,,,,,,,,,,,,,,,37.0,Ferocious Gladiator's Signet,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,,,,,,,,,,,,37.0,Ferocious Gladiator's Signet,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,,,,,,,,,,,,37.0,Vindictive Gladiator's Signet,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,,,,,,,,,,,,37.0,Cruel Gladiator's Signet,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,,,,,,,,,,,,56.0,Ring of Deep Sea Pearls,,,,Epic,110.0,,11.0,,,,,38.0,,,32.0
,,,,,,,,,,,,58.0,,,,,Mana-Dowsing Ring,,,,Epic,110.0,,11.0,,,,,38.0,,,30.0
,,,,,,,32.0,,,,,,,,,,Cruel Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,,,,,,,,,,30.0,Ferocious Combatant's Signet,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,,,,,,30.0,,,,,Cruel Combatant's Band,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,,,,,,,,,,37.0,Dominant Gladiator's Signet,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,,,63.0,,,,,,,,,,Dingy Suramar Mercantile Signet,,,,Epic,110.0,,11.0,,,,,38.0,,,25.0
,,,,,,,,,,,,43.0,,,,,Dawnlight Band,,1.0,,Epic,110.0,,11.0,Prismatic socket,,,,35.0,,,
,,,,,,,30.0,,,,,,,,,,Cruel Combatant's Ring,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,,,,,,30.0,,,,,Cruel Combatant's Band,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,,,,,,,,,,,Nightfall Loop,,,,Uncommon,101.0,,11.0,,,3.5,,28.0,,,
,,,,,Rogue,,27.0,,,,,20.0,,,,34.0,Soul of the Shadowblade,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,Monk,,,,,,,67.0,,,,50.0,Eye of Collidus the Warp-Watcher,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,,,,,,,,37.0,,,,,Demonic Gladiator's Band,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,,,,,,,,37.0,,,,,Cruel Gladiator's Band,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,,,50.0,,,,,,,,,38.0,Cursed Warden's Keepsake,,,,Epic,110.0,,11.0,,,,,38.0,,,
,,,,,,,54.0,,,,,,,,,32.0,Violet Seal of the Archmage,,,,Epic,110.0,,11.0,,,,,37.0,,,
,,,,,,,28.0,,,,,47.0,,,,,Seal of Malicious Deceit,,,,Rare,101.0,,11.0,,,,,35.0,,,
,,,,,,,,,,,,,,,,30.0,Dominant Combatant's Signet,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,Druid,,75.0,,,,,,,,,42.0,Dual Determination,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,Death knight,,,,,,,75.0,,,,,Lana'thel's Lament,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,42.0
,,,,,,,,,,,,37.0,,,,,Dominant Gladiator's Band,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,,,38.0,,,,,50.0,,,,,Terestian's Signet Ring,,,,Epic,101.0,,11.0,,,,,38.0,,,
,,,,,,,,,,,,46.0,,,,39.0,Dreadful Cyclopean Signet,,,,Epic,110.0,,11.0,,,,,37.0,,,
,,,,,,,43.0,,,,,,,,,,Prophetic Band,,1.0,,Epic,110.0,,11.0,Prismatic socket,,,,35.0,,,
,,,,,,,,,,,,,,,,,Maelstrom Band,,1.0,,Epic,110.0,,11.0,Prismatic socket,,,,35.0,,,43.0
,,,,,,,,,,,,52.0,,,,,Ring of Contempt,,,,Rare,101.0,,11.0,,,,,35.0,,,23.0
,,,,,,,47.0,,,,,,,,,,Band of the Wyrm Matron,,,,Rare,101.0,,11.0,,,,,35.0,,,28.0
,,,,,,,50.0,,,,,25.0,,,,,Seal of the Nazjatar Empire,,,,Rare,101.0,,11.0,,,,,35.0,,,
,,,,,,,54.0,,,,,21.0,,,,,Band of Callous Dominance,,,,Rare,101.0,,11.0,,,,,35.0,,,
,,,,,,,,,,,,,,,,,Thunder Totem Band,,,,Uncommon,101.0,,11.0,,,3.5,,28.0,,,
,,,,,Warrior,,67.0,,,,,50.0,,,,,The Walls Fell,,1.0,,Legendary,101.0,,11.0,Prismatic socket,,,,45.0,,,
,,,,,,,,,,,,,,,,39.0,Band of Rescinded Truths,,,,Epic,110.0,,11.0,,,,,43.0,,,67.0
,,,,,,,,,,,,37.0,,,,,Demonic Gladiator's Band,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,,,,,,,,37.0,,,,,Cruel Gladiator's Band,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,,,,,,,,,,,,37.0,Fearless Gladiator's Signet,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,,0.004166666666666667,,,,,,27.0,,,,61.0,Ring of Collapsing Futures,,,,Epic,101.0,,11.0,,,,,38.0,,,
,,,,,,,,,,,,32.0,,,,53.0,Mindrend Band,,,,Epic,110.0,,11.0,,,,,37.0,,,
,,,,,,,32.0,,,,,,,,,,Dominant Gladiator's Ring,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,,,,,,,,,,32.0,Fierce Gladiator's Signet,,,,Epic,110.0,,11.0,,,,,36.0,,,47.0
,,,,,,,,,,,,32.0,,,,43.0,Grasping Tentacle Loop,,,,Rare,101.0,,11.0,,,,,35.0,,,
,,,,,,,,,,,,,,,,41.0,Braided Silver Ring,,,,Rare,101.0,,11.0,,,,,35.0,,,34.0
,,,,,,,,,,,,28.0,,,,47.0,Ring of Twisted Webbing,,,,Rare,101.0,,11.0,,,,,35.0,,,
,,,,,,,,,,,,30.0,,,,,Fearless Combatant's Band,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,,,,,,,,,,76.0,Demar's Band of Amore,,,,Epic,101.0,,11.0,,,,,35.0,,,
,,,,,,,30.0,,,,,,,,,,Ferocious Combatant's Ring,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,,,,,,76.0,,,,,Fran's Intractable Loop,,,,Epic,101.0,,11.0,,,,,35.0,,,
,,,,,,,30.0,,,,,,,,,,Vindictive Combatant's Ring,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,,,,,,,,,,30.0,Vindictive Combatant's Signet,,,,Rare,110.0,,11.0,,,,,35.0,,,45.0
,,,,,,,,,,,,,,,,,Beaten Copper Loop,,,,Uncommon,101.0,,11.0,,,,,125.0,,,
,,,,,,,,,,,,,,,,37.0,Fierce Gladiator's Signet,,,,Epic,110.0,,11.0,,,,,39.0,,,56.0
,,,,,Monk,,52.0,,,,,,,,,43.0,Mistdancer Ring of Onslaught,,,,Uncommon,110.0,,11.0,,,,,39.0,,,
,,,,,,,48.0,,,,,40.0,,,,,Spirit Twister's Band,,,,Uncommon,,,11.0,,,,,38.0,,,
