agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,healthrgn,int,itemset,lifesteal,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,rgdcritstrkrtng,slotbak,socket1,socket2,socket3,speed,speedbonus,sta,str,strint,versatility
,,,15.0,Warlock,,,,55.0,,,,,31.0,,,,Fierce Combatant's Felweave Handguards,,,,Rare,,110.0,,10.0,,,,,,46.0,,,
,,,57.0,,,26.0,,55.0,,,,,31.0,,,,Portalguard Gauntlets,,,,Uncommon,,101.0,,10.0,,,,,,46.0,31.0,31.0,12.0
31.0,31.0,,38.0,,,14.0,,55.0,,,,,31.0,,,,Nath'raxxan Gloves,,,,Uncommon,,101.0,,10.0,,,,,,46.0,,,25.0
,,,15.0,Warlock,,,,55.0,,,,,31.0,,,,Fierce Combatant's Felweave Handguards,,,,Rare,,110.0,,10.0,,,,,,46.0,,,
31.0,31.0,,26.0,Monk,,,,55.0,,,,,31.0,,,,Vindictive Combatant's Ironskin Gloves,,,,Rare,,110.0,,10.0,,,,,,46.0,,,
31.0,31.0,,26.0,Monk,,,,55.0,,,,,31.0,,,,Fearless Combatant's Ironskin Gloves,,,,Rare,,110.0,,10.0,,,,,,46.0,,,
31.0,31.0,,26.0,,,,,50.0,,,,,31.0,,,,Warhide Gloves,,,,Rare,,108.0,,10.0,,,,,,46.0,,,
25.0,25.0,,23.0,,,,,40.0,,,,,25.0,,,,Icepine Gloves,,,,Uncommon,,101.0,,10.0,,,,,,37.0,,,
,,,13.0,,,,,40.0,,,,,25.0,,,,Hagfeather Handwraps,,,,Uncommon,,101.0,,10.0,,,,,,37.0,,,
25.0,25.0,,23.0,,,,,40.0,,,,,25.0,,,,Haustvelt Gloves,,,,Uncommon,,101.0,,10.0,,,,,,37.0,,,
24814.0,24814.0,,,,,721.0,,,,,,,24814.0,,,,8.0 - PH Dungeon - Mail HAND,,,,Rare,,110.0,,10.0,,,,,,37223.0,,,400.0
93.0,93.0,,135.0,,,,,50.0,,,48.0,,93.0,,,,Dread Aspirant's Chain Gauntlets,,,,Rare,,110.0,,10.0,,,,,,139.0,,,40.0
,,,54.0,,,53.0,,,,,,,93.0,,,,Dread Combatant's Silk Gloves,,,,Uncommon,,110.0,,10.0,,,,,,139.0,,,35.0
,,,202.0,,,,,,,,33.0,,93.0,,,,7th Legionnaire's Strikers,,,,Rare,,110.0,,10.0,,,,,,139.0,93.0,93.0,56.0
93.0,93.0,,135.0,,,29.0,,,,,60.0,,93.0,,,,7th Legionnaire's Grasps,,,,Rare,,110.0,,10.0,,,,,,139.0,,,
,,,98.0,,,,,,,,40.0,,74.0,,,,Skullbreaker Gauntlets,,,,Rare,,110.0,,10.0,,,,,,110.0,74.0,74.0,29.0
42.0,42.0,,31.0,Demon hunter,,,,55.0,,,35.0,,42.0,,,19.0,Felbound Handwraps,,,,Rare,,110.0,,10.0,,,,,,63.0,,,
38.0,38.0,,29.0,,,,,40.0,,,,,38.0,,,14.0,Dinohide Grips,,,,Uncommon,,101.0,,10.0,,,,,,58.0,,,36.0
,,,17.0,,,,,40.0,,,15.0,,38.0,,,,Loa-Shaper's Gloves,,,,Uncommon,,101.0,,10.0,,,,,,58.0,,,34.0
,,,17.0,,,,,55.0,,,19.0,,38.0,,,30.0,Ashen Worldscorcher Gloves,,,,Epic,,110.0,,10.0,,,,,,57.0,,,
38.0,38.0,,43.0,,,,,55.0,,,19.0,,38.0,,,30.0,Taloned Brain-Scrapers,,,,Epic,,110.0,,10.0,,,,,,57.0,,,
35.0,35.0,,28.0,Demon hunter,,,,,,,,,35.0,,,,Cruel Gladiator's Felskin Gloves,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
35.0,35.0,,28.0,Monk,,,,,,,,,35.0,,,,Vindictive Gladiator's Ironskin Gloves,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
,,,62.0,Paladin,,,,,,,,,35.0,,,,Fearless Gladiator's Scaled Gauntlets,,,,Epic,,110.0,,10.0,,,,,,53.0,35.0,35.0,
35.0,35.0,,41.0,Hunter,,,,,,,,,35.0,,,,Ferocious Gladiator's Chain Gauntlets,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
,,,17.0,Priest,,,,,,,,,35.0,,,,Fearless Gladiator's Satin Gloves,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
35.0,35.0,,28.0,Rogue,,,,40.0,,,24.0,,35.0,,,20.0,Lightdrinker Gloves,,,,Uncommon,,110.0,,10.0,,,,,,53.0,,,
35.0,35.0,,41.0,Hunter,,,,,,,,,35.0,,,,Cruel Gladiator's Chain Gauntlets,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
35.0,35.0,,28.0,Rogue,,,,,,,,,35.0,,,,Fierce Gladiator's Leather Gloves,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
35.0,35.0,,28.0,Rogue,,,,,,,,,35.0,,,,Vindictive Gladiator's Leather Gloves,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
35.0,35.0,,28.0,Demon hunter,,,,,,,,,35.0,,,,Dominant Gladiator's Felskin Gloves,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
,,,17.0,Priest,,,,,,,,,35.0,,,,Dominant Gladiator's Satin Gloves,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
,,,17.0,Mage,,,,,,,,,35.0,,,,Fierce Gladiator's Silk Handguards,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
35.0,35.0,,28.0,Druid,,,,,,,,,35.0,,,,Dominant Gladiator's Dragonhide Gloves,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
,,,17.0,Warlock,,,,55.0,,,,,35.0,,,,Demonic Gladiator's Felweave Handguards,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
35.0,35.0,,28.0,Demon hunter,,,,,,,,,35.0,,,,Ferocious Gladiator's Felskin Gloves,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
,,,17.0,Warlock,,,,,,,,,35.0,,,,Fierce Gladiator's Felweave Handguards,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
,,,17.0,Priest,,,,,,,,,35.0,,,,Ferocious Gladiator's Satin Gloves,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
,,,17.0,Priest,,,,,,,,,35.0,,,,Ferocious Gladiator's Satin Gloves,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
35.0,35.0,,28.0,Demon hunter,,,,,,,,,35.0,,,,Demonic Gladiator's Felskin Gloves,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
,,,62.0,,,,,55.0,,,22.0,,35.0,,,22.0,The Soulbinder's Gauntlets,,,,Epic,,,,10.0,,,,,,53.0,35.0,35.0,
,,,17.0,Mage,,,,,,,,,35.0,,,,Dominant Gladiator's Silk Handguards,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
,,,61.0,,,14.0,,55.0,,,,,34.0,,,29.0,Kezan Pirate's Mitts,,,,Epic,,110.0,,10.0,,,,,,50.0,34.0,34.0,
,,,16.0,,,,,40.0,,,22.0,,34.0,,,,Zanchuli Grips,,,,Uncommon,,,,10.0,,,,,,50.0,,,20.0
,,,61.0,,,,,40.0,,,22.0,,34.0,,,,Nazmani Warplate Battlegloves,,,,Uncommon,,,,10.0,,,,,,50.0,34.0,34.0,20.0
34.0,34.0,,40.0,,,22.0,,40.0,,,20.0,,34.0,,,,Stormchaser Gloves,,,,Uncommon,,,,10.0,,,,,,50.0,,,
,,,16.0,,,,,40.0,,,22.0,,34.0,,,20.0,Loa Speaker's Handwraps,,,,Uncommon,,,,10.0,,,,,,50.0,,,
,,,16.0,,,22.0,,40.0,,,,,34.0,,,20.0,Lastwind Grips,,,,Uncommon,,,,10.0,,,,,,50.0,,,
,,,61.0,,,,,40.0,,,19.0,,34.0,,,,Rastari Battlegloves,,,,Uncommon,,,,10.0,,,,,,50.0,34.0,34.0,23.0
34.0,34.0,,40.0,,,16.0,,55.0,,,,,34.0,,,27.0,Gauntlets of Confinement,,,,Epic,,101.0,,10.0,,,,,,50.0,,,
34.0,34.0,,40.0,,,,,40.0,,,,,34.0,,,22.0,Crone-Seeker's Mitts,,,,Uncommon,,,,10.0,,,,,,50.0,,,20.0
,,,61.0,,,,,40.0,,,22.0,,34.0,,,20.0,Nazmani Warplate Grasps,,,,Uncommon,,,,10.0,,,,,,50.0,34.0,34.0,
34.0,34.0,,40.0,,,20.0,,40.0,,,22.0,,34.0,,,,Stormchaser Handcovers,,,,Uncommon,,,,10.0,,,,,,50.0,,,
,,,16.0,,,22.0,,40.0,,,,,34.0,,,,Wickerwoven Gloves,,,,Uncommon,,,,10.0,,,,,,50.0,,,20.0
,,,16.0,,,,,40.0,,,,,34.0,,,22.0,Tidespeaker Grips,,,,Uncommon,,,,10.0,,,,,,50.0,,,20.0
,,,58.0,Paladin,,,,55.0,,,,,32.0,,,,Vindictive Gladiator's Scaled Gauntlets,,,,Epic,,110.0,,10.0,,,,,,47.0,32.0,32.0,
32.0,32.0,,39.0,Hunter,,,,55.0,,,,,32.0,,,,Fierce Gladiator's Chain Gauntlets,,,,Epic,,110.0,,10.0,,,,,,47.0,,,
32.0,32.0,,39.0,Hunter,,,,55.0,,,,,32.0,,,,Demonic Gladiator's Chain Gauntlets,,,,Epic,,110.0,,10.0,,,,,,47.0,,,
32.0,32.0,,39.0,Hunter,,,,55.0,,,,,32.0,,,,Cruel Gladiator's Chain Gauntlets,,,,Epic,,110.0,,10.0,,,,,,47.0,,,
32.0,32.0,,39.0,Hunter,,,,55.0,,,,,32.0,,,,Fierce Gladiator's Chain Gauntlets,,,,Epic,,110.0,,10.0,,,,,,47.0,,,
32.0,32.0,,39.0,Shaman,,,,55.0,,,,,32.0,,,,Demonic Gladiator's Ringmail Gauntlets,,,,Epic,,110.0,,10.0,,,,,,47.0,,,
32.0,32.0,,39.0,Shaman,,,,55.0,,,,,32.0,,,,Cruel Gladiator's Ringmail Gauntlets,,,,Epic,,110.0,,10.0,,,,,,47.0,,,
,,,58.0,Paladin,,,,55.0,,,,,32.0,,,,Dominant Gladiator's Scaled Gauntlets,,,,Epic,,110.0,,10.0,,,,,,47.0,32.0,32.0,
32.0,32.0,,39.0,Shaman,,,,55.0,,,,,32.0,,,,Cruel Gladiator's Ringmail Gauntlets,,,,Epic,,110.0,,10.0,,,,,,47.0,,,
,,,58.0,Warrior,,,,55.0,,,,,32.0,,,,Ferocious Gladiator's Plate Gauntlets,,,,Epic,,110.0,,10.0,,,,,,47.0,32.0,32.0,
32.0,32.0,,27.0,Demon hunter,,,,55.0,,,,,32.0,,,,Ferocious Gladiator's Felskin Gloves,,,,Epic,,110.0,,10.0,,,,,,47.0,,,
,,,16.0,Warlock,,,,55.0,,,,,32.0,,,,Fierce Gladiator's Felweave Handguards,,,,Epic,,110.0,,10.0,,,,,,47.0,,,
32.0,32.0,,27.0,Monk,,,,55.0,,,,,32.0,,,,Fierce Gladiator's Ironskin Gloves,,,,Epic,,110.0,,10.0,,,,,,47.0,,,
32.0,32.0,,27.0,Monk,,,,55.0,,,,,32.0,,,,Demonic Gladiator's Ironskin Gloves,,,,Epic,,110.0,,10.0,,,,,,47.0,,,
,,,58.0,Warrior,,,,55.0,,,,,32.0,,,,Fierce Gladiator's Plate Gauntlets,,,,Epic,,110.0,,10.0,,,,,,47.0,32.0,32.0,
,,,58.0,Death knight,,,,55.0,,,,,32.0,,,,Cruel Gladiator's Dreadplate Gauntlets,,,,Epic,,110.0,,10.0,,,,,,47.0,32.0,32.0,
32.0,32.0,,27.0,Druid,,,,55.0,,,,,32.0,,,,Ferocious Gladiator's Dragonhide Gloves,,,,Epic,,110.0,,10.0,,,,,,47.0,,,
32.0,32.0,,27.0,Demon hunter,,,,55.0,,,,,32.0,,,,Demonic Gladiator's Felskin Gloves,,,,Epic,,110.0,,10.0,,,,,,47.0,,,
32.0,32.0,,39.0,Hunter,,,,55.0,,,,,32.0,,,,Vindictive Gladiator's Chain Gauntlets,,,,Epic,,110.0,,10.0,,,,,,47.0,,,
,,,16.0,Priest,,,,55.0,,,,,32.0,,,,Fierce Gladiator's Satin Gloves,,,,Epic,,110.0,,10.0,,,,,,47.0,,,
,,,16.0,Priest,,,,55.0,,,,,32.0,,,,Cruel Gladiator's Satin Gloves,,,,Epic,,110.0,,10.0,,,,,,47.0,,,
32.0,32.0,,27.0,Demon hunter,,,,55.0,,,,,32.0,,,,Vindictive Gladiator's Felskin Gloves,,,,Epic,,110.0,,10.0,,,,,,47.0,,,
32.0,32.0,,27.0,Rogue,,,,55.0,,,,,32.0,,,,Ferocious Gladiator's Leather Gloves,,,,Epic,,110.0,,10.0,,,,,,47.0,,,
,,,16.0,Mage,,,,55.0,,,,,32.0,,,,Vindictive Gladiator's Silk Handguards,,,,Epic,,110.0,,10.0,,,,,,47.0,,,
32.0,32.0,,27.0,Druid,,,,55.0,,,,,32.0,,,,Cruel Gladiator's Dragonhide Gloves,,,,Epic,,110.0,,10.0,,,,,,47.0,,,
32.0,32.0,,27.0,Druid,,,,55.0,,,,,32.0,,,,Cruel Gladiator's Dragonhide Gloves,,,,Epic,,110.0,,10.0,,,,,,47.0,,,
32.0,32.0,,27.0,Rogue,,,,55.0,,,,,32.0,,,,Demonic Gladiator's Leather Gloves,,,,Epic,,110.0,,10.0,,,,,,47.0,,,
,,,16.0,Mage,,,,55.0,,,,,32.0,,,,Ferocious Gladiator's Silk Handguards,,,,Epic,,110.0,,10.0,,,,,,47.0,,,
31.0,31.0,,26.0,,,,,55.0,,,29.0,,31.0,,,11.0,Gloves of Vile Defiance,,,,Rare,,101.0,,10.0,,,,,,47.0,,,
31.0,31.0,,39.0,,,,,55.0,,,,,31.0,,,25.0,Seaworthy Deck Hands,,,,Rare,,101.0,,10.0,,,,,,47.0,,,14.0
,,,16.0,,,12.0,,55.0,,,,,31.0,,,28.0,Latosius's Blasting Gloves,,,,Rare,,101.0,,10.0,,,,,,47.0,,,
,,,58.0,,,,,50.0,,,,,31.0,,,27.0,Siegebreaker's Gauntlets,,,,Rare,,,,10.0,,,,,,47.0,31.0,31.0,13.0
31.0,31.0,,38.0,Hunter,,,,55.0,,,,,31.0,,,,Demonic Combatant's Chain Gauntlets,,,,Rare,,110.0,,10.0,,,,,,46.0,,,
31.0,31.0,,38.0,,,25.0,,55.0,,,,,31.0,,,,Mardum Chain Gloves,,,,Uncommon,,101.0,,10.0,,,,,,46.0,,,13.0
,,,57.0,,,11.0,,55.0,,,28.0,,31.0,,,,Greystone Gauntlets,,,,Uncommon,,101.0,,10.0,,,,,,46.0,31.0,31.0,
,,,57.0,Warrior,,,,55.0,,,,,31.0,,,,Cruel Combatant's Plate Gauntlets,,,,Rare,,110.0,,10.0,,,,,,46.0,31.0,31.0,
,,,15.0,Priest,,,,55.0,,,,,31.0,,,,Ferocious Combatant's Satin Gloves,,,,Rare,,110.0,,10.0,,,,,,46.0,,,
,,,57.0,Warrior,,,,55.0,,,,,31.0,,,,Fierce Combatant's Plate Gauntlets,,,,Rare,,110.0,,10.0,,,,,,46.0,31.0,31.0,
,,,15.0,,,23.0,,55.0,,,,,31.0,,,,Netherwhisper Gloves,,,,Uncommon,,101.0,,10.0,,,,,,46.0,,,16.0
31.0,31.0,,38.0,,,12.0,,55.0,,,,,31.0,,,,Ered'ruin Gloves,,,,Uncommon,,101.0,,10.0,,,,,,46.0,,,27.0
,,,57.0,Warrior,,,,55.0,,,,,31.0,,,,Dominant Combatant's Plate Gauntlets,,,,Rare,,110.0,,10.0,,,,,,46.0,31.0,31.0,
31.0,31.0,,26.0,Rogue,,,,55.0,,,,,31.0,,,,Vindictive Combatant's Leather Gloves,,,,Rare,,110.0,,10.0,,,,,,46.0,,,
,,,57.0,Death knight,,,,55.0,,,,,31.0,,,,Dominant Combatant's Dreadplate Gauntlets,,,,Rare,,110.0,,10.0,,,,,,46.0,31.0,31.0,
,,,57.0,Warrior,,,,55.0,,,,,31.0,,,,Dominant Combatant's Plate Gauntlets,,,,Rare,,110.0,,10.0,,,,,,46.0,31.0,31.0,
,,,15.0,Priest,,,,55.0,,,,,31.0,,,,Cruel Combatant's Satin Gloves,,,,Rare,,110.0,,10.0,,,,,,46.0,,,
,,,57.0,Paladin,,,,55.0,,,,,31.0,,,,Dominant Combatant's Scaled Gauntlets,,,,Rare,,110.0,,10.0,,,,,,46.0,31.0,31.0,
31.0,31.0,,26.0,Rogue,,,,55.0,,,,,31.0,,,,Fierce Combatant's Leather Gloves,,,,Rare,,110.0,,10.0,,,,,,46.0,,,
,,,57.0,,,14.0,,55.0,,,,,31.0,,,25.0,Ley-Scarred Gauntlets,,,,Uncommon,,101.0,,10.0,,,,,,46.0,31.0,31.0,
,,,15.0,Priest,,,,55.0,,,,,31.0,,,,Dominant Combatant's Satin Gloves,,,,Rare,,110.0,,10.0,,,,,,46.0,,,
31.0,31.0,,38.0,Hunter,,,,55.0,,,,,31.0,,,,Cruel Combatant's Chain Gauntlets,,,,Rare,,110.0,,10.0,,,,,,46.0,,,
,,,57.0,Death knight,,,,50.0,,,,,31.0,,,,Vindictive Combatant's Dreadplate Gauntlets,,,,Rare,,110.0,,10.0,,,,,,46.0,31.0,31.0,
,,,57.0,Death knight,,,,55.0,,,,,31.0,,,,Vindictive Combatant's Dreadplate Gauntlets,,,,Rare,,110.0,,10.0,,,,,,46.0,31.0,31.0,
31.0,31.0,,26.0,Monk,,,,55.0,,,,,31.0,,,,Ferocious Combatant's Ironskin Gloves,,,,Rare,,110.0,,10.0,,,,,,46.0,,,
31.0,31.0,,26.0,Druid,,,,50.0,,,,,31.0,,,,Vindictive Combatant's Dragonhide Gloves,,,,Rare,,110.0,,10.0,,,,,,46.0,,,
,,,57.0,Death knight,,,,55.0,,,,,31.0,,,,Ferocious Combatant's Dreadplate Gauntlets,,,,Rare,,110.0,,10.0,,,,,,46.0,31.0,31.0,
31.0,31.0,,26.0,Monk,,,,55.0,,,,,31.0,,,,Ferocious Combatant's Ironskin Gloves,,,,Rare,,110.0,,10.0,,,,,,46.0,,,
31.0,31.0,,38.0,,,,,55.0,,,27.0,,31.0,,,11.0,Bramblemail Gloves,,,,Uncommon,,101.0,,10.0,,,,,,46.0,,,
,,,15.0,Mage,,,,55.0,,,,,31.0,,,,Fearless Combatant's Silk Handguards,,,,Rare,,110.0,,10.0,,,,,,46.0,,,
31.0,31.0,,38.0,Hunter,,,,55.0,,,,,31.0,,,,Dominant Combatant's Chain Gauntlets,,,,Rare,,110.0,,10.0,,,,,,46.0,,,
31.0,31.0,,26.0,Monk,,,,55.0,,,,,31.0,,,,Fierce Combatant's Ironskin Gloves,,,,Rare,,110.0,,10.0,,,,,,46.0,,,
31.0,31.0,,26.0,Monk,,,,55.0,,,,,31.0,,,,Cruel Combatant's Ironskin Gloves,,,,Rare,,110.0,,10.0,,,,,,46.0,,,
,,,57.0,Death knight,,27.0,,50.0,,,,,31.0,1269.0,,,Deathlord's Gauntlets,,,,Rare,,110.0,,10.0,,,,,,46.0,31.0,31.0,11.0
31.0,31.0,,26.0,Monk,,,,,,,,,31.0,,,,Fierce Combatant's Ironskin Gloves,,,,Rare,,110.0,,10.0,,,,,,46.0,,,
31.0,31.0,,26.0,,,15.0,,50.0,,,26.0,,31.0,,,,Felinus Manus,,,,Rare,,110.0,,10.0,,,,,,46.0,,,
25.0,25.0,,23.0,,,,,40.0,,,,,25.0,,,,Llothien Gloves,,,,Uncommon,,101.0,,10.0,,,,,,37.0,,,
,,,50.0,,,,,55.0,,,,,25.0,,,,Storm-Tempered Gauntlets,,,,Uncommon,,101.0,,10.0,,,,,,37.0,25.0,25.0,
24814.0,24814.0,,14375.0,,,,,,,,562.0,,24814.0,,,562.0,Gilded-Claw Gloves,,,,Rare,,110.0,,10.0,,,,,,37223.0,,,
111.0,111.0,,,,,,,,,,,,111.0,,,49.0,Venerated Raptorhide Gloves,,,,Rare,,110.0,,10.0,,,,,,167.0,,,70.0
111.0,111.0,,106.0,,,,,,,,,,111.0,,,34.0,Sea-Treated Grips,,,,Uncommon,,101.0,,10.0,,,,,,167.0,,,85.0
,,,202.0,,,,,,,,,,93.0,,,35.0,Dread Combatant's Plate Gauntlets,,,,Uncommon,,110.0,,10.0,,,,,,139.0,93.0,93.0,53.0
,,,54.0,,,61.0,,,,,27.0,,93.0,,,,7th Legionnaire's Mitts,,,,Rare,,110.0,,10.0,,,,,,139.0,,,
,,,26.0,,,,,,,,37.0,,74.0,,,,Turnabout Gloves,,,,Rare,,110.0,,10.0,,,,,,110.0,,,31.0
,,,68.0,Paladin,,23.0,,55.0,,,31.0,,42.0,,,,Sacrosanct Gauntlets,,,,Rare,,110.0,,10.0,,,,,,63.0,42.0,42.0,
42.0,42.0,,46.0,Shaman,,31.0,,55.0,,,,,42.0,,,,Earthpyre Demi-Gauntlets,,,,Rare,,110.0,,10.0,,,,,,63.0,,,23.0
42.0,42.0,,31.0,Druid,,,,55.0,,,23.0,,42.0,,,,Rootweave Gloves,,,,Rare,,110.0,,10.0,,,,,,63.0,,,31.0
38.0,38.0,,43.0,,,16.0,,40.0,,,,,38.0,,,,Saurscale Gloves,,,,Uncommon,,101.0,,10.0,,,,,,58.0,,,33.0
38.0,38.0,,29.0,,,,,40.0,,,,,38.0,,,14.0,Sea-Treated Grips,,,,Uncommon,,101.0,,10.0,,,,,,58.0,,,36.0
38.0,38.0,,43.0,,,16.0,,40.0,,,,,38.0,,,,Aiguille-Scaler's Gloves,,,,Uncommon,,101.0,,10.0,,,,,,58.0,,,33.0
,,,17.0,,,,,55.0,,,,,36.0,,,,Forgotten Conservatory Gloves,,,,Rare,,110.0,,10.0,,,,,,54.0,,,
,,,17.0,Priest,,,,,,,,,35.0,,,,Demonic Gladiator's Satin Gloves,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
35.0,35.0,,28.0,Monk,,,,,,,,,35.0,,,,Fearless Gladiator's Ironskin Gloves,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
35.0,35.0,,41.0,Hunter,,,,,,,,,35.0,,,,Ferocious Gladiator's Chain Gauntlets,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
35.0,35.0,,28.0,Monk,,,,,,,,,35.0,,,,Vindictive Gladiator's Ironskin Gloves,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
35.0,35.0,,28.0,Rogue,,,,,,,,,35.0,,,,Ferocious Gladiator's Leather Gloves,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
35.0,35.0,,28.0,Demon hunter,,,,,,,,,35.0,,,,Vindictive Gladiator's Felskin Gloves,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
,,,17.0,Priest,,,,,,,,,35.0,,,,Cruel Gladiator's Satin Gloves,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
35.0,35.0,,28.0,Monk,,,,,,,,,35.0,,,,Dominant Gladiator's Ironskin Gloves,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
35.0,35.0,,28.0,Druid,,,,,,,,,35.0,,,,Fierce Gladiator's Dragonhide Gloves,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
,,,17.0,Warlock,,,,,,,,,35.0,,,,Dominant Gladiator's Felweave Handguards,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
,,,17.0,,,22.0,,55.0,,,,,35.0,,,22.0,Handwraps of Soulwringing,,,,Epic,,,,10.0,,,,,,53.0,,,
,,,62.0,Death knight,,,,,,,,,35.0,,,,Dominant Gladiator's Dreadplate Gauntlets,,,,Epic,,110.0,,10.0,,,,,,53.0,35.0,35.0,
,,,17.0,Mage,,,,,,,,,35.0,,,,Ferocious Gladiator's Silk Handguards,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
35.0,35.0,,28.0,Druid,,22.0,,40.0,,,,,35.0,,,22.0,Springrain Handguards,,,,Uncommon,,110.0,,10.0,,,,,,53.0,,,
,,,62.0,Death knight,,,,,,,,,35.0,,,,Dominant Gladiator's Dreadplate Gauntlets,,,,Epic,,110.0,,10.0,,,,,,53.0,35.0,35.0,
35.0,35.0,,28.0,Rogue,,,,,,,,,35.0,,,,Demonic Gladiator's Leather Gloves,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
35.0,35.0,,28.0,Rogue,,,,,,,,,35.0,,,,Fearless Gladiator's Leather Gloves,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
,,,17.0,Mage,,,,,,,,,35.0,,,,Ferocious Gladiator's Silk Handguards,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
,,,62.0,Paladin,,,,,,,,,35.0,,,,Dominant Gladiator's Scaled Gauntlets,,,,Epic,,110.0,,10.0,,,,,,53.0,35.0,35.0,
35.0,35.0,,41.0,Hunter,,,,,,,,,35.0,,,,Fierce Gladiator's Chain Gauntlets,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
35.0,35.0,,41.0,Shaman,,,,,,,,,35.0,,,,Fearless Gladiator's Ringmail Gauntlets,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
35.0,35.0,,41.0,Hunter,,,,,,,,,35.0,,,,Cruel Gladiator's Chain Gauntlets,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
,,,17.0,Mage,,,,,,,,,35.0,,,,Cruel Gladiator's Silk Handguards,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
35.0,35.0,,41.0,Shaman,,,,,,,,,35.0,,,,Fierce Gladiator's Ringmail Gauntlets,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
,,,17.0,Mage,,,,,,,,,35.0,,,,Demonic Gladiator's Silk Handguards,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
,,,17.0,Mage,,,,,,,,,35.0,,,,Cruel Gladiator's Silk Handguards,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
,,,62.0,Warrior,,,,,,,,,35.0,,,,Vindictive Gladiator's Plate Gauntlets,,,,Epic,,110.0,,10.0,,,,,,53.0,35.0,35.0,
,,,62.0,Paladin,,,,,,,,,35.0,,,,Ferocious Gladiator's Scaled Gauntlets,,,,Epic,,110.0,,10.0,,,,,,53.0,35.0,35.0,
,,,17.0,Priest,,,,,,,,,35.0,,,,Dominant Gladiator's Satin Gloves,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
,,,62.0,Death knight,,,,55.0,,,,,35.0,,,,Fearless Gladiator's Dreadplate Gauntlets,,,,Epic,,110.0,,10.0,,,,,,53.0,35.0,35.0,
,,,62.0,Warrior,,,,55.0,,,,,35.0,,,,Ferocious Gladiator's Plate Gauntlets,,,,Epic,,110.0,,10.0,,,,,,53.0,35.0,35.0,
35.0,35.0,,28.0,Monk,,,,,,,,,35.0,,,,Cruel Gladiator's Ironskin Gloves,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
35.0,35.0,,28.0,Demon hunter,,,,,,,,,35.0,,,,Ferocious Gladiator's Felskin Gloves,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
35.0,35.0,,41.0,Hunter,,,,,,,,,35.0,,,,Dominant Gladiator's Chain Gauntlets,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
,,,62.0,Warrior,,,,,,,,,35.0,,,,Demonic Gladiator's Plate Gauntlets,,,,Epic,,110.0,,10.0,,,,,,53.0,35.0,35.0,
,,,62.0,Death knight,,,,,,,,,35.0,,,,Fierce Gladiator's Dreadplate Gauntlets,,,,Epic,,110.0,,10.0,,,,,,53.0,35.0,35.0,
35.0,35.0,,41.0,Hunter,,,,,,,,,35.0,,,,Vindictive Gladiator's Chain Gauntlets,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
35.0,35.0,,28.0,Druid,,,,,,,,,35.0,,,,Ferocious Gladiator's Dragonhide Gloves,,,,Epic,,110.0,,10.0,,,,,,53.0,,,
