agi,agiint,agistr,agistrint,arcres,armorbonus,avoidance,classes,cooldown,critstrkrtng,dmg,dodgertng,firres,frores,hastertng,healthrgn,int,lifesteal,mastrtng,name_enus,natres,nsockets,parryrtng,pvppower,quality,reqlevel,reqspell,resirtng,slotbak,socket1,socket2,socket3,speed,speedbonus,spi,splpwr,sta,str,versatility
39.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Ferocious Combatant's Badge of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,
39.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Fearless Combatant's Badge of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Ferocious Combatant's Badge of Victory,,,,,Rare,110.0,,,12.0,,,,,,,,,39.0,
39.0,,,,,,,,,,,,,,,,,,,Dominant Combatant's Accolade of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Demonic Combatant's Insignia of Victory,,,,,Rare,110.0,,,12.0,,,,,,,,,,38.0
,,,,,,,,0.016666666666666666,,,,,,,,,,,Dominant Combatant's Badge of Victory,,,,,Rare,110.0,,,12.0,,,,,,,,,39.0,
,,,,,,,,,,,,,,,,,,,Fierce Combatant's Insignia of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,38.0
39.0,,,,,,,,,,,,,,,,,,,Infernal Bloodstone Shard,,,,,Uncommon,101.0,,,12.0,,,,,,,,,,
39.0,,,,,,,,,,,,,,,,,,,Fearless Combatant's Accolade of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,
39.0,,,,,,,,,,,,,,,,,,,Dominant Combatant's Accolade of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,38.0,Fearless Combatant's Badge of Adaptation,,,,,Rare,110.0,,,12.0,,,,,,,,,,
39.0,,,,,,,,,,,,,,,,,,,Ferocious Combatant's Accolade of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Fearless Combatant's Insignia of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,38.0
,,,,,,,,,,,,,,,,,,,Cruel Combatant's Insignia of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,38.0
39.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Fearless Combatant's Badge of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Cruel Combatant's Insignia of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,38.0
,,,,,,,,,,,,,,,,,,,Ferocious Combatant's Accolade of Victory,,,,,Rare,110.0,,,12.0,,,,,,,,,39.0,
,,,,,,,,,,,,,,,,,,,Dominant Combatant's Insignia of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,38.0
,,,,,,,,0.016666666666666666,,,,,,,,,,38.0,Fearless Combatant's Badge of Adaptation,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,39.0,,,Vindictive Combatant's Accolade of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,39.0,,,Ferocious Combatant's Badge of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Demonic Combatant's Insignia of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,38.0
,,,,,,,,,,,,,,,,,,,Vindictive Combatant's Insignia of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Fearless Combatant's Emblem of Meditation,,,,,Rare,110.0,,,12.0,,,,,,,,,,38.0
39.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Demonic Combatant's Badge of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,39.0,,,Ferocious Combatant's Badge of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,39.0,,,Cruel Combatant's Accolade of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,39.0,,,Dominant Combatant's Accolade of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,39.0,,,Vindictive Combatant's Accolade of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,
39.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Demonic Combatant's Badge of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,39.0,,,Ferocious Combatant's Accolade of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Demonic Combatant's Badge of Victory,,,,,Rare,110.0,,,12.0,,,,,,,,,39.0,
,,,,,,,,,,,,,,,,,,,Vindictive Combatant's Accolade of Victory,,,,,Rare,110.0,,,12.0,,,,,,,,,39.0,
,,,,,,,,,,,,,,,,39.0,,,Cruel Combatant's Accolade of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Vindictive Combatant's Insignia of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,38.0
,,,,,,,,,,,,,,,,,,39.0,Mountain Rage Shaker,,,,,Rare,110.0,,,12.0,,,,,,,,,,
31.0,,,,,,,,,,,,,,,,,,,Enchanted Roc Feather,,,,,Uncommon,101.0,,,12.0,,,,1.7000000000000002,,,,,,
,,,,,,,,,,,,,,,,,,,Seabeast Tusk,,,,,Uncommon,101.0,,,12.0,,,,,,,,,141.0,
117.0,,,117.0,,,,,0.03333333333333333,,,,,,,,117.0,,,Dread Aspirant's Medallion,,,,,Rare,110.0,,,12.0,,,,,,,,,117.0,
,,,,,,,,0.03333333333333333,,,,,,,,,,,Dread Aspirant's Badge,,,,,Rare,110.0,,,12.0,,,,,,,,,,85.0
,,,,,,,,,,,,,,,,,,,Seabeast Tusk,,,,,Uncommon,101.0,,,12.0,,,,,,,,,49.0,
,,,,,,,,,,,,,,,,49.0,,,Bijou of the Golden City,,,,,Uncommon,101.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,45.0,,,Erratic Metronome,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,44.0,,,,,,,,,,Royal Dagger Haft,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,45.0,,,Vindictive Gladiator's Accolade of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Fearless Gladiator's Insignia of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,44.0
45.0,,,,,,,,,,,,,,,,,,,Fierce Gladiator's Accolade of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,
45.0,,,45.0,,,,Hunter,,44.0,,,,,,,45.0,,,Trailseeker Idol of Rage,,,,,Uncommon,110.0,,,12.0,,,,,,,,,45.0,
45.0,,,45.0,,,,Shaman,,,,,,,44.0,,45.0,,,Streamtalker Idol of Rage,,,,,Uncommon,110.0,,,12.0,,,,,,,,,45.0,
45.0,,,45.0,,,,Warrior,,,,,,,,,45.0,,44.0,Oathsworn Stone of Battle,,,,,Uncommon,110.0,,,12.0,,,,,,,,,45.0,
,,,,,,,,,,,,,,,,,,,Vindictive Gladiator's Accolade of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,45.0,
45.0,,,45.0,,,,Mage,,,,,,,,,45.0,,44.0,Mountainsage Stone of Destruction,,,,,Uncommon,110.0,,,12.0,,,,,,,,,45.0,
,,,,,,,,0.016666666666666666,,,,,,,,45.0,,,Fearless Gladiator's Badge of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,
45.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Cruel Gladiator's Badge of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,
45.0,,,,,,,,,,,,,,,,,,,Vindictive Gladiator's Accolade of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Cruel Gladiator's Badge of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,45.0,
45.0,,,45.0,,,,Druid,,,,,,,,,45.0,,44.0,Springrain Stone of Rage,,,,,Uncommon,110.0,,,12.0,,,,,,,,,45.0,
45.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Ferocious Gladiator's Badge of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Dominant Gladiator's Badge of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,45.0,
,,,,,,,,,,,,,,,,,,,Vindictive Gladiator's Accolade of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,45.0,
45.0,,,45.0,,,,Paladin,,,,,,,,,45.0,,,Sunsoul Defender Stone,,,,,Uncommon,110.0,,,12.0,,,,,,,,,45.0,44.0
,,,,,,,,,,,,,,,,,,,Vindictive Gladiator's Insignia of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,44.0
45.0,,,45.0,,,,Druid,,,,,,,,,45.0,,44.0,Springrain Idol of Destruction,,,,,Uncommon,110.0,,,12.0,,,,,,,,,45.0,
,,,,,,,,,,,,,,,,,,,Fearless Gladiator's Insignia of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,44.0
,,,,,,,,0.016666666666666666,,,,,,,,,,,Ferocious Gladiator's Badge of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,45.0,
,,,,,,,,,,,,,,,,,,,Dominant Gladiator's Accolade of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,45.0,
,,,,,,,,,,,,,,,,,,,Cruel Gladiator's Insignia of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,44.0
,,,,,,,,,,,,,,,,,,,Ferocious Gladiator's Accolade of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,45.0,
45.0,,,,,,,,,,,,,,,,,,,Fearless Gladiator's Accolade of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ferocious Gladiator's Insignia of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,44.0
45.0,,,45.0,,,,Monk,,,,,,,,,45.0,,,Mistdancer Stone of Wisdom,,,,,Uncommon,110.0,,,12.0,,,,,,,,,45.0,44.0
,,,,,,,,,,,,,,,,,,,Ferocious Gladiator's Accolade of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,45.0,
45.0,,,45.0,,,,Priest,,,,,,,,,45.0,,44.0,Communal Idol of Wisdom,,,,,Uncommon,110.0,,,12.0,,,,,,,,,45.0,
,,,,,,,,,,,,,,,,,,,Ferocious Gladiator's Insignia of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,44.0
45.0,,,45.0,,,,Demon hunter,,44.0,,,,,,,45.0,,,Demon Trophy,,,,,Uncommon,110.0,,,12.0,,,,,,,,,45.0,
43.0,,,43.0,,,,,,,,,,,,,43.0,,,Petula's Locket,,,,,Uncommon,,,,12.0,,,,,,,,,43.0,
,,,,,,,,,,,,,,,,,,,Potency Manipulator,,,,,Uncommon,,,,12.0,,,,,,,,,,42.0
,,,,,,,,,42.0,,,,,,,,,,Over-Engineered Flash Bulb,,,,,Uncommon,,,,12.0,,,,,,,,,,
43.0,,,43.0,,,,,,,,,,,,,43.0,,,Enraged Diemetradon Fin,,,,,Uncommon,,,,12.0,,,,,,,,,43.0,
,,,,,,,,,,,,,,,,,,,Fearless Gladiator's Accolade of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,40.0,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Ferocious Gladiator's Badge of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,40.0,
,,,,,,,,,,,,,,,,40.0,,,Fierce Gladiator's Accolade of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,
40.0,,,,,,,,,,,,,,,,,,,Ferocious Gladiator's Accolade of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Fearless Gladiator's Insignia of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,,39.0
,,,,,,,,0.016666666666666666,,,,,,,,40.0,,,Vindictive Gladiator's Badge of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Cruel Gladiator's Accolade of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,40.0,
,,,,,,,,,,,,,,,,40.0,,,Fierce Gladiator's Accolade of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,
40.0,,,,,,,,,,,,,,,,,,,Fearless Gladiator's Accolade of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,39.0,Fearless Gladiator's Badge of Adaptation,,,,,Epic,110.0,,,12.0,,,,,,,,,,
40.0,,,,,,,,,,,,,,,,,,,Demonic Gladiator's Accolade of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ferocious Gladiator's Insignia of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,39.0
40.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Fierce Gladiator's Badge of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Vindictive Gladiator's Insignia of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,39.0
,,,,,,,,0.016666666666666666,,,,,,,,40.0,,,Vindictive Gladiator's Badge of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ferocious Gladiator's Insignia of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,,39.0
,,,,,,,,0.016666666666666666,,,,,,,,,,,Vindictive Gladiator's Badge of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,40.0,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Fierce Gladiator's Badge of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,40.0,
,,,,,,,,,,,,,,,,40.0,,,Dominant Gladiator's Accolade of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,40.0,,,Cruel Gladiator's Accolade of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Vindictive Gladiator's Insignia of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,39.0
,,,,,,,,,,,,,,,,40.0,,,Ferocious Gladiator's Accolade of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,40.0,,,Cruel Gladiator's Accolade of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Vindictive Gladiator's Insignia of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,,39.0
,,,,,,,,0.016666666666666666,,,,,,,,,,,Vindictive Gladiator's Badge of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,40.0,
40.0,,,,,,,,,,,,,,,,,,,Vindictive Gladiator's Accolade of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Fierce Gladiator's Accolade of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,40.0,
,,,,,,,,0.016666666666666666,,,,,,,,40.0,,,Demonic Gladiator's Badge of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,
40.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Dominant Gladiator's Badge of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Fearless Gladiator's Accolade of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,40.0,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Dominant Gladiator's Badge of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,40.0,
,,,,,,,,,,,,,,,,,,,Vindictive Gladiator's Insignia of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,,39.0
,,,,,,,,,,,,,,,,,,,Ferocious Gladiator's Insignia of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,39.0
,,,,,,,,0.016666666666666666,,,,,,,,,,,Dominant Gladiator's Badge of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,40.0,
,,,,,,,,0.016666666666666666,,,,,,,,,,39.0,Vindictive Gladiator's Badge of Adaptation,,,,,Epic,110.0,,,12.0,,,,,,,,,,
40.0,,,,,,,,,,,,,,,,,,,Cruel Gladiator's Accolade of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Ferocious Gladiator's Badge of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,40.0,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Cruel Gladiator's Badge of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,40.0,
40.0,,,,,,,,,,,,,,,,,,,Dominant Gladiator's Accolade of Conquest,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Dominant Gladiator's Accolade of Victory,,,,,Epic,110.0,,,12.0,,,,,,,,,40.0,
,,,,,,,,,,,,,,,,,,,Demonic Gladiator's Insignia of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,39.0
,,,,,,,,,,,,,,,,39.0,,,Portable Manacracker,,,,,Rare,101.0,,,12.0,,,,,,,,,,
39.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Vindictive Combatant's Badge of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Vindictive Combatant's Insignia of Victory,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Cruel Combatant's Insignia of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,38.0
,,,,,,,,0.016666666666666666,,,,,,,,39.0,,,Fierce Combatant's Badge of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ferocious Combatant's Insignia of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,38.0
39.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Dominant Combatant's Badge of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Demonic Combatant's Accolade of Victory,,,,,Rare,110.0,,,12.0,,,,,,,,,39.0,
,,,,,,,,0.016666666666666666,,,,,,,,,,38.0,Vindictive Combatant's Badge of Adaptation,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Vindictive Combatant's Accolade of Victory,,,,,Rare,110.0,,,12.0,,,,,,,,,39.0,
,,,,,,,,,,,,,,,,39.0,,,Stolen Mana Crystal,,,,,Uncommon,101.0,,,12.0,,,,3.5,,,,,,
,,,,,,,,,,,,,,,,,,,Demonic Combatant's Accolade of Victory,,,,,Rare,110.0,,,12.0,,,,,,,,,39.0,
39.0,,,,,,,,0.016666666666666666,,,,,,,,,,,Vindictive Combatant's Badge of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Cruel Combatant's Badge of Victory,,,,,Rare,110.0,,,12.0,,,,,,,,,39.0,
,,,,,,,,,,,,,,,,,,,Fearless Combatant's Insignia of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,38.0
,,,,,,,,0.016666666666666666,,,,,,,,,,,Fearless Combatant's Badge of Victory,,,,,Rare,110.0,,,12.0,,,,,,,,,39.0,
39.0,,,,,,,,,,,,,,,,,,,Ferocious Combatant's Accolade of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Ferocious Combatant's Badge of Victory,,,,,Rare,110.0,,,12.0,,,,,,,,,39.0,
,,,,,,,,,,,,,,,,,,,Cruel Combatant's Accolade of Victory,,,,,Rare,110.0,,,12.0,,,,,,,,,39.0,
,,,,,,,,,,,,,,,,,,,Fierce Combatant's Insignia of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,38.0
,,,,,,,,0.016666666666666666,,,,,,,,39.0,,,Demonic Combatant's Badge of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Dominant Combatant's Insignia of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,38.0
,,,,,,,,,,,,,,,,,,,Dominant Combatant's Accolade of Victory,,,,,Rare,110.0,,,12.0,,,,,,,,,39.0,
,,,,,,,,,,,,,,,,,,,Nightmare Bark,,,,,Uncommon,101.0,,,12.0,,,,,,,,,39.0,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Fierce Combatant's Badge of Victory,,,,,Rare,110.0,,,12.0,,,,,,,,,39.0,
,,,,,,,,,,,,,,,,39.0,,,Demonic Combatant's Accolade of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,39.0,,,Vindictive Combatant's Badge of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,
39.0,,,,,,,,,,,,,,,,,,,Fierce Combatant's Accolade of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ferocious Combatant's Insignia of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,38.0
,,,,,,,,0.016666666666666666,,,,,,,,,,,Fierce Combatant's Badge of Victory,,,,,Rare,110.0,,,12.0,,,,,,,,,39.0,
,,,,,,,,,,,,,,,,39.0,,,Demonic Combatant's Accolade of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,39.0,,,Cruel Combatant's Badge of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ferocious Combatant's Insignia of Victory,,,,,Rare,110.0,,,12.0,,,,,,,,,,38.0
,,,,,,,,0.016666666666666666,,,,,,,,39.0,,,Dominant Combatant's Badge of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,
39.0,,,,,,,,,,,,,,,,,,,Fierce Combatant's Accolade of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ferocious Combatant's Insignia of Victory,,,,,Rare,110.0,,,12.0,,,,,,,,,,38.0
,,,,,,,,0.016666666666666666,,,,,,,,39.0,,,Dominant Combatant's Badge of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,39.0,,,Vindictive Combatant's Badge of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,0.016666666666666666,,,,,,,,,,,Vindictive Combatant's Badge of Victory,,,,,Rare,110.0,,,12.0,,,,,,,,,39.0,
,,,,,,,,0.016666666666666666,,,,,,,,39.0,,,Fearless Combatant's Badge of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,39.0,,,Fearless Combatant's Accolade of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,39.0,,,Dominant Combatant's Accolade of Dominance,,,,,Rare,110.0,,,12.0,,,,,,,,,,
39.0,,,,,,,,,,,,,,,,,,,Demonic Combatant's Accolade of Conquest,,,,,Rare,110.0,,,12.0,,,,,,,,,,
39.0,,,,,,,,,,,,,,,,,,,Nether Conductors,,,,,Rare,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,31.0,,,Academy Faculty Pin,,,,,Uncommon,101.0,,,12.0,,,,1.7000000000000002,,,,,,
,,,,,,,,,,,,,,,,,,,Koralune Keepsake,,,,,Uncommon,101.0,,,12.0,,,,1.7000000000000002,,,,,31.0,
,,,,,,,,,,,,,,,,31.0,,,Sashj'tar Brooch,,,,,Uncommon,101.0,,,12.0,,,,1.7000000000000002,,,,,,
,,,,,,,,,,,,,,,,,,,PH Token Item - Trinket Tank,,,,,Rare,110.0,,,12.0,,,,,,,,,,15.0
55010.0,,55010.0,,,,,,,,,,,,,,,,,7.3 Raid - Antorus - Boss 11 - Trinket Melee Str WS,,,,,Epic,110.0,,,12.0,,,,,,,,,55010.0,
,,,,,,,,,1337.0,,,,,,,,,,7.3 Raid - Antorus - Boss 11 - Trinket All WS,,,,,Epic,110.0,,,12.0,,,,,,,,,,
20968.0,,,,,,,,,,,,,,,,,,,8.0 - PH Dungeon - AGI Trinket,,,,,Rare,110.0,,,12.0,,,,,,,,,,
141.0,,,,,,,,,,,,,,,,,,,Privateer's Spyglass,,,,,Uncommon,101.0,,,12.0,,,,,,,,,,
141.0,,,,,,,,,,,,,,,,,,,Lucky Braid,,,,,Uncommon,101.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Seabeast Tusk,,,,,Uncommon,101.0,,,12.0,,,,,,,,,141.0,
141.0,,,,,,,,,,,,,,,,,,,Lucky Braid,,,,,Uncommon,101.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,141.0,,,Bijou of the Golden City,,,,,Uncommon,101.0,,,12.0,,,,,,,,,,
141.0,,,,,,,,,,,,,,,,,,,Enchanted Devilsaur Claw,,,,,Uncommon,101.0,,,12.0,,,,,,,,,,
117.0,,,117.0,,,,,0.025,,,,,,,,117.0,,,Dread Combatant's Emblem,,,,,Uncommon,110.0,,,12.0,,,,,,,,,117.0,
,,,,,,,,,,,,,,,,,,,Dread Combatant's Badge,,,,,Uncommon,110.0,,,12.0,,,,,,,,,,85.0
117.0,,,117.0,,,,,0.025,,,,,,,,117.0,,,Dread Aspirant's Emblem,,,,,Rare,110.0,,,12.0,,,,,,,,,117.0,
,,,,,,,,,55.0,,,,,,,,,,Legionsteel Flywheel,,,,,Epic,110.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Seabeast Tusk,,,,,Uncommon,101.0,,,12.0,,,,,,,,,49.0,
49.0,,,,,,,,,,,,,,,,,,,Enchanted Devilsaur Claw,,,,,Uncommon,101.0,,,12.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Petrified Basilisk Scale,,,,,Uncommon,101.0,,,12.0,,,,,,,,,49.0,
,,,,,,,,,,,,,,,,,,,Token of Ironside Blessing,,,,,Rare,110.0,,,12.0,,,,,,,,,31.0,
45.0,,,45.0,,,,Demon hunter,,,,,,,44.0,,45.0,,,Charm of Demonic Fire,,,,,Uncommon,110.0,,,12.0,,,,,,,,,45.0,
45.0,,,45.0,,,,Rogue,,,,,,,44.0,,45.0,,,Lightdrinker Idol of Rage,,,,,Uncommon,110.0,,,12.0,,,,,,,,,45.0,
45.0,,,45.0,,,,Paladin,,44.0,,,,,,,45.0,,,Sunsoul Idol of Wisdom,,,,,Uncommon,110.0,,,12.0,,,,,,,,,45.0,
45.0,,,45.0,,,,Death knight,,,,,,,,,45.0,,44.0,Heart-Lesion Idol of Battle,,,,,Uncommon,110.0,,,12.0,,,,,,,,,45.0,
45.0,,,45.0,,,,Rogue,,,,,,,,,45.0,,44.0,Lightdrinker Stone of Rage,,,,,Uncommon,110.0,,,12.0,,,,,,,,,45.0,
45.0,,,45.0,,,,Hunter,,,,,,,44.0,,45.0,,,Trailseeker Stone of Rage,,,,,Uncommon,110.0,,,12.0,,,,,,,,,45.0,
,,,,,,,,,,,,,,,,45.0,,,Vindictive Gladiator's Accolade of Dominance,,,,,Epic,110.0,,,12.0,,,,,,,,,,
