agi,agistr,agistrint,arcres,classes,cooldown,critstrkrtng,dmg,dodgertng,firres,frores,hastertng,int,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,versatility
,,,,Druid,,,,,,,46.0,,,Nurturer Necklace,,,,Uncommon,100.0,2.0,,,,,28.0,,15.0
18.0,,,,,,,,,,,12.0,,,Firecrystal Chain,,,,Epic,100.0,2.0,,,,,28.0,,13.0
,,,,,,12.0,,,,,12.0,,,Mighty Crystalline Pendant,,,,Rare,100.0,2.0,,,,,28.0,18.0,
18.0,18.0,,,,,,,,,,,,11.0,Wild Combatant's Choker of Endurance,,,,Rare,100.0,2.0,,,,,28.0,18.0,13.0
18.0,,,,,,,,,,,13.0,,11.0,Primal Gladiator's Necklace of Prowess,,,,Epic,100.0,2.0,,,,,28.0,,
,,,,Hunter,,,,,,,21.0,,40.0,Warscout Choker,,,,Uncommon,100.0,2.0,,,,,28.0,,
,,,,Demon hunter,,32.0,,,,,30.0,,,Illidari Chain,,,,Uncommon,100.0,2.0,,,,,28.0,,
18.0,18.0,,,,,,,,,,,,,Discordant Collar,,,,Rare,100.0,2.0,,,,,28.0,18.0,
,,,,,,,,,,,13.0,18.0,,Choker of Infinite Durability,,,,Epic,100.0,2.0,,,,,28.0,,12.0
18.0,18.0,,,,,,,,,,,,,Discordant Amulet,,,,Rare,100.0,2.0,,,,,28.0,18.0,
,,,,,,13.0,,,,,11.0,18.0,,Primal Gladiator's Pendant of Prowess,,,,Epic,100.0,2.0,,,,,28.0,,
18.0,,,,,,13.0,,,,,11.0,,,Wild Combatant's Necklace of Cruelty,,,,Rare,100.0,2.0,,,,,28.0,,
18.0,18.0,,,,,,,,,,,,,Bladeblunter Gorget,,,,Epic,100.0,2.0,,,,,28.0,18.0,
,,,,,,,,,,,11.0,18.0,,Primal Gladiator's Pendant of Meditation,,,,Epic,100.0,2.0,,,,,28.0,,13.0
,,,,,,12.0,,,,,12.0,18.0,,Loop of Beaded Mane,,,,Epic,100.0,2.0,,,,,28.0,,
,,,,,,,,,,,,18.0,13.0,Primal Gladiator's Pendant of Contemplation,,,,Epic,100.0,2.0,,,,,28.0,,11.0
18.0,,,,,,,,,,,,,,Gorefeather Pendant,,,,Epic,100.0,2.0,,,,,28.0,,
,,,,,,,,,,,,18.0,13.0,Primal Gladiator's Pendant of Contemplation,,,,Epic,100.0,2.0,,,,,28.0,,11.0
,,,,,,,,,,,11.0,18.0,,Wild Combatant's Pendant of Meditation,,,,Rare,100.0,2.0,,,,,28.0,,13.0
,,,,,,14.0,,,,,,,11.0,Tenacious Dominator's Gorget,,,,Epic,100.0,2.0,,,,,28.0,18.0,
,,,,,,11.0,,,,,,,13.0,Primal Gladiator's Choker of Cruelty,,,,Epic,100.0,2.0,,,,,28.0,18.0,
,,,,Paladin,,,,,,,15.0,,,Duskbreaker Necklace,,,,Uncommon,100.0,2.0,,,,,28.0,,46.0
18.0,18.0,,,,,,,,,,12.0,,,Drov's Durable Gorget,,,,Epic,100.0,2.0,,,,,28.0,18.0,12.0
,,,,Warrior,,18.0,,,,,,,,Defiant Amulet,,,,Uncommon,100.0,2.0,,,,,28.0,,43.0
,,,,Death knight,,46.0,,,,,,,,Inexorable Amulet,,,,Uncommon,100.0,2.0,,,,,28.0,,15.0
,,,,,,,,,,,,18.0,13.0,Wild Combatant's Pendant of Contemplation,,,,Rare,100.0,2.0,,,,,28.0,,11.0
,,,,,,8.0,,,,,17.0,18.0,,Chain of Agonizing Woe,,,,Epic,100.0,2.0,,,,,28.0,,
,,,,Paladin,,15.0,,,,,,,46.0,Duskbreaker Pendant,,,,Uncommon,100.0,2.0,,,,,28.0,,
,,,,,,,,,,,13.0,,11.0,Primal Gladiator's Choker of Prowess,,,,Epic,100.0,2.0,,,,,28.0,18.0,
,,,,,,,,,,,11.0,18.0,,Wild Combatant's Pendant of Meditation,,,,Rare,100.0,2.0,,,,,28.0,,13.0
,,,,Druid,,,,,,,15.0,,46.0,Nurturer Choker,,,,Uncommon,100.0,2.0,,,,,28.0,,
18.0,,,,,,,,,,,,,,Dark Night Choker,,,,Epic,100.0,2.0,,,,,28.0,,
,,,,Paladin,,12.0,,,,,,,12.0,Sunsoul Pendant,,,,Uncommon,100.0,2.0,,,,,28.0,18.0,
,,,,,,,,,,,,,,Doomchain Collar,,,,Epic,100.0,2.0,,,,,28.0,18.0,
,,,,Warrior,,12.0,,,,,,,12.0,Oathsworn Pendant,,,,Uncommon,100.0,2.0,,,,,28.0,18.0,
,,,,Warrior,,12.0,,,,,,,,Oathsworn Amulet,,,,Uncommon,100.0,2.0,,,,,28.0,18.0,12.0
18.0,,,,Druid,,,,,,,12.0,,12.0,Springrain Choker,,,,Uncommon,100.0,2.0,,,,,28.0,,
,,,,Warlock,,12.0,,,,,,18.0,12.0,Felsoul Medallion,,,,Uncommon,100.0,2.0,,,,,28.0,,
,,,,Shaman,,,,,,,12.0,18.0,,Streamtalker Necklace,,,,Uncommon,100.0,2.0,,,,,28.0,,12.0
,,,,Warrior,,12.0,,,,,,,,Oathsworn Amulet,,,,Rare,100.0,2.0,,,,,28.0,18.0,12.0
18.0,,,,,,,,,,,13.0,,11.0,Primal Combatant's Necklace of Prowess,,,,Rare,100.0,2.0,,,,,28.0,,
18.0,,,,,,13.0,,,,,11.0,,,Primal Combatant's Necklace of Cruelty,,,,Rare,100.0,2.0,,,,,28.0,,
18.0,,,,,,,,,,,13.0,,11.0,Primal Combatant's Necklace of Prowess,,,,Rare,100.0,2.0,,,,,28.0,,
18.0,,,,,,13.0,,,,,,,10.0,Fireblade Collar,,,,Rare,100.0,2.0,,,,,28.0,,
,,,,,,11.0,,,,,,18.0,13.0,Wild Aspirant's Pendant of Cruelty,,,,Uncommon,100.0,2.0,,,,,28.0,,
,,,,,,11.0,,,,,,,13.0,Wild Aspirant's Choker of Cruelty,,,,Uncommon,100.0,2.0,,,,,28.0,18.0,
,,,,,,,,,,,,,,Rageflame Choker,,,,Rare,100.0,2.0,,,,,28.0,18.0,
,,,,,,,,,,,,,,Oshu'gun Amulet,,,,Uncommon,100.0,2.0,,,,,28.0,,
,,,,,,,,,,,11.0,18.0,,Wild Aspirant's Pendant of Meditation,,,,Uncommon,100.0,2.0,,,,,28.0,,13.0
18.0,18.0,,,,,,,,,,,,12.0,Warsong Wolfrider's Gorget,,,,Uncommon,,2.0,,,,,28.0,18.0,12.0
18.0,18.0,,,,,,,,,,,,11.0,Wild Aspirant's Choker of Endurance,,,,Uncommon,100.0,2.0,,,,,28.0,18.0,13.0
,,,,,,,,,,,11.0,18.0,13.0,Warmongering Aspirant's Pendant of Cruelty,,,,Uncommon,100.0,2.0,,,,,28.0,,
,,,,,,,,,,,,18.0,13.0,Primal Combatant's Pendant of Contemplation,,,,Rare,100.0,2.0,,,,,28.0,,11.0
,,,,,,12.0,,,,,,18.0,12.0,Magister's Chain,,,,Rare,100.0,2.0,,,,,28.0,,
,,,,Mage,,12.0,,,,,,18.0,12.0,Mountainsage Medallion,,,,Rare,100.0,2.0,,,,,28.0,,
,,,,,,,,,,,11.0,18.0,,Warmongering Aspirant's Pendant of Meditation,,,,Uncommon,100.0,2.0,,,,,28.0,,13.0
18.0,18.0,,,,,,,,,,11.0,,,Fistbreak Choker,,,,Rare,100.0,2.0,,,,,28.0,18.0,13.0
,,,,Shaman,,12.0,,,,,,18.0,12.0,Streamtalker Medallion,,,,Rare,100.0,2.0,,,,,28.0,,
18.0,18.0,,,,,,,,,,,,11.0,Wild Aspirant's Choker of Endurance,,,,Uncommon,100.0,2.0,,,,,28.0,18.0,13.0
,,,,,,,,,,,14.0,18.0,,Demonbinder Cabochon,,,,Rare,100.0,2.0,,,,,28.0,,9.0
,,,,,,,,,,,11.0,18.0,,Warmongering Aspirant's Pendant of Meditation,,,,Uncommon,100.0,2.0,,,,,28.0,,13.0
18.0,18.0,,,,,,,,,,,,11.0,Warmongering Aspirant's Choker of Endurance,,,,Uncommon,100.0,2.0,,,,,28.0,18.0,13.0
18.0,,,,,,12.0,,,,,,,12.0,Sunbleached Warsong Chain,,,,Uncommon,,2.0,,,,,28.0,,
,,,,,,14.0,,,,,,,,Three-Egg Pendant Necklace,,,,Rare,100.0,2.0,,,,,28.0,18.0,10.0
,,,,,,11.0,,,,,,,13.0,Warmongering Aspirant's Choker of Cruelty,,,,Uncommon,100.0,2.0,,,,,28.0,18.0,
,,,,,,,,,,,10.0,,14.0,Flesh Beetle Brooch,,,,Rare,100.0,2.0,,,,,28.0,18.0,
,,,,,,,,,,,,18.0,12.0,Ancestral Warsong Talisman,,,,Uncommon,,2.0,,,,,28.0,,12.0
,,,,Warrior,,12.0,,,,,,,12.0,Oathsworn Pendant,,,,Rare,100.0,2.0,,,,,28.0,18.0,
,,,,,,,,,,,,,,Ripcurrent Chain,,,,Rare,100.0,2.0,,,,,28.0,18.0,
,,,,,,11.0,,,,,,18.0,13.0,Primal Aspirant's Pendant of Cruelty,,,,Rare,100.0,2.0,,,,,28.0,,
,,,,,,,,,,,13.0,18.0,,Healing Leaf Necklace,,,,Rare,100.0,2.0,,,,,28.0,,11.0
17.0,17.0,,,,,,,,,,,,13.0,Skywatch Adherant Gorget,,,,Uncommon,,2.0,,,,,26.0,17.0,9.0
,,,,,,12.0,,,,,,17.0,,Soulcrystal Dust Pendant,,,,Uncommon,,2.0,,,,,26.0,,11.0
,,,,,,,,,,,10.0,,12.0,Skywatch Adherent Choker,,,,Uncommon,,2.0,,,,,26.0,17.0,
17.0,,,,,,11.0,,,,,,,12.0,Deathweb Toxin Vial,,,,Rare,95.0,2.0,,,,,26.0,,
,,,,,,,,,,,,17.0,,Whispering Iron Choker,,,,Rare,95.0,2.0,,,,,25.0,,
,,,,,,,,,,,,,,Soulkeeper Amulet,,,,Uncommon,95.0,2.0,,,,,24.0,,
,,,,,,,,,,,,16.0,12.0,Xuk's Fingerbone Pouch,,,,Uncommon,,2.0,,,,,24.0,,9.0
16.0,,,,,,11.0,,,,,,,,Botani Tangle Chain,,,,Uncommon,,2.0,,,,,24.0,,10.0
16.0,16.0,,,,,11.0,,,,,,,,Amulet of Quel'Riq,,,,Rare,91.0,2.0,,,,,24.0,16.0,11.0
,,,,,,,,,,,,,,Evermorn Amulet,,,,Uncommon,93.0,2.0,,,,,24.0,,
,,,,,,,,,,,,,,Formula: Enchant Neck - Mark of the Distant Army,,,,Common,100.0,,,,,,,,
,,,,,,,,,,,,,,Formula: Enchant Neck - Mark of the Deadly,,,,Common,100.0,,,,,,,,
,,,,,,,,,,,,,,Tournament Gladiator's Pendant of Prowess,,,,Epic,100.0,2.0,,,,,,,
,,,,,,,,,,,,,,Tournament Gladiator's Necklace of Prowess,,,,Epic,100.0,2.0,,,,,,,
,,,,,,,,,,,,,,Tournament Gladiator's Pendant of Meditation,,,,Epic,100.0,2.0,,,,,,,
,,,,,,,,,,,,,,Tournament Gladiator's Pendant of Prowess,,,,Epic,100.0,2.0,,,,,,,
,,,,,,,,,,,,,,Tournament Gladiator's Choker of Cruelty,,,,Epic,100.0,2.0,,,,,,,
,,,,,,,,,,,,,,Tournament Gladiator's Choker of Prowess,,,,Epic,100.0,2.0,,,,,,,
,,,,,,,,,,,,,,Tournament Gladiator's Pendant of Contemplation,,,,Epic,100.0,2.0,,,,,,,
,,,,,,,,,,,,,,Tournament Gladiator's Choker of Prowess,,,,Epic,100.0,2.0,,,,,,,
,,,,,,,,,,,,,,Tournament Gladiator's Necklace of Cruelty,,,,Epic,100.0,2.0,,,,,,,
,,,,,,12.0,,,,,,19.0,14.0,Warmongering Gladiator's Pendant of Cruelty,,,,Epic,100.0,2.0,,,,,29.0,,
,,,,,,,,,,,12.0,19.0,,Warmongering Gladiator's Pendant of Meditation,,,,Epic,100.0,2.0,,,,,29.0,,14.0
,,,,,,,,,,,,19.0,14.0,Warmongering Gladiator's Pendant of Contemplation,,,,Epic,100.0,2.0,,,,,29.0,,12.0
,,,,,,12.0,,,,,,,14.0,Warmongering Gladiator's Choker of Cruelty,,,,Epic,100.0,2.0,,,,,29.0,19.0,
19.0,,,,,,14.0,,,,,12.0,,,Warmongering Gladiator's Necklace of Cruelty,,,,Epic,100.0,2.0,,,,,29.0,,
19.0,,,,,,14.0,,,,,12.0,,,Warmongering Gladiator's Necklace of Cruelty,,,,Epic,100.0,2.0,,,,,29.0,,
,,,,,,12.0,,,,,,19.0,14.0,Warmongering Gladiator's Pendant of Cruelty,,,,Epic,100.0,2.0,,,,,29.0,,
19.0,,,,,,,,,,,14.0,,12.0,Warmongering Gladiator's Necklace of Prowess,,,,Epic,100.0,2.0,,,,,29.0,,
19.0,,,,,,7.0,,,,,,,11.0,Choker of Reciprocity,,,,Epic,100.0,2.0,,,,,29.0,,7.0
,,,,,,,,,,,,19.0,14.0,Warmongering Combatant's Pendant of Contemplation,,,,Rare,100.0,2.0,,,,,29.0,,12.0
,,,,,,12.0,,,,,14.0,,,Warmongering Combatant's Choker of Prowess,,,,Rare,100.0,2.0,,,,,29.0,19.0,
19.0,19.0,,,,,,,,,,,,12.0,Warmongering Combatant's Choker of Endurance,,,,Rare,100.0,2.0,,,,,29.0,19.0,14.0
19.0,,,,,,14.0,,,,,12.0,,,Warmongering Combatant's Necklace of Cruelty,,,,Rare,100.0,2.0,,,,,29.0,,
,,,,,,,,,,,12.0,19.0,14.0,Wild Gladiator's Pendant of Cruelty,,,,Epic,100.0,2.0,,,,,29.0,,
,,,,,,12.0,,,,,,19.0,14.0,Warmongering Combatant's Pendant of Cruelty,,,,Rare,100.0,2.0,,,,,29.0,,
,,,,,,14.0,,,,,12.0,19.0,,Wild Gladiator's Pendant of Prowess,,,,Epic,100.0,2.0,,,,,29.0,,
,,,,,,,,,,,,19.0,14.0,Wild Gladiator's Pendant of Contemplation,,,,Epic,100.0,2.0,,,,,29.0,,12.0
19.0,,,,,,8.0,,,,,,,17.0,Glowing String of Pebbles,,,,Epic,100.0,2.0,,,,,28.0,,
,,,,,,,,,,,,19.0,9.0,Willbreaker Brooch,,,,Epic,100.0,2.0,,,,,28.0,,16.0
18.0,18.0,,,,,,,,,,,,11.0,Wild Combatant's Choker of Endurance,,,,Rare,100.0,2.0,,,,,28.0,18.0,13.0
,,,,Priest,,,,,,,15.0,,,Soulward Necklace,,,,Uncommon,100.0,2.0,,,,,28.0,,46.0
,,,,,,,,,,,,18.0,,Embittered Locket,,,,Rare,100.0,2.0,,,,,28.0,,
18.0,,,,,,,,,,,,,,Choker of Crimson Cuts,,,,Epic,100.0,2.0,,,,,28.0,,
18.0,18.0,,,,,,,,,,,,12.0,Blackrock Iron Gorget,,,,Epic,100.0,2.0,,,,,28.0,18.0,12.0
18.0,,,,,,13.0,,,,,11.0,,,Primal Gladiator's Necklace of Cruelty,,,,Epic,100.0,2.0,,,,,28.0,,
,,,,,,,,,,,39.0,,23.0,Felblaze Chain,,,,Uncommon,,2.0,,,,,28.0,,
,,,,,,,,,,,,18.0,10.0,Eye of the Unseen Star,,,,Epic,100.0,2.0,,,,,28.0,,13.0
18.0,,,,,,,,,,,13.0,,11.0,Primal Gladiator's Necklace of Prowess,,,,Epic,100.0,2.0,,,,,28.0,,
,,,,Shaman,,,,,,,49.0,,12.0,Stormseeker Choker,,,,Uncommon,100.0,2.0,,,,,28.0,,
,,,,,,12.0,,,,,12.0,18.0,,Insightful Crystalline Pendant,,,,Rare,100.0,2.0,,,,,28.0,,
,,,,,,,,,,,,18.0,,Chain of Misty Vapors,,,,Epic,100.0,2.0,,,,,28.0,,
,,,,,,,,,,,11.0,18.0,13.0,Primal Gladiator's Pendant of Cruelty,,,,Epic,100.0,2.0,,,,,28.0,,
,,,,,,35.0,,,,,26.0,,,Soulflayer's Collar of Bones,,,,Uncommon,,2.0,,,,,28.0,,
,,,,,,18.0,,,,,7.0,,,Fel Iron Roller Chain,,,,Epic,100.0,2.0,,,,,28.0,18.0,
,,,,,,13.0,,,,,11.0,18.0,,Primal Gladiator's Pendant of Prowess,,,,Epic,100.0,2.0,,,,,28.0,,
,,,,Monk,,15.0,,,,,,,,Harmonious Amulet,,,,Uncommon,100.0,2.0,,,,,28.0,,46.0
,,,,Shaman,,,,,,,21.0,,,Stormseeker Necklace,,,,Uncommon,100.0,2.0,,,,,28.0,,40.0
,,,,,,26.0,,,,,,,35.0,Radiant Charm of Elune,,,,Uncommon,,2.0,,,,,28.0,,
,,,,Monk,,,,,,,46.0,,,Harmonious Necklace,,,,Uncommon,100.0,2.0,,,,,28.0,,15.0
,,,,,,,,,,,44.0,,18.0,Chain of Bossing Around,,,,Rare,,2.0,,,,,28.0,,
,,,,,,,,,,,13.0,,,Bone Charm Chain,,,,Epic,100.0,2.0,,,,,28.0,18.0,11.0
18.0,18.0,,,,,,,,,,12.0,,,Choker of Violent Displacement,,,,Epic,100.0,2.0,,,,,28.0,18.0,12.0
,,,,,,,,,,,42.0,,,Bitestone Incisor,,,,Rare,98.0,2.0,,,,,28.0,,19.0
,,,,,,,,,,,13.0,,11.0,Primal Gladiator's Choker of Prowess,,,,Epic,100.0,2.0,,,,,28.0,18.0,
18.0,,,,,,,,,,,12.0,,12.0,Gorenspike Choker,,,,Epic,100.0,2.0,,,,,28.0,,
,,,,,,11.0,,,,,,,13.0,Wild Combatant's Choker of Cruelty,,,,Rare,100.0,2.0,,,,,28.0,18.0,
18.0,18.0,,,,,,,,,,,,10.0,Gorget of Induced Madness,,,,Epic,100.0,2.0,,,,,28.0,18.0,14.0
18.0,,,,,,,,,,,,,,Vexed Necklace,,,,Rare,100.0,2.0,,,,,28.0,,
18.0,18.0,,,,,,,,,,,,11.0,Primal Gladiator's Choker of Endurance,,,,Epic,100.0,2.0,,,,,28.0,18.0,13.0
,,,,,,12.0,,,,,12.0,,,Rotting Goren Gutstone,,,,Epic,100.0,2.0,,,,,28.0,18.0,
,,,,,,11.0,,,,,,,13.0,Wild Combatant's Choker of Cruelty,,,,Rare,100.0,2.0,,,,,28.0,18.0,
18.0,18.0,,,,,,,,,,,,12.0,Tide-Caller's Gorget,,,,Epic,100.0,2.0,,,,,28.0,18.0,12.0
,,,,Mage,,12.0,,,,,,18.0,12.0,Mountainsage Medallion,,,,Uncommon,100.0,2.0,,,,,28.0,,
,,,,Priest,,12.0,,,,,,18.0,12.0,Communal Medallion,,,,Uncommon,100.0,2.0,,,,,28.0,,
18.0,18.0,,,,,,,,,,,,,Mordant Gorget,,,,Epic,100.0,2.0,,,,,28.0,18.0,
18.0,,,,Hunter,,,,,,,12.0,,12.0,Trailseeker Choker,,,,Uncommon,100.0,2.0,,,,,28.0,,
,,,,,,,,,,,,18.0,,Blazemender Cabochon,,,,Epic,100.0,2.0,,,,,28.0,,
,,,,Druid,,12.0,,,,,,18.0,12.0,Springrain Medallion,,,,Uncommon,100.0,2.0,,,,,28.0,,
,,,,Death knight,,12.0,,,,,,,12.0,Heart-Lesion Pendant,,,,Uncommon,100.0,2.0,,,,,28.0,18.0,
,,,,,,,,,,,13.0,18.0,11.0,Cratermaker Choker,,,,Epic,100.0,2.0,,,,,28.0,,
,,,,,,10.0,,,,,14.0,,,Chain of the Unbroken Lineage,,,,Epic,100.0,2.0,,,,,28.0,18.0,
,,,,,,,,,,,,18.0,,Blackfire Amulet,,,,Epic,100.0,2.0,,,,,28.0,,
18.0,18.0,,,,,,,,,,,,,Torq of Noble Primacy,,,,Rare,100.0,2.0,,,,,28.0,18.0,
,,,,,,11.0,,,,,,,13.0,Primal Aspirant's Choker of Cruelty,,,,Rare,100.0,2.0,,,,,28.0,18.0,
,,,,,,13.0,,,,,12.0,18.0,,Weatherbeaten Warsong Locket,,,,Uncommon,,2.0,,,,,28.0,,
,,,,Death knight,,12.0,,,,,,,12.0,Heart-Lesion Pendant,,,,Rare,100.0,2.0,,,,,28.0,18.0,
,,,,,,11.0,,,,,,18.0,13.0,Primal Aspirant's Pendant of Cruelty,,,,Rare,100.0,2.0,,,,,28.0,,
,,,,,,,,,,,,18.0,11.0,Chain of Soothing Light,,,,Rare,100.0,2.0,,,,,28.0,,13.0
,,,,Paladin,,12.0,,,,,,,12.0,Sunsoul Pendant,,,,Rare,100.0,2.0,,,,,28.0,18.0,
18.0,,,,,,,,,,,,,,Beastminder Cabochon,,,,Rare,100.0,2.0,,,,,28.0,,
,,,,Death knight,,12.0,,,,,,,,Heart-Lesion Amulet,,,,Rare,100.0,2.0,,,,,28.0,18.0,12.0
,,,,,,11.0,,,,,,,13.0,Primal Aspirant's Choker of Cruelty,,,,Rare,100.0,2.0,,,,,28.0,18.0,
,,,,,,12.0,,,,,,18.0,,Wavesurge Choker,,,,Rare,100.0,2.0,,,,,28.0,,12.0
,,,,Paladin,,12.0,,,,,,,,Sunsoul Amulet,,,,Rare,100.0,2.0,,,,,28.0,18.0,12.0
18.0,,,,,,13.0,,,,,11.0,,,Stormshot Choker,,,,Rare,100.0,2.0,,,,,28.0,,
,,,,,,,,,,,,18.0,,Arcane Master's Chain,,,,Rare,100.0,2.0,,,,,28.0,,
,,,,Priest,,12.0,,,,,,18.0,12.0,Communal Medallion,,,,Rare,100.0,2.0,,,,,28.0,,
,,,,,,11.0,,,,,,18.0,13.0,Primal Combatant's Pendant of Cruelty,,,,Rare,100.0,2.0,,,,,28.0,,
,,,,,,,,,,,11.0,18.0,,Wild Aspirant's Pendant of Meditation,,,,Uncommon,100.0,2.0,,,,,28.0,,13.0
,,,,,,,,,,,,18.0,,Torq of Soothing Waters,,,,Rare,100.0,2.0,,,,,28.0,,
,,,,Druid,,12.0,,,,,,18.0,12.0,Springrain Medallion,,,,Rare,100.0,2.0,,,,,28.0,,
,,,,,,12.0,,,,,12.0,,,Bloodmist Pendant,,,,Rare,100.0,2.0,,,,,28.0,18.0,
,,,,,,11.0,,,,,,18.0,13.0,Primal Combatant's Pendant of Cruelty,,,,Rare,100.0,2.0,,,,,28.0,,
,,,,Druid,,,,,,,12.0,18.0,,Springrain Necklace,,,,Rare,100.0,2.0,,,,,28.0,,12.0
,,,,,,,,,,,11.0,18.0,,Primal Combatant's Pendant of Meditation,,,,Rare,100.0,2.0,,,,,28.0,,13.0
,,,,,,11.0,,,,,,,,Blademaster's Honor,,,,Rare,98.0,2.0,,,,,28.0,18.0,13.0
18.0,,,,Shaman,,,,,,,12.0,,12.0,Streamtalker Choker,,,,Rare,100.0,2.0,,,,,28.0,,
,,,,,,11.0,,,,,,,13.0,Wild Aspirant's Choker of Cruelty,,,,Uncommon,100.0,2.0,,,,,28.0,18.0,
,,,,,,11.0,,,,,,,13.0,Primal Combatant's Choker of Cruelty,,,,Rare,100.0,2.0,,,,,28.0,18.0,
,,,,,,,,,,,11.0,18.0,13.0,Warmongering Aspirant's Pendant of Cruelty,,,,Uncommon,100.0,2.0,,,,,28.0,,
,,,,,,11.0,,,,,,,13.0,Warmongering Aspirant's Choker of Cruelty,,,,Uncommon,100.0,2.0,,,,,28.0,18.0,
18.0,18.0,,,,,,,,,,,,12.0,Reinforced Bloodsteel Gorget,,,,Rare,100.0,2.0,,,,,28.0,18.0,12.0
,,,,,,12.0,,,,,,18.0,13.0,Chained Orb of Omniscience,,,,Rare,100.0,2.0,,,,,28.0,,
,,,,,,11.0,,,,,,,13.0,Primal Combatant's Choker of Cruelty,,,,Rare,100.0,2.0,,,,,28.0,18.0,
,,,,,,,,,,,,18.0,,Choker of Averted Doom,,,,Rare,100.0,2.0,,,,,28.0,,
,,,,,,11.0,,,,,13.0,,,Primal Combatant's Choker of Prowess,,,,Rare,100.0,2.0,,,,,28.0,18.0,
18.0,,,,,,13.0,,,,,11.0,,,Primal Aspirant's Necklace of Cruelty,,,,Rare,100.0,2.0,,,,,28.0,,
18.0,18.0,,,,,,,,,,,,11.0,Warmongering Aspirant's Choker of Endurance,,,,Uncommon,100.0,2.0,,,,,28.0,18.0,13.0
17.0,17.0,,,,,12.0,,,,,,,,Legion Lord's Gorget,,,,Uncommon,,2.0,,,,,26.0,17.0,11.0
,,,,,,,,,,,,,,Ruhkmari Amulet,,,,Uncommon,98.0,2.0,,,,,26.0,,
,,,,,,,,,,,,17.0,13.0,Skywatch Adherant Necklace,,,,Uncommon,,2.0,,,,,26.0,,9.0
17.0,,,,,,11.0,,,,,,,12.0,Vacant Soul Crystal,,,,Uncommon,,2.0,,,,,26.0,,
,,,,,,12.0,,,,,,17.0,12.0,Eredar Soulchain,,,,Uncommon,,2.0,,,,,26.0,,
,,,,,,11.0,,,,,,17.0,,Ra'tok's Throatguard,,,,Rare,,2.0,,,,,25.0,,11.0
17.0,,,,,,11.0,,,,,11.0,,,Halaani's Wisdom Tooth,,,,Rare,,2.0,,,,,25.0,,
17.0,,,,,,,,,,,,,,Shifting Iron Choker,,,,Rare,95.0,2.0,,,,,25.0,,
,,,,,,11.0,,,,,,17.0,11.0,Shadar Medallion,,,,Uncommon,,2.0,,,,,25.0,,
,,,,,,,,,,,,,10.0,Azereki's Grave Seal,,,,Rare,93.0,2.0,,,,,25.0,17.0,12.0
16.0,16.0,,,,,,,,,,,,10.0,Botani Thorn Necklace,,,,Uncommon,,2.0,,,,,24.0,16.0,11.0
,,,,,,,,,,,,16.0,10.0,Smoothed Spiritstone,,,,Uncommon,,2.0,,,,,24.0,,11.0
,,,,,,,,,,,,,,Formula: Enchant Neck - Mark of the Ancient Priestess,,,,Common,100.0,,,,,,,,
,,,,,,,,,,,,,,Formula: Enchant Neck - Mark of the Distant Army,,,,Common,100.0,,,,,,,,
,,,,,,,,,,,,,,Formula: Enchant Neck - Mark of the Versatile,,,,Common,100.0,,,,,,,,
,,,,,,,,,,,,,,Formula: Enchant Neck - Mark of the Versatile,,,,Common,100.0,,,,,,,,
,,,,,,,,,,,,,,Tournament Gladiator's Pendant of Cruelty,,,,Epic,100.0,2.0,,,,,,,
,,,,,,,,,,,,,,Tournament Gladiator's Choker of Endurance,,,,Epic,100.0,2.0,,,,,,,
,,,,,,,,,,,,,,Tournament Gladiator's Pendant of Contemplation,,,,Epic,100.0,2.0,,,,,,,
,,,,,,,,,,,,,,Tournament Gladiator's Choker of Cruelty,,,,Epic,100.0,2.0,,,,,,,
,,,,,,,,,,,,,,Tournament Gladiator's Choker of Endurance,,,,Epic,100.0,2.0,,,,,,,
19.0,19.0,,,,,7.0,,,,,,,11.0,Void-Sealed Gorget,,,,Epic,100.0,2.0,,,,,29.0,19.0,7.0
,,,,,,,,,,,12.0,19.0,,Warmongering Combatant's Pendant of Meditation,,,,Rare,100.0,2.0,,,,,29.0,,14.0
19.0,,,,,,,,,,,14.0,,12.0,Warmongering Combatant's Necklace of Prowess,,,,Rare,100.0,2.0,,,,,29.0,,
19.0,,,,,,14.0,,,,,12.0,,,Warmongering Combatant's Necklace of Cruelty,,,,Rare,100.0,2.0,,,,,29.0,,
19.0,,,,,,7.0,,,,,18.0,,,Thorny Choker of Suffering,,,,Epic,100.0,2.0,,,,,28.0,,
18.0,,,,,,13.0,,,,,11.0,,,Primal Gladiator's Necklace of Cruelty,,,,Epic,100.0,2.0,,,,,28.0,,
18.0,,,,,,,,,,,13.0,,,Flechette-Riddled Chain,,,,Epic,100.0,2.0,,,,,28.0,,10.0
,,,,,,,,,,,,18.0,,Scorch-Sear Necklace,,,,Epic,100.0,2.0,,,,,28.0,,
,,,,,,11.0,,,,,13.0,18.0,,Slag-Coated Cabochon,,,,Epic,100.0,2.0,,,,,28.0,,
18.0,,,,,,13.0,,,,,11.0,,,Wild Combatant's Necklace of Cruelty,,,,Rare,100.0,2.0,,,,,28.0,,
,,,,,,,,,,,15.0,18.0,9.0,Pendant of Precognition,,,,Epic,100.0,2.0,,,,,28.0,,
18.0,,,,,,13.0,,,,,,,,Earthcaller's Charm,,,,Epic,100.0,2.0,,,,,28.0,,11.0
