agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,healthrgn,int,itemset,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,strint,sturdiness,versatility
33.0,33.0,,32.0,,,,,120.0,,,,,33.0,,22.0,Treated Wildhide Leggings,,,,Epic,,100.0,7.0,,,,,50.0,,,,22.0
33.0,33.0,,32.0,,,,,100.0,,,22.0,,33.0,,22.0,Wild Combatant's Legguards,,,,Rare,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,,,,,85.0,,,18.0,,33.0,,26.0,Drogstitch Breeches,,,,Uncommon,,,7.0,,,,,50.0,,,,
,,,19.0,Warlock,,,,120.0,,,,,,,,Primal Gladiator's Felweave Trousers,,,,Epic,,100.0,7.0,,,,,,,,,
,,,19.0,,,,,120.0,,,22.0,,33.0,,22.0,Exceptional Windcrystal Leggings,,,,Epic,,100.0,7.0,,,,,50.0,,,,
,,,70.0,,,,,120.0,,,,,33.0,,,Crazed Bomber's Legplates,,,,Epic,,100.0,7.0,,,,,50.0,33.0,33.0,,
,,,70.0,Paladin,,,,120.0,,,,,,,,Primal Gladiator's Scaled Legguards,,,,Epic,,100.0,7.0,,,,,,,,,
33.0,33.0,,47.0,Shaman,,,,85.0,,,44.0,,33.0,,,Stormseeker Leggings,,,,Uncommon,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,Druid,,25.0,,85.0,,,,,33.0,,17.0,Springrain Britches,,,,Uncommon,,100.0,7.0,,,,,49.0,,,,
33.0,33.0,,32.0,Monk,,25.0,,85.0,,,,,33.0,,17.0,Mistdancer Britches,,,,Uncommon,,100.0,7.0,,,,,49.0,,,,
,,,70.0,Warrior,,,,85.0,,,23.0,,33.0,,19.0,Oathsworn Legplates,,,,Uncommon,,100.0,7.0,,,,,49.0,33.0,33.0,,
32.0,32.0,,46.0,Hunter,,,,85.0,,,21.0,,32.0,-1296.0,21.0,Warmongering Aspirant's Chain Leggings,,,,Uncommon,,100.0,7.0,,,,,48.0,,,,
,,,19.0,,,19.0,,100.0,,,,,32.0,,,Leggings of Howling Winds,,,,Rare,,100.0,7.0,,,,,48.0,,,,23.0
32.0,32.0,,32.0,,,21.0,,100.0,,,,,32.0,,21.0,Primal Combatant's Legguards,,,,Rare,,100.0,7.0,,,,,48.0,,,,
,,,69.0,,,21.0,,100.0,,,,,32.0,,21.0,Primal Combatant's Legplates,,,,Rare,,100.0,7.0,,,,,48.0,32.0,32.0,,
,,,69.0,Warrior,,21.0,,100.0,,,21.0,,32.0,-1150.0,,Primal Combatant's Plate Legguards,,,,Rare,,100.0,7.0,,,,,48.0,32.0,32.0,,
32.0,32.0,,32.0,Rogue,,21.0,,100.0,,,,,32.0,-1136.0,21.0,Primal Combatant's Leather Legguards,,,,Rare,,100.0,7.0,,,,,48.0,,,,
32.0,32.0,,32.0,Druid,,24.0,,,,,16.0,,32.0,,,Springrain Legguards,,,,Rare,,100.0,7.0,,,,,48.0,,,,
,,,69.0,,,,,,,,,,32.0,,,Legplates of Grievous Storms,,,,Rare,,100.0,7.0,,,,,48.0,32.0,32.0,,
32.0,32.0,,46.0,Shaman,,21.0,,100.0,,,21.0,,32.0,-1137.0,,Primal Combatant's Ringmail Leggings,,,,Rare,,100.0,7.0,,,,,48.0,,,,
32.0,32.0,,46.0,,,,,100.0,,,22.0,,32.0,,,"""Super Sterilized"" Blastguard Leggings",,,,Rare,,,7.0,,,,,47.0,,,,19.0
,,,64.0,,,,,85.0,,,,,29.0,,,Stonebreaker Legplates,,,,Uncommon,,95.0,7.0,,,,,44.0,29.0,29.0,,
,,,17.0,,,,,85.0,,,,,29.0,,,Gordunni Leggings,,,,Uncommon,,95.0,7.0,,,,,44.0,,,,
28.0,28.0,,27.0,,,,,85.0,,,,,28.0,,,Steamscar Britches,,,,Uncommon,,93.0,7.0,,,,,42.0,,,,
,,,6.0,,,,,120.0,,,,,,,,Tournament Gladiator's Leggings,,,,Epic,,100.0,7.0,,,,,,,,,
,,,32.0,Rogue,,,,,,,,,,,,Warmongering Gladiator's Leather Legguards,,,,Epic,,100.0,7.0,,,,,,,,,
35.0,35.0,,32.0,Rogue,,23.0,,120.0,,,,,35.0,-1257.0,23.0,Warmongering Gladiator's Leather Legguards,,,,Epic,,100.0,7.0,,,,,52.0,,,,
,,,47.0,Shaman,,,,,,,,,,,,Warmongering Gladiator's Ringmail Leggings,,,,Epic,,100.0,7.0,,,,,,,,,
,,,47.0,Shaman,,,,,,,,,,,,Warmongering Gladiator's Mail Leggings,,,,Epic,,100.0,7.0,,,,,,,,,
,,,19.0,,,,,120.0,,,,,35.0,,21.0,Warmongering Gladiator's Trousers of Cruelty,,,,Epic,,100.0,7.0,,,,,52.0,,,,25.0
,,,70.0,,,,,120.0,,,,,35.0,,23.0,Warmongering Gladiator's Plate Leggings,,,,Epic,,100.0,7.0,,,,,52.0,35.0,35.0,,23.0
35.0,35.0,,32.0,Rogue,,23.0,,120.0,,,,,35.0,-1246.0,23.0,Warmongering Gladiator's Leather Legguards,,,,Epic,,100.0,7.0,,,,,52.0,,,,
,,,19.0,Mage,,23.0,,120.0,,,23.0,,34.0,-1176.0,,Wild Gladiator's Silk Trousers,,,,Epic,,100.0,7.0,,,,,51.0,,,,
,,,70.0,Paladin,,,,100.0,,,23.0,,34.0,-1266.0,23.0,Warmongering Combatant's Scaled Legguards,,,,Rare,,100.0,7.0,,,,,51.0,34.0,34.0,,
,,,70.0,Paladin,,,,100.0,,,23.0,,34.0,-1277.0,23.0,Warmongering Combatant's Scaled Legguards,,,,Rare,,100.0,7.0,,,,,51.0,34.0,34.0,,
,,,32.0,Monk,,,,,,,,,,,,Wild Gladiator's Copperskin Legguards,,,,Epic,,100.0,7.0,,,,,,,,,
,,,19.0,Warlock,,,,100.0,,,23.0,,34.0,-1270.0,23.0,Warmongering Combatant's Felweave Trousers,,,,Rare,,100.0,7.0,,,,,51.0,,,,
,,,70.0,Warrior,,23.0,,100.0,,,,,34.0,-1271.0,23.0,Warmongering Combatant's Plate Legguards,,,,Rare,,100.0,7.0,,,,,51.0,34.0,34.0,,
,,,70.0,Paladin,,,,120.0,,,23.0,,34.0,-1189.0,23.0,Wild Gladiator's Scaled Legguards,,,,Epic,,100.0,7.0,,,,,51.0,34.0,34.0,,
,,,19.0,Warlock,,,,100.0,,,23.0,,34.0,-1281.0,23.0,Warmongering Combatant's Felweave Trousers,,,,Rare,,100.0,7.0,,,,,51.0,,,,
,,,19.0,Priest,,,,120.0,,,23.0,,34.0,-1190.0,23.0,Wild Gladiator's Satin Leggings,,,,Epic,,100.0,7.0,,,,,51.0,,,,
,,,32.0,Druid,,,,,,,,,,,,Wild Gladiator's Dragonhide Legguards,,,,Epic,,100.0,7.0,,,,,,,,,
,,,70.0,Paladin,,22.0,,120.0,,,22.0,,33.0,-1111.0,,Primal Gladiator's Scaled Legguards,,,,Epic,,100.0,7.0,,,,,50.0,33.0,33.0,,
33.0,33.0,,47.0,,,,,85.0,,,31.0,,33.0,,,Standard Earthen Ring Regalia,,,,Uncommon,,,7.0,,,,,50.0,,,,14.0
,,,70.0,Death knight,,44.0,,,,,,,33.0,,,Inexorable Legguards,,,,Uncommon,,100.0,7.0,,,,,50.0,33.0,33.0,,
,,,70.0,,,,,85.0,,,30.0,,33.0,,14.0,Dreadsworn Legplates,,,,Uncommon,,,7.0,,,,,50.0,33.0,33.0,,
33.0,33.0,,32.0,,,17.0,,85.0,,,27.0,,33.0,,,Corsair's Britches,,,,Uncommon,,,7.0,,,,,50.0,,,,
,,,32.0,Rogue,,,,,,,,,,,,Primal Gladiator's Leather Legguards,,,,Epic,,100.0,7.0,,,,,,,,,
33.0,33.0,,32.0,Monk,,,,120.0,,,22.0,,33.0,-1121.0,22.0,Primal Gladiator's Ironskin Legguards,,,,Epic,,100.0,7.0,,,,,50.0,,,,
,,,32.0,Druid,,,,,,,,,,,,Primal Gladiator's Kodohide Legguards,,,,Epic,,100.0,7.0,,,,,,,,,
33.0,33.0,,32.0,,,18.0,,85.0,,,,,33.0,,26.0,Ruin-Stalker Breeches,,,,Uncommon,,,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,,,,,100.0,,,,,33.0,,27.0,Mana-Prowler Leggings,,,,Rare,,98.0,7.0,,,,,50.0,,,,17.0
33.0,33.0,,32.0,,,20.0,,120.0,,,,,33.0,,,Primal Gladiator's Leggings,,,,Epic,,100.0,7.0,,,,,50.0,,,,24.0
33.0,33.0,,47.0,Hunter,,,,85.0,,,,,33.0,,44.0,Warscout Legguards,,,,Uncommon,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,Rogue,,44.0,,,,,,,33.0,,,Skulldugger Britches,,,,Uncommon,,100.0,7.0,,,,,50.0,,,,
,,,70.0,Paladin,,22.0,,120.0,,,22.0,,33.0,-1122.0,,Primal Gladiator's Scaled Legguards,,,,Epic,,100.0,7.0,,,,,50.0,33.0,33.0,,
33.0,33.0,,47.0,Hunter,,,,100.0,,,22.0,,33.0,-1197.0,22.0,Wild Combatant's Chain Leggings,,,,Rare,,100.0,7.0,,,,,50.0,,,,
,,,70.0,Death knight,,,,100.0,,,22.0,,33.0,-1206.0,22.0,Wild Combatant's Dreadplate Legguards,,,,Rare,,100.0,7.0,,,,,50.0,33.0,33.0,,
33.0,33.0,,47.0,Hunter,,,,,,,,,33.0,,44.0,Warscout Legguards,,,,Uncommon,,100.0,7.0,,,,,50.0,,,,
,,,70.0,Death knight,,,,120.0,,,22.0,,33.0,-1128.0,22.0,Primal Gladiator's Dreadplate Legguards,,,,Epic,,100.0,7.0,,,,,50.0,33.0,33.0,,
33.0,33.0,,32.0,Monk,,44.0,,,,,,,33.0,,,Harmonious Britches,,,,Uncommon,,100.0,7.0,,,,,50.0,,,,
,,,70.0,,,15.0,,85.0,,,29.0,,33.0,,,Nar'thalas Greaves,,,,Uncommon,,,7.0,,,,,50.0,33.0,33.0,,
33.0,33.0,,47.0,,,27.0,,85.0,,,17.0,,33.0,,,Seaspray Pants,,,,Uncommon,,,7.0,,,,,50.0,,,,
,,,70.0,,,,,85.0,,,31.0,,33.0,,14.0,Earth-Plate Legguards,,,,Uncommon,,,7.0,,,,,50.0,33.0,33.0,,
33.0,33.0,,47.0,,,,,100.0,,,28.0,,33.0,,16.0,Daggerbeak's Nesting Legguards,,,,Rare,,98.0,7.0,,,,,50.0,,,,
33.0,33.0,,47.0,Hunter,,,,120.0,,,22.0,,33.0,-1108.0,22.0,Primal Gladiator's Chain Leggings,,,,Epic,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,,,,,100.0,,,22.0,,33.0,,22.0,Wild Combatant's Legguards,,,,Rare,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,,,30.0,,85.0,,,14.0,,33.0,,,Ruin-Stalker Pants,,,,Uncommon,,,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,,,,,120.0,,,24.0,,33.0,,19.0,Exceptional Crystalhide Legguards,,,,Epic,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,Monk,,,,100.0,,,22.0,,33.0,-1199.0,22.0,Wild Combatant's Ironskin Legguards,,,,Rare,,100.0,7.0,,,,,50.0,,,,
,,,19.0,Mage,,22.0,,100.0,,,22.0,,33.0,-1209.0,,Wild Combatant's Silk Trousers,,,,Rare,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,,,30.0,,85.0,,,14.0,,33.0,,,Britches of Elemental Protection,,,,Uncommon,,,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,,,23.0,,120.0,,,,,33.0,,20.0,Raging Pyroclasm Leggings,,,,Epic,,100.0,7.0,,,,,50.0,,,,
,,,70.0,,,18.0,,120.0,,,,,33.0,,,Exceptional Crystal-Plated Legplates,,,,Epic,,100.0,7.0,,,,,50.0,33.0,33.0,,25.0
33.0,33.0,,47.0,,,29.0,,85.0,,,,,33.0,,15.0,Whitewater Leggings,,,,Uncommon,,,7.0,,,,,50.0,,,,
32.0,32.0,,46.0,Shaman,,21.0,,,,,21.0,,32.0,,,Streamtalker Leggings,,,,Rare,,100.0,7.0,,,,,48.0,,,,
,,,69.0,Paladin,,,,85.0,,,21.0,,32.0,-1233.0,21.0,Wild Aspirant's Scaled Legguards,,,,Uncommon,,100.0,7.0,,,,,48.0,32.0,32.0,,
,,,19.0,Priest,,21.0,,85.0,,,21.0,,32.0,-1289.0,,Warmongering Aspirant's Satin Leggings,,,,Uncommon,,100.0,7.0,,,,,48.0,,,,
,,,69.0,Paladin,,23.0,,100.0,,,19.0,,32.0,,,Sunsoul Legplates,,,,Rare,,100.0,7.0,,,,,48.0,32.0,32.0,,
,,,69.0,Warrior,,21.0,,100.0,,,21.0,,32.0,-1161.0,,Primal Aspirant's Plate Legguards,,,,Rare,,100.0,7.0,,,,,48.0,32.0,32.0,,
,,,19.0,Mage,,21.0,,100.0,,,21.0,,32.0,-1132.0,,Primal Combatant's Silk Trousers,,,,Rare,,100.0,7.0,,,,,48.0,,,,
32.0,32.0,,46.0,Shaman,,21.0,,85.0,,,21.0,,32.0,-1236.0,,Wild Aspirant's Ringmail Leggings,,,,Uncommon,,100.0,7.0,,,,,48.0,,,,
,,,69.0,Paladin,,,,,,,16.0,,32.0,,24.0,Sunsoul Leggings,,,,Rare,,100.0,7.0,,,,,48.0,32.0,32.0,,
32.0,32.0,,32.0,Monk,,,,100.0,,,21.0,,32.0,-1133.0,21.0,Primal Combatant's Ironskin Legguards,,,,Rare,,100.0,7.0,,,,,48.0,,,,
32.0,32.0,,46.0,Shaman,,21.0,,85.0,,,21.0,,32.0,-1302.0,,Warmongering Aspirant's Ringmail Leggings,,,,Uncommon,,100.0,7.0,,,,,48.0,,,,
,,,69.0,Death knight,,,,85.0,,,21.0,,32.0,-1283.0,21.0,Warmongering Aspirant's Dreadplate Legguards,,,,Uncommon,,100.0,7.0,,,,,48.0,32.0,32.0,,
,,,69.0,Paladin,,21.0,,100.0,,,21.0,,32.0,-1134.0,,Primal Combatant's Scaled Legguards,,,,Rare,,100.0,7.0,,,,,48.0,32.0,32.0,,
32.0,32.0,,46.0,Hunter,,,,100.0,,,21.0,,32.0,-1153.0,21.0,Primal Aspirant's Chain Leggings,,,,Rare,,100.0,7.0,,,,,48.0,,,,
,,,69.0,Death knight,,,,85.0,,,21.0,,32.0,-1228.0,21.0,Wild Aspirant's Dreadplate Legguards,,,,Uncommon,,100.0,7.0,,,,,48.0,32.0,32.0,,
32.0,32.0,,46.0,Hunter,,,,100.0,,,21.0,,32.0,-1142.0,21.0,Primal Combatant's Chain Leggings,,,,Rare,,100.0,7.0,,,,,48.0,,,,
32.0,32.0,,46.0,,,,,,,,,,32.0,,,Element-Binder Legguards,,,,Rare,,100.0,7.0,,,,,48.0,,,,
32.0,32.0,,32.0,Monk,,,,100.0,,,21.0,,32.0,-1155.0,21.0,Primal Aspirant's Ironskin Legguards,,,,Rare,,100.0,7.0,,,,,48.0,,,,
,,,19.0,Mage,,21.0,,85.0,,,21.0,,32.0,-1286.0,,Warmongering Aspirant's Silk Trousers,,,,Uncommon,,100.0,7.0,,,,,48.0,,,,
32.0,32.0,,32.0,Druid,,24.0,,,,,,,32.0,,16.0,Springrain Britches,,,,Rare,,100.0,7.0,,,,,48.0,,,,
,,,69.0,Death knight,,,,100.0,,,21.0,,32.0,-1162.0,21.0,Primal Aspirant's Dreadplate Legguards,,,,Rare,,100.0,7.0,,,,,48.0,32.0,32.0,,
31.0,31.0,,31.0,,,,,100.0,,,,,31.0,,,Shadow-Gorged Legguards,,,,Rare,,92.0,7.0,,,,,47.0,,,,
,,,66.0,,,,,85.0,,,,,31.0,,,Talon Guard Legplates,,,,Uncommon,,98.0,7.0,,,,,46.0,31.0,31.0,,
31.0,31.0,,30.0,,,,,85.0,,,,,31.0,,,Breezestrider Britches,,,,Uncommon,,98.0,7.0,,,,,46.0,,,,
,,,17.0,,,,,85.0,,,,,30.0,,,Ravendown Leggings,,,,Uncommon,,96.0,7.0,,,,,45.0,,,,
29.0,29.0,,29.0,,,20.0,,100.0,,,,,29.0,,20.0,Fur-Padded Driftwaders,,,,Rare,,92.0,7.0,,,,,44.0,,,,
,,,64.0,,,21.0,,100.0,,,17.0,,29.0,,,Fobbly's Fabulous Legplates,,,,Rare,,92.0,7.0,,,,,44.0,29.0,29.0,,
,,,17.0,,,,,85.0,,,,,28.0,,,Orunai Leggings,,,,Uncommon,,94.0,7.0,,,,,43.0,,,,
,,,22.0,,,,,85.0,,,,,,,,Ruined Krokul Pants,,,,Poor,,100.0,7.0,,,,,,,,,
,,,22.0,,,,,85.0,,,,,,,,Weatherworn Pants,,,,Poor,,100.0,7.0,,,,,,,,,
,,,13.0,,,,,85.0,,,,,,,,Netherworn Pants,,,,Poor,,100.0,7.0,,,,,,,,,
,,,10.0,,,,,100.0,,,,,,,,Ceremonial Leggings of Karabor,,,,Rare,,100.0,7.0,,,,,,,,,
,,,4.0,Monk,,,,120.0,,,,,,1224.0,,Tournament Gladiator's Ironskin Legguards,,,,Epic,,100.0,7.0,,,,,,,,,
,,,10.0,,,,,120.0,,,,,,,,Tournament Gladiator's Legplates,,,,Epic,,100.0,7.0,,,,,,,,,
,,,3.0,,,,,120.0,,,,,,,,Tournament Gladiator's Trousers of Cruelty,,,,Epic,,100.0,7.0,,,,,,,,,
40.0,40.0,,53.0,,,,,100.0,,,34.0,,40.0,,,Valor-Bound Greaves,,,,Rare,,,7.0,,,,,61.0,,,,20.0
,,,80.0,,,39.0,,100.0,,,,,40.0,,,Valor-Bound Legplates,,,,Rare,,,7.0,,,,,61.0,40.0,40.0,,15.0
,,,22.0,,,,,100.0,,,19.0,,40.0,,35.0,Valor-Bound Trousers,,,,Rare,,,7.0,,,,,61.0,,,,
,,,32.0,Druid,,,,,,,,,,,,Warmongering Gladiator's Dragonhide Legguards,,,,Epic,,100.0,7.0,,,,,,,,,
,,,32.0,Druid,,,,,,,,,,,,Warmongering Gladiator's Kodohide Legguards,,,,Epic,,100.0,7.0,,,,,,,,,
,,,19.0,Mage,,23.0,,120.0,,,23.0,,35.0,-1242.0,,Warmongering Gladiator's Silk Trousers,,,,Epic,,100.0,7.0,,,,,52.0,,,,
35.0,35.0,,32.0,,,,,120.0,,,23.0,,35.0,,23.0,Warmongering Gladiator's Legguards,,,,Epic,,100.0,7.0,,,,,52.0,,,,
,,,47.0,Shaman,,,,,,,,,,,,Warmongering Gladiator's Linked Leggings,,,,Epic,,100.0,7.0,,,,,,,,,
35.0,35.0,,32.0,,,,,120.0,,,21.0,,35.0,,,Warmongering Gladiator's Leggings,,,,Epic,,100.0,7.0,,,,,52.0,,,,25.0
35.0,35.0,,47.0,,,,,120.0,,,,,35.0,,23.0,Warmongering Gladiator's Leggings,,,,Epic,,100.0,7.0,,,,,52.0,,,,23.0
,,,70.0,Warrior,,23.0,,120.0,,,23.0,,35.0,-1260.0,,Warmongering Gladiator's Plate Legguards,,,,Epic,,100.0,7.0,,,,,52.0,35.0,35.0,,
35.0,35.0,,32.0,Monk,,,,120.0,,,23.0,,35.0,-1243.0,23.0,Warmongering Gladiator's Ironskin Legguards,,,,Epic,,100.0,7.0,,,,,52.0,,,,
35.0,35.0,,47.0,,,23.0,,120.0,,,23.0,,35.0,,,Warmongering Gladiator's Leggings,,,,Epic,,100.0,7.0,,,,,52.0,,,,
,,,70.0,Paladin,,,,120.0,,,23.0,,35.0,-1244.0,23.0,Warmongering Gladiator's Scaled Legguards,,,,Epic,,100.0,7.0,,,,,52.0,35.0,35.0,,
,,,32.0,Monk,,,,,,,,,,,,Warmongering Gladiator's Copperskin Legguards,,,,Epic,,100.0,7.0,,,,,,,,,
,,,70.0,,,23.0,,120.0,,,,,35.0,,23.0,Warmongering Gladiator's Legplates,,,,Epic,,100.0,7.0,,,,,52.0,35.0,35.0,,
,,,70.0,Paladin,,,,,,,,,,,,Warmongering Gladiator's Scaled Legguards,,,,Epic,,100.0,7.0,,,,,,,,,
,,,70.0,Paladin,,,,,,,,,,,,Warmongering Gladiator's Ornamented Legplates,,,,Epic,,100.0,7.0,,,,,,,,,
,,,19.0,Priest,,23.0,,120.0,,,23.0,,35.0,-1245.0,,Warmongering Gladiator's Satin Leggings,,,,Epic,,100.0,7.0,,,,,52.0,,,,
,,,70.0,Death knight,,,,,,,,,,,,Warmongering Gladiator's Dreadplate Legguards,,,,Epic,,100.0,7.0,,,,,,,,,
,,,19.0,Priest,,,,,,,,,,,,Warmongering Gladiator's Satin Leggings,,,,Epic,,100.0,7.0,,,,,,,,,
34.0,34.0,,46.0,,,23.0,,100.0,,,23.0,,34.0,,,Warmongering Combatant's Leggings,,,,Rare,,100.0,7.0,,,,,51.0,,,,
,,,19.0,Warlock,,23.0,,120.0,,,,,34.0,-1193.0,23.0,Wild Gladiator's Felweave Trousers,,,,Epic,,100.0,7.0,,,,,51.0,,,,
,,,19.0,Priest,,23.0,,100.0,,,23.0,,34.0,-1267.0,,Warmongering Combatant's Satin Leggings,,,,Rare,,100.0,7.0,,,,,51.0,,,,
,,,19.0,Mage,,23.0,,120.0,,,23.0,,34.0,-1187.0,,Wild Gladiator's Silk Trousers,,,,Epic,,100.0,7.0,,,,,51.0,,,,
,,,19.0,Mage,,,,,,,,,,,,Wild Gladiator's Silk Trousers,,,,Epic,,100.0,7.0,,,,,,,,,
,,,19.0,,,23.0,,100.0,,,23.0,,34.0,,,Warmongering Combatant's Leggings of Prowess,,,,Rare,,100.0,7.0,,,,,51.0,,,,
34.0,34.0,,32.0,Rogue,,23.0,,100.0,,,,,34.0,-1268.0,23.0,Warmongering Combatant's Leather Legguards,,,,Rare,,100.0,7.0,,,,,51.0,,,,
,,,70.0,,,23.0,,100.0,,,,,34.0,,23.0,Warmongering Combatant's Legplates,,,,Rare,,100.0,7.0,,,,,51.0,34.0,34.0,,
,,,19.0,,,23.0,,120.0,,,23.0,,34.0,,,Wild Gladiator's Leggings of Prowess,,,,Epic,,100.0,7.0,,,,,51.0,,,,
,,,70.0,Death knight,,,,100.0,,,23.0,,34.0,-1261.0,23.0,Warmongering Combatant's Dreadplate Legguards,,,,Rare,,100.0,7.0,,,,,51.0,34.0,34.0,,
,,,70.0,Paladin,,,,120.0,,,23.0,,34.0,-1178.0,23.0,Wild Gladiator's Scaled Legguards,,,,Epic,,100.0,7.0,,,,,51.0,34.0,34.0,,
34.0,34.0,,32.0,Rogue,,23.0,,100.0,,,,,34.0,-1279.0,23.0,Warmongering Combatant's Leather Legguards,,,,Rare,,100.0,7.0,,,,,51.0,,,,
,,,70.0,Death knight,,,,120.0,,,23.0,,34.0,-1173.0,23.0,Wild Gladiator's Dreadplate Legguards,,,,Epic,,100.0,7.0,,,,,51.0,34.0,34.0,,
34.0,34.0,,46.0,Hunter,,,,100.0,,,23.0,,34.0,-1263.0,23.0,Warmongering Combatant's Chain Leggings,,,,Rare,,100.0,7.0,,,,,51.0,,,,
,,,70.0,Death knight,,,,100.0,,,23.0,,34.0,-1272.0,23.0,Warmongering Combatant's Dreadplate Legguards,,,,Rare,,100.0,7.0,,,,,51.0,34.0,34.0,,
34.0,34.0,,32.0,,,23.0,,100.0,,,,,34.0,,23.0,Warmongering Combatant's Legguards,,,,Rare,,100.0,7.0,,,,,51.0,,,,
,,,70.0,Death knight,,,,,,,,,,,,Wild Gladiator's Dreadplate Legguards,,,,Epic,,100.0,7.0,,,,,,,,,
,,,70.0,Warrior,,23.0,,100.0,,,,,34.0,-1282.0,23.0,Warmongering Combatant's Plate Legguards,,,,Rare,,100.0,7.0,,,,,51.0,34.0,34.0,,
33.0,33.0,,32.0,,,,,120.0,,,30.0,,33.0,,14.0,Sludge-Resistant Waders,,,,Epic,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,Monk,,,,100.0,,,22.0,,33.0,-1210.0,22.0,Wild Combatant's Ironskin Legguards,,,,Rare,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,Druid,,22.0,,120.0,,,22.0,,33.0,-1118.0,,Primal Gladiator's Dragonhide Legguards,,,,Epic,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,,,,,120.0,,,22.0,,33.0,,22.0,Legguards of the Unstoppable Charge,,,,Epic,,100.0,7.0,,,,,50.0,,,,
,,,19.0,Priest,,,,,,,,,33.0,,44.0,Soulward Leggings,,,,Uncommon,,100.0,7.0,,,,,50.0,,,,
,,,70.0,Paladin,,22.0,,100.0,,,22.0,,33.0,-1211.0,,Wild Combatant's Scaled Legguards,,,,Rare,,100.0,7.0,,,,,50.0,33.0,33.0,,
,,,19.0,,,22.0,,100.0,,,,,33.0,,22.0,Wild Combatant's Leggings of Prowess,,,,Rare,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,47.0,,,31.0,,85.0,,,,,33.0,,14.0,Soul-Stealer's Chain Pants,,,,Uncommon,,,7.0,,,,,50.0,,,,
33.0,33.0,,47.0,,,,,120.0,,,,,33.0,,,Axeclaw Legguards,,,,Rare,,100.0,7.0,,,,,50.0,,,,
,,,19.0,Priest,,,,,,,22.0,,33.0,1226.0,22.0,Gladiator's Satin Leggings,,,,Epic,,100.0,7.0,,,,,50.0,,,,
,,,70.0,,,,,120.0,,,,,33.0,,19.0,Sooty Blackrock Iron Legplates,,,,Epic,,100.0,7.0,,,,,50.0,33.0,33.0,,24.0
,,,70.0,,,22.0,,100.0,,,,,33.0,,22.0,Wild Combatant's Legplates,,,,Rare,,100.0,7.0,,,,,50.0,33.0,33.0,,
,,,70.0,,,,,120.0,,,22.0,,33.0,,22.0,Phoenixfire Legplates,,,,Epic,,100.0,7.0,,,,,50.0,33.0,33.0,,
,,,70.0,Death knight,,,,100.0,,,22.0,,33.0,-1195.0,22.0,Wild Combatant's Dreadplate Legguards,,,,Rare,,100.0,7.0,,,,,50.0,33.0,33.0,,
33.0,33.0,,32.0,,,18.0,,85.0,,,,,33.0,,26.0,Leggings of the Soul-Trapper,,,,Uncommon,,,7.0,,,,,50.0,,,,
,,,19.0,,,22.0,,120.0,,,,,33.0,,22.0,Embroidered Gorian Pantaloons,,,,Epic,,100.0,7.0,,,,,50.0,,,,
,,,19.0,,,14.0,,85.0,,,,,33.0,,31.0,Soul-Stealer's Leggings,,,,Uncommon,,,7.0,,,,,50.0,,,,
,,,70.0,,,18.0,,120.0,,,,,33.0,,,Flawless Crystal-Plated Legplates,,,,Epic,,100.0,7.0,,,,,50.0,33.0,33.0,,25.0
,,,19.0,,,22.0,,100.0,,,,,33.0,,22.0,Wild Combatant's Leggings of Prowess,,,,Rare,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,47.0,Shaman,,22.0,,,,,22.0,,33.0,1228.0,,Gladiator's Ringmail Leggings,,,,Epic,,100.0,7.0,,,,,50.0,,,,
,,,32.0,Druid,,,,,,,,,,,,Primal Gladiator's Wyrmhide Legguards,,,,Epic,,100.0,7.0,,,,,,,,,
33.0,33.0,,47.0,Shaman,,,,,,,44.0,,33.0,,,Stormseeker Leggings,,,,Uncommon,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,47.0,Shaman,,,,,,,,,33.0,,44.0,Stormseeker Leggings,,,,Uncommon,,100.0,7.0,,,,,50.0,,,,
33.0,33.0,,32.0,Druid,,22.0,,100.0,,,22.0,,33.0,-1207.0,,Wild Combatant's Dragonhide Legguards,,,,Rare,,100.0,7.0,,,,,50.0,,,,
,,,70.0,Warrior,,22.0,,,,,,,33.0,1230.0,22.0,Gladiator's Plate Legguards,,,,Epic,,100.0,7.0,,,,,50.0,33.0,33.0,,
