agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,healthrgn,holres,int,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,strint,versatility
32.0,32.0,,32.0,Druid,,,,100.0,,,,,,32.0,,Fierce Gladiator's Dragonhide Spaulders,,,,Epic,,110.0,3.0,,,,,47.0,,,
32.0,32.0,,47.0,Hunter,,,,100.0,,,,,,32.0,,Ferocious Gladiator's Chain Spaulders,,,,Epic,,110.0,3.0,,,,,47.0,,,
,,,19.0,Warlock,,,,100.0,,,,,,32.0,,Dominant Gladiator's Felweave Amice,,,,Epic,,110.0,3.0,,,,,47.0,,,
,,,19.0,Warlock,,,,100.0,,,,,,32.0,,Fearless Gladiator's Felweave Amice,,,,Epic,,110.0,3.0,,,,,47.0,,,
,,,19.0,,,26.0,,100.0,,,,,,31.0,,Magnificent Aeroglide Shoulderpads,,,,Rare,,101.0,3.0,,,,,47.0,,,13.0
31.0,31.0,,46.0,,,,,100.0,,,,,,31.0,,Gravenscale Spaulders,,,,Epic,,110.0,3.0,,,,,47.0,,,
31.0,31.0,,32.0,,,23.0,,100.0,,,16.0,,,31.0,,Crashing Oceantide Mantle,,,,Rare,,101.0,3.0,,,,,47.0,,,
,,,69.0,Death knight,,,,100.0,,,,,,31.0,,Fierce Combatant's Dreadplate Shoulders,,,,Rare,,110.0,3.0,,,,,46.0,31.0,31.0,
,,,19.0,Warlock,,,,100.0,,,,,,31.0,,Dominant Combatant's Felweave Amice,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,31.0,Monk,,,,100.0,,,,,,31.0,,Dominant Combatant's Ironskin Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,46.0,Shaman,,,,100.0,,,,,,31.0,,Vindictive Combatant's Ringmail Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,46.0,,,23.0,,100.0,,,16.0,,,31.0,,Vilescale Shoulderguards,,,,Uncommon,,101.0,3.0,,,,,46.0,,,
,,,69.0,Warrior,,,,100.0,,,,,,31.0,,Dominant Combatant's Plate Shoulders,,,,Rare,,110.0,3.0,,,,,46.0,31.0,31.0,
,,,19.0,,,23.0,,100.0,,,16.0,,,31.0,,Terrorweave Pauldrons,,,,Uncommon,,101.0,3.0,,,,,46.0,,,
,,,19.0,,,,,100.0,,,,,,31.0,14.0,Vault-Minder's Mantle,,,,Uncommon,,101.0,3.0,,,,,46.0,,,25.0
,,,19.0,,,11.0,,100.0,,,,,,31.0,,Vileweave Amice,,,,Uncommon,,101.0,3.0,,,,,46.0,,,27.0
,,,19.0,Priest,,,,100.0,,,,,,31.0,,Dominant Combatant's Satin Mantle,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,31.0,Druid,,,,100.0,,,,,,31.0,,Vindictive Combatant's Dragonhide Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,31.0,Demon hunter,,,,85.0,,,,,,31.0,,Fearless Combatant's Felskin Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
,,,69.0,,,,,100.0,,,,,,31.0,25.0,Coralplate Pauldrons,,,,Uncommon,,101.0,3.0,,,,,46.0,31.0,31.0,14.0
31.0,31.0,,46.0,Shaman,,,,100.0,,,,,,31.0,,Fierce Combatant's Ringmail Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
,,,19.0,Priest,,,,100.0,,,,,,31.0,,Demonic Combatant's Satin Mantle,,,,Rare,,110.0,3.0,,,,,46.0,,,
,,,19.0,Priest,,,,100.0,,,,,,31.0,,Fearless Combatant's Satin Mantle,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,31.0,Monk,,,,85.0,,,,,,31.0,,Vindictive Combatant's Ironskin Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,46.0,,,,,100.0,,,,,,31.0,28.0,Nath'raxxan Spaulders,,,,Uncommon,,101.0,3.0,,,,,46.0,,,11.0
31.0,31.0,,46.0,,,14.0,,100.0,,,25.0,,,31.0,,Skyhorn Mantle,,,,Uncommon,,101.0,3.0,,,,,46.0,,,
,,,19.0,,,,,100.0,,,14.0,,,31.0,25.0,Doomsinger Mantle,,,,Uncommon,,101.0,3.0,,,,,46.0,,,
,,,19.0,Priest,,,,100.0,,,,,,31.0,,Vindictive Combatant's Satin Mantle,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,31.0,Demon hunter,,,,100.0,,,,,,31.0,,Ferocious Combatant's Felskin Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,46.0,,,13.0,,85.0,,,,,,31.0,27.0,Slatecrusher Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
25.0,25.0,,40.0,,,22.0,,85.0,,,,,,25.0,11.0,Helbreaker Spaulders,,,,Rare,,,3.0,,,,,37.0,,,
,,,60.0,,,,,70.0,,,,,,25.0,,Kal'delar Pauldrons,,,,Uncommon,,101.0,3.0,,,,,37.0,25.0,25.0,
,,,16.0,,,,,70.0,,,,,,25.0,,Crescent Vale Shoulderpads,,,,Uncommon,,101.0,3.0,,,,,37.0,,,
,,,16.0,,,,,100.0,,,,,,25.0,,Ley-Touched Mantle,,,,Uncommon,,101.0,3.0,,,,,37.0,,,
25.0,25.0,,27.0,,,,,70.0,,,,,,25.0,,Haustvelt Shoulders,,,,Uncommon,,101.0,3.0,,,,,37.0,,,
,,,280.0,,,39.0,,,,,,,,111.0,,Dead-Watcher Pauldrons,,,,Uncommon,,101.0,3.0,,,,,167.0,111.0,111.0,81.0
111.0,111.0,,128.0,,,44.0,,,,,,,,111.0,75.0,Sea-Treated Shoulderguards,,,,Uncommon,,101.0,3.0,,,,,167.0,,,
111.0,111.0,,187.0,,,,,,,,,,,111.0,85.0,Aiguille-Scaler's Spaulders,,,,Uncommon,,101.0,3.0,,,,,167.0,,,34.0
176.0,176.0,,162.0,,,,,,,,,,,176.0,,Dread Combatant's Chain Spaulders,,,,Uncommon,,110.0,3.0,,,,,282.0,,,
,,,65.0,,,,,,,,,,,176.0,,Dread Combatant's Silk Mantle,,,,Uncommon,,110.0,3.0,,,,,282.0,,,
176.0,176.0,,162.0,,,,,,,,,,,176.0,,Honorbound Vanguard's Pauldrons,,,,Rare,,110.0,3.0,,,,,282.0,,,
176.0,176.0,,110.0,,,,,,,,,,,176.0,,7th Legionnaire's Shoulderguards,,,,Rare,,110.0,3.0,,,,,282.0,,,
42.0,42.0,,55.0,Hunter,,,,100.0,,,23.0,,,42.0,,Wildguard Spaulders,,,,Rare,,110.0,3.0,,,,,63.0,,,31.0
,,,22.0,Warlock,,23.0,,100.0,,,31.0,,,42.0,,Unshackled Epaulettes,,,,Rare,,110.0,3.0,,,,,63.0,,,
42.0,42.0,,37.0,Demon hunter,,34.0,,100.0,,,,,,42.0,20.0,Felbound Gardbrace,,,,Rare,,110.0,3.0,,,,,63.0,,,
,,,78.0,,,16.0,,70.0,,,,,,38.0,,Dead-Watcher Pauldrons,,,,Uncommon,,101.0,3.0,,,,,58.0,38.0,38.0,33.0
,,,74.0,Paladin,,,,,,,,,,35.0,,Cruel Gladiator's Scaled Shoulders,,,,Epic,,110.0,3.0,,,,,53.0,35.0,35.0,
35.0,35.0,,34.0,Rogue,,,,,,,,,,35.0,,Ferocious Gladiator's Leather Spaulders,,,,Epic,,110.0,3.0,,,,,53.0,,,
35.0,35.0,,34.0,Druid,,,,,,,,,,35.0,,Fierce Gladiator's Dragonhide Spaulders,,,,Epic,,110.0,3.0,,,,,53.0,,,
35.0,35.0,,34.0,Monk,,,,,,,,,,35.0,,Dominant Gladiator's Ironskin Spaulders,,,,Epic,,110.0,3.0,,,,,53.0,,,
35.0,35.0,,34.0,Druid,,,,,,,,,,35.0,,Fierce Gladiator's Dragonhide Spaulders,,,,Epic,,110.0,3.0,,,,,53.0,,,
,,,20.0,Warlock,,,,,,,,,,35.0,,Dominant Gladiator's Felweave Amice,,,,Epic,,110.0,3.0,,,,,53.0,,,
,,,74.0,Warrior,,,,,,,,,,35.0,,Fearless Gladiator's Plate Shoulders,,,,Epic,,110.0,3.0,,,,,53.0,35.0,35.0,
35.0,35.0,,50.0,Shaman,,,,,,,,,,35.0,,Vindictive Gladiator's Ringmail Spaulders,,,,Epic,,110.0,3.0,,,,,53.0,,,
,,,20.0,Warlock,,,,,,,,,,35.0,,Vindictive Gladiator's Felweave Amice,,,,Epic,,110.0,3.0,,,,,53.0,,,
35.0,35.0,,50.0,Hunter,,,,,,,,,,35.0,,Fierce Gladiator's Chain Spaulders,,,,Epic,,110.0,3.0,,,,,53.0,,,
,,,74.0,Paladin,,17.0,,70.0,,,,,,35.0,26.0,Sunsoul Shoulderguards,,,,Uncommon,,110.0,3.0,,,,,53.0,35.0,35.0,
35.0,35.0,,34.0,Druid,,,,100.0,,,,,,35.0,,Fearless Gladiator's Dragonhide Spaulders,,,,Epic,,110.0,3.0,,,,,53.0,,,
,,,74.0,Warrior,,,,,,,,,,35.0,,Vindictive Gladiator's Plate Shoulders,,,,Epic,,110.0,3.0,,,,,53.0,35.0,35.0,
35.0,35.0,,50.0,Hunter,,,,,,,,,,35.0,,Fearless Gladiator's Chain Spaulders,,,,Epic,,110.0,3.0,,,,,53.0,,,
35.0,35.0,,50.0,Shaman,,,,,,,,,,35.0,,Fierce Gladiator's Ringmail Spaulders,,,,Epic,,110.0,3.0,,,,,53.0,,,
,,,20.0,Mage,,,,,,,,,,35.0,,Fierce Gladiator's Silk Amice,,,,Epic,,110.0,3.0,,,,,53.0,,,
,,,20.0,Priest,,26.0,,70.0,,,17.0,,,35.0,,Communal Mantle,,,,Uncommon,,110.0,3.0,,,,,53.0,,,
35.0,35.0,,34.0,Monk,,,,,,,,,,35.0,,Ferocious Gladiator's Ironskin Spaulders,,,,Epic,,110.0,3.0,,,,,53.0,,,
35.0,35.0,,34.0,Druid,,17.0,,70.0,,,,,,35.0,26.0,Springrain Pauldrons,,,,Uncommon,,110.0,3.0,,,,,53.0,,,
,,,74.0,Death knight,,,,,,,,,,35.0,,Ferocious Gladiator's Dreadplate Shoulders,,,,Epic,,110.0,3.0,,,,,53.0,35.0,35.0,
35.0,35.0,,34.0,Rogue,,,,,,,,,,35.0,,Dominant Gladiator's Leather Spaulders,,,,Epic,,110.0,3.0,,,,,53.0,,,
35.0,35.0,,34.0,Demon hunter,,,,,,,,,,35.0,,Ferocious Gladiator's Felskin Spaulders,,,,Epic,,110.0,3.0,,,,,53.0,,,
,,,74.0,Paladin,,,,,,,,,,35.0,,Ferocious Gladiator's Scaled Shoulders,,,,Epic,,110.0,3.0,,,,,53.0,35.0,35.0,
35.0,35.0,,34.0,Demon hunter,,,,100.0,,,,,,35.0,,Ferocious Gladiator's Felskin Spaulders,,,,Epic,,110.0,3.0,,,,,53.0,,,
35.0,35.0,,50.0,Hunter,,,,,,,,,,35.0,,Dominant Gladiator's Chain Spaulders,,,,Epic,,110.0,3.0,,,,,53.0,,,
35.0,35.0,,50.0,Shaman,,,,,,,,,,35.0,,Dominant Gladiator's Ringmail Spaulders,,,,Epic,,110.0,3.0,,,,,53.0,,,
35.0,35.0,,34.0,Rogue,,,,,,,,,,35.0,,Fearless Gladiator's Leather Spaulders,,,,Epic,,110.0,3.0,,,,,53.0,,,
,,,74.0,Death knight,,,,,,,,,,35.0,,Cruel Gladiator's Dreadplate Shoulders,,,,Epic,,110.0,3.0,,,,,53.0,35.0,35.0,
,,,74.0,Paladin,,,,,,,,,,35.0,,Demonic Gladiator's Scaled Shoulders,,,,Epic,,110.0,3.0,,,,,53.0,35.0,35.0,
35.0,35.0,,34.0,Druid,,,,,,,,,,35.0,,Ferocious Gladiator's Dragonhide Spaulders,,,,Epic,,110.0,3.0,,,,,53.0,,,
,,,20.0,Mage,,,,,,,,,,35.0,,Dominant Gladiator's Silk Amice,,,,Epic,,110.0,3.0,,,,,53.0,,,
,,,20.0,Priest,,,,100.0,,,,,,35.0,,Demonic Gladiator's Satin Mantle,,,,Epic,,110.0,3.0,,,,,53.0,,,
,,,48.0,,,,,,,,,,,,,Epoch Sentinel's Monnion,,,,Epic,,110.0,3.0,,,,,,,,
32.0,32.0,,32.0,Druid,,,,100.0,,,,,,32.0,,Cruel Gladiator's Dragonhide Spaulders,,,,Epic,,110.0,3.0,,,,,47.0,,,
,,,19.0,Warlock,,,,100.0,,,,,,32.0,,Ferocious Gladiator's Felweave Amice,,,,Epic,,110.0,3.0,,,,,47.0,,,
32.0,32.0,,47.0,Shaman,,,,100.0,,,,,,32.0,,Fierce Gladiator's Ringmail Spaulders,,,,Epic,,110.0,3.0,,,,,47.0,,,
32.0,32.0,,32.0,Druid,,,,100.0,,,,,,32.0,,Fearless Gladiator's Dragonhide Spaulders,,,,Epic,,110.0,3.0,,,,,47.0,,,
32.0,32.0,,32.0,Demon hunter,,,,100.0,,,,,,32.0,,Fearless Gladiator's Felskin Spaulders,,,,Epic,,110.0,3.0,,,,,47.0,,,
,,,19.0,Warlock,,,,100.0,,,,,,32.0,,Demonic Gladiator's Felweave Amice,,,,Epic,,110.0,3.0,,,,,47.0,,,
,,,19.0,Mage,,,,100.0,,,,,,32.0,,Fearless Gladiator's Silk Amice,,,,Epic,,110.0,3.0,,,,,47.0,,,
,,,19.0,Warlock,,,,100.0,,,,,,32.0,,Cruel Gladiator's Felweave Amice,,,,Epic,,110.0,3.0,,,,,47.0,,,
,,,70.0,Warrior,,,,100.0,,,,,,32.0,,Fierce Gladiator's Plate Shoulders,,,,Epic,,110.0,3.0,,,,,47.0,32.0,32.0,
,,,70.0,Warrior,,,,100.0,,,,,,32.0,,Demonic Gladiator's Plate Shoulders,,,,Epic,,110.0,3.0,,,,,47.0,32.0,32.0,
32.0,32.0,,32.0,Demon hunter,,,,100.0,,,,,,32.0,,Vindictive Gladiator's Felskin Spaulders,,,,Epic,,110.0,3.0,,,,,47.0,,,
32.0,32.0,,47.0,Hunter,,,,100.0,,,,,,32.0,,Dominant Gladiator's Chain Spaulders,,,,Epic,,110.0,3.0,,,,,47.0,,,
,,,19.0,Priest,,,,100.0,,,,,,32.0,,Ferocious Gladiator's Satin Mantle,,,,Epic,,110.0,3.0,,,,,47.0,,,
32.0,32.0,,47.0,Shaman,,,,100.0,,,,,,32.0,,Dominant Gladiator's Ringmail Spaulders,,,,Epic,,110.0,3.0,,,,,47.0,,,
32.0,32.0,,32.0,Demon hunter,,,,100.0,,,,,,32.0,,Demonic Gladiator's Felskin Spaulders,,,,Epic,,110.0,3.0,,,,,47.0,,,
,,,70.0,Death knight,,,,100.0,,,,,,32.0,,Cruel Gladiator's Dreadplate Shoulders,,,,Epic,,110.0,3.0,,,,,47.0,32.0,32.0,
,,,19.0,Warlock,,,,100.0,,,,,,32.0,,Dominant Gladiator's Felweave Amice,,,,Epic,,110.0,3.0,,,,,47.0,,,
,,,70.0,Paladin,,,,100.0,,,,,,32.0,,Vindictive Gladiator's Scaled Shoulders,,,,Epic,,110.0,3.0,,,,,47.0,32.0,32.0,
,,,70.0,Paladin,,,,100.0,,,,,,32.0,,Vindictive Gladiator's Scaled Shoulders,,,,Epic,,110.0,3.0,,,,,47.0,32.0,32.0,
,,,70.0,Death knight,,,,100.0,,,,,,32.0,,Dominant Gladiator's Dreadplate Shoulders,,,,Epic,,110.0,3.0,,,,,47.0,32.0,32.0,
,,,19.0,Priest,,,,100.0,,,,,,32.0,,Cruel Gladiator's Satin Mantle,,,,Epic,,110.0,3.0,,,,,47.0,,,
31.0,31.0,,32.0,,,13.0,,100.0,,,,,,31.0,,Charskin Mantle,,,,Rare,,101.0,3.0,,,,,47.0,,,26.0
,,,19.0,Priest,,,,85.0,,,,,,31.0,,Vindictive Combatant's Satin Mantle,,,,Rare,,110.0,3.0,,,,,46.0,,,
,,,19.0,Mage,,,,100.0,,,,,,31.0,,Dominant Combatant's Silk Amice,,,,Rare,,110.0,3.0,,,,,46.0,,,
,,,19.0,,,13.0,,100.0,,,25.0,,,31.0,,Sunfrost Mantle,,,,Uncommon,,101.0,3.0,,,,,46.0,,,
,,,69.0,Paladin,,,,100.0,,,,,,31.0,,Fierce Combatant's Scaled Shoulders,,,,Rare,,110.0,3.0,,,,,46.0,31.0,31.0,
,,,69.0,Warrior,,,,100.0,,,,,,31.0,,Fierce Combatant's Plate Shoulders,,,,Rare,,110.0,3.0,,,,,46.0,31.0,31.0,
31.0,31.0,,31.0,Rogue,,,,85.0,,,,,,31.0,,Vindictive Combatant's Leather Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
,,,69.0,Death knight,,,,100.0,,,,,,31.0,,Cruel Combatant's Dreadplate Shoulders,,,,Rare,,110.0,3.0,,,,,46.0,31.0,31.0,
,,,69.0,Death knight,,,,100.0,,,,,,31.0,,Dominant Combatant's Dreadplate Shoulders,,,,Rare,,110.0,3.0,,,,,46.0,31.0,31.0,
,,,19.0,Mage,,,,100.0,,,,,,31.0,,Demonic Combatant's Silk Amice,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,31.0,,,,,100.0,,,,,,31.0,12.0,Shadow Stalker Shoulders,,,,Uncommon,,101.0,3.0,,,,,46.0,,,26.0
,,,19.0,Priest,,,,100.0,,,,,,31.0,,Fierce Combatant's Satin Mantle,,,,Rare,,110.0,3.0,,,,,46.0,,,
,,,69.0,,,25.0,,100.0,,,,,,31.0,13.0,Skoldiir Shoulderguards,,,,Uncommon,,101.0,3.0,,,,,46.0,31.0,31.0,
31.0,31.0,,31.0,Rogue,,,,100.0,,,,,,31.0,,Ferocious Combatant's Leather Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,31.0,Druid,,,,100.0,,,,,,31.0,,Fierce Combatant's Dragonhide Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
,,,69.0,Paladin,,,,100.0,,,,,,31.0,,Dominant Combatant's Scaled Shoulders,,,,Rare,,110.0,3.0,,,,,46.0,31.0,31.0,
,,,19.0,Warlock,,,,100.0,,,,,,31.0,,Demonic Combatant's Felweave Amice,,,,Rare,,110.0,3.0,,,,,46.0,,,
,,,69.0,Warrior,,,,100.0,,,,,,31.0,,Dominant Combatant's Plate Shoulders,,,,Rare,,110.0,3.0,,,,,46.0,31.0,31.0,
31.0,31.0,,31.0,,,23.0,,100.0,,,,,,31.0,16.0,Biornskin Shoulderpads,,,,Uncommon,,101.0,3.0,,,,,46.0,,,
31.0,31.0,,46.0,Hunter,,,,100.0,,,,,,31.0,,Ferocious Combatant's Chain Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,46.0,Hunter,,,,100.0,,,,,,31.0,,Fearless Combatant's Chain Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,31.0,Druid,,,,100.0,,,,,,31.0,,Cruel Combatant's Dragonhide Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,46.0,Hunter,,,,100.0,,,,,,31.0,,Ferocious Combatant's Chain Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,31.0,Demon hunter,,,,100.0,,,,,,31.0,,Dominant Combatant's Felskin Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,31.0,Monk,,,,100.0,,,,,,31.0,,Demonic Combatant's Ironskin Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,46.0,Shaman,,,,100.0,,,,,,31.0,,Ferocious Combatant's Ringmail Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,31.0,Druid,,,,100.0,,,,,,31.0,,Cruel Combatant's Dragonhide Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,31.0,Monk,,,,100.0,,,,,,31.0,,Fearless Combatant's Ironskin Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,46.0,,,,,100.0,,,28.0,,,31.0,11.0,Bramblemail Pauldrons,,,,Uncommon,,101.0,3.0,,,,,46.0,,,
31.0,31.0,,46.0,Hunter,,,,100.0,,,,,,31.0,,Fierce Combatant's Chain Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,46.0,Hunter,,,,85.0,,,,,,31.0,,Vindictive Combatant's Chain Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,31.0,Rogue,,,,100.0,,,,,,31.0,,Cruel Combatant's Leather Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
,,,19.0,,,13.0,,100.0,,,,,,31.0,25.0,Arcane Singed Mantle,,,,Uncommon,,101.0,3.0,,,,,46.0,,,
31.0,31.0,,31.0,Rogue,,,,100.0,,,,,,31.0,,Dominant Combatant's Leather Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,31.0,Demon hunter,,,,100.0,,,,,,31.0,,Demonic Combatant's Felskin Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,46.0,Shaman,,,,100.0,,,,,,31.0,,Cruel Combatant's Ringmail Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
,,,19.0,Warlock,,,,100.0,,,,,,31.0,,Ferocious Combatant's Felweave Amice,,,,Rare,,110.0,3.0,,,,,46.0,,,
,,,19.0,Mage,,,,100.0,,,,,,31.0,,Fierce Combatant's Silk Amice,,,,Rare,,110.0,3.0,,,,,46.0,,,
,,,19.0,Warlock,,,,100.0,,,,,,31.0,,Fierce Combatant's Felweave Amice,,,,Rare,,110.0,3.0,,,,,46.0,,,
,,,19.0,Mage,,,,100.0,,,,,,31.0,,Cruel Combatant's Silk Amice,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,46.0,Shaman,,,,100.0,,,,,,31.0,,Fearless Combatant's Ringmail Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
,,,19.0,Mage,,,,100.0,,,,,,31.0,,Dominant Combatant's Silk Amice,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,31.0,Monk,,,,100.0,,,,,,31.0,,Fierce Combatant's Ironskin Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
31.0,31.0,,31.0,Monk,,,,100.0,,,,,,31.0,,Cruel Combatant's Ironskin Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
,,,69.0,Warrior,,,,100.0,,,,,,31.0,,Fierce Combatant's Plate Shoulders,,,,Rare,,110.0,3.0,,,,,46.0,31.0,31.0,
31.0,31.0,,46.0,Hunter,,,,100.0,,,,,,31.0,,Demonic Combatant's Chain Spaulders,,,,Rare,,110.0,3.0,,,,,46.0,,,
25.0,25.0,,27.0,,,,,70.0,,,,,,25.0,,Llothien Shoulders,,,,Uncommon,,101.0,3.0,,,,,37.0,,,
,,,16.0,,,,,70.0,,,,,,25.0,,Temporal Scholar's Shoulderpads,,,,Uncommon,,101.0,3.0,,,,,37.0,,,
25.0,25.0,,40.0,,,,,70.0,,,,,,25.0,,Warpwind Spaulders,,,,Uncommon,,101.0,3.0,,,,,37.0,,,
,,,21.0,,,,,70.0,,,,,,,,Sagging Shoulderpads of the Merciless,,,,Poor,,110.0,3.0,,,,,,,,
,,,37859.0,,,562.0,,,,,,,,24814.0,562.0,8.0 - PH Dungeon - Plate SHOULDER,,,,Rare,,110.0,3.0,,,,,37223.0,24814.0,24814.0,
,,,75.0,,,,,,,,39.0,,,111.0,81.0,Galetorn Mantle,,,,Uncommon,,101.0,3.0,,,,,167.0,,,
,,,280.0,,,39.0,,,,,,,,111.0,,Dead-Watcher Pauldrons,,,,Uncommon,,101.0,3.0,,,,,167.0,111.0,111.0,81.0
,,,,,,,,85.0,,,,,,212.0,,Pauldrons of the Ruinous Herald,,,,Rare,,110.0,3.0,,,,,339.0,212.0,212.0,
111.0,111.0,,187.0,,,,,,,,,,,111.0,85.0,Saurscale Spaulders,,,,Uncommon,,101.0,3.0,,,,,167.0,,,34.0
,,,75.0,,,,,,,,39.0,,,111.0,81.0,Loa-Shaper's Mantle,,,,Uncommon,,101.0,3.0,,,,,167.0,,,
,,,242.0,,,,,,,,,,,176.0,,Dread Combatant's Plate Pauldrons,,,,Uncommon,,110.0,3.0,,,,,282.0,176.0,176.0,
,,,65.0,,,,,,,,,,,176.0,,Dread Combatant's Silk Mantle,,,,Uncommon,,110.0,3.0,,,,,282.0,,,
176.0,176.0,,110.0,,,,,100.0,,,,,,176.0,,7th Legionnaire's Leather Mantle,,,,Rare,,110.0,3.0,,,,,282.0,,,
,,,65.0,,,,,85.0,,,,,,176.0,,Honorbound Artificer's Mantle,,,,Rare,,110.0,3.0,,,,,282.0,,,
176.0,176.0,,110.0,,,,,,,,,,,176.0,,Honorbound Outrider's Mantle,,,,Rare,,110.0,3.0,,,,,282.0,,,
,,,65.0,,,,,,,,,,,176.0,,7th Legionnaire's Epaulettes,,,,Rare,,110.0,3.0,,,,,282.0,,,
,,,22.0,Mage,,31.0,,100.0,,,,,,42.0,,Spell-Splintered Mantle,,,,Rare,,110.0,3.0,,,,,63.0,,,23.0
,,,22.0,Priest,,23.0,,100.0,,,31.0,,,42.0,,Faithsworn Shoulderpads,,,,Rare,,110.0,3.0,,,,,63.0,,,
42.0,42.0,,37.0,Demon hunter,,34.0,,100.0,,,,,,42.0,20.0,Felbound Gardbrace,,,,Rare,,110.0,3.0,,,,,63.0,,,
38.0,38.0,,35.0,,,18.0,,70.0,,,,,,38.0,31.0,Sea-Treated Shoulderguards,,,,Uncommon,,101.0,3.0,,,,,58.0,,,
38.0,38.0,,52.0,,,,,70.0,,,,,,38.0,36.0,Aiguille-Scaler's Spaulders,,,,Uncommon,,101.0,3.0,,,,,58.0,,,14.0
38.0,38.0,,35.0,,,18.0,,70.0,,,,,,38.0,31.0,Dinohide Shoulderguards,,,,Uncommon,,101.0,3.0,,,,,58.0,,,
,,,21.0,,,,,70.0,,,16.0,,,38.0,33.0,Loa-Shaper's Mantle,,,,Uncommon,,101.0,3.0,,,,,58.0,,,
,,,78.0,,,16.0,,70.0,,,,,,38.0,,Dead-Watcher Pauldrons,,,,Uncommon,,101.0,3.0,,,,,58.0,38.0,38.0,33.0
35.0,35.0,,34.0,Monk,,24.0,,70.0,,,20.0,,,35.0,,Mistdancer Shoulders,,,,Uncommon,,110.0,3.0,,,,,53.0,,,
,,,20.0,Priest,,,,,,,,,,35.0,,Fierce Gladiator's Satin Mantle,,,,Epic,,110.0,3.0,,,,,53.0,,,
35.0,35.0,,50.0,Hunter,,,,,,,,,,35.0,,Ferocious Gladiator's Chain Spaulders,,,,Epic,,110.0,3.0,,,,,53.0,,,
35.0,35.0,,34.0,Rogue,,,,,,,,,,35.0,,Demonic Gladiator's Leather Spaulders,,,,Epic,,110.0,3.0,,,,,53.0,,,
35.0,35.0,,50.0,Hunter,,,,,,,,,,35.0,,Ferocious Gladiator's Chain Spaulders,,,,Epic,,110.0,3.0,,,,,53.0,,,
35.0,35.0,,50.0,Shaman,,,,,,,,,,35.0,,Vindictive Gladiator's Ringmail Spaulders,,,,Epic,,110.0,3.0,,,,,53.0,,,
35.0,35.0,,34.0,Druid,,,,,,,,,,35.0,,Cruel Gladiator's Dragonhide Spaulders,,,,Epic,,110.0,3.0,,,,,53.0,,,
35.0,35.0,,34.0,Rogue,,,,,,,,,,35.0,,Fierce Gladiator's Leather Spaulders,,,,Epic,,110.0,3.0,,,,,53.0,,,
35.0,35.0,,34.0,Rogue,,,,,,,,,,35.0,,Demonic Gladiator's Leather Spaulders,,,,Epic,,110.0,3.0,,,,,53.0,,,
