agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,int,itemset,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,strint,versatility
33.0,33.0,,36.0,,,24.0,,165.0,,,18.0,33.0,,,Chestwrap of Violent Upheaval,,,,Epic,,100.0,5.0,,,,,49.0,,,
,,,79.0,Warrior,,22.0,,115.0,,,,33.0,,22.0,Oathsworn Chestguard,,,,Uncommon,,100.0,5.0,,,,,49.0,33.0,33.0,
33.0,33.0,,36.0,,,,,165.0,,,,33.0,,,Railwalker Jerkin,,,,Epic,,100.0,5.0,,,,,49.0,,,
33.0,33.0,,36.0,Druid,,23.0,,115.0,,,,33.0,,19.0,Springrain Tunic,,,,Uncommon,,100.0,20.0,,,,,49.0,,,
33.0,33.0,,36.0,Druid,,19.0,,115.0,,,,33.0,,23.0,Springrain Vest,,,,Uncommon,,100.0,20.0,,,,,49.0,,,
,,,21.0,Warlock,,22.0,,115.0,,,22.0,33.0,,,Felsoul Robe,,,,Uncommon,,100.0,20.0,,,,,49.0,,,
,,,79.0,Death knight,,19.0,,115.0,,,,33.0,,23.0,Heart-Lesion Chestguard,,,,Uncommon,,100.0,5.0,,,,,49.0,33.0,33.0,
33.0,33.0,,53.0,Shaman,,,,115.0,,,22.0,33.0,,22.0,Streamtalker Chestguard,,,,Uncommon,,100.0,20.0,,,,,49.0,,,
33.0,33.0,,53.0,Shaman,,19.0,,115.0,,,,33.0,,23.0,Streamtalker Vest,,,,Uncommon,,100.0,20.0,,,,,49.0,,,
32.0,32.0,,36.0,Druid,,,,115.0,,,21.0,32.0,-1295.0,21.0,Warmongering Aspirant's Dragonhide Tunic,,,,Uncommon,,100.0,5.0,,,,,48.0,,,
32.0,32.0,,36.0,Monk,,21.0,,115.0,,,,32.0,-1287.0,21.0,Warmongering Aspirant's Ironskin Tunic,,,,Uncommon,,100.0,5.0,,,,,48.0,,,
32.0,32.0,,53.0,Hunter,,24.0,,115.0,,,18.0,32.0,,,Trailseeker Vest,,,,Uncommon,,100.0,5.0,,,,,48.0,,,
,,,79.0,Warrior,,21.0,,140.0,,,,32.0,-1150.0,21.0,Primal Combatant's Plate Chestpiece,,,,Rare,,100.0,5.0,,,,,48.0,32.0,32.0,
,,,21.0,Priest,,,,,,,16.0,32.0,,24.0,Communal Vestments,,,,Rare,,100.0,20.0,,,,,48.0,,,
32.0,32.0,,53.0,Shaman,,,,140.0,,,21.0,32.0,-1170.0,21.0,Primal Aspirant's Ringmail Armor,,,,Rare,,100.0,5.0,,,,,48.0,,,
,,,79.0,,,21.0,,140.0,,,,32.0,,,Chyler's Charming Chestguard,,,,Rare,,98.0,5.0,,,,,48.0,32.0,32.0,21.0
32.0,32.0,,36.0,Druid,,,,140.0,,,21.0,32.0,-1141.0,21.0,Primal Combatant's Dragonhide Robes,,,,Rare,,100.0,5.0,,,,,48.0,,,
32.0,32.0,,36.0,Monk,,21.0,,115.0,,,,32.0,-1232.0,21.0,Wild Aspirant's Ironskin Tunic,,,,Uncommon,,100.0,5.0,,,,,48.0,,,
32.0,32.0,,53.0,Hunter,,24.0,,,,,18.0,32.0,,,Trailseeker Vest,,,,Uncommon,,100.0,5.0,,,,,48.0,,,
32.0,32.0,,36.0,Rogue,,,,115.0,,,21.0,32.0,-1224.0,21.0,Wild Aspirant's Leather Tunic,,,,Uncommon,,100.0,5.0,,,,,48.0,,,
,,,79.0,Paladin,,21.0,,115.0,,,21.0,32.0,-1233.0,,Wild Aspirant's Scaled Chestpiece,,,,Uncommon,,100.0,5.0,,,,,48.0,32.0,32.0,
32.0,32.0,,36.0,Druid,,19.0,,,,,,32.0,,23.0,Springrain Vest,,,,Rare,,100.0,20.0,,,,,48.0,,,
,,,79.0,Warrior,,21.0,,140.0,,,,32.0,-1172.0,21.0,Primal Aspirant's Plate Chestpiece,,,,Rare,,100.0,5.0,,,,,48.0,32.0,32.0,
,,,21.0,Priest,,21.0,,115.0,,,,32.0,-1234.0,21.0,Wild Aspirant's Satin Robe,,,,Uncommon,,100.0,20.0,,,,,48.0,,,
,,,21.0,Warlock,,21.0,,140.0,,,21.0,32.0,-1160.0,,Primal Aspirant's Felweave Raiment,,,,Rare,,100.0,20.0,,,,,48.0,,,
,,,79.0,Death knight,,21.0,,140.0,,,,32.0,-1162.0,21.0,Primal Aspirant's Dreadplate Chestpiece,,,,Rare,,100.0,5.0,,,,,48.0,32.0,32.0,
32.0,32.0,,53.0,Shaman,,,,140.0,,,21.0,32.0,,21.0,Streamtalker Tunic,,,,Rare,,100.0,20.0,,,,,48.0,,,
32.0,32.0,,36.0,Monk,,21.0,,140.0,,,,32.0,-1144.0,21.0,Primal Combatant's Ironskin Tunic,,,,Rare,,100.0,5.0,,,,,48.0,,,
,,,79.0,Paladin,,24.0,,115.0,,,,32.0,,,Sunsoul Battleplate,,,,Uncommon,,100.0,5.0,,,,,48.0,32.0,32.0,18.0
32.0,32.0,,53.0,Shaman,,21.0,,115.0,,,21.0,32.0,-1236.0,,Wild Aspirant's Ringmail Armor,,,,Uncommon,,100.0,5.0,,,,,48.0,,,
32.0,32.0,,53.0,Hunter,,21.0,,140.0,,,21.0,32.0,-1164.0,,Primal Aspirant's Chain Armor,,,,Rare,,100.0,5.0,,,,,48.0,,,
32.0,32.0,,36.0,Rogue,,21.0,,115.0,,,,32.0,-1301.0,21.0,Warmongering Aspirant's Leather Tunic,,,,Uncommon,,100.0,5.0,,,,,48.0,,,
,,,21.0,Priest,,24.0,,,,,,32.0,,,Communal Robe,,,,Uncommon,,100.0,20.0,,,,,48.0,,,18.0
32.0,32.0,,36.0,,,,,115.0,,,,32.0,,,Meadowstomper Jerkin,,,,Uncommon,,100.0,5.0,,,,,48.0,,,
,,,79.0,Warrior,,21.0,,115.0,,,,32.0,-1293.0,21.0,Warmongering Aspirant's Plate Chestpiece,,,,Uncommon,,100.0,5.0,,,,,48.0,32.0,32.0,
,,,21.0,Mage,,,,140.0,,,21.0,32.0,-1165.0,21.0,Primal Aspirant's Silk Robe,,,,Rare,,100.0,20.0,,,,,48.0,,,
,,,79.0,Death knight,,21.0,,115.0,,,,32.0,-1283.0,21.0,Warmongering Aspirant's Dreadplate Chestpiece,,,,Uncommon,,100.0,5.0,,,,,48.0,32.0,32.0,
32.0,32.0,,53.0,Hunter,,21.0,,140.0,,,21.0,32.0,-1153.0,,Primal Aspirant's Chain Armor,,,,Rare,,100.0,5.0,,,,,48.0,,,
,,,79.0,Warrior,,21.0,,115.0,,,,32.0,-1238.0,21.0,Wild Aspirant's Plate Chestpiece,,,,Uncommon,,100.0,5.0,,,,,48.0,32.0,32.0,
,,,21.0,Priest,,21.0,,140.0,,,,32.0,-1135.0,21.0,Primal Combatant's Satin Robe,,,,Rare,,100.0,20.0,,,,,48.0,,,
,,,21.0,Warlock,,24.0,,,,,18.0,32.0,,,Felsoul Robe,,,,Uncommon,,100.0,20.0,,,,,48.0,,,
32.0,32.0,,36.0,Monk,,21.0,,115.0,,,,32.0,-1221.0,21.0,Wild Aspirant's Ironskin Tunic,,,,Uncommon,,100.0,5.0,,,,,48.0,,,
32.0,32.0,,53.0,Hunter,,21.0,,115.0,,,21.0,32.0,-1230.0,,Wild Aspirant's Chain Armor,,,,Uncommon,,100.0,5.0,,,,,48.0,,,
,,,21.0,Mage,,,,115.0,,,21.0,32.0,-1286.0,21.0,Warmongering Aspirant's Silk Robe,,,,Uncommon,,100.0,20.0,,,,,48.0,,,
32.0,32.0,,36.0,,,23.0,,140.0,,,,32.0,,17.0,Moultingskin Tunic,,,,Rare,,96.0,5.0,,,,,47.0,,,
,,,21.0,,,,,115.0,,,,32.0,,,Voidwrap Robe,,,,Uncommon,,99.0,20.0,,,,,47.0,,,
,,,21.0,,,,,115.0,,,,31.0,,20.0,"""Fireproof"" Venture Co. Robes",,,,Uncommon,,,20.0,,,,,47.0,,,21.0
31.0,31.0,,50.0,,,,,115.0,,,,31.0,,,Snarlthorn Vest,,,,Uncommon,,98.0,5.0,,,,,46.0,,,
31.0,31.0,,34.0,,,,,115.0,,,,31.0,,,Shadeback Jerkin,,,,Uncommon,,97.0,5.0,,,,,46.0,,,
31.0,31.0,,50.0,,,18.0,,140.0,,,22.0,31.0,,,Scaled Riverbeast Vest,,,,Rare,,94.0,5.0,,,,,46.0,,,
31.0,31.0,,50.0,,,19.0,,115.0,,,21.0,31.0,,,Sha'tari Deadeye Vest,,,,Uncommon,,,5.0,,,,,46.0,,,
31.0,31.0,,34.0,,,21.0,,115.0,,,19.0,31.0,,,Talador Sentinel Vest,,,,Uncommon,,,5.0,,,,,46.0,,,
30.0,30.0,,50.0,,,,,115.0,,,,30.0,,,Varashi Vest,,,,Uncommon,,96.0,5.0,,,,,45.0,,,
,,,73.0,,,17.0,,140.0,,,,29.0,,,Foundry-Fired Plate Chestplate,,,,Rare,,,5.0,,,,,44.0,29.0,29.0,21.0
,,,19.0,,,,,115.0,,,,28.0,,,Orunai Robe,,,,Uncommon,,94.0,20.0,,,,,43.0,,,
,,,37.0,,,,,115.0,,,,,,,Rust-Encrusted Hauberk,,,,Poor,,100.0,5.0,,,,,,,,
,,,55.0,,,,,115.0,,,,,,,Time-Corroded Breastplate,,,,Poor,,100.0,5.0,,,,,,,,
,,,12.0,,,,,140.0,,,,,,,Ceremonial Robe of Karabor,,,,Rare,,100.0,5.0,,,,,,,,
,,,5.0,,,,,165.0,,,,,,,Tournament Gladiator's Tunic,,,,Epic,,100.0,5.0,,,,,,,,
,,,3.0,Mage,,,,,,,,,1223.0,,Tournament Gladiator's Silk Robe,,,,Epic,,100.0,20.0,,,,,,,,
,,,7.0,,,,,165.0,,,,,,,Tournament Gladiator's Chestguard,,,,Epic,,100.0,5.0,,,,,,,,
,,,7.0,,,,,165.0,,,,,,,Tournament Gladiator's Armor,,,,Epic,,100.0,5.0,,,,,,,,
,,,3.0,Priest,,,,165.0,,,,,1226.0,,Tournament Gladiator's Satin Robe,,,,Epic,,100.0,20.0,,,,,,,,
,,,5.0,Monk,,,,165.0,,,,,1224.0,,Tournament Gladiator's Ironskin Tunic,,,,Epic,,100.0,5.0,,,,,,,,
,,,5.0,Druid,,,,165.0,,,,,1221.0,,Tournament Gladiator's Dragonhide Robes,,,,Epic,,100.0,20.0,,,,,,,,
,,,36.0,Rogue,,,,,,,,,,,Warmongering Gladiator's Leather Tunic,,,,Epic,,100.0,5.0,,,,,,,,
,,,21.0,Mage,,,,165.0,,,23.0,35.0,-1253.0,23.0,Warmongering Gladiator's Silk Robe,,,,Epic,,100.0,20.0,,,,,52.0,,,
,,,21.0,Warlock,,,,,,,,,,,Warmongering Gladiator's Felweave Raiment,,,,Epic,,100.0,20.0,,,,,,,,
,,,80.0,,,23.0,,165.0,,,,35.0,,,Warmongering Gladiator's Plate Breastplate,,,,Epic,,100.0,5.0,,,,,52.0,35.0,35.0,23.0
,,,21.0,,,,,165.0,,,23.0,35.0,,23.0,Warmongering Gladiator's Robes of Prowess,,,,Epic,,100.0,20.0,,,,,52.0,,,
,,,80.0,Paladin,,,,,,,,,,,Warmongering Gladiator's Ornamented Chestguard,,,,Epic,,100.0,5.0,,,,,,,,
,,,21.0,Priest,,23.0,,165.0,,,,35.0,-1245.0,23.0,Warmongering Gladiator's Satin Robe,,,,Epic,,100.0,20.0,,,,,52.0,,,
,,,53.0,Shaman,,,,,,,,,,,Wild Gladiator's Ringmail Armor,,,,Epic,,100.0,20.0,,,,,,,,
,,,79.0,Paladin,,23.0,,140.0,,,23.0,34.0,-1266.0,,Warmongering Combatant's Scaled Chestpiece,,,,Rare,,100.0,5.0,,,,,51.0,34.0,34.0,
,,,79.0,,,23.0,,140.0,,,,34.0,,,Warmongering Combatant's Plate Breastplate,,,,Rare,,100.0,5.0,,,,,51.0,34.0,34.0,23.0
,,,79.0,Paladin,,23.0,,140.0,,,23.0,34.0,-1277.0,,Warmongering Combatant's Scaled Chestpiece,,,,Rare,,100.0,5.0,,,,,51.0,34.0,34.0,
,,,21.0,Mage,,,,,,,,,,,Wild Gladiator's Silk Robe,,,,Epic,,100.0,20.0,,,,,,,,
,,,21.0,,,,,140.0,,,23.0,34.0,,23.0,Warmongering Combatant's Robes of Prowess,,,,Rare,,100.0,20.0,,,,,51.0,,,
,,,79.0,,,23.0,,140.0,,,,34.0,,,Warmongering Combatant's Plate Breastplate,,,,Rare,,100.0,5.0,,,,,51.0,34.0,34.0,23.0
,,,79.0,Warrior,,,,,,,,,,,Wild Gladiator's Plate Chestpiece,,,,Epic,,100.0,5.0,,,,,,,,
34.0,34.0,,53.0,,,23.0,,165.0,,,,34.0,,,Wild Gladiator's Chestguard,,,,Epic,,100.0,5.0,,,,,51.0,,,23.0
,,,21.0,,,23.0,,165.0,,,,34.0,,,Wild Gladiator's Raiment of Cruelty,,,,Epic,,100.0,20.0,,,,,51.0,,,23.0
,,,21.0,,,,,140.0,,,23.0,34.0,,23.0,Warmongering Combatant's Robes of Prowess,,,,Rare,,100.0,20.0,,,,,51.0,,,
34.0,34.0,,36.0,Rogue,,,,140.0,,,23.0,34.0,-1279.0,23.0,Warmongering Combatant's Leather Tunic,,,,Rare,,100.0,5.0,,,,,51.0,,,
,,,79.0,Paladin,,23.0,,165.0,,,23.0,34.0,-1189.0,,Wild Gladiator's Scaled Chestpiece,,,,Epic,,100.0,5.0,,,,,51.0,34.0,34.0,
34.0,34.0,,53.0,Shaman,,23.0,,140.0,,,23.0,34.0,-1280.0,,Warmongering Combatant's Ringmail Armor,,,,Rare,,100.0,5.0,,,,,51.0,,,
,,,21.0,,,23.0,,165.0,,,,34.0,,,Wild Gladiator's Raiment of Cruelty,,,,Epic,,100.0,20.0,,,,,51.0,,,23.0
,,,21.0,Warlock,,23.0,,140.0,,,23.0,34.0,-1281.0,,Warmongering Combatant's Felweave Raiment,,,,Rare,,100.0,20.0,,,,,51.0,,,
,,,21.0,Priest,,,,,,,,,,,Wild Gladiator's Mooncloth Robe,,,,Epic,,100.0,20.0,,,,,,,,
,,,79.0,,,,,165.0,,,,34.0,,21.0,Wild Gladiator's Plate Chestguard,,,,Epic,,100.0,5.0,,,,,51.0,34.0,34.0,24.0
,,,21.0,Priest,,,,,,,,,,,Wild Gladiator's Satin Robe,,,,Epic,,100.0,20.0,,,,,,,,
,,,21.0,Mage,,23.0,,140.0,,,,34.0,-1275.0,23.0,Warmongering Combatant's Silk Robe,,,,Rare,,100.0,20.0,,,,,51.0,,,
33.0,33.0,,53.0,,,16.0,,165.0,,,28.0,33.0,,,Harbinger's Desecrated Chain Shirt,,,,Epic,,100.0,5.0,,,,,50.0,,,
,,,80.0,,,,,165.0,,,,33.0,,,Crimson Carapace Breastplate,,,,Epic,,100.0,5.0,,,,,50.0,33.0,33.0,
,,,80.0,Paladin,,,,115.0,,,,33.0,,44.0,Duskbreaker Battleplate,,,,Uncommon,,100.0,5.0,,,,,50.0,33.0,33.0,
,,,36.0,Monk,,,,,,,,,,,Primal Gladiator's Copperskin Tunic,,,,Epic,,100.0,5.0,,,,,,,,
33.0,33.0,,36.0,Druid,,44.0,,115.0,,,,33.0,,,Nurturer Vest,,,,Uncommon,,100.0,20.0,,,,,50.0,,,
,,,21.0,Mage,,,,165.0,,,22.0,33.0,-1109.0,22.0,Primal Gladiator's Silk Robe,,,,Epic,,100.0,20.0,,,,,50.0,,,
33.0,33.0,,36.0,,,,,115.0,,,17.0,33.0,,27.0,Runesworn Chestguard,,,,Uncommon,,,5.0,,,,,50.0,,,
,,,21.0,,,,,165.0,,,,33.0,,22.0,Robes of Living Earth,,,,Epic,,100.0,20.0,,,,,50.0,,,22.0
33.0,33.0,,36.0,Druid,,,,,,,,33.0,,44.0,Nurturer Vest,,,,Uncommon,,100.0,20.0,,,,,50.0,,,
33.0,33.0,,36.0,,,,,165.0,,,19.0,33.0,,24.0,Chestguard of Allegorical Shadows,,,,Epic,,100.0,5.0,,,,,50.0,,,
,,,21.0,Mage,,,,165.0,,,22.0,33.0,-1120.0,22.0,Primal Gladiator's Silk Robe,,,,Epic,,100.0,20.0,,,,,50.0,,,
,,,21.0,Mage,,44.0,,,,,,33.0,,,Abstruse Robe,,,,Uncommon,,100.0,20.0,,,,,50.0,,,
33.0,33.0,,36.0,Druid,,,,,,,,33.0,,44.0,Nurturer Vest,,,,Uncommon,,100.0,20.0,,,,,50.0,,,
,,,80.0,Death knight,,22.0,,140.0,,,22.0,33.0,-1195.0,,Wild Combatant's Dreadplate Chestpiece,,,,Rare,,100.0,5.0,,,,,50.0,33.0,33.0,
,,,21.0,,,,,165.0,,,,33.0,,,Felcast Robes,,,,Rare,,100.0,20.0,,,,,50.0,,,
33.0,33.0,,53.0,Shaman,,22.0,,140.0,,,22.0,33.0,-1203.0,,Wild Combatant's Ringmail Armor,,,,Rare,,100.0,5.0,,,,,50.0,,,
33.0,33.0,,36.0,Druid,,,,,,,22.0,33.0,1221.0,22.0,Gladiator's Dragonhide Robes,,,,Epic,,100.0,20.0,,,,,50.0,,,
33.0,33.0,,36.0,Monk,,22.0,,165.0,,,,33.0,-1121.0,22.0,Primal Gladiator's Ironskin Tunic,,,,Epic,,100.0,5.0,,,,,50.0,,,
,,,21.0,Priest,,,,,,,,,,,Primal Gladiator's Mooncloth Robe,,,,Epic,,100.0,20.0,,,,,,,,
,,,21.0,Priest,,22.0,,140.0,,,,33.0,-1212.0,22.0,Wild Combatant's Satin Robe,,,,Rare,,100.0,20.0,,,,,50.0,,,
,,,80.0,,,28.0,,115.0,,,,33.0,,,Dreadsworn Chestguard,,,,Uncommon,,,5.0,,,,,50.0,33.0,33.0,16.0
33.0,33.0,,36.0,Druid,,,,,,,44.0,33.0,,,Nurturer Vest,,,,Uncommon,,100.0,20.0,,,,,50.0,,,
,,,80.0,,,16.0,,115.0,,,28.0,33.0,,,Thunderpeak Chestguard,,,,Uncommon,,,5.0,,,,,50.0,33.0,33.0,
33.0,33.0,,36.0,Rogue,,44.0,,,,,,33.0,,,Skulldugger Jerkin,,,,Uncommon,,100.0,5.0,,,,,50.0,,,
,,,80.0,Paladin,,44.0,,,,,,33.0,,,Duskbreaker Battleplate,,,,Uncommon,,100.0,5.0,,,,,50.0,33.0,33.0,
33.0,33.0,,53.0,,,,,165.0,,,22.0,33.0,,,Primal Gladiator's Chestguard,,,,Epic,,100.0,5.0,,,,,50.0,,,22.0
33.0,33.0,,36.0,,,,,165.0,,,,33.0,,,Chestguard of Determined Resolve,,,,Epic,,100.0,5.0,,,,,50.0,,,
33.0,33.0,,53.0,,,24.0,,165.0,,,,33.0,,,Chest of Heaving Bellows,,,,Epic,,100.0,5.0,,,,,50.0,,,18.0
,,,80.0,,,22.0,,165.0,,,,33.0,,,Chestplate of Runed Earth,,,,Epic,,100.0,5.0,,,,,50.0,33.0,33.0,22.0
,,,80.0,Warrior,,22.0,,140.0,,,,33.0,-1205.0,22.0,Wild Combatant's Plate Chestpiece,,,,Rare,,100.0,5.0,,,,,50.0,33.0,33.0,
,,,80.0,Death knight,,22.0,,140.0,,,22.0,33.0,-1206.0,,Wild Combatant's Dreadplate Chestpiece,,,,Rare,,100.0,5.0,,,,,50.0,33.0,33.0,
,,,21.0,Priest,,22.0,,,,,,33.0,1226.0,22.0,Gladiator's Satin Robe,,,,Epic,,100.0,20.0,,,,,50.0,,,
,,,21.0,Priest,,22.0,,165.0,,,,33.0,-1123.0,22.0,Primal Gladiator's Satin Robe,,,,Epic,,100.0,20.0,,,,,50.0,,,
33.0,33.0,,53.0,Shaman,,22.0,,140.0,,,22.0,33.0,-1214.0,,Wild Combatant's Ringmail Armor,,,,Rare,,100.0,5.0,,,,,50.0,,,
33.0,33.0,,53.0,,,,,165.0,,,,33.0,,,Undying Chestguard,,,,Epic,,100.0,5.0,,,,,50.0,,,
33.0,33.0,,36.0,,,22.0,,140.0,,,,33.0,,22.0,Wild Combatant's Tunic,,,,Rare,,100.0,5.0,,,,,50.0,,,
33.0,33.0,,36.0,,,16.0,,115.0,,,,33.0,,28.0,Drogstitch Tunic,,,,Uncommon,,,5.0,,,,,50.0,,,
,,,21.0,,,,,165.0,,,22.0,33.0,,22.0,Primal Gladiator's Robes of Prowess,,,,Epic,,100.0,20.0,,,,,50.0,,,
,,,21.0,Warlock,,22.0,,140.0,,,22.0,33.0,-1215.0,,Wild Combatant's Felweave Raiment,,,,Rare,,100.0,20.0,,,,,50.0,,,
,,,21.0,Mage,,,,,,,,33.0,,44.0,Abstruse Robe,,,,Uncommon,,100.0,20.0,,,,,50.0,,,
,,,21.0,Warlock,,,,,,,,33.0,,44.0,Ruinrain Robe,,,,Uncommon,,100.0,20.0,,,,,50.0,,,
,,,21.0,,,25.0,,165.0,,,,33.0,,,Robes of the Ageless,,,,Epic,,100.0,20.0,,,,,50.0,,,17.0
33.0,33.0,,53.0,Shaman,,44.0,,115.0,,,,33.0,,,Stormseeker Vest,,,,Uncommon,,100.0,20.0,,,,,50.0,,,
,,,21.0,,,,,165.0,,,,33.0,,,Robes of Volatile Ice,,,,Epic,,100.0,20.0,,,,,50.0,,,
,,,21.0,Mage,,,,115.0,,,,33.0,,44.0,Abstruse Robe,,,,Uncommon,,100.0,20.0,,,,,50.0,,,
,,,21.0,Warlock,,44.0,,,,,,33.0,,,Ruinrain Robe,,,,Uncommon,,100.0,20.0,,,,,50.0,,,
33.0,33.0,,36.0,Monk,,22.0,,140.0,,,,33.0,-1199.0,22.0,Wild Combatant's Ironskin Tunic,,,,Rare,,100.0,5.0,,,,,50.0,,,
,,,80.0,Warrior,,44.0,,,,,,33.0,,,Defiant Breastplate,,,,Uncommon,,100.0,5.0,,,,,50.0,33.0,33.0,
,,,21.0,Mage,,22.0,,140.0,,,,33.0,-1209.0,22.0,Wild Combatant's Silk Robe,,,,Rare,,100.0,20.0,,,,,50.0,,,
,,,80.0,Warrior,,,,115.0,,,,33.0,,44.0,Defiant Breastplate,,,,Uncommon,,100.0,5.0,,,,,50.0,33.0,33.0,
,,,80.0,,,27.0,,115.0,,,17.0,33.0,,,Stormwing Plate Chestguard,,,,Uncommon,,,5.0,,,,,50.0,33.0,33.0,
,,,36.0,Monk,,,,,,,,,,,Primal Gladiator's Ironskin Tunic,,,,Epic,,100.0,5.0,,,,,,,,
33.0,33.0,,53.0,Hunter,,22.0,,115.0,,,22.0,33.0,,,Trailseeker Vest,,,,Uncommon,,100.0,5.0,,,,,49.0,,,
33.0,33.0,,36.0,Druid,,19.0,,115.0,,,19.0,33.0,,,Springrain Jerkin,,,,Uncommon,,100.0,20.0,,,,,49.0,,,
33.0,33.0,,53.0,Shaman,,22.0,,115.0,,,,33.0,,22.0,Streamtalker Tunic,,,,Uncommon,,100.0,20.0,,,,,49.0,,,
,,,79.0,Paladin,,21.0,,115.0,,,21.0,32.0,-1222.0,,Wild Aspirant's Scaled Chestpiece,,,,Uncommon,,100.0,5.0,,,,,48.0,32.0,32.0,
,,,21.0,Mage,,,,115.0,,,21.0,32.0,-1231.0,21.0,Wild Aspirant's Silk Robe,,,,Uncommon,,100.0,20.0,,,,,48.0,,,
32.0,32.0,,36.0,,,,,140.0,,,22.0,32.0,,,Leafmender Robes,,,,Rare,,100.0,5.0,,,,,48.0,,,21.0
,,,21.0,Priest,,21.0,,140.0,,,,32.0,-1157.0,21.0,Primal Aspirant's Satin Robe,,,,Rare,,100.0,20.0,,,,,48.0,,,
,,,79.0,Paladin,,21.0,,115.0,,,21.0,32.0,-1288.0,,Warmongering Aspirant's Scaled Chestpiece,,,,Uncommon,,100.0,5.0,,,,,48.0,32.0,32.0,
32.0,32.0,,36.0,Rogue,,21.0,,140.0,,,,32.0,-1158.0,21.0,Primal Aspirant's Leather Tunic,,,,Rare,,100.0,5.0,,,,,48.0,,,
,,,79.0,Death knight,,21.0,,140.0,,,21.0,32.0,-1129.0,,Primal Combatant's Dreadplate Chestpiece,,,,Rare,,100.0,5.0,,,,,48.0,32.0,32.0,
,,,21.0,Priest,,21.0,,140.0,,,,32.0,,21.0,Communal Robe,,,,Rare,,100.0,20.0,,,,,48.0,,,
,,,21.0,Priest,,21.0,,115.0,,,,32.0,-1289.0,21.0,Warmongering Aspirant's Satin Robe,,,,Uncommon,,100.0,20.0,,,,,48.0,,,
32.0,32.0,,53.0,Shaman,,,,140.0,,,21.0,32.0,-1159.0,21.0,Primal Aspirant's Ringmail Armor,,,,Rare,,100.0,5.0,,,,,48.0,,,
,,,79.0,Paladin,,24.0,,115.0,,,,32.0,,,Sunsoul Battleplate,,,,Uncommon,,100.0,5.0,,,,,48.0,32.0,32.0,18.0
32.0,32.0,,36.0,,,22.0,,140.0,,,,32.0,,,Beastrider Vest,,,,Rare,,,5.0,,,,,48.0,,,20.0
,,,79.0,Paladin,,21.0,,115.0,,,21.0,32.0,-1299.0,,Warmongering Aspirant's Scaled Chestpiece,,,,Uncommon,,100.0,5.0,,,,,48.0,32.0,32.0,
32.0,32.0,,36.0,Monk,,24.0,,,,,,32.0,,,Mistdancer Vest,,,,Uncommon,,100.0,5.0,,,,,48.0,,,18.0
32.0,32.0,,36.0,Rogue,,,,115.0,,,21.0,32.0,-1235.0,21.0,Wild Aspirant's Leather Tunic,,,,Uncommon,,100.0,5.0,,,,,48.0,,,
,,,21.0,Priest,,24.0,,115.0,,,,32.0,,,Communal Robe,,,,Uncommon,,100.0,20.0,,,,,48.0,,,18.0
32.0,32.0,,53.0,Hunter,,21.0,,140.0,,,21.0,32.0,,,Trailseeker Vest,,,,Rare,,100.0,5.0,,,,,48.0,,,
32.0,32.0,,36.0,Druid,,,,140.0,,,21.0,32.0,-1163.0,21.0,Primal Aspirant's Dragonhide Tunic,,,,Rare,,100.0,5.0,,,,,48.0,,,
,,,21.0,Mage,,21.0,,140.0,,,,32.0,-1132.0,21.0,Primal Combatant's Silk Robe,,,,Rare,,100.0,20.0,,,,,48.0,,,
,,,21.0,Warlock,,21.0,,115.0,,,21.0,32.0,-1292.0,,Warmongering Aspirant's Felweave Raiment,,,,Uncommon,,100.0,20.0,,,,,48.0,,,
,,,21.0,Priest,,21.0,,140.0,,,,32.0,-1146.0,21.0,Primal Combatant's Satin Robe,,,,Rare,,100.0,20.0,,,,,48.0,,,
,,,21.0,Warlock,,21.0,,115.0,,,21.0,32.0,-1237.0,,Wild Aspirant's Felweave Raiment,,,,Uncommon,,100.0,20.0,,,,,48.0,,,
32.0,32.0,,36.0,Druid,,,,115.0,,,21.0,32.0,-1218.0,21.0,Wild Aspirant's Dragonhide Tunic,,,,Uncommon,,100.0,5.0,,,,,48.0,,,
,,,79.0,Paladin,,21.0,,140.0,,,21.0,32.0,-1134.0,,Primal Combatant's Scaled Chestpiece,,,,Rare,,100.0,5.0,,,,,48.0,32.0,32.0,
,,,21.0,Warlock,,21.0,,140.0,,,21.0,32.0,,,Felsoul Robe,,,,Rare,,100.0,20.0,,,,,48.0,,,
32.0,32.0,,36.0,Rogue,,21.0,,140.0,,,,32.0,-1147.0,21.0,Primal Combatant's Leather Tunic,,,,Rare,,100.0,5.0,,,,,48.0,,,
32.0,32.0,,36.0,Monk,,21.0,,140.0,,,,32.0,-1166.0,21.0,Primal Aspirant's Ironskin Tunic,,,,Rare,,100.0,5.0,,,,,48.0,,,
32.0,32.0,,53.0,Hunter,,21.0,,115.0,,,21.0,32.0,-1219.0,,Wild Aspirant's Chain Armor,,,,Uncommon,,100.0,5.0,,,,,48.0,,,
,,,21.0,Warlock,,21.0,,115.0,,,21.0,32.0,-1303.0,,Warmongering Aspirant's Felweave Raiment,,,,Uncommon,,100.0,20.0,,,,,48.0,,,
