agi,agiint,arcres,armor,armorbonus,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,healthrgn,int,itemset,manargn,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,reqspell,slotbak,socket1,socket2,socket3,speed,splpwr,sta,str,strint,versatility
,,,74.0,,,,,,85.0,,,,,40.0,,,,Leystone Helm,,,,Rare,,108.0,,1.0,,,,,,61.0,40.0,40.0,
33.0,33.0,,29.0,,,,,,70.0,,,,,33.0,,,,Llothien Hood,,,,Uncommon,,101.0,,1.0,,,,,,50.0,,,
33084.0,33084.0,,27386.0,,,,,,,,,749.0,,33084.0,,,749.0,Coif of Invigorating Tethers,,,,Rare,,110.0,,1.0,,,,,,49630.0,,,
,,,,,,,,,,,,,,283.0,,,,Hull-Plate Half Helm,,,,Rare,,110.0,,1.0,,,,,,453.0,283.0,283.0,
235.0,235.0,,175.0,,,,,,85.0,,,,,235.0,,,,Helm of the Champion,,,,Rare,,101.0,,1.0,,,,,,376.0,,,
,,,262.0,,,,,,,,,,,,,,,Honorbound Centurion's Helmet,,,,Rare,,110.0,,1.0,,,,,,611.0,,,
235.0,235.0,,175.0,,,,,,,,,,,235.0,,,,Honorbound Vanguard's Warhelm,,,,Rare,,110.0,,1.0,,,,,,376.0,,,
,,,71.0,,,,,,85.0,,,,,235.0,,,,Honorbound Artificer's Skullcap,,,,Rare,,110.0,,1.0,,,,,,376.0,,,
,,,82.0,,,0.008333333333333333,,,100.0,,,,,49.0,,,,Heavy Skullblasters,,,,Epic,,110.0,,1.0,,,,,,73.0,49.0,49.0,
,,,82.0,,,,,,100.0,,,,,49.0,,,,Mac'Aree Lightseeker's Helmet,,,,Rare,,110.0,,1.0,,,,,,73.0,49.0,49.0,
47.0,47.0,,54.0,,Hunter,,,,,,,,,47.0,,,,Demonic Gladiator's Chain Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,22.0,,Warlock,,,,,,,,,47.0,,,,Ferocious Gladiator's Felweave Cowl,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,80.0,,Warrior,,,,,,,,,47.0,,,,Ferocious Gladiator's Plate Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,47.0,47.0,
,,,22.0,,Warlock,,,,,,,,,47.0,,,,Demonic Gladiator's Felweave Cowl,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,22.0,,Priest,,,,,,,,,47.0,,,,Fearless Gladiator's Satin Hood,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,80.0,,Paladin,,32.0,,70.0,,,,,47.0,,,26.0,Sunsoul Faceguard,,,,Uncommon,,110.0,,1.0,,,,,,70.0,47.0,47.0,
,,,80.0,,Paladin,,,,,,,,,47.0,,,,Ferocious Gladiator's Scaled Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,47.0,47.0,
,,,80.0,,Death knight,,30.0,,70.0,,,,,47.0,,,30.0,Heart-Lesion Faceguard,,,,Uncommon,,110.0,,1.0,,,,,,70.0,47.0,47.0,
47.0,47.0,,37.0,,Monk,,,,,,,,,47.0,,,,Fierce Gladiator's Ironskin Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,80.0,,Warrior,,,,,,,,,47.0,,,,Fierce Gladiator's Plate Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,47.0,47.0,
47.0,47.0,,37.0,,Demon hunter,,,,,,,,,47.0,,,,Fierce Gladiator's Felskin Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Druid,,,,,,,,,47.0,,,,Ferocious Gladiator's Dragonhide Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Rogue,,,,,,,,,47.0,,,,Ferocious Gladiator's Leather Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Demon hunter,,,,,,,,,47.0,,,,Cruel Gladiator's Felskin Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,22.0,,Priest,,,,,,,,,47.0,,,,Demonic Gladiator's Satin Hood,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,22.0,,Priest,,,,,,,,,47.0,,,,Cruel Gladiator's Satin Hood,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,22.0,,Priest,,,,,,,,,47.0,,,,Cruel Gladiator's Satin Hood,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,54.0,,Shaman,,,,,,,,,47.0,,,,Vindictive Gladiator's Ringmail Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,22.0,,Warlock,,,,,,,,,47.0,,,,Vindictive Gladiator's Felweave Cowl,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,76.0,,Warrior,,,,100.0,,,,,42.0,,,,Ferocious Gladiator's Plate Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,42.0,42.0,
,,,20.0,,Warlock,,,,100.0,,,,,42.0,,,,Fierce Gladiator's Felweave Cowl,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,35.0,,Druid,,,,100.0,,,,,42.0,,,,Dominant Gladiator's Dragonhide Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
,,,76.0,,Warrior,,,,100.0,,,,,42.0,,,,Ferocious Gladiator's Plate Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,42.0,42.0,
,,,20.0,,Warlock,,,,100.0,,,,,42.0,,,,Fierce Gladiator's Felweave Cowl,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,35.0,,Monk,,,,100.0,,,,,42.0,,,,Demonic Gladiator's Ironskin Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
,,,76.0,,Warrior,,,,100.0,,,,,42.0,,,,Demonic Gladiator's Plate Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,42.0,42.0,
42.0,42.0,,35.0,,Demon hunter,,,,100.0,,,,,42.0,,,,Vindictive Gladiator's Felskin Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,51.0,,Shaman,,,,100.0,,,,,42.0,,,,Dominant Gladiator's Ringmail Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,35.0,,Demon hunter,,,,100.0,,,,,42.0,,,,Demonic Gladiator's Felskin Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,51.0,,Shaman,,,,100.0,,,,,42.0,,,,Fearless Gladiator's Ringmail Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
,,,76.0,,Paladin,,,,100.0,,,,,42.0,,,,Vindictive Gladiator's Scaled Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,42.0,42.0,
,,,20.0,,Mage,,,,100.0,,,,,42.0,,,,Dominant Gladiator's Silk Cowl,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,35.0,,Monk,,,,100.0,,,,,42.0,,,,Dominant Gladiator's Ironskin Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
,,,76.0,,Paladin,,,,100.0,,,,,42.0,,,,Dominant Gladiator's Scaled Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,42.0,42.0,
,,,20.0,,Warlock,,,,100.0,,,,,42.0,,,,Vindictive Gladiator's Felweave Cowl,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,51.0,,Shaman,,,,100.0,,,,,42.0,,,,Fierce Gladiator's Ringmail Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
,,,20.0,,Mage,,,,100.0,,,,,42.0,,,,Fierce Gladiator's Silk Cowl,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
,,,75.0,,,,18.0,,100.0,,,,,41.0,,,34.0,Greathelm of Barbed Chelicerae,,,,Rare,,101.0,,1.0,,,,,,62.0,41.0,41.0,
40.0,40.0,,50.0,,Hunter,,,,100.0,,,,,40.0,,,,Ferocious Combatant's Chain Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,75.0,,Death knight,,,,100.0,,,,,40.0,,,,Dominant Combatant's Dreadplate Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,40.0,40.0,
,,,20.0,,Mage,,,,100.0,,,,,40.0,,,,Demonic Combatant's Silk Cowl,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,34.0,,Monk,,,,100.0,,,,,40.0,,,,Fearless Combatant's Ironskin Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,34.0,,Druid,,,,85.0,,,,,40.0,,,,Vindictive Combatant's Dragonhide Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,34.0,,Druid,,,,100.0,,,,,40.0,,,,Cruel Combatant's Dragonhide Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,75.0,,Paladin,,,,100.0,,,,,40.0,,,,Fearless Combatant's Scaled Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,40.0,40.0,
40.0,40.0,,50.0,,,,,,100.0,,,19.0,,40.0,,,,Shrinebreaker Coif,,,,Uncommon,,101.0,,1.0,,,,,,61.0,,,33.0
40.0,40.0,,50.0,,,,,,100.0,,,38.0,,40.0,,,14.0,Bramblemail Helm,,,,Uncommon,,101.0,,1.0,,,,,,61.0,,,
40.0,40.0,,50.0,,,,21.0,,100.0,,,,,40.0,,,31.0,Headgear of the Scorned,,,,Uncommon,,101.0,,1.0,,,,,,61.0,,,
,,,20.0,,Priest,,,,100.0,,,,,40.0,,,,Fearless Combatant's Satin Hood,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,34.0,,Druid,,,,100.0,,,,,40.0,,,,Dominant Combatant's Dragonhide Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,34.0,,Rogue,,,,100.0,,,,,40.0,,,,Fearless Combatant's Leather Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,34.0,,Monk,,,,100.0,,,,,40.0,,,,Ferocious Combatant's Ironskin Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,34.0,,Monk,,,,85.0,,,,,40.0,,,,Vindictive Combatant's Ironskin Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,34.0,,Demon hunter,,,,100.0,,,,,40.0,,,,Vindictive Combatant's Felskin Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,75.0,,Paladin,,,,100.0,,,,,40.0,,,,Ferocious Combatant's Scaled Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,40.0,40.0,
,,,20.0,,Priest,,,,100.0,,,,,40.0,,,,Vindictive Combatant's Satin Hood,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,34.0,,Druid,,,,100.0,,,,,40.0,,,,Demonic Combatant's Dragonhide Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,50.0,,,,19.0,,100.0,,,33.0,,40.0,,,,Skyhorn Headgear,,,,Uncommon,,101.0,,1.0,,,,,,61.0,,,
40.0,40.0,,50.0,,Shaman,,,,100.0,,,,,40.0,,,,Dominant Combatant's Ringmail Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,20.0,,,,19.0,,100.0,,,33.0,,40.0,,,,Sunfrost Aurora,,,,Uncommon,,101.0,,1.0,,,,,,61.0,,,
,,,75.0,,Death knight,,,,100.0,,,,,40.0,,,,Cruel Combatant's Dreadplate Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,40.0,40.0,
,,,75.0,,Paladin,,,,100.0,,,,,40.0,,,,Fierce Combatant's Scaled Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,40.0,40.0,
40.0,40.0,,34.0,,Druid,,,,100.0,,,,,40.0,,,,Ferocious Combatant's Dragonhide Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,34.0,,Druid,,,,100.0,,,,,40.0,,,,Fearless Combatant's Dragonhide Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,34.0,,Monk,,,,100.0,,,,,40.0,,,,Dominant Combatant's Ironskin Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,20.0,,Warlock,,,,100.0,,,,,40.0,,,,Dominant Combatant's Felweave Cowl,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,50.0,,,,39.0,,85.0,,,15.0,,40.0,,,,Nightborne Stalker's Coif,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,17.0,,,,,,85.0,,,29.0,,33.0,,,15.0,Violet Guardian's Corona,,,,Rare,,,,1.0,,,,,,50.0,,,
,,,17.0,,,,,,70.0,,,,,33.0,,,,Temporal Scholar's Cowl,,,,Uncommon,,101.0,,1.0,,,,,,50.0,,,
33.0,33.0,,43.0,,,,,,70.0,,,,,33.0,,,,Dreadroot Linked Helm,,,,Uncommon,,101.0,,1.0,,,,,,50.0,,,
,,,65.0,,,,,,100.0,,,,,33.0,,,,Storm-Tempered Greathelm,,,,Uncommon,,101.0,,1.0,,,,,,50.0,33.0,33.0,
,,,,,,,,,,,,,,283.0,,,,Crown of Fluorescent Flora,,,,Rare,,110.0,,1.0,,,,,,453.0,,,
,,,71.0,,,,,,,,,,,235.0,,,,7th Legionnaire's Cowl,,,,Rare,,110.0,,1.0,,,,,,376.0,,,
235.0,235.0,,175.0,,,,,,,,,,,235.0,,,,7th Legionnaire's Skullcap,,,,Rare,,110.0,,1.0,,,,,,376.0,,,
235.0,235.0,,120.0,,,,,,,,,,,235.0,,,,Dread Combatant's Leather Helm,,,,Uncommon,,110.0,,1.0,,,,,,376.0,,,
235.0,235.0,,120.0,,,,,,85.0,,,,,235.0,,,,Honorbound Outrider's Faceguard,,,,Rare,,110.0,,1.0,,,,,,376.0,,,
,,,89.0,,Death knight,,41.0,,100.0,,,,,56.0,,,,Gravewalker's Faceguard,,,,Rare,,110.0,,1.0,,,,,,84.0,56.0,56.0,31.0
,,,24.0,,Priest,,31.0,,100.0,,,41.0,,56.0,,,,Faithsworn Hood,,,,Rare,,110.0,,1.0,,,,,,84.0,,,
56.0,56.0,,40.0,,Rogue,,41.0,,100.0,,,,,56.0,,,,Ambuscade Skullcap,,,,Rare,,110.0,,1.0,,,,,,84.0,,,31.0
54.0,54.0,,39.0,,Druid,,,,120.0,,,,,54.0,,,45.0,Oakheart's Puny Quods,,,,Legendary,,101.0,,1.0,,,,,,80.0,,,25.0
51.0,51.0,,38.0,,,,21.0,,70.0,,,45.0,,51.0,,,,Dinohide Mask,,,,Uncommon,,101.0,,1.0,,,,,,77.0,,,
51.0,51.0,,56.0,,,,,,,,,,,51.0,,,,Helm of the Sands,,,,Epic,,101.0,,1.0,,,,,,77.0,,,
,,,22.0,,Warlock,,,,,,,,,47.0,,,,Vindictive Gladiator's Felweave Cowl,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Rogue,,,,,,,,,47.0,,,,Demonic Gladiator's Leather Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,80.0,,Warrior,,,,,,,,,47.0,,,,Dominant Gladiator's Plate Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,47.0,47.0,
47.0,47.0,,54.0,,Hunter,,,,,,,,,47.0,,,,Demonic Gladiator's Chain Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,54.0,,Hunter,,,,,,,,,47.0,,,,Cruel Gladiator's Chain Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,54.0,,Shaman,,,,,,,,,47.0,,,,Demonic Gladiator's Ringmail Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,80.0,,Paladin,,,,,,,,,47.0,,,,Fearless Gladiator's Scaled Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,47.0,47.0,
47.0,47.0,,37.0,,Monk,,,,,,,,,47.0,,,,Demonic Gladiator's Ironskin Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,22.0,,Mage,,,,100.0,,,,,47.0,,,,Vindictive Gladiator's Silk Cowl,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Monk,,,,,,,,,47.0,,,,Vindictive Gladiator's Ironskin Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Rogue,,,,,,,,,47.0,,,,Fearless Gladiator's Leather Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Monk,,,,,,,,,47.0,,,,Cruel Gladiator's Ironskin Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Demon hunter,,,,,,,,,47.0,,,,Vindictive Gladiator's Felskin Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,80.0,,Paladin,,,,,,,,,47.0,,,,Fierce Gladiator's Scaled Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,47.0,47.0,
,,,80.0,,Paladin,,,,,,,,,47.0,,,,Vindictive Gladiator's Scaled Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,47.0,47.0,
47.0,47.0,,37.0,,Druid,,,,,,,,,47.0,,,,Ferocious Gladiator's Dragonhide Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Demon hunter,,,,,,,,,47.0,,,,Demonic Gladiator's Felskin Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,80.0,,Paladin,,,,,,,,,47.0,,,,Cruel Gladiator's Scaled Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,47.0,47.0,
47.0,47.0,,54.0,,Shaman,,,,,,,,,47.0,,,,Dominant Gladiator's Ringmail Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Druid,,26.0,,70.0,,,,,47.0,,,32.0,Springrain Hood,,,,Uncommon,,110.0,,1.0,,,,,,70.0,,,
,,,22.0,,Mage,,,,,,,,,47.0,,,,Dominant Gladiator's Silk Cowl,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
47.0,47.0,,37.0,,Druid,,,,,,,,,47.0,,,,Demonic Gladiator's Dragonhide Helm,,,,Epic,,110.0,,1.0,,,,,,70.0,,,
,,,36.0,,,,,,,,,,,,,,,Riftscarred Headcover,,,,Epic,,110.0,,1.0,,,,,,,,,
,,,20.0,,Mage,,,,100.0,,,,,42.0,,,,Fierce Gladiator's Silk Cowl,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
,,,76.0,,Paladin,,,,100.0,,,,,42.0,,,,Fearless Gladiator's Scaled Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,42.0,42.0,
42.0,42.0,,35.0,,Demon hunter,,,,100.0,,,,,42.0,,,,Cruel Gladiator's Felskin Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
,,,76.0,,Paladin,,,,100.0,,,,,42.0,,,,Fierce Gladiator's Scaled Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,42.0,42.0,
42.0,42.0,,35.0,,Demon hunter,,,,100.0,,,,,42.0,,,,Fierce Gladiator's Felskin Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,51.0,,Shaman,,,,100.0,,,,,42.0,,,,Dominant Gladiator's Ringmail Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,35.0,,Demon hunter,,,,100.0,,,,,42.0,,,,Cruel Gladiator's Felskin Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
,,,20.0,,Priest,,,,100.0,,,,,42.0,,,,Fierce Gladiator's Satin Hood,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
,,,20.0,,Warlock,,,,100.0,,,,,42.0,,,,Fearless Gladiator's Felweave Cowl,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
,,,20.0,,Priest,,,,100.0,,,,,42.0,,,,Demonic Gladiator's Satin Hood,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,35.0,,Monk,,,,100.0,,,,,42.0,,,,Dominant Gladiator's Ironskin Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,35.0,,Rogue,,,,100.0,,,,,42.0,,,,Vindictive Gladiator's Leather Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,51.0,,Shaman,,,,100.0,,,,,42.0,,,,Ferocious Gladiator's Ringmail Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,51.0,,Shaman,,,,100.0,,,,,42.0,,,,Vindictive Gladiator's Ringmail Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,51.0,,Hunter,,,,100.0,,,,,42.0,,,,Demonic Gladiator's Chain Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
,,,76.0,,Warrior,,,,100.0,,,,,42.0,,,,Dominant Gladiator's Plate Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,42.0,42.0,
42.0,42.0,,35.0,,Demon hunter,,,,100.0,,,,,42.0,,,,Dominant Gladiator's Felskin Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,51.0,,Shaman,,,,100.0,,,,,42.0,,,,Demonic Gladiator's Ringmail Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,51.0,,Hunter,,,,100.0,,,,,42.0,,,,Fearless Gladiator's Chain Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
42.0,42.0,,51.0,,Shaman,,,,100.0,,,,,42.0,,,,Cruel Gladiator's Ringmail Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,,,
,,,76.0,,Warrior,,,,100.0,,,,,42.0,,,,Vindictive Gladiator's Plate Helm,,,,Epic,,110.0,,1.0,,,,,,63.0,42.0,42.0,
41.0,41.0,,34.0,,,,,,100.0,,,38.0,,41.0,,,15.0,Corpse Feast Headwrap,,,,Rare,,101.0,,1.0,,,,,,62.0,,,
41.0,41.0,,34.0,,,,32.0,,100.0,,,20.0,,41.0,,,,Vigilant Bondbreaker Headdress,,,,Rare,,101.0,,1.0,,,,,,62.0,,,
,,,20.0,,,,,,100.0,,,,,41.0,,,,Imbued Silkweave Hood,,,,Epic,,110.0,,1.0,,,,,,62.0,,,
,,,75.0,,,,,,100.0,,,31.0,,41.0,,,22.0,Helmet of Reverent Loyalty,,,,Rare,,101.0,,1.0,,,,,,62.0,41.0,41.0,
,,,75.0,,,,36.0,,100.0,,,,,40.0,,,16.0,Skoldiir Helm,,,,Uncommon,,101.0,,1.0,,,,,,61.0,40.0,40.0,
,,,20.0,,Mage,,,,100.0,,,,,40.0,,,,Fearless Combatant's Silk Cowl,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,75.0,,Paladin,,,,100.0,,,,,40.0,,,,Dominant Combatant's Scaled Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,40.0,40.0,
,,,75.0,,Warrior,,,,100.0,,,,,40.0,,,,Dominant Combatant's Plate Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,40.0,40.0,
40.0,40.0,,34.0,,Demon hunter,,,,100.0,,,,,40.0,,,,Fearless Combatant's Felskin Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,50.0,,,,38.0,,100.0,,,14.0,,40.0,,,,Vilescale Helm,,,,Uncommon,,101.0,,1.0,,,,,,61.0,,,
40.0,40.0,,50.0,,Hunter,,,,85.0,,,,,40.0,,,,Vindictive Combatant's Chain Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,50.0,,Hunter,,,,100.0,,,,,40.0,,,,Fierce Combatant's Chain Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,75.0,,Death knight,,,,100.0,,,,,40.0,,,,Demonic Combatant's Dreadplate Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,40.0,40.0,
,,,75.0,,Paladin,,,,100.0,,,,,40.0,,,,Demonic Combatant's Scaled Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,40.0,40.0,
,,,20.0,,Warlock,,,,100.0,,,,,40.0,,,,Ferocious Combatant's Felweave Cowl,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,50.0,,Shaman,,,,100.0,,,,,40.0,,,,Cruel Combatant's Ringmail Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
40.0,40.0,,34.0,,Druid,,,,100.0,,,,,40.0,,,,Dominant Combatant's Dragonhide Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,20.0,,Mage,,,,100.0,,,,,40.0,,,,Cruel Combatant's Silk Cowl,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,75.0,,,,19.0,,100.0,,,,,40.0,,,33.0,Helm of the Disillusioned Guard,,,,Uncommon,,101.0,,1.0,,,,,,61.0,40.0,40.0,
40.0,40.0,,34.0,,Monk,,,,100.0,,,,,40.0,,,,Ferocious Combatant's Ironskin Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,20.0,,Mage,,,,100.0,,,,,40.0,,,,Fierce Combatant's Silk Cowl,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,75.0,,Death knight,,,,100.0,,,,,40.0,,,,Ferocious Combatant's Dreadplate Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,40.0,40.0,
40.0,40.0,,34.0,,,,20.0,,100.0,,,32.0,,40.0,,,,Rivermane Hood,,,,Uncommon,,101.0,,1.0,,,,,,61.0,,,
40.0,40.0,,50.0,,Hunter,,,,100.0,,,,,40.0,,,,Dominant Combatant's Chain Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,20.0,,Mage,,,,100.0,,,,,40.0,,,,Dominant Combatant's Silk Cowl,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
,,,75.0,,Death knight,,,,100.0,,,,,40.0,,,,Cruel Combatant's Dreadplate Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,40.0,40.0,
,,,20.0,,,,,,100.0,,,35.0,,40.0,,,17.0,Doomsinger Crown,,,,Uncommon,,101.0,,1.0,,,,,,61.0,,,
,,,75.0,,Warrior,,,,100.0,,,,,40.0,,,,Cruel Combatant's Plate Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,40.0,40.0,
40.0,40.0,,50.0,,,,,,100.0,,,32.0,,40.0,,,,Bitestone Cowl,,,,Uncommon,,101.0,,1.0,,,,,,61.0,,,20.0
40.0,40.0,,34.0,,Demon hunter,,,,100.0,,,,,40.0,,,,Fierce Combatant's Felskin Helm,,,,Rare,,110.0,,1.0,,,,,,61.0,,,
33.0,33.0,,43.0,,,,30.0,,70.0,,,,,33.0,,,14.0,Helm of the Fel Shaman,,,,Uncommon,,,,1.0,,,,,,50.0,,,
33084.0,33084.0,,27386.0,,,,,,,,,749.0,,33084.0,,,749.0,8.0 - PH Dungeon - Mail HEAD,,,,Rare,,110.0,,1.0,,,,,,49630.0,,,
149.0,149.0,,138.0,,,,52.0,,,,,107.0,,149.0,,,,Sea-Treated Mask,,,,Uncommon,,101.0,,1.0,,,,,,223.0,,,
235.0,235.0,,175.0,,,,,,,,,,,235.0,,,,Dread Combatant's Chain Helm,,,,Uncommon,,110.0,,1.0,,,,,,376.0,,,
,,,24.0,,Warlock,,31.0,,100.0,,,41.0,,56.0,,,,Unshackled Crown,,,,Rare,,110.0,,1.0,,,,,,84.0,,,
,,,89.0,,Warrior,,31.0,,100.0,,,41.0,,56.0,,,,Bladeplate Greathelm,,,,Rare,,110.0,,1.0,,,,,,84.0,56.0,56.0,
