agi,armor,classes,cooldown,critstrkrtng,dmg,dmgmax1,dmgmin1,dodgertng,dps,dura,hastertng,int,lifesteal,mastrtng,name_enus,natres,nsockets,pvppower,quality,reqlevel,rgdatkpwr,rgdcritstrkrtng,rgddmgmax,rgddmgmin,rgddps,rgdspeed,slotbak,socket1,socket2,speed,sta,str,versatility
35.0,,,,23.0,,94.0,62.0,,26.14,120.0,,,,23.0,Warmongering Gladiator's Heavy Crossbow,,,,Epic,100.0,,,94.0,62.0,26.14,3.0,26.0,,,3.0,52.0,,
32.0,,,,19.0,,84.0,61.0,,24.33,100.0,,,,23.0,Talon Guard Bow,,,,Rare,,,,84.0,61.0,24.33,3.0,15.0,,,3.0,48.0,,
33.0,,,,,,97.0,51.0,,24.83,120.0,30.0,,,14.0,Snub-Nosed Iron Rifle,,,,Epic,100.0,,,97.0,51.0,24.83,3.0,26.0,,,3.0,50.0,,
,,,,,,,,,,,,,,,Formula: Enchant Weapon - Gale-Force Striking,,,,Common,100.0,,,,,,,,,,,,,
,,,,,,,,,,,,,75.0,,Formula: Enchant Weapon - Siphoning,,,,Common,100.0,,,,,,,,,,,,,
34.0,,,,23.0,,89.0,65.0,,25.76,120.0,,,,23.0,Wild Gladiator's Longbow,,,,Epic,100.0,,,89.0,65.0,25.76,3.0,15.0,,,3.0,51.0,,
34.0,,,,29.0,,92.0,61.0,,25.52,120.0,,,,16.0,Felcrystal Impaler,,,,Epic,100.0,,,92.0,61.0,25.52,3.0,26.0,,,3.0,50.0,,
31.0,,,,,,83.0,55.0,,23.03,85.0,,,,,Longclaw Crossbow,,,,Uncommon,97.0,,,83.0,55.0,23.03,3.0,26.0,,,3.0,46.0,,
30.0,,,,,,78.0,57.0,,22.59,85.0,,,,,Skettis Bow,,,,Uncommon,96.0,,,78.0,57.0,22.59,3.0,15.0,,,3.0,45.0,,
33.0,,,,16.0,,86.0,63.0,,24.95,120.0,,,,28.0,Snarlwood Recurve Bow,,,,Epic,100.0,,,86.0,63.0,24.95,3.0,15.0,,,3.0,50.0,,
29.0,,,,,,91.0,67.0,,26.4,,15.0,,,24.0,Hellscream's Warbow,,2.0,,Heirloom,90.0,,,91.0,67.0,26.4,3.0,15.0,Prismatic socket,Prismatic socket,3.0,53.0,,
34.0,,,,23.0,,93.0,61.0,,25.78,120.0,,,,23.0,Wild Gladiator's Heavy Crossbow,,,,Epic,100.0,,,93.0,61.0,25.78,3.0,26.0,,,3.0,51.0,,
32.0,,,,,,95.0,51.0,,24.34,100.0,23.0,,,18.0,Black Iron Sniper Rifle,,,,Rare,100.0,,,95.0,51.0,24.34,3.0,26.0,,,3.0,48.0,,
27.0,,,,,,79.0,42.0,,20.23,85.0,,,,,Lunarglow Gun,,,,Uncommon,91.0,,,79.0,42.0,20.23,3.0,26.0,,,3.0,40.0,,
35.0,,,,23.0,,102.0,54.0,,26.16,120.0,,,,23.0,Warmongering Gladiator's Rifle,,,,Epic,100.0,,,102.0,54.0,26.16,3.0,26.0,,,3.0,52.0,,
33.0,,,,19.0,,97.0,51.0,,24.83,120.0,24.0,,,,Crack-Shot Longrifle,,,,Epic,100.0,,,97.0,51.0,24.83,3.0,26.0,,,3.0,50.0,,
33.0,,,,22.0,,97.0,51.0,,24.83,120.0,,,,22.0,Primal Gladiator's Rifle,,,,Epic,100.0,,,97.0,51.0,24.83,3.0,26.0,,,3.0,50.0,,
32.0,,,,21.0,,95.0,51.0,,24.34,100.0,,,,21.0,Primal Combatant's Rifle,,,,Rare,100.0,,,95.0,51.0,24.34,3.0,26.0,,,3.0,48.0,,
,,,,,,23.0,14.0,,9.26,90.0,12.0,95.0,,10.0,Rune-Etched Femur,,,,Rare,100.0,,,,,,,26.0,,,2.0,24.0,,
32.0,,,,,,84.0,61.0,,24.33,100.0,19.0,,,,Bal'ra's Compound Bow,,,,Rare,100.0,,,84.0,61.0,24.33,3.0,15.0,,,3.0,48.0,,23.0
,,,,,,,,,,,,,,,Hemet's Heartseeker,,,,Rare,91.0,,,,,,,,,,,,,
32.0,,,,21.0,,95.0,51.0,,24.34,100.0,,,,21.0,Primal Combatant's Rifle,,,,Rare,100.0,,,95.0,51.0,24.34,3.0,26.0,,,3.0,48.0,,
32.0,,,,,,84.0,61.0,,24.33,100.0,17.0,,,24.0,Longbow of Trials,,,,Rare,,,,84.0,61.0,24.33,3.0,15.0,,,3.0,48.0,,
31.0,,,,22.0,,80.0,59.0,,23.19,85.0,18.0,,,,Admiral Taylor's Hunting Bow,,,,Uncommon,,,,80.0,59.0,23.19,3.0,15.0,,,3.0,47.0,,
,,,,50.0,,,,,,,,,,,Formula: Enchant Weapon - Deadly Navigation,,,,Common,100.0,,,,,,,,,,,,,
31.0,,,,,,79.0,58.0,,22.93,85.0,,,,,Longclaw Bow,,,,Uncommon,97.0,,,79.0,58.0,22.93,3.0,15.0,,,3.0,46.0,,
30.0,,,,22.0,,88.0,47.0,,22.56,85.0,16.0,,,,Ketya's Boomstick,,,,Uncommon,,,,88.0,47.0,22.56,3.0,26.0,,,3.0,45.0,,
28.0,,,,,,72.0,53.0,,20.9,85.0,,,,,Creeperclaw Bow,,,,Uncommon,93.0,,,72.0,53.0,20.9,3.0,15.0,,,3.0,42.0,,
29.0,,,,,,89.0,66.0,,25.86,,15.0,,,23.0,Hellscream's Warbow,,2.0,,Heirloom,90.0,,,89.0,66.0,25.86,3.0,15.0,Prismatic socket,Prismatic socket,3.0,52.0,,
33.0,,,,23.0,,85.0,62.0,,24.59,120.0,,,,19.0,Shield-Shatter Longbow,,,,Epic,100.0,,,85.0,62.0,24.59,3.0,15.0,,,3.0,49.0,,
32.0,,,,23.0,,84.0,61.0,,24.33,100.0,,,,,Bonetooth Longbow,,,,Rare,100.0,,,84.0,61.0,24.33,3.0,15.0,,,3.0,48.0,,19.0
,,,,,,,,,,,,,,,Formula: Enchant Weapon - Versatile Navigation,,,,Common,100.0,,,,,,,,,,,,,
,,,,,,89.0,65.0,,25.76,,,,,,Wild Gladiator's Longbow,,,,Epic,100.0,,,89.0,65.0,25.76,3.0,15.0,,,3.0,,,
,,,,,,85.0,63.0,,24.69,,,,,,Primal Gladiator's Longbow,,,,Epic,100.0,,,85.0,63.0,24.69,3.0,15.0,,,3.0,,,
32.0,,Hunter,,23.0,,95.0,51.0,,24.34,100.0,19.0,,,,Trailseeker Shotgun,,,,Rare,100.0,,,95.0,51.0,24.34,3.0,26.0,,,3.0,48.0,,
,,,,,,,,,,,,,,,Formula: Enchant Weapon - Versatile Navigation,,,,Common,100.0,,,,,,,,,,,,,
33.0,,,,24.0,,86.0,63.0,,24.95,100.0,19.0,,,,Stormwind Vanguard Longbow,,,,Rare,1.0,,,86.0,63.0,24.95,3.0,15.0,,,3.0,50.0,,
33.0,,,,,,97.0,51.0,,24.83,120.0,,,,,Baleful Rifle,,,,Rare,100.0,,,97.0,51.0,24.83,3.0,26.0,,,3.0,50.0,,
33.0,,,,,,96.0,51.0,,24.59,120.0,,,,,Expeditious Gun,,,,Epic,100.0,,,96.0,51.0,24.59,3.0,26.0,,,3.0,49.0,,
32.0,,,,21.0,,84.0,61.0,,24.33,100.0,,,,21.0,Primal Combatant's Longbow,,,,Rare,100.0,,,84.0,61.0,24.33,3.0,15.0,,,3.0,48.0,,
32.0,,,,,,92.0,49.0,,23.6,100.0,,,,,Betsi's Boomstick,,,,Rare,98.0,,,92.0,49.0,23.6,3.0,26.0,,,3.0,47.0,,
29.0,,,,,,76.0,56.0,,22.08,85.0,,,,,Auchenai Bow,,,,Uncommon,95.0,,,76.0,56.0,22.08,3.0,15.0,,,3.0,44.0,,
28.0,,,,,,84.0,45.0,,21.54,85.0,,,,,Incised Gun,,,,Uncommon,94.0,,,84.0,45.0,21.54,3.0,26.0,,,3.0,43.0,,
,,,,,,25.0,14.0,,9.96,110.0,,101.0,,12.0,Warmongering Gladiator's Touch of Defeat,,,,Epic,100.0,,,,,,,26.0,,,2.0,26.0,,12.0
34.0,,,,23.0,,100.0,53.0,,25.66,100.0,,,,23.0,Warmongering Combatant's Rifle,,,,Rare,100.0,,,100.0,53.0,25.66,3.0,26.0,,,3.0,51.0,,
33.0,,,,22.0,,85.0,63.0,,24.69,100.0,,,,22.0,Wild Combatant's Longbow,,,,Rare,100.0,,,85.0,63.0,24.69,3.0,15.0,,,3.0,50.0,,
32.0,,,,,,87.0,58.0,,24.22,100.0,22.0,,,21.0,Azzakel's Boltslinger,,,,Rare,100.0,,,87.0,58.0,24.22,3.0,26.0,,,3.0,48.0,,
32.0,,,,,,93.0,50.0,,23.85,100.0,,,,22.0,Dead Eye Zakk's Boomshooter,,,,Rare,96.0,,,93.0,50.0,23.85,3.0,26.0,,,3.0,47.0,,20.0
32.0,,,,,,92.0,49.0,,23.6,85.0,,,,,Gorian Gun,,,,Uncommon,99.0,,,92.0,49.0,23.6,3.0,26.0,,,3.0,47.0,,
30.0,,,,,,88.0,47.0,,22.56,85.0,,,,,Skettis Gun,,,,Uncommon,96.0,,,88.0,47.0,22.56,3.0,26.0,,,3.0,45.0,,
,,,,,,,,,,,,,,50.0,Formula: Enchant Weapon - Masterful Navigation,,,,Common,100.0,,,,,,,,,,,,,
27.0,,,,,,71.0,52.0,,20.57,85.0,,,,,Vinewrapped Bow,,,,Uncommon,92.0,,,71.0,52.0,20.57,3.0,15.0,,,3.0,41.0,,
,,,,,,,,,,,,,,,Oglethorpe's Missile Splitter,,,,Rare,91.0,,,,,,,,,,,,,
33.0,,,,19.0,,89.0,59.0,,24.74,120.0,25.0,,,,Toxin-Tipped Bolt Launcher,,,,Epic,100.0,,,89.0,59.0,24.74,3.0,26.0,,,3.0,50.0,,
33.0,,,,22.0,,97.0,51.0,,24.83,100.0,,,,22.0,Wild Combatant's Rifle,,,,Rare,100.0,,,97.0,51.0,24.83,3.0,26.0,,,3.0,50.0,,
32.0,,,,,,84.0,61.0,,24.33,100.0,21.0,,,,Mighty Gorian Hunting Bow,,,,Rare,,,,84.0,61.0,24.33,3.0,15.0,,,3.0,48.0,,21.0
29.0,,,,,,80.0,53.0,,22.19,100.0,21.0,,,18.0,Auto-Loading Crossbow of the Sand Emperor,,,,Rare,92.0,,,80.0,53.0,22.19,3.0,26.0,,,3.0,44.0,,
24.0,,,,16.0,,7.0,4.0,,17.72,,,,,16.0,Primal Gladiator's Heavy Crossbow,,,,Epic,100.0,,,7.0,4.0,17.72,0.33,26.0,,,0.33,36.0,,
35.0,,,,23.0,,102.0,54.0,,26.16,120.0,,,,23.0,Warmongering Gladiator's Rifle,,,,Epic,100.0,,,102.0,54.0,26.16,3.0,26.0,,,3.0,52.0,,
,,,,10.0,,23.0,14.0,,9.26,110.0,,95.0,,12.0,Rod of Fel Nullification,,,,Epic,100.0,,,,,,,26.0,,,2.0,24.0,,
,,,,,,23.0,14.0,,9.26,110.0,11.0,95.0,,,Primal Gladiator's Touch of Defeat,,,,Epic,100.0,,,,,,,26.0,,,2.0,24.0,,11.0
,,,,,,23.0,14.0,,9.26,110.0,11.0,95.0,,,Primal Gladiator's Touch of Defeat,,,,Epic,100.0,,,,,,,26.0,,,2.0,24.0,,11.0
33.0,,,,,,85.0,62.0,,24.59,120.0,,,,,Expeditious Bow,,,,Epic,100.0,,,85.0,62.0,24.59,3.0,15.0,,,3.0,49.0,,
33.0,,Hunter,,23.0,,96.0,51.0,,24.59,85.0,19.0,,,,Trailseeker Shotgun,,,,Uncommon,100.0,,,96.0,51.0,24.59,3.0,26.0,,,3.0,49.0,,
32.0,,,,,,95.0,51.0,,24.34,100.0,,,,20.0,Ironbeard's Blunderbuss,,,,Rare,98.0,,,95.0,51.0,24.34,3.0,26.0,,,3.0,48.0,,22.0
31.0,,,,16.0,,83.0,55.0,,23.03,100.0,,,,23.0,Aarko's Antique Crossbow,,,,Rare,94.0,,,83.0,55.0,23.03,3.0,26.0,,,3.0,46.0,,
,,,,,,21.0,12.0,,8.44,75.0,,86.0,,,Sunsworn Wand,,,,Uncommon,96.0,,,,,,,26.0,,,2.0,22.0,,
29.0,,,,,,80.0,53.0,,22.19,100.0,,,,20.0,Iron Lookout's Arbalest,,,,Rare,92.0,,,80.0,53.0,22.19,3.0,26.0,,,3.0,44.0,,20.0
,,,,12.0,,25.0,14.0,,9.96,110.0,,101.0,,12.0,Warmongering Gladiator's Baton of Light,,,,Epic,100.0,,,,,,,26.0,,,2.0,26.0,,
33.0,,,,22.0,,97.0,51.0,,24.83,120.0,,,,22.0,Primal Gladiator's Rifle,,,,Epic,100.0,,,97.0,51.0,24.83,3.0,26.0,,,3.0,50.0,,
33.0,,,,22.0,,85.0,63.0,,24.69,120.0,,,,22.0,Wall-Watcher's Longbow,,,,Epic,100.0,,,85.0,63.0,24.69,3.0,15.0,,,3.0,50.0,,
,,Warlock,,11.0,,23.0,14.0,,9.26,,11.0,95.0,,,Ruinrain Wand,,,,Uncommon,100.0,,,,,,,26.0,,,2.0,24.0,,
33.0,,,,22.0,,85.0,63.0,,24.69,100.0,,,,22.0,Wild Combatant's Longbow,,,,Rare,100.0,,,85.0,63.0,24.69,3.0,15.0,,,3.0,50.0,,
32.0,,,,,,84.0,61.0,,24.33,85.0,,,,,Howling Bow,,,,Uncommon,100.0,,,84.0,61.0,24.33,3.0,15.0,,,3.0,48.0,,
32.0,,,,,,95.0,51.0,,24.34,85.0,,,,,Howling Gun,,,,Uncommon,100.0,,,95.0,51.0,24.34,3.0,26.0,,,3.0,48.0,,
,,,,11.0,,23.0,13.0,,9.19,90.0,,95.0,,11.0,Primal Combatant's Baton of Light,,,,Rare,100.0,,,,,,,26.0,,,2.0,24.0,,
,,,,,,22.0,13.0,,8.75,75.0,,89.0,,,Ruhkmari Wand,,,,Uncommon,98.0,,,,,,,26.0,,,2.0,23.0,,
29.0,,,,,,80.0,53.0,,22.19,85.0,,,,,Auchenai Crossbow,,,,Uncommon,95.0,,,80.0,53.0,22.19,3.0,26.0,,,3.0,44.0,,
29.0,,,,15.0,,76.0,56.0,,22.08,85.0,22.0,,,,Ogron Slayer's Eye-Poker,,,,Uncommon,,,,76.0,56.0,22.08,3.0,15.0,,,3.0,44.0,,
,,,,,,20.0,12.0,,8.05,75.0,,82.0,,,Zangarra Wand,,,,Uncommon,94.0,,,,,,,26.0,,,2.0,21.0,,
28.0,,,,,,75.0,50.0,,20.87,85.0,,,,,Creeperclaw Crossbow,,,,Uncommon,93.0,,,75.0,50.0,20.87,3.0,26.0,,,3.0,42.0,,
,,,,,,25.0,14.0,,9.96,110.0,,101.0,,12.0,Warmongering Gladiator's Touch of Defeat,,,,Epic,100.0,,,,,,,26.0,,,2.0,26.0,,12.0
34.0,,,,23.0,,93.0,61.0,,25.78,120.0,,,,23.0,Wild Gladiator's Heavy Crossbow,,,,Epic,100.0,,,93.0,61.0,25.78,3.0,26.0,,,3.0,51.0,,
34.0,,,,23.0,,100.0,53.0,,25.66,120.0,,,,23.0,Wild Gladiator's Rifle,,,,Epic,100.0,,,100.0,53.0,25.66,3.0,26.0,,,3.0,51.0,,
,,,,,,24.0,14.0,,9.64,110.0,11.0,98.0,,,Wild Gladiator's Touch of Defeat,,,,Epic,100.0,,,,,,,26.0,,,2.0,25.0,,11.0
34.0,,,,23.0,,89.0,65.0,,25.76,100.0,,,,23.0,Warmongering Combatant's Longbow,,,,Rare,100.0,,,89.0,65.0,25.76,3.0,15.0,,,3.0,51.0,,
33.0,,Hunter,,24.0,,97.0,51.0,,24.83,85.0,19.0,,,,Warscout Shotgun,,,,Uncommon,100.0,,,97.0,51.0,24.83,3.0,26.0,,,3.0,50.0,,
,,,,,,97.0,51.0,,24.83,,,,,,Primal Gladiator's Rifle,,,,Epic,100.0,,,97.0,51.0,24.83,3.0,26.0,,,3.0,,,
33.0,,,,,,85.0,63.0,,24.69,120.0,,,,,Formidable Longbow,,,,Epic,100.0,,,85.0,63.0,24.69,3.0,15.0,,,3.0,50.0,,
,,,,,,23.0,13.0,,9.22,110.0,,95.0,,,Blackfire Wand,,,,Epic,100.0,,,,,,,26.0,,,2.0,24.0,,
32.0,,,,21.0,,87.0,58.0,,24.22,85.0,,,,21.0,Void-Warped Oshu'gun Crossbow,,,,Uncommon,,,,87.0,58.0,24.22,3.0,26.0,,,3.0,48.0,,
32.0,,,,,,87.0,58.0,,24.22,100.0,,,,16.0,Leafhide Penetrator,,,,Rare,100.0,,,87.0,58.0,24.22,3.0,26.0,,,3.0,48.0,,24.0
32.0,,,,21.0,,84.0,61.0,,24.33,100.0,,,,21.0,Primal Combatant's Longbow,,,,Rare,100.0,,,84.0,61.0,24.33,3.0,15.0,,,3.0,48.0,,
32.0,,,,,,86.0,57.0,,23.87,100.0,21.0,,,21.0,Anzu's Malice,,,,Rare,96.0,,,86.0,57.0,23.87,3.0,26.0,,,3.0,47.0,,
,,,,,,23.0,13.0,,9.13,90.0,11.0,92.0,,9.0,Anzu's Scorn,,,,Rare,96.0,,,,,,,26.0,,,2.0,24.0,,
,,,,,,22.0,13.0,,8.75,75.0,,89.0,,,Shadowsage Wand,,,,Uncommon,97.0,,,,,,,26.0,,,2.0,23.0,,
31.0,,,,,,83.0,55.0,,23.03,85.0,21.0,,,19.0,Talador Sentinel Standard Issue,,,,Uncommon,,,,83.0,55.0,23.03,3.0,26.0,,,3.0,46.0,,
29.0,,,,,,86.0,46.0,,22.08,85.0,,,,,Auchenai Gun,,,,Uncommon,95.0,,,86.0,46.0,22.08,3.0,26.0,,,3.0,44.0,,
,50.0,,,,,,,,,,,,,,Formula: Enchant Weapon - Stalwart Navigation,,,,Common,100.0,,,,,,,,,,,,,
,50.0,,,,,,,,,,,,,,Formula: Enchant Weapon - Stalwart Navigation,,,,Common,100.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,50.0,Formula: Enchant Weapon - Masterful Navigation,,,,Common,100.0,,,,,,,,,,,,,
,,,,,,19.0,11.0,,7.66,75.0,,80.0,,,Growthshaper Wand,,,,Uncommon,92.0,,,,,,,26.0,,,2.0,21.0,,
,,,,,,39.0,28.0,,11.27,85.0,,,,,Saga of Elandrul,,,,Poor,100.0,,,39.0,28.0,11.27,3.0,15.0,,,3.0,,,
,,,,,,7.0,4.0,,1.98,120.0,,,,,Tournament Gladiator's Longbow,,,,Epic,100.0,,,7.0,4.0,1.98,3.0,15.0,,,3.0,,,
,,,,,,25.0,14.0,,9.96,110.0,,,,,Warmongering Gladiator's Baton of Light,,,,Epic,100.0,,,,,,,26.0,,,2.0,,,
,,,,,,24.0,14.0,,9.64,,,,,,Wild Gladiator's Touch of Defeat,,,,Epic,100.0,,,,,,,26.0,,,2.0,,,
,,,,11.0,,24.0,14.0,,9.64,90.0,,98.0,,11.0,Warmongering Combatant's Baton of Light,,,,Rare,100.0,,,,,,,26.0,,,2.0,25.0,,
,,,,,,24.0,14.0,,9.64,90.0,11.0,98.0,,,Warmongering Combatant's Touch of Defeat,,,,Rare,100.0,,,,,,,26.0,,,2.0,25.0,,11.0
,,,,,,100.0,53.0,,25.66,,,,,,Wild Gladiator's Rifle,,,,Epic,100.0,,,100.0,53.0,25.66,3.0,26.0,,,3.0,,,
33.0,,,,24.0,,86.0,63.0,,24.95,100.0,19.0,,,,Longbow of the Horde Vanguard,,,,Rare,1.0,,,86.0,63.0,24.95,3.0,15.0,,,3.0,50.0,,
33.0,,,,22.0,,97.0,51.0,,24.83,100.0,,,,22.0,Wild Combatant's Rifle,,,,Rare,100.0,,,97.0,51.0,24.83,3.0,26.0,,,3.0,50.0,,
,,,,11.0,,23.0,14.0,,9.26,90.0,,95.0,,11.0,Wild Combatant's Baton of Light,,,,Rare,100.0,,,,,,,26.0,,,2.0,24.0,,
,,Mage,,11.0,,23.0,13.0,,9.22,,11.0,95.0,,,Mountainsage Wand,,,,Uncommon,100.0,,,,,,,26.0,,,2.0,24.0,,
,,Mage,,11.0,,23.0,13.0,,9.19,90.0,11.0,95.0,,,Mountainsage Wand,,,,Rare,100.0,,,,,,,26.0,,,2.0,24.0,,
,,,,9.0,,23.0,13.0,,9.19,90.0,12.0,95.0,,,Glowing Morel,,,,Rare,100.0,,,,,,,26.0,,,2.0,24.0,,
,,,,11.0,,23.0,13.0,,9.19,90.0,,95.0,,11.0,Primal Combatant's Baton of Light,,,,Rare,100.0,,,,,,,26.0,,,2.0,24.0,,
32.0,,,,,,82.0,60.0,,23.71,85.0,,,,,Gorian Bow,,,,Uncommon,99.0,,,82.0,60.0,23.71,3.0,15.0,,,3.0,47.0,,
,,,,,,21.0,12.0,,8.44,75.0,,86.0,,10.0,Iron Shredder Doohickey,,,,Uncommon,,,,,,,,26.0,,,2.0,22.0,,9.0
,,,,,,21.0,12.0,,8.38,75.0,,86.0,,,Soulkeeper Wand,,,,Uncommon,95.0,,,,,,,26.0,,,2.0,22.0,,
,,,,,,21.0,12.0,,8.38,90.0,11.0,86.0,,9.0,Kuug'lar's Stylus of Sorcery,,,,Rare,92.0,,,,,,,26.0,,,2.0,22.0,,
28.0,,,,,,74.0,54.0,,21.48,85.0,,,,,Incised Bow,,,,Uncommon,94.0,,,74.0,54.0,21.48,3.0,15.0,,,3.0,43.0,,
,,,,,,,,,,,,,,,Formula: Enchant Weapon - Gale-Force Striking,,,,Common,100.0,,,,,,,,,,,,,
,,,,,,20.0,11.0,,7.96,75.0,,80.0,,,Evermorn Wand,,,,Uncommon,93.0,,,,,,,26.0,,,2.0,21.0,,
27.0,,,,,,80.0,43.0,,20.53,85.0,,,,,Vinewrapped Gun,,,,Uncommon,92.0,,,80.0,43.0,20.53,3.0,26.0,,,3.0,41.0,,
,,,,,,19.0,11.0,,7.61,75.0,,76.0,,,Moonwhisper Wand,,,,Uncommon,91.0,,,,,,,26.0,,,2.0,20.0,,
24.0,,,,16.0,,7.0,4.0,,17.72,,,,,16.0,Primal Gladiator's Heavy Crossbow,,,,Epic,100.0,,,7.0,4.0,17.72,0.33,26.0,,,0.33,36.0,,
2935.0,,,,283.0,,604.0,402.0,,2208.07,,,,,283.0,Primal Combatant's Heavy Crossbow,,,,Rare,100.0,,,604.0,402.0,2208.07,0.23,26.0,,,0.23,4402.0,,
,,,,,,25.0,14.0,,9.96,,,,,,Warmongering Gladiator's Touch of Defeat,,,,Epic,100.0,,,,,,,26.0,,,2.0,,,
,,,,,,102.0,54.0,,26.16,120.0,,,,,Warmongering Gladiator's Rifle,,,,Epic,100.0,,,102.0,54.0,26.16,3.0,26.0,,,3.0,,,
34.0,,,,23.0,,93.0,61.0,,25.78,100.0,,,,23.0,Warmongering Combatant's Heavy Crossbow,,,,Rare,100.0,,,93.0,61.0,25.78,3.0,26.0,,,3.0,51.0,,
,,,,,,93.0,61.0,,25.78,,,,,,Wild Gladiator's Heavy Crossbow,,,,Epic,100.0,,,93.0,61.0,25.78,3.0,26.0,,,3.0,,,
34.0,,,,23.0,,100.0,53.0,,25.66,120.0,,,,23.0,Wild Gladiator's Rifle,,,,Epic,100.0,,,100.0,53.0,25.66,3.0,26.0,,,3.0,51.0,,
,,,,,,24.0,14.0,,9.64,90.0,11.0,98.0,,,Warmongering Combatant's Touch of Defeat,,,,Rare,100.0,,,,,,,26.0,,,2.0,25.0,,11.0
,,,,11.0,,24.0,14.0,,9.64,110.0,,98.0,,11.0,Wild Gladiator's Baton of Light,,,,Epic,100.0,,,,,,,26.0,,,2.0,25.0,,
,,,,,,24.0,14.0,,9.64,,,,,,Wild Gladiator's Baton of Light,,,,Epic,100.0,,,,,,,26.0,,,2.0,,,
,,,,11.0,,24.0,14.0,,9.64,110.0,,98.0,,11.0,Wild Gladiator's Baton of Light,,,,Epic,100.0,,,,,,,26.0,,,2.0,25.0,,
,,,,,,24.0,14.0,,9.64,110.0,11.0,98.0,,,Wild Gladiator's Touch of Defeat,,,,Epic,100.0,,,,,,,26.0,,,2.0,25.0,,11.0
34.0,,,,23.0,,89.0,65.0,,25.76,100.0,,,,23.0,Warmongering Combatant's Longbow,,,,Rare,100.0,,,89.0,65.0,25.76,3.0,15.0,,,3.0,51.0,,
,,,,15.0,,23.0,14.0,,9.26,110.0,,95.0,,7.0,Demonspine Wand,,,,Epic,100.0,,,,,,,26.0,,,2.0,24.0,,
33.0,,,,,,85.0,63.0,,24.69,120.0,,,,,Grandiose Longbow,,,,Epic,100.0,,,85.0,63.0,24.69,3.0,15.0,,,3.0,50.0,,
,,,,11.0,,23.0,14.0,,9.26,110.0,,95.0,,11.0,Primal Gladiator's Baton of Light,,,,Epic,100.0,,,,,,,26.0,,,2.0,24.0,,
,,Mage,,11.0,,23.0,14.0,,9.26,75.0,11.0,95.0,,,Abstruse Wand,,,,Uncommon,100.0,,,,,,,26.0,,,2.0,24.0,,
,,Priest,,11.0,,23.0,14.0,,9.26,75.0,11.0,95.0,,,Soulward Wand,,,,Uncommon,100.0,,,,,,,26.0,,,2.0,24.0,,
33.0,,,,22.0,,89.0,59.0,,24.74,100.0,,,,22.0,Wild Combatant's Heavy Crossbow,,,,Rare,100.0,,,89.0,59.0,24.74,3.0,26.0,,,3.0,50.0,,
33.0,,,,22.0,,89.0,59.0,,24.74,100.0,,,,22.0,Wild Combatant's Heavy Crossbow,,,,Rare,100.0,,,89.0,59.0,24.74,3.0,26.0,,,3.0,50.0,,
33.0,,,,,,89.0,59.0,,24.74,100.0,22.0,,,22.0,Fel Destroyer Crossbow,,,,Rare,100.0,,,89.0,59.0,24.74,3.0,26.0,,,3.0,50.0,,
,,,,11.0,,23.0,14.0,,9.26,90.0,,95.0,,11.0,Wild Combatant's Baton of Light,,,,Rare,100.0,,,,,,,26.0,,,2.0,24.0,,
,,,,,,23.0,14.0,,9.26,90.0,11.0,95.0,,,Wild Combatant's Touch of Defeat,,,,Rare,100.0,,,,,,,26.0,,,2.0,24.0,,11.0
,,Priest,,11.0,,23.0,13.0,,9.22,,11.0,95.0,,,Communal Wand,,,,Uncommon,100.0,,,,,,,26.0,,,2.0,24.0,,
32.0,,,,,,84.0,61.0,,24.33,100.0,,,,,Munificent Longbow,,,,Rare,100.0,,,84.0,61.0,24.33,3.0,15.0,,,3.0,48.0,,
,,Priest,,11.0,,23.0,13.0,,9.19,90.0,11.0,95.0,,,Communal Wand,,,,Rare,100.0,,,,,,,26.0,,,2.0,24.0,,
32.0,,,,,,87.0,58.0,,24.22,85.0,,,,,Howling Crossbow,,,,Uncommon,100.0,,,87.0,58.0,24.22,3.0,26.0,,,3.0,48.0,,
,,Warlock,,11.0,,23.0,13.0,,9.19,90.0,11.0,95.0,,,Felsoul Wand,,,,Rare,100.0,,,,,,,26.0,,,2.0,24.0,,
,,,,,,23.0,13.0,,9.19,90.0,,95.0,,11.0,Primal Combatant's Touch of Defeat,,,,Rare,100.0,,,,,,,26.0,,,2.0,24.0,,11.0
32.0,,,,22.0,,87.0,58.0,,24.22,100.0,,,,,Gu'gok's Rangefinder,,,,Rare,100.0,,,87.0,58.0,24.22,3.0,26.0,,,3.0,48.0,,20.0
,,,,,,23.0,13.0,,9.19,90.0,11.0,95.0,,11.0,Painbringer's Crystal,,,,Rare,100.0,,,,,,,26.0,,,2.0,24.0,,
31.0,,,,,,79.0,58.0,,22.93,85.0,,,,,Bloodmane Bow,,,,Uncommon,98.0,,,79.0,58.0,22.93,3.0,15.0,,,3.0,46.0,,
31.0,,,,,,90.0,48.0,,23.04,85.0,,,,,Bloodmane Gun,,,,Uncommon,98.0,,,90.0,48.0,23.04,3.0,26.0,,,3.0,46.0,,
30.0,,,,,,81.0,54.0,,22.52,85.0,,,,,Skettis Crossbow,,,,Uncommon,96.0,,,81.0,54.0,22.52,3.0,26.0,,,3.0,45.0,,
29.0,,,,,,76.0,56.0,,22.08,85.0,15.0,,,22.0,Abandoned Dark Iron Longbow,,,,Uncommon,,,,76.0,56.0,22.08,3.0,15.0,,,3.0,44.0,,
