agi,agiint,arcres,armor,avoidance,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,int,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqlevel,rgdatkpwr,slotbak,socket1,socket2,speed,sta,str,strint,versatility
25.0,25.0,,28.0,,,,,,55.0,,,13.0,25.0,18.0,Bite-Resistant Wristclamps,,,,Epic,110.0,,9.0,,,,37.0,,,
30.0,30.0,,21.0,,Druid,,16.0,,70.0,,,22.0,30.0,,Luffa Wrappings,,,,Legendary,101.0,,9.0,,,,45.0,,,
,,,14.0,,,,27.0,,55.0,,,,36.0,16.0,Blood-Drenched Bindings,,,,Epic,110.0,,9.0,,,,54.0,,,
,,,14.0,,,,18.0,,55.0,,,25.0,36.0,,Cuffs of the Viridian Flameweavers,,,,Epic,110.0,,9.0,,,,54.0,,,
30.0,30.0,,31.0,,Shaman,,25.0,,70.0,,,,30.0,13.0,Akainu's Absolute Justice,,,,Legendary,101.0,,9.0,,,,45.0,,,
23.0,23.0,,18.0,,Druid,,17.0,,50.0,,,,23.0,,Bracers of the Dreamgrove,,1.0,,Rare,110.0,,9.0,Prismatic socket,,,35.0,,,12.0
,,,10.0,,,,,,50.0,,,,21.0,,Silkweave Bracers,,,,Rare,103.0,,9.0,,,,31.0,,,
,,,42.0,,,,,,55.0,,,20.0,25.0,,Calcareous Wristclamps,,,,Epic,110.0,,9.0,,,,37.0,25.0,25.0,11.0
,,,47.0,,Warrior,,,,70.0,,,16.0,30.0,22.0,Mannoroth's Bloodletting Manacles,,,,Legendary,101.0,,9.0,,,,45.0,30.0,30.0,28.0
25.0,25.0,,28.0,,,,,,55.0,,,18.0,25.0,13.0,Manacles of the Nightmare Colossus,,,,Epic,110.0,,9.0,,,,37.0,,,
27.0,27.0,,29.0,,,,23.0,,55.0,,,,27.0,11.0,Thistle-Proof Thorngrabbers,,,,Epic,110.0,,9.0,,,,40.0,,,
,,,11.0,,,,,,55.0,,,,23.0,,Imbued Silkweave Bracers,,,,Epic,110.0,,9.0,,,,35.0,,,
18.0,18.0,,16.0,,,,,,40.0,,,,18.0,,Smolderhide Bindings,,,,Uncommon,101.0,,9.0,,,,28.0,,,
36.0,36.0,,35.0,,,,,,55.0,,,16.0,36.0,27.0,Scalding Shatterguards,,,,Epic,110.0,,9.0,,,,54.0,,,
,,,13.0,,Priest,,22.0,,70.0,,,,30.0,16.0,Anund's Seared Shackles,,,,Legendary,101.0,,9.0,,,,45.0,,,
,,,12.0,,,,24.0,,55.0,,,,28.0,,Oathbreaker's Cuffs,,,,Epic,110.0,,9.0,,,,43.0,,,12.0
,,,11.0,,,,,,55.0,,,13.0,25.0,18.0,Ragged Fur Wristwraps,,,,Epic,110.0,,9.0,,,,37.0,,,
,,,38.0,,,,45.0,,55.0,,,,69.0,,7th Legionnaire's Cuffs,,,,Rare,110.0,,9.0,,,,104.0,,,21.0
36.0,36.0,,35.0,,,,,,55.0,,,28.0,36.0,,Reality-Splitting Wristguards,,,,Epic,110.0,,9.0,,,,54.0,,,15.0
,,,13.0,,Priest,,16.0,,70.0,,,22.0,30.0,,Muze's Unwavering Will,,,,Legendary,101.0,,9.0,,,,45.0,,,
27.0,27.0,,29.0,,,,,,55.0,,,,27.0,14.0,Stinger Resistant Bracers,,,,Epic,110.0,,9.0,,,,40.0,,,20.0
25.0,25.0,,19.0,,,,9.0,,55.0,,,23.0,25.0,,Wax-Sealed Leather Bracers,,,,Epic,110.0,,9.0,,,,38.0,,,
25.0,25.0,,19.0,,,,21.0,,55.0,,,,25.0,,Sky-Valiant's Wristguards,,,,Epic,110.0,,9.0,,,,37.0,,,10.0
,,,41.0,,Paladin,,,,55.0,,,,24.0,,Demonic Gladiator's Scaled Wristplates,,,,Epic,110.0,,9.0,,,,36.0,24.0,24.0,
,,,40.0,,Paladin,,9.0,,50.0,,,,23.0,20.0,Bindings of the Silver Hand,,1.0,,Rare,110.0,,9.0,Prismatic socket,,,35.0,23.0,23.0,
,,,24233.0,,,,,,,,,305.0,20428.0,567.0,Vambraces of Resolute Justice,,,,Epic,110.0,,9.0,,,1.11,30643.0,20428.0,20428.0,
36.0,36.0,,35.0,,,,25.0,,55.0,,,,36.0,19.0,Wristguards of Ominous Forging,,,,Epic,110.0,,9.0,,,,54.0,,,
,,,12.0,,,,,,55.0,,,21.0,28.0,15.0,Ravenous Devotee's Bracelets,,,,Epic,110.0,,9.0,,,,43.0,,,
,,,52.0,,,,,,55.0,,,25.0,36.0,19.0,Vambraces of Life's Assurance,,,,Epic,110.0,,9.0,,,,54.0,36.0,36.0,
,,,13.0,,Priest,,,,70.0,,,25.0,30.0,13.0,"Skjoldr, Sanctuary of Ivagont",,,,Legendary,101.0,,9.0,,,,45.0,,,
,,,42.0,,,,20.0,,55.0,,,,25.0,11.0,Ettinbone Bracers,,,,Epic,110.0,,9.0,,,,38.0,25.0,25.0,
30.0,30.0,,21.0,,Demon hunter,,25.0,,70.0,,,,30.0,13.0,Mo'arg Bionic Stabilizers,,,,Legendary,101.0,,9.0,,,,45.0,,,
30.0,30.0,,21.0,19.0,Demon hunter,,,,70.0,,,16.0,30.0,22.0,The Defiler's Lost Vambraces,,,,Legendary,101.0,,9.0,,,,45.0,,,
30.0,30.0,,21.0,,Druid,,22.0,,70.0,,,16.0,30.0,,"Edraith, Bonds of Aglaya",,,,Legendary,101.0,,9.0,,,,45.0,,,
23.0,23.0,,27.0,,Shaman,,20.0,,50.0,,,,23.0,,Farseer's Wristwraps,,1.0,,Rare,110.0,,9.0,Prismatic socket,,,35.0,,,8.0
23.0,23.0,,18.0,,,,,,50.0,,,,23.0,,Warhide Bindings,,,,Rare,108.0,,9.0,,,,34.0,,,
69.0,69.0,,94.0,,,,45.0,,55.0,,,,69.0,21.0,7th Legionnaire's Bindings,,,,Rare,110.0,,9.0,,,,104.0,,,
36.0,36.0,,24.0,,,,,,55.0,,,27.0,36.0,,Bracers of Wanton Morality,,,,Epic,110.0,,9.0,,,,54.0,,,16.0
,,,47.0,,Paladin,,22.0,,70.0,,,22.0,30.0,16.0,"Aegisjalmur, the Armguards of Awe",,,,Legendary,101.0,,9.0,,,,45.0,30.0,30.0,
30.0,30.0,,21.0,,Monk,,13.0,,70.0,,,25.0,30.0,,Drinking Horn Cover,,,,Legendary,101.0,,9.0,,,,45.0,,,
,,,44.0,,,,23.0,,55.0,,,,27.0,11.0,Duskwatch Plate Bracers,,,,Epic,110.0,,9.0,,,,40.0,27.0,27.0,
,,,44.0,,,,,,55.0,,,,27.0,20.0,Jagged Carapace Wristclamps,,,,Epic,110.0,,9.0,,,,40.0,27.0,27.0,14.0
25.0,25.0,,19.0,,,,22.0,,55.0,,,9.0,25.0,,Dragonspur Wristguards,,,,Epic,110.0,,9.0,,,,37.0,,,
,,,11.0,,Warlock,,,,50.0,,,,23.0,19.0,Wristbands of the Black Harvest,,1.0,,Rare,110.0,,9.0,Prismatic socket,,,35.0,,,10.0
,,,45.0,,,,24.0,,55.0,,,,28.0,,Bonemeal-Crusted Armplates,,,,Epic,110.0,,9.0,,,,43.0,28.0,28.0,11.0
,,,11.0,,,,21.0,,55.0,,,,25.0,,Snowdrift Bracers,,,,Epic,110.0,,9.0,,,,38.0,,,11.0
25.0,25.0,,28.0,,,,22.0,,55.0,,,9.0,25.0,,Armguards of Burning Passion,,,,Epic,101.0,,9.0,,,,37.0,,,
23.0,23.0,,27.0,,,,,,55.0,,,8.0,23.0,20.0,Remorseless Chain Armbands,,,,Rare,101.0,,9.0,,,,35.0,,,
23.0,23.0,,18.0,,,,,,55.0,,,20.0,23.0,,Steelgazer Hide Bracers,,,,Uncommon,101.0,,9.0,,,,35.0,,,9.0
36.0,36.0,,24.0,,,,,,55.0,,,18.0,36.0,25.0,Bracers of Diabolic Fury,,,,Epic,110.0,,9.0,,,,54.0,,,
,,,52.0,,,,,,55.0,,,,36.0,18.0,Tainted Corruptor's Vambraces,,,,Epic,110.0,,9.0,,,,54.0,36.0,36.0,26.0
23.0,23.0,,18.0,,,,,,55.0,,,8.0,23.0,21.0,Wristbands of Rousing Violence,,,,Rare,101.0,,9.0,,,,35.0,,,
,,,48.0,,Warrior,,,,55.0,,,23.0,32.0,,Bladeplate Braces,,,,Rare,110.0,,9.0,,,,47.0,32.0,32.0,17.0
,,,13.0,,Warlock,,,,70.0,,,22.0,30.0,16.0,Streten's Sleepless Shackles,,,,Legendary,101.0,,9.0,,,,45.0,,,
30.0,30.0,,31.0,,Hunter,,22.0,,70.0,,,16.0,30.0,,Magnetized Blasting Cap Launcher,,,,Legendary,101.0,,9.0,,,,45.0,,,
28.0,28.0,,21.0,,,,21.0,,55.0,,,15.0,28.0,,Bracers of Rippling Darkness,,,,Epic,110.0,,9.0,,,,43.0,,,
26.0,26.0,,20.0,,Rogue,,,,,,,,26.0,,Cruel Gladiator's Leather Wristguards,,,,Epic,110.0,,9.0,,,,39.0,,,
,,,11.0,,,,,,55.0,,,22.0,25.0,9.0,Clasp of Cosmic Insignificance,,,,Epic,110.0,,9.0,,,,37.0,,,
23.0,23.0,,18.0,,Rogue,,18.0,,50.0,,,11.0,23.0,,Wristbands of the Uncrowned,,1.0,,Rare,110.0,,9.0,Prismatic socket,,,35.0,,,
,,,40.0,,,,8.0,,55.0,,,,23.0,,Xorothian Vambraces,,,,Uncommon,101.0,,9.0,,,,35.0,23.0,23.0,21.0
23.0,23.0,,18.0,,Demon hunter,,,,50.0,,,20.0,23.0,,Wristwraps of the Shattered Abyss,,1.0,,Rare,110.0,,9.0,Prismatic socket,,,35.0,,,8.0
,,,35.0,,,,,,50.0,,,,20.0,,Leystone Armguards,,,,Rare,101.0,,9.0,,,,30.0,20.0,20.0,
,,,14.0,,,,,,55.0,,,18.0,36.0,26.0,Fel-Absorbant Wristbands,,,,Epic,110.0,,9.0,,,,54.0,,,
36.0,36.0,,35.0,,,,27.0,,55.0,,,17.0,36.0,,Poison-Barbed Bracers,,,,Epic,110.0,,9.0,,,,54.0,,,
30.0,30.0,,31.0,,Shaman,,,,70.0,,,22.0,30.0,16.0,Al'Akir's Acrimony,,,,Legendary,101.0,,9.0,,,,45.0,,,
30.0,30.0,,21.0,,Rogue,,22.0,,70.0,,,16.0,30.0,,Greenskin's Waterlogged Wristcuffs,,,,Legendary,101.0,,9.0,,,,45.0,,,
,,,12.0,,,,20.0,,55.0,,,,28.0,15.0,Cuffs of Fearful Service,,,,Epic,110.0,,9.0,,,,43.0,,,
,,,12.0,,,,,,55.0,,,24.0,27.0,,Woven Lasher Tendril Bracers,,,,Epic,110.0,,9.0,,,,40.0,,,10.0
25.0,25.0,,19.0,,,,,,55.0,,,23.0,25.0,8.0,Blackfin Wristband,,,,Epic,101.0,,9.0,,,,37.0,,,
,,,42.0,,,,,,55.0,,,10.0,25.0,21.0,Dragonbone Wristclamps,,,,Epic,110.0,,9.0,,,,37.0,25.0,25.0,
,,,41.0,,Paladin,,,,55.0,,,,24.0,,Cruel Gladiator's Scaled Wristplates,,,,Epic,110.0,,9.0,,,,36.0,24.0,24.0,
23.0,23.0,,18.0,,,,10.0,,55.0,,,18.0,23.0,,Bracers of Dark Binding,,,,Rare,101.0,,9.0,,,,35.0,,,
,,,11.0,,,,,,55.0,,,8.0,23.0,21.0,Wristbands of Cursed Torment,,,,Rare,101.0,,9.0,,,,35.0,,,
,,,40.0,,,,,,55.0,,,10.0,23.0,19.0,Vambraces of Fel Crust,,,,Rare,101.0,,9.0,,,,35.0,23.0,23.0,
23.0,23.0,,27.0,,,,,,55.0,,,9.0,23.0,,Shrinebreaker Bracers,,,,Uncommon,101.0,,9.0,,,,35.0,,,20.0
,,,40.0,,,,,,55.0,,,,23.0,20.0,Coralplate Wristguard,,,,Uncommon,101.0,,9.0,,,,35.0,23.0,23.0,9.0
18.0,18.0,,16.0,,,,,,40.0,,,,18.0,,Icepine Bindings,,,,Uncommon,101.0,,9.0,,,,28.0,,,
,,,38.0,,,,45.0,,55.0,,,,69.0,,Honorbound Artificer's Cuffs,,,,Rare,110.0,,9.0,,,,104.0,,,21.0
69.0,69.0,,94.0,,,,45.0,,55.0,,,,69.0,21.0,Honorbound Vanguard's Bindings,,,,Rare,110.0,,9.0,,,,104.0,,,
,,,52.0,,,,24.0,,55.0,,,19.0,36.0,,Varimathras' Shattered Manacles,,,,Epic,110.0,,9.0,,,,54.0,36.0,36.0,
,,,47.0,,Death knight,,,,70.0,,,22.0,30.0,16.0,Toravon's Whiteout Bindings,,,,Legendary,101.0,,9.0,,,,45.0,30.0,30.0,
,,,47.0,,Death knight,,22.0,,70.0,,,,30.0,16.0,Shackles of Bryndaor,,,,Legendary,101.0,,9.0,,,,45.0,30.0,30.0,
,,,13.0,,Mage,,,,70.0,,,13.0,30.0,25.0,Magtheridon's Banished Bracers,,,,Legendary,101.0,,9.0,,,,45.0,,,
,,,43.0,,Paladin,,,,,,,,26.0,,Fierce Gladiator's Scaled Wristplates,,,,Epic,110.0,,9.0,,,,39.0,26.0,26.0,
,,,43.0,,Paladin,,,,,,,,26.0,,Dominant Gladiator's Scaled Wristplates,,,,Epic,110.0,,9.0,,,,39.0,26.0,26.0,
,,,43.0,,Death knight,,,,55.0,,,,26.0,,Fearless Gladiator's Dreadplate Wristplates,,,,Epic,110.0,,9.0,,,,39.0,26.0,26.0,
25.0,25.0,,28.0,,,,,,55.0,,,22.0,25.0,9.0,Assorted Dragonscale Bracers,,,,Epic,110.0,,9.0,,,,38.0,,,
25.0,25.0,,19.0,,,,17.0,,40.0,,,15.0,25.0,,Scorching Sands Bracers,,,,Uncommon,,,9.0,,,,38.0,,,
,,,11.0,,,,,,55.0,,,,25.0,19.0,Helhound Hair Bracers,,,,Epic,110.0,,9.0,,,,37.0,,,12.0
,,,11.0,,,,20.0,,55.0,,,,25.0,11.0,Bracelets of the Sorrowful Bride,,,,Epic,101.0,,9.0,,,,37.0,,,
25.0,25.0,,19.0,,,,12.0,,55.0,,,,25.0,19.0,Wristwraps of Broken Trust,,,,Epic,110.0,,9.0,,,,37.0,,,
24.0,24.0,,19.0,,Monk,,,,55.0,,,,24.0,,Ferocious Gladiator's Ironskin Wristguards,,,,Epic,110.0,,9.0,,,,36.0,,,
23.0,23.0,,18.0,,,,,,55.0,,,,23.0,18.0,Cryptwalker Bracers,,,,Rare,101.0,,9.0,,,,35.0,,,10.0
23.0,23.0,,18.0,,,,,,55.0,,,,23.0,,Dreadleather Bindings,,,,Epic,110.0,,9.0,,,,35.0,,,
23.0,23.0,,18.0,,,,21.0,,55.0,,,,23.0,8.0,Shorn Batbrood Cuffs,,,,Rare,101.0,,9.0,,,,35.0,,,
23.0,23.0,,18.0,,Rogue,,,,55.0,,,,23.0,,Vindictive Combatant's Leather Wristguards,,,,Rare,110.0,,9.0,,,,35.0,,,
30.0,30.0,,21.0,,Monk,,,,70.0,,,13.0,30.0,25.0,Anvil-Hardened Wristwraps,,,,Legendary,101.0,,9.0,,,,45.0,,,
28.0,28.0,,21.0,,,,,,55.0,,,,28.0,24.0,Sinew-Stitched Wristguards,,,,Epic,110.0,,9.0,,,,43.0,,,12.0
,,,12.0,,,,,,55.0,,,,27.0,,Azurelight Sage's Cuffs,,,,Rare,110.0,,9.0,,,,41.0,,,
,,,43.0,,Paladin,,,,,,,,26.0,,Demonic Gladiator's Scaled Wristplates,,,,Epic,110.0,,9.0,,,,39.0,26.0,26.0,
26.0,26.0,,20.0,,Druid,,,,,,,,26.0,,Demonic Gladiator's Dragonhide Wristguards,,,,Epic,110.0,,9.0,,,,39.0,,,
,,,12.0,,Warlock,,,,,,,,26.0,,Fearless Gladiator's Felweave Bracers,,,,Epic,110.0,,9.0,,,,39.0,,,
26.0,26.0,,20.0,,Druid,,,,,,,,26.0,,Ferocious Gladiator's Dragonhide Wristguards,,,,Epic,110.0,,9.0,,,,39.0,,,
26.0,26.0,,29.0,,Shaman,,,,,,,,26.0,,Fierce Gladiator's Ringmail Armband,,,,Epic,110.0,,9.0,,,,39.0,,,
,,,11.0,,,,22.0,,40.0,,,,25.0,10.0,Navigator's Wristwraps,,,,Uncommon,,,9.0,,,,38.0,,,
25.0,25.0,,19.0,,,,15.0,,40.0,,,,25.0,17.0,Banisher Armbands,,,,Uncommon,,,9.0,,,,38.0,,,
,,,42.0,,,,13.0,,55.0,,,18.0,25.0,,Inordinately Wondrous Wristguards,,,,Epic,101.0,,9.0,,,,37.0,25.0,25.0,
24.0,24.0,,19.0,,Rogue,,,,55.0,,,,24.0,,Fierce Gladiator's Leather Wristguards,,,,Epic,110.0,,9.0,,,,36.0,,,
,,,11.0,,Mage,,,,55.0,,,,24.0,,Fierce Gladiator's Silk Bracers,,,,Epic,110.0,,9.0,,,,36.0,,,
23.0,23.0,,27.0,,,,12.0,,55.0,,,,23.0,17.0,Cuffs of the Nerubian Empire,,,,Rare,101.0,,9.0,,,,35.0,,,
,,,40.0,,,,10.0,,55.0,,,19.0,23.0,,Vambraces of Lost Hope,,,,Rare,101.0,,9.0,,,,35.0,23.0,23.0,
23.0,23.0,,18.0,,,,9.0,,55.0,,,,23.0,,Mo'arg Heavyweight's Wristwraps,,,,Rare,101.0,,9.0,,,,35.0,,,20.0
,,,11.0,,,,18.0,,55.0,,,11.0,23.0,,Wristbands of the Swirling Deeps,,,,Rare,101.0,,9.0,,,,35.0,,,
,,,11.0,,Priest,,,,55.0,,,,23.0,,Fearless Combatant's Satin Bracers,,,,Rare,110.0,,9.0,,,,35.0,,,
23.0,23.0,,27.0,,,,18.0,,55.0,,,11.0,23.0,,Vilescale Bracers,,,,Uncommon,101.0,,9.0,,,,35.0,,,
,,,11.0,,Mage,,,,55.0,,,,23.0,,Fearless Combatant's Silk Bracers,,,,Rare,110.0,,9.0,,,,35.0,,,
,,,40.0,,,,19.0,,55.0,,,,23.0,,Garothi Vambraces,,,,Uncommon,101.0,,9.0,,,,35.0,23.0,23.0,10.0
18.0,18.0,,23.0,,,,,,40.0,,,,18.0,,Hillstride Bracers,,,,Uncommon,101.0,,9.0,,,,28.0,,,
20428.0,20428.0,,16181.0,,,,,,,,,343.0,20428.0,530.0,Chaos-Calming Wristguards,,,,Epic,110.0,,9.0,,,1.11,30643.0,,,
,,,47.0,,Paladin,,22.0,,70.0,,,22.0,30.0,16.0,Uther's Guard,,,,Legendary,101.0,,9.0,,,,45.0,30.0,30.0,
29.0,29.0,,21.0,,,,,,40.0,,,26.0,29.0,11.0,Sea-Treated Armbands,,,,Uncommon,101.0,,9.0,,,,43.0,,,
,,,12.0,,,,,,55.0,,,,27.0,,Zealous Felslinger's Cuffs,,,,Rare,110.0,,9.0,,,,41.0,,,
,,,12.0,,,,12.0,,55.0,,,,27.0,21.0,Bracers of Harnessed Flame,,,,Epic,110.0,,9.0,,,,40.0,,,
,,,44.0,,,,12.0,,55.0,,,21.0,27.0,,Eternally Recurring Bracers,,,,Epic,110.0,,9.0,,,,40.0,27.0,27.0,
26.0,26.0,,20.0,,Monk,,,,,,,,26.0,,Fearless Gladiator's Ironskin Wristguards,,,,Epic,110.0,,9.0,,,,39.0,,,
26.0,26.0,,29.0,,Shaman,,,,,,,,26.0,,Dominant Gladiator's Ringmail Armband,,,,Epic,110.0,,9.0,,,,39.0,,,
,,,12.0,,Warlock,,,,,,,,26.0,,Fierce Gladiator's Felweave Bracers,,,,Epic,110.0,,9.0,,,,39.0,,,
,,,42.0,,,,,,40.0,,,17.0,25.0,14.0,Dread Corsair Bracers,,,,Uncommon,,,9.0,,,,38.0,25.0,25.0,
24.0,24.0,,27.0,,Hunter,,,,55.0,,,,24.0,,Vindictive Gladiator's Chain Armband,,,,Epic,110.0,,9.0,,,,36.0,,,
,,,41.0,,Paladin,,,,55.0,,,,24.0,,Vindictive Gladiator's Scaled Wristplates,,,,Epic,110.0,,9.0,,,,36.0,24.0,24.0,
,,,11.0,,Warlock,,,,55.0,,,,24.0,,Ferocious Gladiator's Felweave Bracers,,,,Epic,110.0,,9.0,,,,36.0,,,
,,,41.0,,Death knight,,,,55.0,,,,24.0,,Demonic Gladiator's Dreadplate Wristplates,,,,Epic,110.0,,9.0,,,,36.0,24.0,24.0,
,,,41.0,,Paladin,,,,55.0,,,,24.0,,Fearless Gladiator's Scaled Wristplates,,,,Epic,110.0,,9.0,,,,36.0,24.0,24.0,
23.0,23.0,,18.0,,,,,,55.0,,,10.0,23.0,,Compact Trifold Wristbands,,,,Rare,101.0,,9.0,,,,35.0,,,19.0
23.0,23.0,,27.0,,,,18.0,,55.0,,,,23.0,10.0,Darkfang Scale Wristguards,,,,Rare,101.0,,9.0,,,,35.0,,,
23.0,23.0,,18.0,,,,12.0,,55.0,,,17.0,23.0,,Flame Juggler's Armbands,,,,Rare,101.0,,9.0,,,,35.0,,,
23.0,23.0,,27.0,,,,,,55.0,,,10.0,23.0,,Blighted Grasp Bracers,,,,Rare,101.0,,9.0,,,,35.0,,,18.0
,,,11.0,,,,19.0,,55.0,,,,23.0,,Tunnel Fiend Bracers,,,,Rare,101.0,,9.0,,,,35.0,,,10.0
,,,11.0,,,,8.0,,55.0,,,20.0,23.0,,Armbands of Slaughter,,,,Rare,101.0,,9.0,,,,35.0,,,
,,,40.0,,Paladin,,,,55.0,,,,23.0,,Fierce Combatant's Scaled Wristplates,,,,Rare,110.0,,9.0,,,,35.0,23.0,23.0,
,,,11.0,,Warlock,,,,55.0,,,,23.0,,Dominant Combatant's Felweave Bracers,,,,Rare,110.0,,9.0,,,,35.0,,,
,,,40.0,,Death knight,,18.0,,50.0,,,,23.0,10.0,Deathlord's Bracers,,1.0,,Rare,110.0,,9.0,Prismatic socket,,,35.0,23.0,23.0,
23.0,23.0,,27.0,,Shaman,,,,55.0,,,,23.0,,Cruel Combatant's Ringmail Armband,,,,Rare,110.0,,9.0,,,,35.0,,,
,,,40.0,,Paladin,,,,55.0,,,,23.0,,Fierce Combatant's Scaled Wristplates,,,,Rare,110.0,,9.0,,,,35.0,23.0,23.0,
,,,40.0,,Warrior,,12.0,,50.0,,,17.0,23.0,,Battlelord's Wristguards,,1.0,,Rare,110.0,,9.0,Prismatic socket,,,35.0,23.0,23.0,
,,,40.0,,Warrior,,,,55.0,,,,23.0,,Dominant Combatant's Plate Wristplates,,,,Rare,110.0,,9.0,,,,35.0,23.0,23.0,
,,,11.0,,,,8.0,,55.0,,,20.0,23.0,,Sunfrost Wristwraps,,,,Uncommon,101.0,,9.0,,,,35.0,,,
23.0,23.0,,18.0,,Druid,,,,55.0,,,,23.0,,Fearless Combatant's Dragonhide Wristguards,,,,Rare,110.0,,9.0,,,,35.0,,,
23.0,23.0,,18.0,,,,10.0,,55.0,,,,23.0,,Netherfiend Armbands,,,,Uncommon,101.0,,9.0,,,,35.0,,,19.0
23.0,23.0,,18.0,,,,,,55.0,,,8.0,23.0,21.0,Swordsinger's Wristguards,,,,Uncommon,101.0,,9.0,,,,35.0,,,
23.0,23.0,,18.0,,Demon hunter,,,,55.0,,,,23.0,,Cruel Combatant's Felskin Wristguards,,,,Rare,110.0,,9.0,,,,35.0,,,
,,,11.0,,,,,,55.0,,,10.0,23.0,18.0,Manawracker Bindings,,,,Uncommon,101.0,,9.0,,,,35.0,,,
,,,9.0,,,,,,40.0,,,,18.0,,Hagfeather Wristwraps,,,,Uncommon,101.0,,9.0,,,,28.0,,,
69.0,69.0,,64.0,,,,,,50.0,,,27.0,69.0,39.0,Dread Aspirant's Leather Bindings,,,,Rare,110.0,,9.0,,,,104.0,,,
30.0,30.0,,21.0,,Monk,,,,70.0,,,25.0,30.0,13.0,Petrichor Lagniappe,,,,Legendary,101.0,,9.0,,,,45.0,,,
,,,13.0,,Mage,,16.0,,70.0,,,22.0,30.0,,Rhonin's Assaulting Armwraps,,,,Legendary,101.0,,9.0,,,,45.0,,,
,,,44.0,,,,,,55.0,,,,27.0,,Praetorium Guard's Vambraces,,,,Rare,110.0,,9.0,,,,41.0,27.0,27.0,
27.0,27.0,,20.0,,,,,,55.0,,,,27.0,,Arinor Keeper's Armbands,,,,Rare,110.0,,9.0,,,,41.0,,,
26.0,26.0,,20.0,,Druid,,,,55.0,,,,26.0,,Vindictive Gladiator's Dragonhide Wristguards,,,,Epic,110.0,,9.0,,,,39.0,,,
26.0,26.0,,20.0,,Demon hunter,,,,,,,,26.0,,Fierce Gladiator's Felskin Wristguards,,,,Epic,110.0,,9.0,,,,39.0,,,
,,,12.0,,Mage,,,,,,,,26.0,,Dominant Gladiator's Silk Bracers,,,,Epic,110.0,,9.0,,,,39.0,,,
26.0,26.0,,20.0,,Rogue,,12.0,,40.0,,,19.0,26.0,,Lightdrinker Bindings,,,,Uncommon,110.0,,9.0,,,,39.0,,,
26.0,26.0,,29.0,,Shaman,,,,,,,,26.0,,Fearless Gladiator's Ringmail Armband,,,,Epic,110.0,,9.0,,,,39.0,,,
,,,43.0,,Warrior,,,,,,,,26.0,,Cruel Gladiator's Plate Wristplates,,,,Epic,110.0,,9.0,,,,39.0,26.0,26.0,
,,,43.0,,Paladin,,,,,,,,26.0,,Vindictive Gladiator's Scaled Wristplates,,,,Epic,110.0,,9.0,,,,39.0,26.0,26.0,
26.0,26.0,,29.0,,Hunter,,,,,,,,26.0,,Fearless Gladiator's Chain Armband,,,,Epic,110.0,,9.0,,,,39.0,,,
26.0,26.0,,20.0,,Demon hunter,,17.0,,40.0,,,,26.0,17.0,Illidari Bracers,,,,Uncommon,110.0,,9.0,,,,39.0,,,
,,,12.0,,Warlock,,,,,,,,26.0,,Ferocious Gladiator's Felweave Bracers,,,,Epic,110.0,,9.0,,,,39.0,,,
,,,42.0,,,,22.0,,55.0,,,,25.0,9.0,Bite-Marked Wristplates,,,,Epic,101.0,,9.0,,,,38.0,25.0,25.0,
,,,28.0,,,,,,,,,,,,Armbands of the Chosen Dead,,,,Epic,110.0,,9.0,,,,,,,
,,,42.0,,,,19.0,,55.0,,,12.0,25.0,,Wristclamps of Mad Dreams,,,,Epic,110.0,,9.0,,,,37.0,25.0,25.0,
24.0,24.0,,19.0,,Rogue,,,,55.0,,,,24.0,,Vindictive Gladiator's Leather Wristguards,,,,Epic,110.0,,9.0,,,,36.0,,,
24.0,24.0,,27.0,,Hunter,,,,55.0,,,,24.0,,Fearless Gladiator's Chain Armband,,,,Epic,110.0,,9.0,,,,36.0,,,
,,,41.0,,Death knight,,,,55.0,,,,24.0,,Fierce Gladiator's Dreadplate Wristplates,,,,Epic,110.0,,9.0,,,,36.0,24.0,24.0,
,,,11.0,,,,,,55.0,,,12.0,23.0,17.0,Entropic Wristwraps,,,,Rare,101.0,,9.0,,,,35.0,,,
,,,11.0,,,,20.0,,55.0,,,,23.0,9.0,Harrowing Soulspun Bracers,,,,Rare,101.0,,9.0,,,,35.0,,,
23.0,23.0,,18.0,,,,20.0,,55.0,,,,23.0,9.0,Biornskin Bracer,,,,Uncommon,101.0,,9.0,,,,35.0,,,
23.0,23.0,,18.0,,Rogue,,,,55.0,,,,23.0,,Fearless Combatant's Leather Wristguards,,,,Rare,110.0,,9.0,,,,35.0,,,
,,,40.0,,Warrior,,,,55.0,,,,23.0,,Fierce Combatant's Plate Wristplates,,,,Rare,110.0,,9.0,,,,35.0,23.0,23.0,
,,,11.0,,Mage,,,,55.0,,,,23.0,,Dominant Combatant's Silk Bracers,,,,Rare,110.0,,9.0,,,,35.0,,,
23.0,23.0,,18.0,,Rogue,,,,55.0,,,,23.0,,Demonic Combatant's Leather Wristguards,,,,Rare,110.0,,9.0,,,,35.0,,,
23.0,23.0,,18.0,,Demon hunter,,,,50.0,,,,23.0,,Vindictive Combatant's Felskin Wristguards,,,,Rare,110.0,,9.0,,,,35.0,,,
23.0,23.0,,18.0,,Monk,,,,55.0,,,,23.0,,Dominant Combatant's Ironskin Wristguards,,,,Rare,110.0,,9.0,,,,35.0,,,
