agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,int,itemset,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,strint,versatility
186.0,186.0,,176.0,,,,,80.0,,,,186.0,,,Hardened Tempest Boots,,,,Epic,,120.0,8.0,,,,,279.0,,,
178.0,178.0,,250.0,,,,,80.0,,,58.0,178.0,,,City Crusher Sabatons,,,,Epic,,120.0,8.0,,,,,267.0,,,99.0
178.0,178.0,,250.0,,,,,80.0,,,99.0,178.0,,58.0,Torga Scale Boots,,,,Epic,,120.0,8.0,,,,,267.0,,,
,,,77.0,,,69.0,,55.0,,,,123.0,,58.0,Spider Acolyte's Anklewraps,,,,Uncommon,,120.0,8.0,,,,,184.0,,,
,,,286.0,,,47.0,,55.0,,,,123.0,,,Geocrag Stompers,,,,Uncommon,,120.0,8.0,,,,,184.0,123.0,123.0,80.0
,,,257.0,,,,,65.0,,,,111.0,,,Honorable Combatant's Plate Boots,,,,Rare,,120.0,8.0,,,,,167.0,111.0,111.0,
,,,257.0,,,,,65.0,,,,111.0,,,Honorable Combatant's Plate Boots,,,,Rare,,120.0,8.0,,,,,167.0,111.0,111.0,
,,,60.0,,,37.0,,65.0,,,,93.0,,52.0,Shadra Silk Footwraps,,,,Rare,,120.0,8.0,,,,,139.0,,,
93.0,93.0,,148.0,,,,,65.0,,,42.0,93.0,,46.0,Pa'ku Windrider Treads,,,,Rare,,120.0,8.0,,,,,139.0,,,
,,,222.0,,,,,55.0,,,,93.0,,,Ashvane Company Sabatons,,,,Uncommon,,120.0,8.0,,,,,139.0,93.0,93.0,
93.0,93.0,,148.0,,,,,55.0,,,,93.0,,,Bonepicker Footguards,,,,Uncommon,,120.0,8.0,,,,,139.0,,,
,,,60.0,,,37.0,,65.0,,,,93.0,,52.0,Squallshaper Treads,,,,Rare,,120.0,8.0,,,,,139.0,,,
93.0,93.0,,101.0,,,,,65.0,,,,93.0,,48.0,Fairweather Boots,,,,Rare,,120.0,8.0,,,,,139.0,,,40.0
,,,222.0,,,,,65.0,,,40.0,93.0,,48.0,Dunecrawler Footguards,,,,Rare,,120.0,8.0,,,,,139.0,93.0,93.0,
93.0,93.0,,148.0,,,,,80.0,,,34.0,93.0,,,Dread Gladiator's Chain Sabatons,,,,Epic,,120.0,8.0,,,,,139.0,,,54.0
,,,581.0,,,,,80.0,,,,326.0,,72.0,Greaves of Acid Resistance,,,,Epic,,120.0,8.0,,,,,489.0,326.0,326.0,134.0
258.0,258.0,,325.0,Hunter,,,,55.0,,,99.0,258.0,,88.0,Trailseeker Greaves,,,,Uncommon,,120.0,8.0,,,,,387.0,,,
258.0,258.0,,325.0,Shaman,,88.0,,55.0,,,99.0,258.0,,,Streamtalker Greaves,,,,Uncommon,,120.0,8.0,,,,,387.0,,,
,,,486.0,Death knight,,99.0,,55.0,,,88.0,258.0,,,Heart-Lesion Sabatons,,,,Uncommon,,120.0,8.0,,,,,387.0,258.0,258.0,
,,,107.0,,,,,80.0,,,,195.0,,100.0,Notorious Gladiator's Silk Treads,,,,Epic,,120.0,8.0,,,,,293.0,,,65.0
195.0,195.0,,266.0,,,,,80.0,,,100.0,195.0,,65.0,Notorious Gladiator's Chain Sabatons,,,,Epic,,120.0,8.0,,,,,293.0,,,
,,,399.0,,,109.0,,80.0,,,56.0,195.0,,,Sinister Gladiator's Plate Greaves,,,,Epic,,120.0,8.0,,,,,293.0,195.0,195.0,
195.0,195.0,,182.0,,,109.0,,80.0,,,,195.0,,,Notorious Gladiator's Leather Footguards,,,,Epic,,120.0,8.0,,,,,293.0,,,56.0
,,,399.0,,,,,80.0,,,109.0,195.0,,56.0,Sinister Gladiator's Plate Warboots,,,,Epic,,120.0,8.0,,,,,293.0,195.0,195.0,
195.0,195.0,,182.0,,,68.0,,65.0,,,96.0,195.0,,,Notorious Aspirant's Leather Boots,,,,Epic,,120.0,8.0,,,,,293.0,,,
195.0,195.0,,266.0,,,,,80.0,,,100.0,195.0,,65.0,Sinister Gladiator's Chain Sabatons,,,,Epic,,120.0,8.0,,,,,293.0,,,
,,,399.0,,,,,65.0,,,96.0,195.0,,,Notorious Aspirant's Plate Warboots,,,,Epic,,120.0,8.0,,,,,293.0,195.0,195.0,68.0
186.0,186.0,,258.0,,,,,80.0,,,,186.0,,,Mistscale Boots,,,,Epic,,120.0,8.0,,,,,279.0,,,
178.0,178.0,,171.0,,,72.0,,80.0,,,,178.0,,85.0,Footpads of the Encircling Storm,,,,Epic,,120.0,8.0,,,,,267.0,,,
162.0,162.0,,235.0,,,,,80.0,,,,162.0,,,Sinister Combatant's Mail Treads,,,,Epic,,120.0,8.0,,,,,243.0,,,
,,,92.0,,,,,80.0,,,60.0,155.0,,86.0,Sea-Treated Footwraps,,,,Epic,,120.0,8.0,,,,,232.0,,,
155.0,155.0,,228.0,,,79.0,,80.0,,,67.0,155.0,,,Gral Worshipper's Waders,,,,Epic,,120.0,8.0,,,,,232.0,,,
,,,89.0,,,66.0,,65.0,,,,148.0,,76.0,Sinister Aspirant's Silk Treads,,,,Rare,,120.0,8.0,,,,,222.0,,,
,,,77.0,,,53.0,,55.0,,,,123.0,,,Swarmfury Footwraps,,,,Uncommon,,120.0,8.0,,,,,184.0,,,75.0
,,,77.0,,,,,55.0,,,47.0,123.0,,,Hydraxian Slippers,,,,Uncommon,,120.0,8.0,,,,,184.0,,,80.0
93.0,93.0,,148.0,,,,,65.0,,,,93.0,,50.0,Dreadmire Treads,,,,Rare,,120.0,8.0,,,,,139.0,,,39.0
93.0,93.0,,148.0,,,,,80.0,,,55.0,93.0,,34.0,Dread Gladiator's Chain Footguards,,,,Epic,,120.0,8.0,,,,,139.0,,,
93.0,93.0,,148.0,,,33.0,,65.0,,,,93.0,,,Saurolisk Broodmother Boots,,,,Rare,,120.0,8.0,,,,,139.0,,,56.0
93.0,93.0,,101.0,,,57.0,,80.0,,,,93.0,,32.0,Dread Gladiator's Leather Footguards,,,,Epic,,120.0,8.0,,,,,139.0,,,
93.0,93.0,,101.0,,,,,55.0,,,,93.0,,,Slithershell Boots,,,,Uncommon,,120.0,8.0,,,,,139.0,,,
93.0,93.0,,148.0,,,46.0,,65.0,,,42.0,93.0,,,Gluttonous Carnivore Treads,,,,Rare,,120.0,8.0,,,,,139.0,,,
,,,222.0,,,57.0,,80.0,,,,93.0,,,Dread Gladiator's Plate Warboots,,,,Epic,,120.0,8.0,,,,,139.0,93.0,93.0,32.0
,,,101.0,,,,,,,,,,,,Dread Gladiator's Leather Boots,,,,Epic,,120.0,8.0,,,,,,,,
93.0,93.0,,148.0,,,,,65.0,,,,93.0,,50.0,Bilewing Treads,,,,Rare,,120.0,8.0,,,,,139.0,,,39.0
,,,60.0,,,,,55.0,,,,93.0,,,Skycaller Sandals,,,,Uncommon,,120.0,8.0,,,,,139.0,,,
,,,60.0,,,,,65.0,,,40.0,93.0,,48.0,Fen Spirit Footwraps,,,,Rare,,120.0,8.0,,,,,139.0,,,
,,,60.0,,,,,65.0,,,,93.0,,46.0,Sirensong Slippers,,,,Rare,,120.0,8.0,,,,,139.0,,,42.0
93.0,93.0,,101.0,,,,,55.0,,,,93.0,,,Festerroot Striders,,,,Uncommon,,120.0,8.0,,,,,139.0,,,
,,,60.0,,,37.0,,65.0,,,,93.0,,,Blightbitten Steps,,,,Rare,,120.0,8.0,,,,,139.0,,,52.0
,,,24.0,,,,,55.0,,,,56.0,,,Tidespray Linen Sandals,,,,Uncommon,,111.0,8.0,,,,,84.0,,,
283.0,283.0,,238.0,,,,,80.0,,,,283.0,,,Fortified Tempest Boots,,,,Epic,,120.0,8.0,,,,,425.0,,,
,,,131.0,Priest,,88.0,,,,,99.0,258.0,,,Communal Boots,,,,Uncommon,,120.0,8.0,,,,,387.0,,,
,,,131.0,Warlock,,89.0,,55.0,,,98.0,258.0,,,Felsoul Sandals,,,,Uncommon,,120.0,8.0,,,,,387.0,,,
258.0,258.0,,222.0,Demon hunter,,97.0,,55.0,,,,258.0,,91.0,Illidari Boots,,,,Uncommon,,120.0,8.0,,,,,387.0,,,
247.0,247.0,,214.0,,,,,80.0,,,,247.0,,,Enhanced Tempest Boots,,,,Epic,,120.0,8.0,,,,,370.0,,,
214.0,214.0,,194.0,,,,,80.0,,,,214.0,,,Imbued Tempest Boots,,,,Epic,,120.0,8.0,,,,,321.0,,,
,,,107.0,,,,,80.0,,,65.0,195.0,,100.0,Sinister Gladiator's Silk Slippers,,,,Epic,,120.0,8.0,,,,,293.0,,,
,,,399.0,,,56.0,,80.0,,,,195.0,,,Notorious Gladiator's Plate Greaves,,,,Epic,,120.0,8.0,,,,,293.0,195.0,195.0,109.0
,,,107.0,,,100.0,,80.0,,,,195.0,,,Sinister Gladiator's Silk Treads,,,,Epic,,120.0,8.0,,,,,293.0,,,65.0
,,,107.0,,,,,80.0,,,,195.0,,100.0,Notorious Gladiator's Silk Treads,,,,Epic,,120.0,8.0,,,,,293.0,,,65.0
195.0,195.0,,266.0,,,,,80.0,,,100.0,195.0,,65.0,Notorious Gladiator's Chain Sabatons,,,,Epic,,120.0,8.0,,,,,293.0,,,
,,,107.0,,,65.0,,80.0,,,100.0,195.0,,,Notorious Gladiator's Silk Slippers,,,,Epic,,120.0,8.0,,,,,293.0,,,
186.0,186.0,,258.0,,,,,80.0,,,,186.0,,,Mistscale Boots,,,,Epic,,120.0,8.0,,,,,279.0,,,
,,,374.0,,,,,80.0,,,99.0,178.0,,58.0,Scorched Sandstalkers,,,,Epic,,120.0,8.0,,,,,267.0,178.0,178.0,
,,,332.0,,,59.0,,65.0,,,,148.0,,83.0,Sinister Aspirant's Plate Warboots,,,,Rare,,120.0,8.0,,,,,222.0,148.0,148.0,
148.0,148.0,,222.0,,,66.0,,65.0,,,,148.0,,76.0,Sinister Aspirant's Chain Sabatons,,,,Rare,,120.0,8.0,,,,,222.0,,,
,,,286.0,,,75.0,,55.0,,,,123.0,,53.0,Rattling Bone Warboots,,,,Uncommon,,120.0,8.0,,,,,184.0,123.0,123.0,
123.0,123.0,,191.0,,,47.0,,55.0,,,,123.0,,,Voodoo Stalker's Boots,,,,Uncommon,,120.0,8.0,,,,,184.0,,,80.0
111.0,111.0,,171.0,,,,,65.0,,,,111.0,,,Honorable Combatant's Mail Treads,,,,Rare,,120.0,8.0,,,,,167.0,,,
,,,60.0,,,,,,,,,93.0,,,Sagehold Slippers,,,,Uncommon,,120.0,8.0,,,,,139.0,,,
93.0,93.0,,148.0,,,40.0,,80.0,,,,93.0,,48.0,Crosswind Footguards,,,,Rare,,120.0,8.0,,,,,139.0,,,
,,,60.0,,,,,,,,,,,,Dread Gladiator's Silk Treads,,,,Epic,,120.0,8.0,,,,,,,,
93.0,93.0,,101.0,,,32.0,,80.0,,,,93.0,,57.0,Dread Gladiator's Leather Boots,,,,Epic,,120.0,8.0,,,,,139.0,,,
,,,101.0,,,,,,,,,,,,Dread Gladiator's Leather Boots,,,,Epic,,120.0,8.0,,,,,,,,
93.0,93.0,,148.0,,,,,,,,,93.0,,,Barrowknoll Boots,,,,Uncommon,,120.0,8.0,,,,,139.0,,,
,,,222.0,,,,,55.0,,,,93.0,,,Stormforger Sabatons,,,,Uncommon,,120.0,8.0,,,,,139.0,93.0,93.0,
,,,60.0,,,34.0,,80.0,,,,93.0,,,Dread Gladiator's Silk Slippers,,,,Epic,,120.0,8.0,,,,,139.0,,,54.0
93.0,93.0,,101.0,,,,,55.0,,,,93.0,,,Sandscout Footwraps,,,,Uncommon,,120.0,8.0,,,,,139.0,,,
93.0,93.0,,148.0,,,,,80.0,,,55.0,93.0,,34.0,Dread Gladiator's Chain Footguards,,,,Epic,,120.0,8.0,,,,,139.0,,,
,,,60.0,,,34.0,,80.0,,,,93.0,,,Dread Gladiator's Silk Slippers,,,,Epic,,120.0,8.0,,,,,139.0,,,54.0
326.0,326.0,,388.0,,,,,80.0,,,95.0,326.0,,,Regal Mekanospurs,,,,Epic,,120.0,8.0,,,,,489.0,,,111.0
258.0,258.0,,325.0,Shaman,,89.0,,55.0,,,98.0,258.0,,,Streamtalker Boots,,,,Uncommon,,120.0,8.0,,,,,387.0,,,
258.0,258.0,,222.0,Monk,,91.0,,55.0,,,97.0,258.0,,,Mistdancer Footpads,,,,Uncommon,,120.0,8.0,,,,,387.0,,,
,,,486.0,Warrior,,91.0,,,,,,258.0,,97.0,Oathsworn Greaves,,,,Uncommon,,120.0,8.0,,,,,387.0,258.0,258.0,
214.0,214.0,,284.0,,,,,80.0,,,,214.0,,,Notorious Combatant's Mail Treads,,,,Epic,,120.0,8.0,,,,,321.0,,,
,,,114.0,,,,,80.0,,,,214.0,,,Notorious Combatant's Satin Boots,,,,Epic,,120.0,8.0,,,,,321.0,,,
195.0,195.0,,182.0,,,,,80.0,,,109.0,195.0,,56.0,Sinister Gladiator's Leather Boots,,,,Epic,,120.0,8.0,,,,,293.0,,,
195.0,195.0,,266.0,,,88.0,,65.0,,,,195.0,,77.0,Notorious Aspirant's Chain Sabatons,,,,Epic,,120.0,8.0,,,,,293.0,,,
,,,399.0,,,109.0,,80.0,,,56.0,195.0,,,Sinister Gladiator's Plate Greaves,,,,Epic,,120.0,8.0,,,,,293.0,195.0,195.0,
,,,107.0,,,,,80.0,,,65.0,195.0,,100.0,Sinister Gladiator's Silk Slippers,,,,Epic,,120.0,8.0,,,,,293.0,,,
195.0,195.0,,266.0,,,100.0,,80.0,,,65.0,195.0,,,Sinister Gladiator's Chain Footguards,,,,Epic,,120.0,8.0,,,,,293.0,,,
195.0,195.0,,182.0,,,109.0,,80.0,,,56.0,195.0,,,Sinister Gladiator's Leather Footguards,,,,Epic,,120.0,8.0,,,,,293.0,,,
,,,399.0,,,,,65.0,,,96.0,195.0,,,Notorious Aspirant's Plate Warboots,,,,Epic,,120.0,8.0,,,,,293.0,195.0,195.0,68.0
186.0,186.0,,176.0,,,,,80.0,,,,186.0,,,Hardened Tempest Boots,,,,Epic,,120.0,8.0,,,,,279.0,,,
,,,95.0,,,,,80.0,,,,162.0,,,Sinister Combatant's Satin Boots,,,,Epic,,120.0,8.0,,,,,243.0,,,
155.0,155.0,,156.0,,,,,80.0,,,67.0,155.0,,79.0,Silent Scavenger Footpads,,,,Epic,,120.0,8.0,,,,,232.0,,,
123.0,123.0,,191.0,,,,,55.0,,,47.0,123.0,,,Saurok Scale Boots,,,,Uncommon,,120.0,8.0,,,,,184.0,,,80.0
111.0,111.0,,117.0,,,,,65.0,,,,111.0,,,Honorable Combatant's Leather Treads,,,,Rare,,120.0,8.0,,,,,167.0,,,
93.0,93.0,,148.0,,,,,55.0,,,,93.0,,,Zalamar Greaves,,,,Uncommon,,120.0,8.0,,,,,139.0,,,
,,,222.0,,,,,55.0,,,,93.0,,,Direbone Frill Stompers,,,,Uncommon,,120.0,8.0,,,,,139.0,93.0,93.0,
,,,222.0,,,,,65.0,,,,93.0,,50.0,Fogtide Warboots,,,,Rare,,120.0,8.0,,,,,139.0,93.0,93.0,39.0
93.0,93.0,,101.0,,,,,65.0,,,,93.0,,48.0,Gonk Outrunner Striders,,,,Rare,,120.0,8.0,,,,,139.0,,,40.0
93.0,93.0,,148.0,,,,,55.0,,,,93.0,,,Ravascale Striders,,,,Uncommon,,120.0,8.0,,,,,139.0,,,
,,,148.0,,,,,,,,,,,,Dread Gladiator's Chain Sabatons,,,,Epic,,120.0,8.0,,,,,,,,
93.0,93.0,,148.0,,,,,55.0,,,,93.0,,,Reefwalker Striders,,,,Uncommon,,120.0,8.0,,,,,139.0,,,
,,,60.0,,,,,,,,,93.0,,,Heartsbane Sandals,,,,Uncommon,,120.0,8.0,,,,,139.0,,,
,,,60.0,,,,,65.0,,,39.0,93.0,,50.0,Sandspinner Footwraps,,,,Rare,,120.0,8.0,,,,,139.0,,,
93.0,93.0,,148.0,,,,,,,,,93.0,,,Mistfall Boots,,,,Uncommon,,120.0,8.0,,,,,139.0,,,
93.0,93.0,,101.0,,,,,,,,,93.0,,,Briarback Treads,,,,Uncommon,,120.0,8.0,,,,,139.0,,,
,,,222.0,,,,,,,,,,,,Dread Gladiator's Plate Warboots,,,,Epic,,120.0,8.0,,,,,,,,
56.0,56.0,,60.0,,,,,55.0,,,,56.0,,,Shimmerscale Treads,,,,Uncommon,,111.0,8.0,,,,,84.0,,,
326.0,326.0,,388.0,,,,,80.0,,,,326.0,,,Tempered Mistscale Boots,,,,Epic,,120.0,8.0,,,,,489.0,,,
311.0,311.0,,374.0,,,,,80.0,,,,311.0,,,Cragscale Boots,,1.0,,Epic,,120.0,8.0,Prismatic socket,,,,466.0,,,
,,,486.0,Paladin,,91.0,,55.0,,,,258.0,,97.0,Sunsoul Greaves,,,,Uncommon,,120.0,8.0,,,,,387.0,258.0,258.0,
,,,131.0,Priest,,91.0,,55.0,,,97.0,258.0,,,Communal Sandals,,,,Uncommon,,120.0,8.0,,,,,387.0,,,
258.0,258.0,,222.0,Monk,,97.0,,,,,,258.0,,91.0,Mistdancer Boots,,,,Uncommon,,120.0,8.0,,,,,387.0,,,
,,,486.0,Warrior,,88.0,,55.0,,,99.0,258.0,,,Oathsworn Sabatons,,,,Uncommon,,120.0,8.0,,,,,387.0,258.0,258.0,
,,,486.0,Paladin,,91.0,,55.0,,,97.0,258.0,,,Sunsoul Sabatons,,,,Uncommon,,120.0,8.0,,,,,387.0,258.0,258.0,
195.0,195.0,,266.0,,,88.0,,65.0,,,,195.0,,77.0,Notorious Aspirant's Chain Sabatons,,,,Epic,,120.0,8.0,,,,,293.0,,,
,,,107.0,,,100.0,,80.0,,,,195.0,,,Sinister Gladiator's Silk Treads,,,,Epic,,120.0,8.0,,,,,293.0,,,65.0
,,,374.0,,,,,80.0,,,99.0,178.0,,58.0,Zul'jan Camp Stalkers,,,,Epic,,120.0,8.0,,,,,267.0,178.0,178.0,
178.0,178.0,,250.0,,,,,,,,99.0,178.0,,58.0,Akunda's Grounding Boots,,,,Epic,,120.0,8.0,,,,,267.0,,,
,,,332.0,,,59.0,,65.0,,,,148.0,,83.0,Sinister Aspirant's Plate Warboots,,,,Rare,,120.0,8.0,,,,,222.0,148.0,148.0,
93.0,93.0,,148.0,,,,,55.0,,,,93.0,,,Eventide Boots,,,,Uncommon,,120.0,8.0,,,,,139.0,,,
93.0,93.0,,101.0,,,,,55.0,,,,93.0,,,Brutohide Boots,,,,Uncommon,,120.0,8.0,,,,,139.0,,,
93.0,93.0,,148.0,,,39.0,,65.0,,,,93.0,,50.0,Boralus-Captain's Chain Boots,,,,Rare,,120.0,8.0,,,,,139.0,,,
,,,60.0,,,,,80.0,,,54.0,93.0,,,Dread Gladiator's Silk Treads,,,,Epic,,120.0,8.0,,,,,139.0,,,34.0
,,,222.0,,,,,,,,,93.0,,,Brineworks Stompers,,,,Uncommon,,120.0,8.0,,,,,139.0,93.0,93.0,
,,,148.0,,,,,,,,,,,,Dread Gladiator's Chain Sabatons,,,,Epic,,120.0,8.0,,,,,,,,
258.0,258.0,,222.0,Druid,,97.0,,55.0,,,91.0,258.0,,,Springrain Treads,,,,Uncommon,,120.0,8.0,,,,,387.0,,,
,,,486.0,Paladin,,97.0,,55.0,,,,258.0,,91.0,Sunsoul Boots,,,,Uncommon,,120.0,8.0,,,,,387.0,258.0,258.0,
258.0,258.0,,222.0,Druid,,99.0,,55.0,,,,258.0,,88.0,Springrain Boots,,,,Uncommon,,120.0,8.0,,,,,387.0,,,
258.0,258.0,,222.0,Druid,,91.0,,55.0,,,97.0,258.0,,,Springrain Footpads,,,,Uncommon,,120.0,8.0,,,,,387.0,,,
258.0,258.0,,325.0,Shaman,,,,55.0,,,99.0,258.0,,88.0,Streamtalker Sabatons,,,,Uncommon,,120.0,8.0,,,,,387.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,581.0,,,97.0,,,,,,326.0,,,Malignant Leviathan's Warboots,,,,Rare,,120.0,8.0,,,,,489.0,326.0,326.0,109.0
,,,156.0,,,112.0,,,,,94.0,326.0,,,Vile Manipulator's Treads,,,,Rare,,120.0,8.0,,,,,489.0,,,
326.0,326.0,,265.0,,,,,,,,99.0,326.0,,,Boots of the Insatiable Maw,,,,Rare,,120.0,8.0,,,,,489.0,,,107.0
544.0,544.0,,403.0,,,,,,,,,544.0,,,Eldritch Dredged Leather Boots,,1.0,,Epic,,120.0,8.0,Prismatic socket,,,,816.0,,,
,,,581.0,,,107.0,,,,,,326.0,,,Malignant Leviathan's Sabatons,,,,Rare,,120.0,8.0,,,,,489.0,326.0,326.0,99.0
375.0,375.0,,433.0,,,139.0,,,,,,375.0,,,Greaves of the Twilight Drake,,,,Epic,,120.0,8.0,,,,,562.0,,,79.0
411.0,411.0,,319.0,,,,,,,,,411.0,,,Unsettling Dredged Leather Boots,,1.0,,Epic,,120.0,8.0,Prismatic socket,,,,617.0,,,
411.0,411.0,,467.0,,,,,,,,,411.0,,,Unsettling Cragscale Boots,,1.0,,Epic,,120.0,8.0,Prismatic socket,,,,617.0,,,
375.0,375.0,,296.0,,,,,,,,105.0,375.0,,112.0,Boots of Manifest Shadow,,,,Epic,,120.0,8.0,,,,,562.0,,,
326.0,326.0,,388.0,,,,,,,,,326.0,,111.0,Nefarious Tormentor's Boots,,,,Rare,,120.0,8.0,,,,,489.0,,,96.0
544.0,544.0,,591.0,,,,,,,,,544.0,,,Eldritch Cragscale Boots,,1.0,,Epic,,120.0,8.0,Prismatic socket,,,,816.0,,,
,,,156.0,,,,,,,,,326.0,,99.0,Vile Manipulator's Slippers,,,,Rare,,120.0,8.0,,,,,489.0,,,107.0
473.0,473.0,,525.0,,,,,,,,,473.0,,,Maddening Cragscale Boots,,1.0,,Epic,,120.0,8.0,Prismatic socket,,,,710.0,,,
375.0,375.0,,296.0,,,134.0,,,,,,375.0,,84.0,Corpuscular Leather Greaves,,,,Epic,,120.0,8.0,,,,,562.0,,,
,,,649.0,,,,,,,,134.0,375.0,,84.0,Boots of Hallucinatory Reality,,,,Epic,,120.0,8.0,,,,,562.0,375.0,375.0,
,,,131.0,Mage,,91.0,,,,,97.0,258.0,,,Mountainsage Sandals,,,,Uncommon,,120.0,8.0,,,,,387.0,,,
,,,581.0,,,,,,,,107.0,326.0,,99.0,Malignant Leviathan's Boots,,,,Rare,,120.0,8.0,,,,,489.0,326.0,326.0,
473.0,473.0,,358.0,,,,,,,,,473.0,,,Maddening Dredged Leather Boots,,1.0,,Epic,,120.0,8.0,Prismatic socket,,,,710.0,,,
375.0,375.0,,433.0,,,,,,,,,375.0,,152.0,Talons of Grim Revelations,,,,Epic,,120.0,8.0,,,,,562.0,,,65.0
326.0,326.0,,265.0,,,,,,,,,326.0,,99.0,Footguards of the Insatiable Maw,,,,Rare,,120.0,8.0,,,,,489.0,,,107.0
375.0,375.0,,,,,102.0,,,,,,375.0,,,Mail Boots - PH,,,,Epic,,120.0,8.0,,,,,562.0,,,115.0
326.0,326.0,,265.0,,,99.0,,,,,107.0,326.0,,,Footwraps of the Insatiable Maw,,,,Rare,,120.0,8.0,,,,,489.0,,,
,,,399.0,,,,,,,,,195.0,,56.0,Corrupted Gladiator's Plate Greaves,,,,Epic,,120.0,8.0,,,,,293.0,195.0,195.0,109.0
