agi,agiint,agistr,agistrint,armor,classes,cooldown,corruption,critstrkrtng,dmg,dmgmax1,dmgmin1,dodgertng,dps,dura,firres,hastertng,int,lifesteal,mastrtng,mledmgmax,mledmgmin,mledps,mlespeed,name_enus,natres,nsockets,parryrtng,quality,reqlevel,rgdcritstrkrtng,slotbak,socket1,socket2,socket3,speed,splpwr,sta,str,versatility
,,,,,,,,11.0,,63.0,37.0,,19.39,110.0,,,,,11.0,63.0,37.0,19.39,2.6,Wild Gladiator's Slicer,,,,Epic,100.0,,13.0,,,,2.6,,25.0,17.0,
17.0,,,,,,,,11.0,,44.0,26.0,,19.5,65.0,,,,,11.0,44.0,26.0,19.5,1.8,Warmongering Combatant's Shanker,,,,Rare,100.0,,13.0,,,,1.8,,25.0,,
,,,,,,,,11.0,,22.0,13.0,,9.75,65.0,,,98.0,,11.0,22.0,13.0,9.75,1.8,Warmongering Combatant's Spellblade,,,,Rare,100.0,,13.0,,,,1.8,,25.0,,
,,,,,,,,11.0,,34.0,16.0,,9.69,110.0,,,98.0,,11.0,34.0,16.0,9.69,2.6,Wild Gladiator's Runeaxe,,,,Epic,100.0,,13.0,,,,2.6,,25.0,,
,,,,,,,,,,30.0,18.0,,9.27,110.0,,14.0,95.0,,8.0,30.0,18.0,9.27,2.6,Hellfire Mindblade,,,,Epic,100.0,,13.0,,,,2.6,,24.0,,
16.0,,,,,,,,11.0,,42.0,25.0,,18.68,80.0,,,,,11.0,42.0,25.0,18.68,1.8,Primal Gladiator's Shanker,,,,Epic,100.0,,13.0,,,,1.8,,24.0,,
16.0,,,,,,,,9.0,,42.0,25.0,,18.68,80.0,,12.0,,,,42.0,25.0,18.68,1.8,Oregorger's Blackrock Shanker,,,,Epic,100.0,,13.0,,,,1.8,,24.0,,
16.0,,,,,,,,11.0,,42.0,25.0,,18.68,65.0,,11.0,,,,42.0,25.0,18.68,1.8,Thromma's Gutslicer,,,,Rare,100.0,,13.0,,,,1.8,,24.0,,
16.0,,,,,,,,,,42.0,25.0,,18.68,80.0,,11.0,,,,42.0,25.0,18.68,1.8,Ko'ragh's Boot Knife,,,,Epic,100.0,,13.0,,,,1.8,,24.0,,10.0
,,,,,,,,15.0,,21.0,12.0,,9.34,80.0,,7.0,95.0,,,21.0,12.0,9.34,1.8,Demonhorn Spike,,,,Epic,100.0,,13.0,,,,1.8,,24.0,,
,,,,,,,,,,57.0,39.0,,18.6,80.0,,,,,,57.0,39.0,18.6,2.6,Expeditious Knuckles,,,,Epic,100.0,,13.0,,,,2.6,,24.0,16.0,
,,,,,Paladin,,,,,27.0,21.0,,9.24,75.0,,10.0,95.0,,12.0,27.0,21.0,9.24,2.6,Sunsoul Scepter,,,,Uncommon,100.0,,13.0,,,,2.6,,24.0,,
16.0,,,,,,,,12.0,,64.0,31.0,,18.27,90.0,,9.0,,,,64.0,31.0,18.27,2.6,Gutwrench Goreaxe,,,,Rare,100.0,,13.0,,,,2.6,,24.0,,
16.0,,,,,,,,9.0,,41.0,24.0,,18.27,55.0,,,,,,41.0,24.0,18.27,1.8,Void-Warped Oshu'gun Dagger,,,,Uncommon,,,13.0,,,,1.8,,24.0,,12.0
,,,,,,,,,,27.0,20.0,,9.21,90.0,,,95.0,,12.0,27.0,20.0,9.21,2.6,Mindbreaker Scepter,,,,Rare,100.0,,13.0,,,,2.6,,24.0,,10.0
,,,,,,,,11.0,,27.0,20.0,,9.21,90.0,,,95.0,,11.0,27.0,20.0,9.21,2.6,Primal Combatant's Gavel,,,,Rare,100.0,,13.0,,,,2.6,,24.0,,
,,,,,,,,11.0,,60.0,35.0,,18.42,90.0,,,,,,60.0,35.0,18.42,2.6,Beakbreaker Scimitar,,,,Rare,100.0,,13.0,,,,2.6,,24.0,16.0,11.0
16.0,,,,,,,,10.0,,54.0,41.0,,18.41,90.0,,11.0,,,,54.0,41.0,18.41,2.6,Skullthumper of Trials,,,,Rare,,,13.0,,,,2.6,,24.0,,
,,,,,,,,11.0,,60.0,35.0,,18.42,90.0,,,,,11.0,60.0,35.0,18.42,2.6,Primal Combatant's Slicer,,,,Rare,100.0,,13.0,,,,2.6,,24.0,16.0,
16.0,,,,,,,,12.0,,56.0,39.0,,18.34,65.0,,,,,,56.0,39.0,18.34,2.6,Son of the Beast's Bloody Paw,,,,Rare,100.0,,13.0,,,,2.6,,24.0,,8.0
16.0,,,,,,,,11.0,,56.0,39.0,,18.34,65.0,,,,,11.0,56.0,39.0,18.34,2.6,Primal Combatant's Ripper,,,,Rare,100.0,,13.0,,,,2.6,,24.0,,
16.0,,,,,Rogue,,,,,41.0,24.0,,18.27,65.0,,12.0,,,10.0,41.0,24.0,18.27,1.8,Lightdrinker Dagger,,,,Rare,100.0,,13.0,,,,1.8,,24.0,,
,,,,,,,,11.0,,55.0,38.0,,18.01,55.0,,,,,9.0,55.0,38.0,18.01,2.6,Plainshunter Claws,,,,Uncommon,,,13.0,,,,2.6,,24.0,16.0,
16.0,,,,,,,,,,41.0,24.0,,18.14,65.0,,11.0,,,,41.0,24.0,18.14,1.8,Oskiira's Mercy,,,,Rare,96.0,,13.0,,,,1.8,,24.0,,11.0
15.0,,,,,,,,,,56.0,33.0,,17.28,90.0,,,,,,56.0,33.0,17.28,2.6,Taladorantula Terrorfang,,,,Rare,94.0,,13.0,,,,2.6,,23.0,,
,,,,,,,,,,51.0,39.0,,17.4,75.0,,,,,,51.0,39.0,17.4,2.6,Longclaw Mace,,,,Uncommon,97.0,,13.0,,,,2.6,,23.0,,
,,,,,,,,,,25.0,19.0,,8.6,90.0,,10.0,89.0,,10.0,25.0,19.0,8.6,2.6,Matti's Magnificent Mace,,,,Rare,94.0,,13.0,,,,2.6,,23.0,,
,,,,,,,,,,56.0,33.0,,17.28,75.0,,,,,,56.0,33.0,17.28,2.6,Longclaw Sword,,,,Uncommon,97.0,,13.0,,,,2.6,,23.0,,
,,,,,,,,,,56.0,33.0,,17.28,75.0,,,,,10.0,56.0,33.0,17.28,2.6,Restalaan's Longsword,,,,Uncommon,,,13.0,,,,2.6,,23.0,15.0,10.0
,,,,,,,,,,55.0,33.0,,16.96,75.0,,,,,,55.0,33.0,16.96,2.6,Skettis Sword,,,,Uncommon,96.0,,13.0,,,,2.6,,22.0,,
,,,,,,,,,,47.0,32.0,,15.32,55.0,,,,,,47.0,32.0,15.32,2.6,Lunarglow Knuckles,,,,Uncommon,91.0,,13.0,,,,2.6,,20.0,,
,,,,,,,,,,,,,0.8300000000000001,80.0,,,,,,,,0.8300000000000001,1.8,Tournament Gladiator's Spellblade,,,,Epic,100.0,,13.0,,,,1.8,,,,
,,,,,,,,,,2.0,1.0,,0.66,110.0,,,,,,2.0,1.0,0.66,2.6,Tournament Gladiator's Mageblade,,,,Epic,100.0,,13.0,,,,2.6,,,,
17.0,,,,,,,,12.0,,69.0,33.0,,19.69,110.0,,,,,12.0,69.0,33.0,19.69,2.6,Warmongering Gladiator's Cleaver,,,,Epic,100.0,,13.0,,,,2.6,,26.0,,
17.0,,,,,,,,12.0,,64.0,38.0,,19.72,110.0,,,,,12.0,64.0,38.0,19.72,2.6,Warmongering Gladiator's Quickblade,,,,Epic,100.0,,13.0,,,,2.6,,26.0,,
,,,,,,,,12.0,,22.0,13.0,,9.82,80.0,,,101.0,,12.0,22.0,13.0,9.82,1.8,Warmongering Gladiator's Spellblade,,,,Epic,100.0,,13.0,,,,1.8,,26.0,,
,,,,,,,,,,69.0,33.0,,19.69,,,,,,,69.0,33.0,19.69,2.6,Warmongering Gladiator's Cleaver,,,,Epic,100.0,,13.0,,,,2.6,,,,
17.0,,,,,,,,11.0,,44.0,26.0,,19.5,65.0,,,,,11.0,44.0,26.0,19.5,1.8,Warmongering Combatant's Shanker,,,,Rare,100.0,,13.0,,,,1.8,,25.0,,
,,,,,,,,11.0,,57.0,44.0,,19.45,110.0,,,,,11.0,57.0,44.0,19.45,2.6,Wild Gladiator's Bonecracker,,,,Epic,100.0,,13.0,,,,2.6,,25.0,17.0,
,,,,,,,,11.0,,34.0,16.0,,9.69,110.0,,,98.0,,11.0,34.0,16.0,9.69,2.6,Wild Gladiator's Runeaxe,,,,Epic,100.0,,13.0,,,,2.6,,25.0,,
,,,,,,,,11.0,,59.0,41.0,,19.35,65.0,,,,,11.0,59.0,41.0,19.35,2.6,Warmongering Combatant's Render,,,,Rare,100.0,,13.0,,,,2.6,,25.0,17.0,
17.0,,,,,,,,,,42.0,25.0,,18.74,65.0,,12.0,,,10.0,42.0,25.0,18.74,1.8,Dagger of the Horde Vanguard,,,,Rare,1.0,,13.0,,,,1.8,,25.0,,
17.0,,,,,,,,,,66.0,31.0,,18.82,90.0,,11.0,,,11.0,66.0,31.0,18.82,2.6,Splitter of the Horde Vanguard,,,,Rare,1.0,,13.0,,,,2.6,,25.0,,
,,,,,Warrior,,,11.0,,66.0,31.0,,18.77,75.0,,,,,11.0,66.0,31.0,18.77,2.6,Defiant Axe,,,,Uncommon,100.0,,13.0,,,,2.6,,24.0,16.0,
,,,,,,,,11.0,,66.0,31.0,,18.77,90.0,,,,,11.0,66.0,31.0,18.77,2.6,Wild Combatant's Hacker,,,,Rare,100.0,,13.0,,,,2.6,,24.0,16.0,
16.0,,,,,,,,,,42.0,25.0,,18.68,80.0,,10.0,,,,42.0,25.0,18.68,1.8,Scherer's Culinary Chopper,,,,Epic,100.0,,13.0,,,,1.8,,24.0,,12.0
,,,,,,,,,,30.0,18.0,,9.27,,,,,,,30.0,18.0,9.27,2.6,Primal Gladiator's Mageblade,,,,Epic,100.0,,13.0,,,,2.6,,,,
,,,,,,,,,,27.0,21.0,,9.28,110.0,,,95.0,,12.0,27.0,21.0,9.28,2.6,Butcher's Terrible Tenderizer,,,,Epic,100.0,,13.0,,,,2.6,,24.0,,9.0
,,,,,,,,11.0,,61.0,36.0,,18.74,110.0,,,,,11.0,61.0,36.0,18.74,2.6,Primal Gladiator's Slicer,,,,Epic,100.0,,13.0,,,,2.6,,24.0,16.0,
,,,,,,,,,,21.0,12.0,,9.34,65.0,,12.0,95.0,,9.0,21.0,12.0,9.34,1.8,Feltwisted Sacrificial Blade,,,,Rare,100.0,,13.0,,,,1.8,,24.0,,
,,,,,,,,9.0,,64.0,31.0,,18.27,90.0,,12.0,,,,64.0,31.0,18.27,2.6,Searing Shadowflame Axe,,,,Rare,100.0,,13.0,,,,2.6,,24.0,16.0,
,,,,,,,,,,21.0,12.0,,9.27,55.0,,,95.0,,,21.0,12.0,9.27,1.8,Oshu'gun Spellblade,,,,Uncommon,100.0,,13.0,,,,1.8,,24.0,,
16.0,,,,,,,,11.0,,41.0,24.0,,18.27,65.0,,11.0,,,,41.0,24.0,18.27,1.8,Hydratooth Dagger,,,,Rare,100.0,,13.0,,,,1.8,,24.0,,
16.0,,,,,,,,,,60.0,35.0,,18.42,90.0,,11.0,,,,60.0,35.0,18.42,2.6,Mighty Gorian Shortsword,,,,Rare,,,13.0,,,,2.6,,24.0,,11.0
,,,,,,,,11.0,,56.0,39.0,,18.34,65.0,,,,,11.0,56.0,39.0,18.34,2.6,Primal Combatant's Render,,,,Rare,100.0,,13.0,,,,2.6,,24.0,16.0,
,,,,,,,,,,64.0,31.0,,18.27,90.0,,11.0,,,,64.0,31.0,18.27,2.6,Pokhar's Thirteenth Axe,,,,Rare,98.0,,13.0,,,,2.6,,24.0,16.0,11.0
16.0,,,,,,,,11.0,,54.0,41.0,,18.41,90.0,,,,,11.0,54.0,41.0,18.41,2.6,Primal Combatant's Pummeler,,,,Rare,100.0,,13.0,,,,2.6,,24.0,,
,,,,,,,,,,20.0,11.0,,8.81,55.0,,,89.0,,,20.0,11.0,8.81,1.8,Shadowsage Spellblade,,,,Uncommon,97.0,,13.0,,,,1.8,,23.0,,
,,,,,,,,,,19.0,11.0,,8.47,55.0,,,86.0,,,19.0,11.0,8.47,1.8,Sunsworn Spellblade,,,,Uncommon,96.0,,13.0,,,,1.8,,22.0,,
,,,,,,,,,,24.0,19.0,,8.27,75.0,,,86.0,,,24.0,19.0,8.27,2.6,Soulkeeper Scepter,,,,Uncommon,95.0,,13.0,,,,2.6,,22.0,,
,,,,,,,,,,19.0,11.0,,8.41,65.0,,7.0,86.0,,,19.0,11.0,8.41,1.8,Riptar's Clever Claw,,,,Rare,92.0,,13.0,,,,1.8,,22.0,,11.0
,,,,,,,,,,54.0,32.0,,16.65,90.0,,,,,9.0,54.0,32.0,16.65,2.6,Reinforced Tuskblade,,,,Rare,92.0,,13.0,,,,2.6,,22.0,15.0,10.0
15.0,,,,,,,,,,37.0,22.0,,16.49,65.0,,9.0,,,10.0,37.0,22.0,16.49,1.8,Broodmother's Kiss,,,,Rare,92.0,,13.0,,,,1.8,,22.0,,
14.0,,,,,,,,,,37.0,21.0,,16.37,55.0,,,,,,37.0,21.0,16.37,1.8,Incised Dagger,,,,Uncommon,94.0,,13.0,,,,1.8,,21.0,,
,,,,,,,,,,22.0,17.0,,7.56,75.0,,,76.0,,,22.0,17.0,7.56,2.6,Moonwhisper Scepter,,,,Uncommon,91.0,,13.0,,,,2.6,,20.0,,
,,,,,,,,,,30.0,14.0,,8.53,75.0,,,,,,30.0,14.0,8.53,2.6,Beastmaster's Discarded Axe,,,,Poor,100.0,,13.0,,,,2.6,,,,
,,,,,,,,,,19.0,11.0,,5.89,75.0,,,,,,19.0,11.0,5.89,2.6,Common Legion Blade,,,,Poor,98.0,,13.0,,,,2.6,,,,
,,,,,,,,,,4.0,3.0,,1.37,,,,,,,4.0,3.0,1.37,2.6,Tournament Gladiator's Render,,,,Epic,100.0,,13.0,,,,2.6,,,,
,,,,,,,,,,4.0,3.0,,1.37,,,,,,,4.0,3.0,1.37,2.6,Tournament Gladiator's Render,,,,Epic,100.0,,13.0,,,,2.6,,,,
,,,,,,,,198.0,,588.0,283.0,,1927.76,,,,46587.0,,198.0,588.0,283.0,1927.76,0.23,Warmongering Gladiator's Runeaxe,,,,Epic,100.0,,13.0,,,,0.23,,5091.0,,
17.0,,,,,,,,12.0,,44.0,26.0,,19.64,80.0,,,,,12.0,44.0,26.0,19.64,1.8,Warmongering Gladiator's Shanker,,,,Epic,100.0,,13.0,,,,1.8,,26.0,,
17.0,,,,,,,,12.0,,58.0,44.0,,19.8,110.0,,,,,12.0,58.0,44.0,19.8,2.6,Warmongering Gladiator's Pummeler,,,,Epic,100.0,,13.0,,,,2.6,,26.0,,
17.0,,,,,,,,12.0,,60.0,42.0,,19.69,80.0,,,,,12.0,60.0,42.0,19.69,2.6,Warmongering Gladiator's Ripper,,,,Epic,100.0,,13.0,,,,2.6,,26.0,,
,,,,,,,,,,64.0,38.0,,19.72,,,,,,,64.0,38.0,19.72,2.6,Warmongering Gladiator's Quickblade,,,,Epic,100.0,,13.0,,,,2.6,,,,
,,,,,,,,12.0,,58.0,44.0,,19.8,110.0,,,,,12.0,58.0,44.0,19.8,2.6,Warmongering Gladiator's Bonecracker,,,,Epic,100.0,,13.0,,,,2.6,,26.0,17.0,
17.0,,,,,,,,12.0,,69.0,33.0,,19.69,110.0,,,,,12.0,69.0,33.0,19.69,2.6,Warmongering Gladiator's Cleaver,,,,Epic,100.0,,13.0,,,,2.6,,26.0,,
,,,,,,,,12.0,,69.0,33.0,,19.69,110.0,,,,,12.0,69.0,33.0,19.69,2.6,Warmongering Gladiator's Hacker,,,,Epic,100.0,,13.0,,,,2.6,,26.0,17.0,
,,,,,,,,,,34.0,16.0,,9.69,,,,,,,34.0,16.0,9.69,2.6,Warmongering Gladiator's Runeaxe,,,,Epic,100.0,,13.0,,,,2.6,,,,
17.0,,,,,,,,11.0,,59.0,41.0,,19.35,65.0,,,,,11.0,59.0,41.0,19.35,2.6,Warmongering Combatant's Ripper,,,,Rare,100.0,,13.0,,,,2.6,,25.0,,
,,,,,,,,,,59.0,41.0,,19.35,,,,,,,59.0,41.0,19.35,2.6,Wild Gladiator's Ripper,,,,Epic,100.0,,13.0,,,,2.6,,,,
17.0,,,,,,,,11.0,,44.0,26.0,,19.5,80.0,,,,,11.0,44.0,26.0,19.5,1.8,Wild Gladiator's Shanker,,,,Epic,100.0,,13.0,,,,1.8,,25.0,,
,,,,,,,,11.0,,28.0,22.0,,9.63,90.0,,,98.0,,11.0,28.0,22.0,9.63,2.6,Warmongering Combatant's Gavel,,,,Rare,100.0,,13.0,,,,2.6,,25.0,,
17.0,,,,,,,,11.0,,44.0,26.0,,19.5,80.0,,,,,11.0,44.0,26.0,19.5,1.8,Wild Gladiator's Shanker,,,,Epic,100.0,,13.0,,,,1.8,,25.0,,
,,,,,,,,,,68.0,32.0,,19.38,,,,,,,68.0,32.0,19.38,2.6,Wild Gladiator's Hacker,,,,Epic,100.0,,13.0,,,,2.6,,,,
17.0,,,,,,,,11.0,,63.0,37.0,,19.39,90.0,,,,,11.0,63.0,37.0,19.39,2.6,Warmongering Combatant's Quickblade,,,,Rare,100.0,,13.0,,,,2.6,,25.0,,
17.0,,,,,,,,11.0,,59.0,41.0,,19.35,80.0,,,,,11.0,59.0,41.0,19.35,2.6,Wild Gladiator's Ripper,,,,Epic,100.0,,13.0,,,,2.6,,25.0,,
,,,,,,,,11.0,,28.0,21.0,,9.51,90.0,,11.0,98.0,,,28.0,21.0,9.51,2.6,Stormwind Vanguard Battle Mace,,,,Rare,1.0,,13.0,,,,2.6,,25.0,,
17.0,,,,,,,,9.0,,66.0,31.0,,18.82,110.0,,,,,13.0,66.0,31.0,18.82,2.6,Limbcarver Hatchet,,,,Epic,100.0,,13.0,,,,2.6,,25.0,,
17.0,,,,,,,,,,66.0,31.0,,18.82,90.0,,11.0,,,11.0,66.0,31.0,18.82,2.6,Stormwind Vanguard Splitter,,,,Rare,1.0,,13.0,,,,2.6,,25.0,,
17.0,,,,,,,,,,61.0,36.0,,18.81,90.0,,11.0,,,11.0,61.0,36.0,18.81,2.6,Quickblade of the Horde Vanguard,,,,Rare,1.0,,13.0,,,,2.6,,25.0,,
,,,,,,,,11.0,,66.0,31.0,,18.82,90.0,,,,,11.0,66.0,31.0,18.82,2.6,Stormwind Vanguard Waraxe,,,,Rare,1.0,,13.0,,,,2.6,,25.0,17.0,
16.0,,,,,Rogue,,,,,61.0,36.0,,18.74,75.0,,11.0,,,11.0,61.0,36.0,18.74,2.6,Skulldugger Sword,,,,Uncommon,100.0,,13.0,,,,2.6,,24.0,,
,,,,,,,,,,57.0,40.0,,18.67,,,,,,,57.0,40.0,18.67,2.6,Primal Gladiator's Ripper,,,,Epic,100.0,,13.0,,,,2.6,,,,
16.0,,,,,Monk,,,11.0,,61.0,36.0,,18.74,75.0,,,,,11.0,61.0,36.0,18.74,2.6,Harmonious Sword,,,,Uncommon,100.0,,13.0,,,,2.6,,24.0,,
16.0,,,,,,,,11.0,,66.0,31.0,,18.77,110.0,,,,,11.0,66.0,31.0,18.77,2.6,Primal Gladiator's Cleaver,,,,Epic,100.0,,13.0,,,,2.6,,24.0,,
,,,,,,,,,,61.0,36.0,,18.74,110.0,,11.0,,,11.0,61.0,36.0,18.74,2.6,Oregorger's Venomous Canine,,,,Epic,100.0,,13.0,,,,2.6,,24.0,16.0,
16.0,,,,,,,,,,44.0,23.0,,18.77,,,11.0,,,,44.0,23.0,18.77,1.8,6.0 Weapon - Knife_1h_DraenorRaid_D_01 - Jade,,,,Epic,100.0,,13.0,,,,1.8,,24.0,,10.0
,,,,,,,,,,66.0,31.0,,18.77,,,,,,,66.0,31.0,18.77,2.6,Primal Gladiator's Hacker,,,,Epic,100.0,,13.0,,,,2.6,,,,
16.0,,,,,,,,11.0,,66.0,31.0,,18.77,110.0,,,,,11.0,66.0,31.0,18.77,2.6,Primal Gladiator's Cleaver,,,,Epic,100.0,,13.0,,,,2.6,,24.0,,
16.0,,,,,,,,11.0,,55.0,42.0,,18.76,110.0,,,,,11.0,55.0,42.0,18.76,2.6,Primal Gladiator's Pummeler,,,,Epic,100.0,,13.0,,,,2.6,,24.0,,
16.0,,,,,,,,11.0,,61.0,36.0,,18.74,110.0,,,,,11.0,61.0,36.0,18.74,2.6,Primal Gladiator's Quickblade,,,,Epic,100.0,,13.0,,,,2.6,,24.0,,
,,,,,,,,11.0,,65.0,31.0,,18.52,110.0,,10.0,,,,65.0,31.0,18.52,2.6,Butcher's Cruel Chopper,,,,Epic,100.0,,13.0,,,,2.6,,24.0,16.0,
,,,,,,,,,,27.0,21.0,,9.24,110.0,,,95.0,,12.0,27.0,21.0,9.24,2.6,Shard of Crystalline Fury,,,,Epic,100.0,,13.0,,,,2.6,,24.0,,9.0
16.0,,,,,,,,,,42.0,25.0,,18.61,80.0,,9.0,,,12.0,42.0,25.0,18.61,1.8,Dagger of Enfeeblement,,,,Epic,100.0,,13.0,,,,1.8,,24.0,,
16.0,,,,,Rogue,,,,,60.0,36.0,,18.48,75.0,,11.0,,,11.0,60.0,36.0,18.48,2.6,Lightdrinker Sword,,,,Uncommon,100.0,,13.0,,,,2.6,,24.0,,
,,,,,,,,,,27.0,20.0,,9.21,90.0,,9.0,95.0,,,27.0,20.0,9.21,2.6,Talon Guard Cudgel,,,,Rare,,,13.0,,,,2.6,,24.0,,12.0
,,,,,,,,,,56.0,39.0,,18.34,55.0,,,,,,56.0,39.0,18.34,2.6,Howling Knuckles,,,,Uncommon,100.0,,13.0,,,,2.6,,24.0,,
,,,,,,,,,,27.0,20.0,,9.21,90.0,,,95.0,,,27.0,20.0,9.21,2.6,Turbulent Scepter,,,,Rare,100.0,,13.0,,,,2.6,,24.0,,
16.0,,,,,,,,11.0,,56.0,39.0,,18.34,65.0,,,,,11.0,56.0,39.0,18.34,2.6,Primal Combatant's Ripper,,,,Rare,100.0,,13.0,,,,2.6,,24.0,,
,,,,,Paladin,,,11.0,,60.0,35.0,,18.42,90.0,,,,,11.0,60.0,35.0,18.42,2.6,Sunsoul Sword,,,,Rare,100.0,,13.0,,,,2.6,,24.0,16.0,
16.0,,,,,,,,9.0,,60.0,35.0,,18.42,90.0,,,,,12.0,60.0,35.0,18.42,2.6,Sentinel's Wingblade,,,,Rare,100.0,,13.0,,,,2.6,,24.0,,
16.0,,,,,,,,11.0,,60.0,35.0,,18.42,90.0,,,,,11.0,60.0,35.0,18.42,2.6,Primal Combatant's Quickblade,,,,Rare,100.0,,13.0,,,,2.6,,24.0,,
,,,,,,,,10.0,,60.0,35.0,,18.42,90.0,,,,,12.0,60.0,35.0,18.42,2.6,Talon Guard Shortblade,,,,Rare,,,13.0,,,,2.6,,24.0,16.0,
16.0,,,,,,,,,,64.0,31.0,,18.27,90.0,,12.0,,,9.0,64.0,31.0,18.27,2.6,Voidreaver's Axe,,,,Rare,100.0,,13.0,,,,2.6,,24.0,,
,,,,,,,,11.0,,21.0,12.0,,9.27,65.0,,,95.0,,11.0,21.0,12.0,9.27,1.8,Primal Combatant's Spellblade,,,,Rare,100.0,,13.0,,,,1.8,,24.0,,
,,,,,,,,,,25.0,19.0,,8.6,75.0,,,89.0,,,25.0,19.0,8.6,2.6,Ruhkmari Scepter,,,,Uncommon,98.0,,13.0,,,,2.6,,23.0,,
,,,,,,,,,,56.0,33.0,,17.28,90.0,,11.0,,,8.0,56.0,33.0,17.28,2.6,Forgotten Vindicator's Blade,,,,Rare,94.0,,13.0,,,,2.6,,23.0,15.0,
,,,,,,,,8.0,,51.0,39.0,,17.4,90.0,,11.0,,,,51.0,39.0,17.4,2.6,Fleshrender's Painbringer,,,,Rare,94.0,,13.0,,,,2.6,,23.0,15.0,
,,,,,,,,8.0,,24.0,19.0,,8.27,75.0,,,86.0,,11.0,24.0,19.0,8.27,2.6,Ogron Slayer's Club,,,,Uncommon,,,13.0,,,,2.6,,22.0,,
14.0,,,,,,,,,,53.0,31.0,,16.35,75.0,,,,,10.0,53.0,31.0,16.35,2.6,Steamscar Sabre,,,,Uncommon,,,13.0,,,,2.6,,21.0,,9.0
,,,,,,,,,,,,,,,,,,,50.0,,,,,Formula: Enchant Weapon - Masterful Navigation,,,,Common,100.0,,,,,,,,,,
,,,,50.0,,,,,,,,,,,,,,,,,,,,Formula: Enchant Weapon - Stalwart Navigation,,,,Common,100.0,,,,,,,,,,
,,,,50.0,,,,,,,,,,,,,,,,,,,,Formula: Enchant Weapon - Stalwart Navigation,,,,Common,100.0,,,,,,,,,,
,,,,,,,,,,45.0,35.0,,15.44,75.0,,,,,,45.0,35.0,15.44,2.6,Vinewrapped Mace,,,,Uncommon,92.0,,13.0,,,,2.6,,21.0,,
14.0,,,,,,,,,,35.0,20.0,,15.54,55.0,,,,,,35.0,20.0,15.54,1.8,Vinewrapped Dagger,,,,Uncommon,92.0,,13.0,,,,1.8,,21.0,,
,,,,,,,,,,49.0,29.0,,15.13,75.0,,,,,,49.0,29.0,15.13,2.6,Lunarglow Sword,,,,Uncommon,91.0,,13.0,,,,2.6,,20.0,,
,,,,,,,,,,29.0,15.0,,8.55,75.0,,,,,,29.0,15.0,8.55,2.6,Splintered Talbuk Bone Sickle,,,,Poor,100.0,,13.0,,,,2.6,,,,
,,,,,,,,,,19.0,11.0,,8.46,55.0,,,,,,19.0,11.0,8.46,1.8,Over-Sharpened Shank,,,,Poor,100.0,,13.0,,,,1.8,,,,
,,,,,,,,522.0,,,,,,,,427.0,181895.0,,,,,,,Soulcutter Mageblade,,,,Rare,100.0,1095.0,13.0,,,,2.22,,,,
,,,,,,,,198.0,,588.0,283.0,,1927.76,,,,46587.0,,198.0,588.0,283.0,1927.76,0.23,Warmongering Gladiator's Runeaxe,,,,Epic,100.0,,13.0,,,,0.23,,5091.0,,
,,,,,,,,141.0,,104.0,56.0,,833.53,,,,1467.0,,141.0,104.0,56.0,833.53,0.1,Primal Combatant's Mageblade,,,,Rare,100.0,,13.0,,,,0.1,2842.0,2201.0,,
,,,,,,,,,,64.0,38.0,,19.72,,,,,,,64.0,38.0,19.72,2.6,Warmongering Gladiator's Slicer,,,,Epic,100.0,,13.0,,,,2.6,,,,
,,,,,,,,,,58.0,44.0,,19.8,,,,,,,58.0,44.0,19.8,2.6,Warmongering Gladiator's Pummeler,,,,Epic,100.0,,13.0,,,,2.6,,,,
,,,,,,,,,,22.0,13.0,,9.82,,,,,,,22.0,13.0,9.82,1.8,Warmongering Gladiator's Spellblade,,,,Epic,100.0,,13.0,,,,1.8,,,,
,,,,,,,,,,44.0,26.0,,19.64,80.0,,,,,,44.0,26.0,19.64,1.8,Warmongering Gladiator's Shanker,,,,Epic,100.0,,13.0,,,,1.8,,,,
,,,,,,,,11.0,,22.0,13.0,,9.75,80.0,,,98.0,,11.0,22.0,13.0,9.75,1.8,Wild Gladiator's Spellblade,,,,Epic,100.0,,13.0,,,,1.8,,25.0,,
,,,,,,,,,,22.0,13.0,,9.75,,,,,,,22.0,13.0,9.75,1.8,Wild Gladiator's Spellblade,,,,Epic,100.0,,13.0,,,,1.8,,,,
,,,,,,,,11.0,,59.0,41.0,,19.35,80.0,,,,,11.0,59.0,41.0,19.35,2.6,Wild Gladiator's Render,,,,Epic,100.0,,13.0,,,,2.6,,25.0,17.0,
,,,,,,,,11.0,,57.0,44.0,,19.45,110.0,,,,,11.0,57.0,44.0,19.45,2.6,Wild Gladiator's Bonecracker,,,,Epic,100.0,,13.0,,,,2.6,,25.0,17.0,
17.0,,,,,,,,11.0,,57.0,44.0,,19.45,90.0,,,,,11.0,57.0,44.0,19.45,2.6,Warmongering Combatant's Pummeler,,,,Rare,100.0,,13.0,,,,2.6,,25.0,,
,,,,,,,,11.0,,59.0,41.0,,19.35,80.0,,,,,11.0,59.0,41.0,19.35,2.6,Wild Gladiator's Render,,,,Epic,100.0,,13.0,,,,2.6,,25.0,17.0,
