agi,agiint,agistr,agistrint,arcres,armor,atkpwr,classes,cooldown,critstrkrtng,dodgertng,firres,frores,hastertng,int,itemset,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqlevel,rgdhastepct,slotbak,socket1,socket2,speed,splhastepct,sta,str,strint,versatility
245.0,,,245.0,,114.0,,,24.0,90.0,,,,65.0,245.0,,,Mountebank's Colorful Cloak,,,,Epic,120.0,,16.0,,,,,367.0,245.0,,
134.0,,,134.0,,73.0,,,,79.0,,,,,134.0,,38.0,High Tinker's Cape,,,,Epic,120.0,,16.0,,,,,200.0,134.0,,
69.0,,,69.0,,43.0,,,,27.0,,,,,69.0,,39.0,House of Nobles Cape,,,,Rare,120.0,,16.0,,,,,104.0,69.0,,
69.0,,,69.0,,43.0,,,,,,,,21.0,69.0,,45.0,Garyl's Riding Blanket,,,,Rare,120.0,,16.0,,,,,104.0,69.0,,
134.0,,,134.0,,73.0,,,,,,,,79.0,134.0,,38.0,Fetid Horror's Tanglecloak,,,,Epic,120.0,,16.0,,,,,200.0,134.0,,
101.0,,,101.0,,61.0,,,,59.0,,,,,101.0,,42.0,Drape of the Azerothian Champion,,,,Rare,120.0,,16.0,,,,,151.0,101.0,,
140.0,,,140.0,,76.0,,,,69.0,,,,,140.0,,52.0,Deathstalker's Cloak,,,,Rare,120.0,,16.0,,,,,210.0,140.0,,
134.0,,,134.0,,73.0,,,,,,,,54.0,134.0,,64.0,Windswept Dinorider's Cape,,,,Epic,120.0,,16.0,,,,,200.0,134.0,,
134.0,,,134.0,,73.0,,,,118.0,,,,,134.0,,,Wolfpelt Greatcloak,,,,Epic,120.0,,16.0,,,,,200.0,134.0,,
140.0,,,140.0,,76.0,,,,52.0,,,,,140.0,,69.0,Moonpriest's Cloak,,,,Rare,120.0,,16.0,,,,,210.0,140.0,,
134.0,,,134.0,,73.0,,,,44.0,,,,,134.0,,,Desert Nomad's Wrap,,,,Epic,120.0,,16.0,,,,,200.0,134.0,,74.0
140.0,,,140.0,,76.0,,,,69.0,,,,,140.0,,,Kaldorei Archer's Greatcloak,,,,Rare,120.0,,16.0,,,,,210.0,140.0,,52.0
140.0,,,140.0,,76.0,,,,69.0,,,,,140.0,,,Blightguard's Cloak,,,,Rare,120.0,,16.0,,,,,210.0,140.0,,52.0
134.0,,,134.0,,73.0,,,,49.0,,,,,134.0,,69.0,Plasma-Spattered Greatcloak,,,,Epic,120.0,,16.0,,,,,200.0,134.0,,
140.0,,,140.0,,76.0,,,,52.0,,,,,140.0,,69.0,Plaguebringer's Drape,,,,Rare,120.0,,16.0,,,,,210.0,140.0,,
140.0,,,140.0,,76.0,,,,,,,,69.0,140.0,,,Wardenguard's Drape,,,,Rare,120.0,,16.0,,,,,210.0,140.0,,52.0
69.0,,,69.0,,43.0,,,,27.0,,,,39.0,69.0,,,Boralus Sailor's Cloak,,,,Rare,120.0,,16.0,,,,,104.0,69.0,,
146.0,,,146.0,,78.0,,,,65.0,,,,58.0,146.0,,,Notorious Aspirant's Greatcloak,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,
101.0,,,101.0,,61.0,,,,,,,,37.0,101.0,,63.0,7th Legionnaire's Cloak,,,,Rare,120.0,,16.0,,,,,151.0,101.0,,
140.0,,,140.0,,76.0,,,,69.0,,,,,140.0,,52.0,Darkwood Sentinel's Drape,,,,Rare,120.0,,16.0,,,,,210.0,140.0,,
101.0,,,101.0,,61.0,,,,,,,,55.0,101.0,,,Navy Blue Boat Cloak,,,,Rare,120.0,,16.0,,,,,151.0,101.0,,46.0
84.0,,,84.0,,50.0,,,,,,,,,84.0,,,Embroidered Deep Sea Cloak,,,,Rare,120.0,,16.0,,,,,125.0,84.0,,
146.0,,,146.0,,78.0,,,,72.0,,,,,146.0,,51.0,Notorious Gladiator's Cape,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,
134.0,,,134.0,,73.0,,,,72.0,,,,,134.0,,,Cloak of Rippling Whispers,,,,Epic,120.0,,16.0,,,,,200.0,134.0,,46.0
101.0,,,101.0,,61.0,,,,,,,,55.0,101.0,,,Dinomancer's Cloak,,,,Rare,120.0,,16.0,,,,,151.0,101.0,,46.0
69.0,,,69.0,,43.0,,,,42.0,,,,,69.0,,24.0,Quillstitch Greatcloak,,,,Rare,120.0,,16.0,,,,,104.0,69.0,,
69.0,,,69.0,,43.0,,,,,,,,,69.0,,,Ashvane Company Cloak,,,,Uncommon,120.0,,16.0,,,,,104.0,69.0,,
134.0,,,134.0,,73.0,,,,,,,,,134.0,,66.0,Silverback Cloak,,,,Epic,120.0,,16.0,,,,,200.0,134.0,,51.0
101.0,,,101.0,,61.0,,,,,,,,37.0,101.0,,63.0,Drape of the Horde's Fury,,,,Rare,120.0,,16.0,,,,,151.0,101.0,,
69.0,,,69.0,,43.0,,,,,,,,,69.0,,,Heartsbane Greatcloak,,,,Uncommon,120.0,,16.0,,,,,104.0,69.0,,
69.0,,,69.0,,43.0,,,,,,,,34.0,69.0,,32.0,Loa-Pledged Drape,,,,Rare,120.0,,16.0,,,,,104.0,69.0,,
121.0,,,121.0,,69.0,,,,,,,,,121.0,,,Sinister Combatant's Satin Cloak,,,,Epic,120.0,,16.0,,,,,182.0,121.0,,
146.0,,,146.0,,78.0,,,,,,,,72.0,146.0,,51.0,Sinister Gladiator's Shawl,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,
101.0,,,101.0,,61.0,,,,,,,,37.0,101.0,,,Cape of the Scroll Keepers,,,,Rare,120.0,,16.0,,,,,151.0,101.0,,63.0
69.0,,,69.0,,43.0,,,,,,,,,69.0,,,Morass Prowler's Cloak,,,,Uncommon,120.0,,16.0,,,,,104.0,69.0,,
69.0,,,69.0,,43.0,,,,27.0,,,,,69.0,,,Gurubashi Empire Greatcloak,,,,Rare,120.0,,16.0,,,,,104.0,69.0,,39.0
146.0,,,146.0,,78.0,,,,,,,,56.0,146.0,,67.0,Notorious Gladiator's Greatcloak,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,
134.0,,,134.0,,73.0,,,,44.0,,,,,134.0,,,Jula's Jovial Drape,,,,Epic,120.0,,16.0,,,,,200.0,134.0,,74.0
69.0,,,69.0,,43.0,,,,39.0,,,,,69.0,,27.0,Dread Gladiator's Cape,,,,Epic,120.0,,16.0,,,,,104.0,69.0,,
69.0,,,69.0,,43.0,,,,,,,,,69.0,,,Mistfall Greatcloak,,,,Uncommon,120.0,,16.0,,,,,104.0,69.0,,
69.0,,,69.0,,43.0,,,,,,,,34.0,69.0,,,Yeti-Rager's Cloak,,,,Rare,120.0,,16.0,,,,,104.0,69.0,,32.0
42.0,,,42.0,,17.0,,,,,,,,,42.0,,,Tidespray Linen Cloak,,,,Uncommon,111.0,,16.0,,,,,62.0,42.0,,
101.0,,,101.0,,61.0,,,,55.0,,,,,101.0,,,Dune Shroud,,,,Rare,120.0,,16.0,,,,,151.0,101.0,,46.0
69.0,,,69.0,,43.0,,,,,,,,,69.0,,,Freehold Cape,,,,Uncommon,120.0,,16.0,,,,,104.0,69.0,,
69.0,,,69.0,,43.0,,,,,,,,,69.0,,,Briarback Greatcloak,,,,Uncommon,120.0,,16.0,,,,,104.0,69.0,,
69.0,,,69.0,,43.0,,,,39.0,,,,,69.0,,27.0,Dread Gladiator's Cape,,,,Epic,120.0,,16.0,,,,,104.0,69.0,,
101.0,,,101.0,,61.0,,,,55.0,,,,,101.0,,,Cape of the Divine Depths,,,,Rare,120.0,,16.0,,,,,151.0,101.0,,46.0
42.0,,,42.0,,17.0,,,,,,,,,42.0,,,Tidespray Linen Cloak,,,,Uncommon,111.0,,16.0,,,,,62.0,42.0,,
146.0,,,146.0,,78.0,,,,72.0,,,,,146.0,,51.0,Notorious Gladiator's Cape,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,
146.0,,,146.0,,78.0,,,,,,,,75.0,146.0,,,Notorious Gladiator's Drape,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,48.0
101.0,,,101.0,,61.0,,,,,,,,,101.0,,40.0,Witch Hunter's Cape,,,,Rare,120.0,,16.0,,,,,151.0,101.0,,62.0
69.0,,,69.0,,43.0,,,,,,,,30.0,69.0,,,Dread Gladiator's Greatcloak,,,,Epic,120.0,,16.0,,,,,104.0,69.0,,36.0
69.0,,,69.0,,43.0,,,,,,,,,69.0,,,Foxhollow Drape,,,,Uncommon,120.0,,16.0,,,,,104.0,69.0,,
194.0,,,194.0,,95.0,,Warrior,,,,,,,194.0,,70.0,Oathsworn Cloak of Stoicism,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,70.0
146.0,,,146.0,,78.0,,,,,,,,72.0,146.0,,51.0,Sinister Gladiator's Shawl,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,
146.0,,,146.0,,78.0,,,,51.0,,,,72.0,146.0,,,Sinister Gladiator's Cape,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,
101.0,,,101.0,,61.0,,,,,,,,,101.0,,40.0,Drape of the Blood Purge,,,,Rare,120.0,,16.0,,,,,151.0,101.0,,62.0
69.0,,,69.0,,43.0,,,,,,,,,69.0,,,Corlain Cape,,,,Uncommon,120.0,,16.0,,,,,104.0,69.0,,
69.0,,,69.0,,43.0,,,,,,,,40.0,69.0,,26.0,Dread Gladiator's Drape,,,,Epic,120.0,,16.0,,,,,104.0,69.0,,
161.0,,,161.0,,83.0,,,,,,,,,161.0,,,Notorious Combatant's Satin Cloak,,,,Epic,120.0,,16.0,,,,,241.0,161.0,,
146.0,,,146.0,,78.0,,,,,,,,56.0,146.0,,67.0,Sinister Gladiator's Greatcloak,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,
146.0,,,146.0,,78.0,,,,,,,,,146.0,,51.0,Notorious Gladiator's Shawl,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,72.0
146.0,,,146.0,,78.0,,,,,,,,,146.0,,60.0,Notorious Aspirant's Shawl,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,63.0
146.0,,,146.0,,78.0,,,,,,,,56.0,146.0,,67.0,Notorious Gladiator's Greatcloak,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,
146.0,,,146.0,,78.0,,,,,,,,75.0,146.0,,,Notorious Gladiator's Drape,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,48.0
121.0,,,121.0,,69.0,,,,,,,,,121.0,,,Sinister Combatant's Satin Cloak,,,,Epic,120.0,,16.0,,,,,182.0,121.0,,
69.0,,,69.0,,43.0,,,,,,,,,69.0,,,Faithless Skycloak,,,,Uncommon,120.0,,16.0,,,,,104.0,69.0,,
69.0,,,69.0,,43.0,,,,,,,,40.0,69.0,,26.0,Dread Gladiator's Drape,,,,Epic,120.0,,16.0,,,,,104.0,69.0,,
69.0,,,69.0,,43.0,,,,,,,,29.0,69.0,,37.0,Bloodhunter's Drape,,,,Rare,120.0,,16.0,,,,,104.0,69.0,,
69.0,,,69.0,,43.0,,,,,,,,27.0,69.0,,39.0,Dread Gladiator's Shawl,,,,Epic,120.0,,16.0,,,,,104.0,69.0,,
194.0,,,194.0,,95.0,,Shaman,,,,,,,194.0,,70.0,Streamtalker Cloak of Wisdom,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,70.0
194.0,,,194.0,,95.0,,Demon hunter,,67.0,,,,73.0,194.0,,,Illidari Drape,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
161.0,,,161.0,,83.0,,,,,,,,,161.0,,,Notorious Combatant's Satin Cloak,,,,Epic,120.0,,16.0,,,,,241.0,161.0,,
146.0,,,146.0,,78.0,,,,66.0,,,,,146.0,,57.0,Notorious Aspirant's Drape,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,
146.0,,,146.0,,78.0,,,,66.0,,,,,146.0,,57.0,Notorious Aspirant's Drape,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,
84.0,,,84.0,,50.0,,,,,,,,,84.0,,,Honorable Combatant's Satin Cloak,,,,Rare,120.0,,16.0,,,,,125.0,84.0,,
69.0,,,69.0,,43.0,,,,,,,,,69.0,,39.0,Devoted Lookout's Windcloak,,,,Rare,120.0,,16.0,,,,,104.0,69.0,,27.0
194.0,,,194.0,,95.0,,Shaman,,70.0,,,,70.0,194.0,,,Streamtalker Cloak of Rage,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
146.0,,,146.0,,78.0,,,,63.0,,,,60.0,146.0,,,Notorious Aspirant's Cape,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,
84.0,,,84.0,,50.0,,,,,,,,,84.0,,,Embroidered Deep Sea Cloak,,,,Rare,120.0,,16.0,,,,,125.0,84.0,,
69.0,,,69.0,,43.0,,,,,,,,,69.0,,,Crimsonwood Drape,,,,Uncommon,120.0,,16.0,,,,,104.0,69.0,,
69.0,,,69.0,,43.0,,,,38.0,,,,,69.0,,,Battalion Veteran's Greatcloak,,,,Rare,120.0,,16.0,,,,,104.0,69.0,,29.0
69.0,,,69.0,,43.0,,,,,,,,30.0,69.0,,,Dread Gladiator's Greatcloak,,,,Epic,120.0,,16.0,,,,,104.0,69.0,,36.0
69.0,,,69.0,,43.0,,,,,,,,,69.0,,,Reefwalker Cape,,,,Uncommon,120.0,,16.0,,,,,104.0,69.0,,
69.0,,,69.0,,43.0,,,,,,,,,69.0,,,Eventide Cape,,,,Uncommon,120.0,,16.0,,,,,104.0,69.0,,
69.0,,,69.0,,43.0,,,,,,,,,69.0,,,Slithershell Cloak,,,,Uncommon,120.0,,16.0,,,,,104.0,69.0,,
194.0,,,194.0,,95.0,,Mage,,,,,,70.0,194.0,,70.0,Mountainsage Cloak of Destruction,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
194.0,,,194.0,,95.0,,Monk,,,,,,,194.0,,70.0,Mistdancer Cloak of Wisdom,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,70.0
194.0,,,194.0,,95.0,,Warlock,,70.0,,,,,194.0,,70.0,Felsoul Cloak of Destruction,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
194.0,,,194.0,,95.0,,Warrior,,70.0,,,,,194.0,,70.0,Oathsworn Cloak of Battle,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
194.0,,,194.0,,95.0,,Death knight,,70.0,,,,,194.0,,70.0,Heart-Lesion Cloak of Battle,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
194.0,,,194.0,,95.0,,Druid,,,,,,,194.0,,70.0,Springrain Cloak of Wisdom,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,70.0
146.0,,,146.0,,78.0,,,,,,,,,146.0,,60.0,Notorious Aspirant's Shawl,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,63.0
146.0,,,146.0,,78.0,,,,,,,,56.0,146.0,,67.0,Sinister Gladiator's Greatcloak,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,
146.0,,,146.0,,78.0,,,,65.0,,,,58.0,146.0,,,Notorious Aspirant's Greatcloak,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,
146.0,,,146.0,,78.0,,,,75.0,,,,,146.0,,,Sinister Gladiator's Drape,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,48.0
146.0,,,146.0,,78.0,,,,63.0,,,,60.0,146.0,,,Notorious Aspirant's Cape,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,
111.0,,,111.0,,65.0,,,,,,,,55.0,111.0,,52.0,Sinister Aspirant's Shawl,,,,Rare,120.0,,16.0,,,,,166.0,111.0,,
111.0,,,111.0,,65.0,,,,,,,,56.0,111.0,,50.0,Sinister Aspirant's Greatcloak,,,,Rare,120.0,,16.0,,,,,166.0,111.0,,
69.0,,,69.0,,43.0,,,,42.0,,,,,69.0,,24.0,Worn Cloak,,,,Rare,120.0,,16.0,,,,,104.0,69.0,,
69.0,,,69.0,,43.0,,,,,,,,,69.0,,,Pterroleather Cloak,,,,Uncommon,120.0,,16.0,,,,,104.0,69.0,,
69.0,,,69.0,,43.0,,,,,,,,,69.0,,,Wavecrash Greatcloak,,,,Uncommon,120.0,,16.0,,,,,104.0,69.0,,
4.0,,,4.0,,2.0,,,,2.0,,,,,4.0,,,Drape of New Beginnings,,,,Uncommon,120.0,,16.0,,,,,6.0,4.0,,3.0
194.0,,,194.0,,95.0,,Hunter,,70.0,,,,70.0,194.0,,,Trailseeker Cloak of Rage,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
194.0,,,194.0,,95.0,,Shaman,,,,,,70.0,194.0,,70.0,Streamtalker Cloak of Destruction,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
194.0,,,194.0,,95.0,,Paladin,,70.0,,,,,194.0,,70.0,Sunsoul Cloak of Battle,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
194.0,,,194.0,,95.0,,Priest,,,,,,70.0,194.0,,70.0,Communal Cloak of Destruction,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
194.0,,,194.0,,95.0,,Rogue,,70.0,,,,70.0,194.0,,,Lightdrinker Cloak of Rage,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
146.0,,,146.0,,78.0,,,,75.0,,,,,146.0,,,Sinister Gladiator's Drape,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,48.0
146.0,,,146.0,,78.0,,,,51.0,,,,72.0,146.0,,,Sinister Gladiator's Cape,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,
111.0,,,111.0,,65.0,,,,,,,,55.0,111.0,,52.0,Sinister Aspirant's Shawl,,,,Rare,120.0,,16.0,,,,,166.0,111.0,,
111.0,,,111.0,,65.0,,,,57.0,,,,,111.0,,,Sinister Aspirant's Drape,,,,Rare,120.0,,16.0,,,,,166.0,111.0,,50.0
69.0,,,69.0,,43.0,,,,,,,,,69.0,,,Brineworks Drape,,,,Uncommon,120.0,,16.0,,,,,104.0,69.0,,
69.0,,,69.0,,43.0,,,,,,,,,69.0,,,Deeptide Drape,,,,Uncommon,120.0,,16.0,,,,,104.0,69.0,,
69.0,,,69.0,,43.0,,,,,,,,,69.0,,,Barrowknoll Cloak,,,,Uncommon,120.0,,16.0,,,,,104.0,69.0,,
69.0,,,69.0,,43.0,,,,,,,,,69.0,,,Sagehold Cloak,,,,Uncommon,120.0,,16.0,,,,,104.0,69.0,,
194.0,,,194.0,,95.0,,Monk,,70.0,,,,70.0,194.0,,,Mistdancer Cloak of Rage,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
194.0,,,194.0,,95.0,,Death knight,,,,,,,194.0,,70.0,Heart-Lesion Cloak of Stoicism,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,70.0
194.0,,,194.0,,95.0,,Druid,,,,,,70.0,194.0,,,Springrain Cloak of Durability,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,70.0
146.0,,,146.0,,78.0,,,,,,,,,146.0,,51.0,Notorious Gladiator's Shawl,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,72.0
111.0,,,111.0,,65.0,,,,57.0,,,,,111.0,,,Sinister Aspirant's Drape,,,,Rare,120.0,,16.0,,,,,166.0,111.0,,50.0
111.0,,,111.0,,65.0,,,,52.0,,,,55.0,111.0,,,Sinister Aspirant's Cape,,,,Rare,120.0,,16.0,,,,,166.0,111.0,,
111.0,,,111.0,,65.0,,,,,,,,56.0,111.0,,50.0,Sinister Aspirant's Greatcloak,,,,Rare,120.0,,16.0,,,,,166.0,111.0,,
111.0,,,111.0,,65.0,,,,52.0,,,,55.0,111.0,,,Sinister Aspirant's Cape,,,,Rare,120.0,,16.0,,,,,166.0,111.0,,
84.0,,,84.0,,50.0,,,,,,,,,84.0,,,Honorable Combatant's Satin Cloak,,,,Rare,120.0,,16.0,,,,,125.0,84.0,,
69.0,,,69.0,,43.0,,,,,,,,27.0,69.0,,39.0,Dread Gladiator's Shawl,,,,Epic,120.0,,16.0,,,,,104.0,69.0,,
69.0,,,69.0,,43.0,,,,30.0,,,,,69.0,,,Beryl-Tide Greatcloak,,,,Rare,120.0,,16.0,,,,,104.0,69.0,,36.0
194.0,,,194.0,,95.0,,Druid,,70.0,,,,70.0,194.0,,,Springrain Cloak of Rage,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
194.0,,,194.0,,95.0,,Priest,,,,,,,194.0,,70.0,Communal Cloak of Wisdom,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,70.0
194.0,,,194.0,,95.0,,Paladin,,,,,,,194.0,,70.0,Sunsoul Cloak of Wisdom,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,70.0
194.0,,,194.0,,95.0,,Paladin,,,,,,,194.0,,70.0,Sunsoul Cloak of Stoicism,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,70.0
194.0,,,194.0,,95.0,,Druid,,,,,,70.0,194.0,,70.0,Springrain Cloak of Destruction,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323.0,,,323.0,,142.0,,,,61.0,,,,61.0,323.0,,61.0,"Ashjra'kamas, Shroud of Resolve",,,,Legendary,120.0,,16.0,,,,,485.0,323.0,,
194.0,,,194.0,,95.0,,Warrior,,,,,,,194.0,,70.0,Oathsworn Cloak of Stoicism,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,70.0
194.0,,,194.0,,95.0,,Shaman,,,,,,,194.0,,70.0,Streamtalker Cloak of Wisdom,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,70.0
194.0,,,194.0,,95.0,,Demon hunter,,67.0,,,,73.0,194.0,,,Illidari Drape,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
212.0,,,212.0,,102.0,,,,,,,,,212.0,,,Uncanny Combatant's Satin Cloak,,,,Epic,120.0,,16.0,,,,,319.0,212.0,,
194.0,,,194.0,,95.0,,Shaman,,70.0,,,,70.0,194.0,,,Streamtalker Cloak of Rage,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
194.0,,,194.0,,95.0,,Mage,,,,,,70.0,194.0,,70.0,Mountainsage Cloak of Destruction,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
194.0,,,194.0,,95.0,,Monk,,,,,,,194.0,,70.0,Mistdancer Cloak of Wisdom,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,70.0
194.0,,,194.0,,95.0,,Warlock,,70.0,,,,,194.0,,70.0,Felsoul Cloak of Destruction,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
194.0,,,194.0,,95.0,,Warrior,,70.0,,,,,194.0,,70.0,Oathsworn Cloak of Battle,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
194.0,,,194.0,,95.0,,Death knight,,70.0,,,,,194.0,,70.0,Heart-Lesion Cloak of Battle,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
194.0,,,194.0,,95.0,,Druid,,,,,,,194.0,,70.0,Springrain Cloak of Wisdom,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,70.0
146.0,,,146.0,,78.0,,,,,,,,42.0,146.0,,81.0,Corrupted Aspirant's Cape,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,
194.0,,,194.0,,95.0,,Shaman,,,,,,70.0,194.0,,70.0,Streamtalker Cloak of Destruction,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
194.0,,,194.0,,95.0,,Paladin,,70.0,,,,,194.0,,70.0,Sunsoul Cloak of Battle,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
194.0,,,194.0,,95.0,,Priest,,,,,,70.0,194.0,,70.0,Communal Cloak of Destruction,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
194.0,,,194.0,,95.0,,Rogue,,70.0,,,,70.0,194.0,,,Lightdrinker Cloak of Rage,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
194.0,,,194.0,,95.0,,Hunter,,70.0,,,,70.0,194.0,,,Trailseeker Cloak of Rage,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
212.0,,,212.0,,102.0,,,,,,,,,212.0,,,Uncanny Combatant's Satin Cloak,,,,Epic,120.0,,16.0,,,,,319.0,212.0,,
194.0,,,194.0,,95.0,,Monk,,70.0,,,,70.0,194.0,,,Mistdancer Cloak of Rage,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
194.0,,,194.0,,95.0,,Death knight,,,,,,,194.0,,70.0,Heart-Lesion Cloak of Stoicism,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,70.0
194.0,,,194.0,,95.0,,Druid,,,,,,70.0,194.0,,,Springrain Cloak of Durability,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,70.0
194.0,,,194.0,,95.0,,Druid,,70.0,,,,70.0,194.0,,,Springrain Cloak of Rage,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
194.0,,,194.0,,95.0,,Priest,,,,,,,194.0,,70.0,Communal Cloak of Wisdom,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,70.0
146.0,,,146.0,,78.0,,,,,,,,28.0,146.0,,95.0,Corrupted Aspirant's Cape,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,
146.0,,,146.0,,78.0,,,,,,,,81.0,146.0,,,Corrupted Aspirant's Shawl,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,42.0
194.0,,,194.0,,95.0,,Paladin,,,,,,,194.0,,70.0,Sunsoul Cloak of Wisdom,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,70.0
194.0,,,194.0,,95.0,,Paladin,,,,,,,194.0,,70.0,Sunsoul Cloak of Stoicism,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,70.0
194.0,,,194.0,,95.0,,Druid,,,,,,70.0,194.0,,70.0,Springrain Cloak of Destruction,,,,Uncommon,120.0,,16.0,,,,,290.0,194.0,,
146.0,,,146.0,,78.0,,,,,,,,95.0,146.0,,,Corrupted Aspirant's Shawl,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,28.0
146.0,,,146.0,,78.0,,,,88.0,,,,,146.0,,35.0,Corrupted Aspirant's Drape,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,
146.0,,,146.0,,78.0,,,,95.0,,,,,146.0,,28.0,Corrupted Aspirant's Drape,,,,Epic,120.0,,16.0,,,,,219.0,146.0,,
30.0,30.0,,,,14.0,,Druid,,,,,,20.0,30.0,,18.0,Radiant Moonlight,,,,Legendary,101.0,,16.0,,,,,45.0,,,
,,,,,14.0,,Warlock,,25.0,,,,13.0,30.0,,,"Odr, Shawl of the Ymirjar",,,,Legendary,101.0,,16.0,,,,,45.0,,,
30.0,30.0,,,,14.0,,Druid,,18.0,,,,,30.0,,20.0,Fury of Nature,,,,Legendary,101.0,,16.0,,,,,45.0,,,
25.0,,,25.0,,13.0,,,,13.0,,,,,25.0,,18.0,Drape of the Forgotten Souls,,,,Epic,110.0,,16.0,,,,,37.0,25.0,,
69.0,,,69.0,,43.0,,"Warrior,Paladin,Death knight",,45.0,,,,21.0,69.0,,,7th Legionnaire's Bloody Drape,,,,Rare,110.0,,16.0,,,,,104.0,69.0,,
