agi,agiint,arcres,armor,classes,cooldown,critstrkrtng,dodgertng,dura,firres,frores,hastertng,int,lifesteal,mastrtng,name_enus,natres,nsockets,parryrtng,quality,reqarenartng,reqlevel,slotbak,socket1,socket2,socket3,speed,sta,str,strint,versatility
,,,30.0,Shaman,,,,,,,,,,,Warmongering Gladiator's Linked Waistband,,,,Epic,,100.0,6.0,,,,,,,,
,,,12.0,,,16.0,,55.0,,,19.0,26.0,,,Warmongering Gladiator's Cord of Prowess,,,,Epic,,100.0,6.0,,,,,39.0,,,
,,,12.0,,,19.0,,55.0,,,16.0,26.0,,,Warmongering Gladiator's Cord of Cruelty,,,,Epic,,100.0,6.0,,,,,39.0,,,
,,,12.0,Mage,,,,,,,,,,,Warmongering Gladiator's Silk Cord,,,,Epic,,100.0,6.0,,,,,,,,
,,,45.0,,,18.0,,55.0,,,16.0,26.0,,,Wild Gladiator's Girdle of Cruelty,,,,Epic,,100.0,6.0,,,,,39.0,26.0,26.0,
,,,30.0,Hunter,,,,,,,,,,,Wild Gladiator's Chain Links,,,,Epic,,100.0,6.0,,,,,,,,
,,,20.0,Druid,,,,,,,,,,,Wild Gladiator's Dragonhide Belt,,,,Epic,,100.0,6.0,,,,,,,,
26.0,26.0,,20.0,,,,,55.0,,,18.0,26.0,,,Wild Gladiator's Belt of Victory,,,,Epic,,100.0,6.0,,,,,39.0,,,16.0
,,,30.0,Shaman,,,,,,,,,,,Wild Gladiator's Ringmail Waistguard,,,,Epic,,100.0,6.0,,,,,,,,
25.0,25.0,,30.0,,,,,55.0,,,18.0,25.0,,15.0,Primal Gladiator's Waistguard of Cruelty,,,,Epic,,100.0,6.0,,,,,37.0,,,
25.0,25.0,,30.0,,,,,40.0,,,24.0,25.0,,,Academy Chain,,,,Uncommon,,,6.0,,,,,37.0,,,9.0
25.0,25.0,,20.0,,,18.0,,55.0,,,,25.0,,15.0,Primal Gladiator's Belt of Prowess,,,,Epic,,100.0,6.0,,,,,37.0,,,
,,,12.0,Priest,,,,,,,,,,,Primal Gladiator's Satin Cord,,,,Epic,,100.0,6.0,,,,,,,,
,,,45.0,,,24.0,,40.0,,,9.0,25.0,,,Dreadsworn Waistguard,,,,Uncommon,,,6.0,,,,,37.0,25.0,25.0,
25.0,25.0,,30.0,Shaman,,,,,,,33.0,25.0,,,Stormseeker Girdle,,,,Uncommon,,100.0,6.0,,,,,37.0,,,
,,,12.0,,,,,55.0,,,,25.0,,14.0,Flawless Windcrystal Cord,,,,Epic,,100.0,6.0,,,,,37.0,,,18.0
25.0,25.0,,30.0,,,,,55.0,,,,25.0,,,Undying Belt,,,,Epic,,100.0,6.0,,,,,37.0,,,
25.0,25.0,,30.0,,,14.0,,50.0,,,,25.0,,19.0,Scale Cord of the Eggeater,,,,Rare,,98.0,6.0,,,,,37.0,,,
,,,12.0,Warlock,,,,,,,,25.0,,33.0,Ruinrain Cord,,,,Uncommon,,100.0,6.0,,,,,37.0,,,
25.0,25.0,,30.0,,,,,55.0,,,18.0,25.0,,15.0,Primal Gladiator's Waistguard of Cruelty,,,,Epic,,100.0,6.0,,,,,37.0,,,
,,,45.0,,,18.0,,55.0,,,,25.0,,13.0,Waistplate of Bladed Force,,,,Epic,,100.0,6.0,,,,,37.0,25.0,25.0,
,,,12.0,,,24.0,,40.0,,,,25.0,,,Nightvale Waistwrap,,,,Uncommon,,,6.0,,,,,37.0,,,9.0
,,,12.0,,,,,40.0,,,24.0,25.0,,,Leywalker Cord,,,,Uncommon,,,6.0,,,,,37.0,,,9.0
,,,12.0,,,15.0,,50.0,,,18.0,25.0,,,Wild Combatant's Cord of Prowess,,,,Rare,,100.0,6.0,,,,,37.0,,,
25.0,25.0,,30.0,,,18.0,,55.0,,,,25.0,,,Primal Gladiator's Waistguard of Victory,,,,Epic,,100.0,6.0,,,,,37.0,,,15.0
25.0,25.0,,30.0,Shaman,,,,40.0,,,,25.0,,33.0,Stormseeker Girdle,,,,Uncommon,,100.0,6.0,,,,,37.0,,,
25.0,25.0,,30.0,,,,,40.0,,,13.0,25.0,,20.0,Thornbrace Girdle,,,,Uncommon,,,6.0,,,,,37.0,,,
25.0,25.0,,20.0,,,21.0,,50.0,,,12.0,25.0,,,Drogstitch Girdle,,,,Rare,,,6.0,,,,,37.0,,,
,,,45.0,,,24.0,,40.0,,,,25.0,,,Rooksguard Binding,,,,Uncommon,,,6.0,,,,,37.0,25.0,25.0,9.0
25.0,25.0,,30.0,,,18.0,,55.0,,,,25.0,,14.0,Raider's Spikeholder Belt,,,,Epic,,100.0,6.0,,,,,37.0,,,
,,,12.0,Priest,,,,,,,,,,,Primal Gladiator's Mooncloth Cord,,,,Epic,,100.0,6.0,,,,,,,,
25.0,25.0,,20.0,,,16.0,,55.0,,,,25.0,,17.0,Exceptional Crystalhide Belt,,,,Epic,,100.0,6.0,,,,,37.0,,,
25.0,25.0,,30.0,,,10.0,,40.0,,,23.0,25.0,,,Charged Stormwing Belt,,,,Uncommon,,,6.0,,,,,37.0,,,
25.0,25.0,,20.0,Rogue,,,,,,,33.0,25.0,,,Skulldugger Waistband,,,,Uncommon,,100.0,6.0,,,,,37.0,,,
,,,45.0,,,13.0,,40.0,,,20.0,25.0,,,Academy Girdle,,,,Uncommon,,,6.0,,,,,37.0,25.0,25.0,
,,,45.0,Paladin,,,,40.0,,,12.0,24.0,,18.0,Sunsoul Girdle,,,,Uncommon,,100.0,6.0,,,,,36.0,24.0,24.0,
,,,12.0,Mage,,14.0,,40.0,,,,24.0,,17.0,Mountainsage Cord,,,,Uncommon,,100.0,6.0,,,,,36.0,,,
,,,45.0,Paladin,,16.0,,40.0,,,,24.0,,16.0,Sunsoul Waistband,,,,Uncommon,,100.0,6.0,,,,,36.0,24.0,24.0,
,,,12.0,,,18.0,,,,,14.0,24.0,,,Cord of Skulls,,,,Epic,,100.0,6.0,,,,,36.0,,,
24.0,24.0,,30.0,Hunter,,14.0,,40.0,,,17.0,24.0,,,Trailseeker Belt,,,,Uncommon,,100.0,6.0,,,,,36.0,,,
,,,45.0,Warrior,,12.0,,40.0,,,,24.0,,18.0,Oathsworn Waistband,,,,Uncommon,,100.0,6.0,,,,,36.0,24.0,24.0,
,,,12.0,Priest,,,,40.0,,,14.0,24.0,,17.0,Communal Sash,,,,Uncommon,,100.0,6.0,,,,,36.0,,,
24.0,24.0,,30.0,Shaman,,17.0,,40.0,,,14.0,24.0,,,Streamtalker Girdle,,,,Uncommon,,100.0,6.0,,,,,36.0,,,
24.0,24.0,,30.0,Shaman,,,,,,,14.0,24.0,,,Streamtalker Belt,,,,Uncommon,,100.0,6.0,,,,,36.0,,,18.0
,,,45.0,Warrior,,18.0,,40.0,,,,24.0,,,Oathsworn Girdle,,,,Uncommon,,100.0,6.0,,,,,36.0,24.0,24.0,14.0
,,,45.0,Warrior,,18.0,,,,,,24.0,,,Oathsworn Girdle,,,,Uncommon,,100.0,6.0,,,,,36.0,24.0,24.0,14.0
24.0,24.0,,20.0,Druid,,18.0,,40.0,,,,24.0,,,Springrain Belt,,,,Uncommon,,100.0,6.0,,,,,36.0,,,14.0
,,,12.0,,,,,,,,,24.0,,,Cord of Hooded Nightmares,,,,Rare,,100.0,6.0,,,,,36.0,,,
,,,12.0,,,17.0,,50.0,,,15.0,24.0,,,Primal Aspirant's Cord of Cruelty,,,,Rare,,100.0,6.0,,,,,36.0,,,
24.0,24.0,,20.0,,,17.0,,50.0,,,,24.0,,15.0,Primal Aspirant's Belt of Prowess,,,,Rare,,100.0,6.0,,,,,36.0,,,
,,,45.0,Paladin,,,,50.0,,,12.0,24.0,,18.0,Sunsoul Girdle,,,,Rare,,100.0,6.0,,,,,36.0,24.0,24.0,
,,,45.0,,,17.0,,40.0,,,15.0,24.0,,,Wild Aspirant's Girdle of Cruelty,,,,Uncommon,,100.0,6.0,,,,,36.0,24.0,24.0,
24.0,24.0,,30.0,,,,,50.0,,,17.0,24.0,,15.0,Primal Aspirant's Waistguard of Cruelty,,,,Rare,,100.0,6.0,,,,,36.0,,,
,,,45.0,Paladin,,,,,,,14.0,24.0,,17.0,Sunsoul Belt,,,,Rare,,100.0,6.0,,,,,36.0,24.0,24.0,
,,,12.0,,,17.0,,40.0,,,15.0,24.0,,,Warmongering Aspirant's Cord of Cruelty,,,,Uncommon,,100.0,6.0,,,,,36.0,,,
,,,45.0,Paladin,,,,40.0,,,18.0,24.0,,,Sunsoul Girdle,,,,Uncommon,,100.0,6.0,,,,,36.0,24.0,24.0,14.0
24.0,24.0,,20.0,,,,,50.0,,,,24.0,,14.0,Windswept Leather Waistguard,,,,Rare,,98.0,6.0,,,,,36.0,,,17.0
,,,45.0,Paladin,,16.0,,,,,,24.0,,16.0,Sunsoul Waistband,,,,Rare,,100.0,6.0,,,,,36.0,24.0,24.0,
24.0,24.0,,20.0,Monk,,18.0,,,,,,24.0,,,Mistdancer Cord,,,,Uncommon,,100.0,6.0,,,,,36.0,,,14.0
24.0,24.0,,20.0,,,32.0,,50.0,,,,24.0,,,Studded Gronn-Stitched Girdle,,,,Rare,,100.0,6.0,,,,,36.0,,,
,,,12.0,,,,,40.0,,,,24.0,,,Dark Star Cord,,,,Uncommon,,100.0,6.0,,,,,36.0,,,
24.0,24.0,,20.0,,,,,50.0,,,,24.0,,,Spireflame Belt,,,,Rare,,100.0,6.0,,,,,36.0,,,
24.0,24.0,,20.0,Druid,,14.0,,50.0,,,,24.0,,17.0,Springrain Belt,,,,Rare,,100.0,6.0,,,,,36.0,,,
24.0,24.0,,30.0,,,,,50.0,,,,24.0,,,Belt of Elemental Torment,,,,Rare,,100.0,6.0,,,,,36.0,,,
24.0,24.0,,20.0,,,16.0,,50.0,,,,24.0,,16.0,Crystalhide Belt,,,,Rare,,100.0,6.0,,,,,36.0,,,
24.0,24.0,,30.0,Shaman,,,,40.0,,,14.0,24.0,,,Streamtalker Belt,,,,Uncommon,,100.0,6.0,,,,,36.0,,,18.0
24.0,24.0,,20.0,Druid,,16.0,,,,,16.0,24.0,,,Springrain Waistband,,,,Rare,,100.0,6.0,,,,,36.0,,,
24.0,24.0,,30.0,Shaman,,,,50.0,,,18.0,24.0,,12.0,Streamtalker Belt,,,,Rare,,100.0,6.0,,,,,36.0,,,
,,,44.0,,,,,40.0,,,,24.0,,,Ironfist Girdle,,,,Uncommon,,99.0,6.0,,,,,36.0,24.0,24.0,
,,,42.0,,,,,40.0,,,,23.0,,,Talon Guard Girdle,,,,Uncommon,,98.0,6.0,,,,,35.0,23.0,23.0,
,,,42.0,,,,,50.0,,,14.0,23.0,,16.0,Sha'tari Keeper Girdle,,,,Rare,,,6.0,,,,,34.0,23.0,23.0,
,,,11.0,,,,,40.0,,,,22.0,,,Gordunni Cord,,,,Uncommon,,95.0,6.0,,,,,33.0,,,
,,,11.0,,,,,50.0,,,,22.0,,,Mantisweave Cord,,,,Rare,,92.0,6.0,,,,,32.0,,,
22.0,22.0,,18.0,,,,,40.0,,,,22.0,,,Daggerjaw Waistband,,,,Uncommon,,94.0,6.0,,,,,32.0,,,
,,,10.0,,,,,40.0,,,,21.0,,,Mandragoran Cord,,,,Uncommon,,93.0,6.0,,,,,32.0,,,
20.0,20.0,,17.0,,,,,40.0,,,,20.0,,,Voidcaller Waistband,,,,Uncommon,,91.0,6.0,,,,,30.0,,,
,,,8.0,,,,,40.0,,,,,,,Cord of Mandibles,,,,Poor,,100.0,6.0,,,,,,,,
,,,14.0,,,,,40.0,,,,,,,Leather Pistol Holster,,,,Poor,,100.0,6.0,,,,,,,,
,,,31.0,,,,,40.0,,,,,,,Warped-Plate Belt,,,,Poor,,100.0,6.0,,,,,,,,
,,,3.0,,,,,55.0,,,,,,,Tournament Gladiator's Belt of Cruelty,,,,Epic,,100.0,6.0,,,,,,,,
,,,4.0,,,,,55.0,,,,,,,Tournament Gladiator's Waistguard of Victory,,,,Epic,,100.0,6.0,,,,,,,,
,,,6.0,,,,,55.0,,,,,,,Tournament Gladiator's Girdle of Cruelty,,,,Epic,,100.0,6.0,,,,,,,,
,,,2.0,,,,,55.0,,,,,,,Tournament Gladiator's Cord of Victory,,,,Epic,,100.0,6.0,,,,,,,,
247.0,247.0,,175.0,,,88.0,,55.0,,,96.0,247.0,,,Vim's Scalecrusher Clasp,,,,Epic,,120.0,6.0,,,,,370.0,,,
,,,103.0,,,100.0,,55.0,,,,247.0,,,Vim's Scalecrusher Belt,,,,Epic,,120.0,6.0,,,,,370.0,,,84.0
247.0,247.0,,257.0,,,104.0,,55.0,,,,247.0,,80.0,Vim's Scalecrusher Chain,,,,Epic,,120.0,6.0,,,,,370.0,,,
,,,427.0,,,126.0,,55.0,,,,283.0,,70.0,Eternity Keeper's Greatbelt,,,,Epic,,120.0,6.0,,,,,425.0,283.0,283.0,
,,,103.0,,,100.0,,55.0,,,,247.0,,,Shirakess Cinch,,,,Epic,,120.0,6.0,,,,,370.0,,,84.0
,,,384.0,,,100.0,,55.0,,,,247.0,,,Vim's Scalecrusher Girdle,,,,Epic,,120.0,6.0,,,,,370.0,247.0,247.0,84.0
283.0,283.0,,194.0,,,,,55.0,,,,283.0,,86.0,Ship Swallower's Belt,,,,Epic,,120.0,6.0,,,,,425.0,,,109.0
283.0,283.0,,194.0,,,70.0,,55.0,,,,283.0,,126.0,Beloved Monarch's Waistwrap,,,,Epic,,120.0,6.0,,,,,425.0,,,
,,,115.0,,,114.0,,55.0,,,81.0,283.0,,,Cephalopod's Sash,,,,Epic,,120.0,6.0,,,,,425.0,,,
,,,115.0,,,,,55.0,,,131.0,283.0,,,Belt of Blind Devotion,,,,Epic,,120.0,6.0,,,,,425.0,,,64.0
247.0,247.0,,175.0,,,88.0,,55.0,,,96.0,247.0,,,Fathomstalker Waistband,,,,Epic,,120.0,6.0,,,,,370.0,,,
111.0,111.0,,96.0,,,42.0,,55.0,,,77.0,111.0,,,Port Pillager's Belt,,,,Rare,,120.0,6.0,,,,,167.0,,,
,,,384.0,,,100.0,,55.0,,,,247.0,,,Zanj'ir Scaleguard Greatbelt,,,,Epic,,120.0,6.0,,,,,370.0,247.0,247.0,84.0
283.0,283.0,,285.0,,,131.0,,55.0,,,64.0,283.0,,,Tanglekelp Waistwrap,,,,Epic,,120.0,6.0,,,,,425.0,,,
,,,316.0,,,,,55.0,,,94.0,186.0,,67.0,Deathguard's Waistplate,,,,Rare,,120.0,6.0,,,,,279.0,186.0,186.0,
,,,234.0,,,,,40.0,,,,123.0,,53.0,Sleetguard Greatbelt,,,,Uncommon,,120.0,6.0,,,,,184.0,123.0,123.0,75.0
111.0,111.0,,140.0,,,47.0,,55.0,,,73.0,111.0,,,Anchor Chain Girdle,,,,Rare,,120.0,6.0,,,,,167.0,,,
123.0,123.0,,107.0,,,47.0,,40.0,,,,123.0,,,Miststalker's Belt,,,,Uncommon,,120.0,6.0,,,,,184.0,,,80.0
111.0,111.0,,96.0,,,,,55.0,,,55.0,111.0,,,Belt of Gleaming Determination,,,,Rare,,120.0,6.0,,,,,167.0,,,65.0
111.0,111.0,,96.0,,,49.0,,55.0,,,,111.0,,,Cincture of the Azerite Arsenal,,,,Rare,,120.0,6.0,,,,,167.0,,,70.0
111.0,111.0,,140.0,,,55.0,,55.0,,,,111.0,,,Waistguard of Deteriorating Grace,,,,Rare,,120.0,6.0,,,,,167.0,,,65.0
,,,210.0,,,,,55.0,,,83.0,111.0,,,Sharkbait Harness Girdle,,,,Rare,,120.0,6.0,,,,,167.0,111.0,111.0,37.0
247.0,247.0,,257.0,,,104.0,,55.0,,,,247.0,,80.0,Azsh'ari Stormsurger Links,,,,Epic,,120.0,6.0,,,,,370.0,,,
,,,85.0,,,,,55.0,,,70.0,186.0,,91.0,Ivus' Tanglemoss Waistcord,,,,Epic,,120.0,6.0,,,,,279.0,,,
283.0,283.0,,285.0,,,,,55.0,,,126.0,283.0,,70.0,Wavespine Clutch,,,,Epic,,120.0,6.0,,,,,425.0,,,
,,,427.0,,,,,55.0,,,114.0,283.0,,81.0,Storm-Tempered Girdle,,,,Epic,,120.0,6.0,,,,,425.0,283.0,283.0,
,,,57.0,,,73.0,,55.0,,,47.0,111.0,,,Sailcloth Waistband,,,,Rare,,120.0,6.0,,,,,167.0,,,
,,,85.0,,,88.0,,55.0,,,,186.0,,,Plaguebringer's Cord,,,,Rare,,120.0,6.0,,,,,279.0,,,73.0
,,,57.0,,,70.0,,55.0,,,,111.0,,,Excavator's Safety Belt,,,,Rare,,120.0,6.0,,,,,167.0,,,49.0
,,,573.0,,,,,55.0,,,,411.0,,,Banded Osmenite Girdle,,1.0,,Epic,,120.0,6.0,Prismatic socket,,,,617.0,411.0,411.0,
,,,306.0,,,,,55.0,,,40.0,178.0,,85.0,Mindthief's Eldritch Clasp,,,,Epic,,120.0,6.0,,,,,267.0,178.0,178.0,
,,,573.0,,,,,55.0,,,,411.0,,,Banded Osmenite Girdle,,1.0,,Epic,,120.0,6.0,Prismatic socket,,,,617.0,411.0,411.0,
,,,57.0,,,52.0,,55.0,,,,111.0,,68.0,Aqu'sirr's Swirling Sash,,,,Rare,,120.0,6.0,,,,,167.0,,,
186.0,186.0,,211.0,,,91.0,,55.0,,,,186.0,,70.0,Blightguard's Girdle,,,,Rare,,120.0,6.0,,,,,279.0,,,
123.0,123.0,,107.0,,,,,40.0,,,80.0,123.0,,,Fallen Runelord's Belt,,,,Uncommon,,120.0,6.0,,,,,184.0,,,47.0
195.0,195.0,,149.0,,,,,55.0,,,65.0,195.0,,100.0,Notorious Gladiator's Leather Waistband,,,,Epic,,120.0,6.0,,,,,293.0,,,
,,,306.0,,,,,55.0,,,62.0,178.0,,96.0,Cinch of the Sainted General,,,,Epic,,120.0,6.0,,,,,267.0,178.0,178.0,
111.0,111.0,,96.0,,,,,55.0,,,68.0,111.0,,52.0,Bloodfeaster Belt,,,,Rare,,120.0,6.0,,,,,167.0,,,
93.0,93.0,,121.0,,,,,50.0,,,42.0,93.0,,46.0,Spire-Charged Links,,,,Rare,,120.0,6.0,,,,,139.0,,,
,,,210.0,,,,,55.0,,,49.0,111.0,,,Girdle of Burgeoning Apathy,,,,Rare,,120.0,6.0,,,,,167.0,111.0,111.0,70.0
,,,88.0,,,,,55.0,,,110.0,195.0,,54.0,Notorious Gladiator's Silk Cord,,,,Epic,,120.0,6.0,,,,,293.0,,,
111.0,111.0,,96.0,,,,,55.0,,,,111.0,,68.0,Hound-Jowl Waistband,,,,Rare,,120.0,6.0,,,,,167.0,,,52.0
111.0,111.0,,96.0,,,,,55.0,,,47.0,111.0,,73.0,Whirling Dervish Sash,,,,Rare,,120.0,6.0,,,,,167.0,,,
178.0,178.0,,205.0,,,85.0,,,,,,178.0,,,Torga Scale Girdle,,,,Epic,,120.0,6.0,,,,,267.0,,,72.0
111.0,111.0,,140.0,,,,,55.0,,,77.0,111.0,,,Waistguard of Sanguine Fervor,,,,Rare,,120.0,6.0,,,,,167.0,,,42.0
,,,182.0,,,,,50.0,,,,93.0,,46.0,Tideflat Brute's Greatbelt,,,,Rare,,120.0,6.0,,,,,139.0,93.0,93.0,42.0
,,,210.0,,,,,55.0,,,,111.0,,44.0,Sand-Scoured Greatbelt,,,,Rare,,120.0,6.0,,,,,167.0,111.0,111.0,75.0
,,,458.0,,,,,55.0,,,,311.0,,,Osmenite Girdle,,1.0,,Epic,,120.0,6.0,Prismatic socket,,,,466.0,311.0,311.0,
,,,82.0,,,,,55.0,,,58.0,178.0,,99.0,Waistcord of Flowing Silk,,,,Epic,,120.0,6.0,,,,,267.0,,,
186.0,186.0,,211.0,,,91.0,,55.0,,,,186.0,,70.0,Kaldorei Archer's Belt,,,,Rare,,120.0,6.0,,,,,279.0,,,
,,,306.0,,,,,55.0,,,65.0,178.0,,92.0,Last Stand Greatbelt,,,,Epic,,120.0,6.0,,,,,267.0,178.0,178.0,
111.0,111.0,,140.0,,,75.0,,55.0,,,,111.0,,44.0,Chain of Consummate Power,,,,Rare,,120.0,6.0,,,,,167.0,,,
178.0,178.0,,140.0,,,89.0,,55.0,,,,178.0,,,Warbeast Hide Cinch,,,,Epic,,120.0,6.0,,,,,267.0,,,68.0
178.0,178.0,,140.0,,,68.0,,55.0,,,,178.0,,89.0,Stretched Sinew Waistcord,,,,Epic,,120.0,6.0,,,,,267.0,,,
,,,234.0,,,69.0,,40.0,,,,123.0,,58.0,Bloodwake Girdle,,,,Uncommon,,120.0,6.0,,,,,184.0,123.0,123.0,
93.0,93.0,,83.0,,,46.0,,50.0,,,,93.0,,42.0,Direhorn Studded Belt,,,,Rare,,120.0,6.0,,,,,139.0,,,
,,,316.0,,,,,55.0,,,94.0,186.0,,67.0,Wardenguard's Chain,,,,Rare,,120.0,6.0,,,,,279.0,186.0,186.0,
111.0,111.0,,140.0,,,,,55.0,,,52.0,111.0,,,Belt of the Consecrated Tomb,,,,Rare,,120.0,6.0,,,,,167.0,,,68.0
,,,210.0,,,62.0,,55.0,,,,111.0,,,Cannoneer's Toolbelt,,,,Rare,,120.0,6.0,,,,,167.0,111.0,111.0,57.0
,,,210.0,,,52.0,,55.0,,,68.0,111.0,,,Belt of the Unrelenting Gale,,,,Rare,,120.0,6.0,,,,,167.0,111.0,111.0,
178.0,178.0,,205.0,,,75.0,,55.0,,,82.0,178.0,,,Titanspark Energy Girdle,,,,Epic,,120.0,6.0,,,,,267.0,,,
,,,306.0,,,52.0,,55.0,,,,178.0,,106.0,Decontaminator's Greatbelt,,,,Epic,,120.0,6.0,,,,,267.0,178.0,178.0,
162.0,162.0,,131.0,,,,,55.0,,,,162.0,,,Sinister Combatant's Leather Waistguard,,,,Epic,,120.0,6.0,,,,,243.0,,,
93.0,93.0,,83.0,,,48.0,,50.0,,,,93.0,,40.0,Gonk Outrunner Belt,,,,Rare,,120.0,6.0,,,,,139.0,,,
,,,306.0,,,99.0,,55.0,,,58.0,178.0,,,Shellbuckle Girdle,,,,Epic,,120.0,6.0,,,,,267.0,178.0,178.0,
,,,210.0,,,,,55.0,,,,111.0,,73.0,Zancha's Venerated Greatbelt,,,,Rare,,120.0,6.0,,,,,167.0,111.0,111.0,47.0
111.0,111.0,,140.0,,,,,55.0,,,,111.0,,57.0,Chain-Linked Safety Cord,,,,Rare,,120.0,6.0,,,,,167.0,,,62.0
93.0,93.0,,83.0,,,52.0,,50.0,,,,93.0,,,Seafarer Belt,,,,Rare,,120.0,6.0,,,,,139.0,,,37.0
111.0,111.0,,96.0,,,70.0,,55.0,,,,111.0,,49.0,Unscrupulous Geologist's Belt,,,,Rare,,120.0,6.0,,,,,167.0,,,
93.0,93.0,,83.0,,,42.0,,50.0,,,46.0,93.0,,,Blood Bog Waistband,,,,Rare,,120.0,6.0,,,,,139.0,,,
178.0,178.0,,140.0,,,,,55.0,,,85.0,178.0,,72.0,Waatah's Double-Knotted Cord,,,,Epic,,120.0,6.0,,,,,267.0,,,
,,,210.0,,,49.0,,55.0,,,,111.0,,70.0,Sewer Grate Girdle,,,,Rare,,120.0,6.0,,,,,167.0,111.0,111.0,
93.0,93.0,,121.0,,,,,40.0,,,,93.0,,,Reefwalker Chain,,,,Uncommon,,120.0,6.0,,,,,139.0,,,
178.0,178.0,,140.0,,,58.0,,55.0,,,,178.0,,,Replicated Chitin Cord,,,,Epic,,120.0,6.0,,,,,267.0,,,99.0
,,,82.0,,,89.0,,55.0,,,,178.0,,,Cord of Zandalari Resolve,,,,Epic,,120.0,6.0,,,,,267.0,,,68.0
111.0,111.0,,140.0,,,,,55.0,,,55.0,111.0,,65.0,Shalebiter Interlinked Chain,,,,Rare,,120.0,6.0,,,,,167.0,,,
,,,85.0,,,88.0,,55.0,,,,186.0,,,Moonpriest's Sash,,,,Rare,,120.0,6.0,,,,,279.0,,,73.0
,,,82.0,,,,,55.0,,,102.0,178.0,,55.0,Extra-Light Light Emitting Cord,,,,Epic,,120.0,6.0,,,,,267.0,,,
123.0,123.0,,156.0,,,,,40.0,,,,123.0,,75.0,Dragonrider's Waistguard,,,,Uncommon,,120.0,6.0,,,,,184.0,,,53.0
,,,57.0,,,,,55.0,,,,111.0,,65.0,Knight Captain's Waistcord,,,,Rare,,120.0,6.0,,,,,167.0,,,55.0
111.0,111.0,,140.0,,,,,55.0,,,70.0,111.0,,49.0,Cincture of Glittering Gold,,,,Rare,,120.0,6.0,,,,,167.0,,,
,,,182.0,,,,,50.0,,,,93.0,,42.0,Sand Scoured Girdle,,,,Rare,,120.0,6.0,,,,,139.0,93.0,93.0,46.0
,,,49.0,,,42.0,,50.0,,,,93.0,,46.0,Marrow's Sash,,,,Rare,,120.0,6.0,,,,,139.0,,,
,,,511.0,,,,,55.0,,,,358.0,,,Reinforced Osmenite Girdle,,1.0,,Epic,,120.0,6.0,Prismatic socket,,,,536.0,358.0,358.0,
258.0,258.0,,181.0,Rogue,,98.0,,40.0,,,,258.0,,89.0,Lightdrinker Waistband,,,,Uncommon,,120.0,6.0,,,,,387.0,,,
178.0,178.0,,140.0,,,,,55.0,,,106.0,178.0,,52.0,Waistcord of Pa'ku's Flight,,,,Epic,,120.0,6.0,,,,,267.0,,,
178.0,178.0,,205.0,,,,,55.0,,,56.0,178.0,,101.0,Insurgent's Scouring Chain,,,,Epic,,120.0,6.0,,,,,267.0,,,
,,,63.0,,,47.0,,40.0,,,,123.0,,80.0,Swarmfury Waistcord,,,,Uncommon,,120.0,6.0,,,,,184.0,,,
,,,210.0,,,,,55.0,,,75.0,111.0,,44.0,Girdle of Pestilent Purification,,,,Rare,,120.0,6.0,,,,,167.0,111.0,111.0,
,,,107.0,Mage,,89.0,,40.0,,,,258.0,,98.0,Mountainsage Cord,,,,Uncommon,,120.0,6.0,,,,,387.0,,,
,,,306.0,,,55.0,,55.0,,,,178.0,,,Embersear Waistguard,,,,Epic,,120.0,6.0,,,,,267.0,178.0,178.0,102.0
178.0,178.0,,205.0,,,,,55.0,,,82.0,178.0,,75.0,Chain Links of Fraying Awe,,,,Epic,,120.0,6.0,,,,,267.0,,,
,,,57.0,,,,,55.0,,,49.0,111.0,,70.0,Ouroborial Sash,,,,Rare,,120.0,6.0,,,,,167.0,,,
111.0,111.0,,96.0,,,68.0,,55.0,,,52.0,111.0,,,Primal Dinomancer's Belt,,,,Rare,,120.0,6.0,,,,,167.0,,,
93.0,93.0,,121.0,,,46.0,,50.0,,,,93.0,,,Ashenwood Girdle,,,,Rare,,120.0,6.0,,,,,139.0,,,42.0
,,,49.0,,,,,50.0,,,39.0,93.0,,50.0,Apiarist's Stingproof Belt,,,,Rare,,120.0,6.0,,,,,139.0,,,
93.0,93.0,,121.0,,,,,40.0,,,,93.0,,,Ravascale Belt,,,,Uncommon,,120.0,6.0,,,,,139.0,,,
93.0,93.0,,121.0,,,,,55.0,,,,93.0,,52.0,Dread Gladiator's Chain Clasp,,,,Epic,,120.0,6.0,,,,,139.0,,,37.0
93.0,93.0,,83.0,,,46.0,,50.0,,,,93.0,,,Venomous Hivemother Cord,,,,Rare,,120.0,6.0,,,,,139.0,,,42.0
195.0,195.0,,149.0,,,,,55.0,,,65.0,195.0,,100.0,Notorious Gladiator's Leather Waistband,,,,Epic,,120.0,6.0,,,,,293.0,,,
,,,88.0,,,54.0,,55.0,,,,195.0,,,Sinister Gladiator's Silk Sash,,,,Epic,,120.0,6.0,,,,,293.0,,,110.0
,,,88.0,,,110.0,,55.0,,,,195.0,,,Notorious Gladiator's Silk Sash,,,,Epic,,120.0,6.0,,,,,293.0,,,54.0
186.0,186.0,,144.0,,,77.0,,55.0,,,84.0,186.0,,,Darkwood Sentinel's Cinch,,,,Rare,,120.0,6.0,,,,,279.0,,,
178.0,178.0,,205.0,,,82.0,,55.0,,,,178.0,,,Goldenscale Girdle,,,,Epic,,120.0,6.0,,,,,267.0,,,75.0
